scenario,signal,t_s,error_est_minus_gt
Excitation-S4D-Pinn-decay-mu,v_y,24.585,-0.010259557007220255
Excitation-S4D-Pinn-decay-mu,v_y,24.816,-0.031910424841751356
Excitation-S4D-Pinn-decay-mu,v_y,25.113,-0.020422668453834725
Excitation-S4D-Pinn-decay-mu,v_y,25.344,-0.020939067486256346
Excitation-S4D-Pinn-decay-mu,v_y,25.542,-0.023588357991138342
Excitation-S4D-Pinn-decay-mu,v_y,25.74,-0.02634361019833148
Excitation-S4D-Pinn-decay-mu,v_y,26.004,-0.08273759993695534
Excitation-S4D-Pinn-decay-mu,v_y,26.334,-0.05487701492936681
Excitation-S4D-Pinn-decay-mu,v_y,26.532,-0.04650077412292675
Excitation-S4D-Pinn-decay-mu,v_y,26.796,-0.05194090011268088
Excitation-S4D-Pinn-decay-mu,v_y,27.06,-0.04398096333606971
Excitation-S4D-Pinn-decay-mu,v_y,27.324,-0.028998484711491745
Excitation-S4D-Pinn-decay-mu,v_y,27.621,-0.034982940684434916
Excitation-S4D-Pinn-decay-mu,v_y,27.819,-0.02301167855001285
Excitation-S4D-Pinn-decay-mu,v_y,28.017,-0.014181471837781678
Excitation-S4D-Pinn-decay-mu,v_y,28.182,-0.030203960523860096
Excitation-S4D-Pinn-decay-mu,v_y,28.347,-0.02988164789751807
Excitation-S4D-Pinn-decay-mu,v_y,28.545,-0.03575079104055651
Excitation-S4D-Pinn-decay-mu,v_y,28.743,-0.022939586441132198
Excitation-S4D-Pinn-decay-mu,v_y,28.941,-0.07818344268821592
Excitation-S4D-Pinn-decay-mu,v_y,29.106,-0.02608144123385092
Excitation-S4D-Pinn-decay-mu,v_y,29.304,-0.020952706151438516
Excitation-S4D-Pinn-decay-mu,v_y,29.502,-0.05320003369240783
Excitation-S4D-Pinn-decay-mu,v_y,29.7,-0.03278153797423611
Excitation-S4D-Pinn-decay-mu,v_y,29.832,-0.008513175034473797
Excitation-S4D-Pinn-decay-mu,v_y,29.997,-0.00010063069407112435
Excitation-S4D-Pinn-decay-mu,v_y,30.195,0.0014993565237207962
Excitation-S4D-Pinn-decay-mu,v_y,30.36,0.0023886035495080393
Excitation-S4D-Pinn-decay-mu,v_y,30.558,0.0028936284521299815
Excitation-S4D-Pinn-decay-mu,v_y,30.69,0.009049665414368746
Excitation-S4D-Pinn-decay-mu,v_y,30.855,0.002079688918362521
Excitation-S4D-Pinn-decay-mu,v_y,30.987,0.005888295684876588
Excitation-S4D-Pinn-decay-mu,v_y,31.185,0.002348681200554814
Excitation-S4D-Pinn-decay-mu,v_y,31.383,0.0025291179851948953
Excitation-S4D-Pinn-decay-mu,v_y,31.515,0.006164681304267117
Excitation-S4D-Pinn-decay-mu,v_y,31.713,0.010168261907070542
Excitation-S4D-Pinn-decay-mu,v_y,31.911,0.01697509289611432
Excitation-S4D-Pinn-decay-mu,v_y,32.043,0.00717081129886471
Excitation-S4D-Pinn-decay-mu,v_y,32.241,0.010117630731611149
Excitation-S4D-Pinn-decay-mu,v_y,32.439,0.02740646577634992
Excitation-S4D-Pinn-decay-mu,v_y,32.571,0.006386292779431729
Excitation-S4D-Pinn-decay-mu,v_y,32.769,0.004816236644514471
Excitation-S4D-Pinn-decay-mu,v_y,32.934,0.01282181041954547
Excitation-S4D-Pinn-decay-mu,v_y,33.099,0.00471823800288515
Excitation-S4D-Pinn-decay-mu,v_y,33.264,0.004932917432743836
Excitation-S4D-Pinn-decay-mu,v_y,33.462,0.008153184442847475
Excitation-S4D-Pinn-decay-mu,v_y,33.627,0.002482617361756874
Excitation-S4D-Pinn-decay-mu,v_y,33.825,0.00026872422095357285
Excitation-S4D-Pinn-decay-mu,v_y,33.957,-0.0016627008692096726
Excitation-S4D-Pinn-decay-mu,v_y,34.155,-0.0019682113245487534
Excitation-S4D-Pinn-decay-mu,v_y,34.353,-0.001986786088868195
Excitation-S4D-Pinn-decay-mu,v_y,34.551,-0.0057521478065847564
Excitation-S4D-Pinn-decay-mu,v_y,34.683,-0.0018733339425498763
Excitation-S4D-Pinn-decay-mu,v_y,34.881,0.000417979845937555
Excitation-S4D-Pinn-decay-mu,v_y,35.013,0.00047083419510884905
Excitation-S4D-Pinn-decay-mu,v_y,35.211,0.0004842861303913093
Excitation-S4D-Pinn-decay-mu,v_y,35.409,0.0008682949022697228
Excitation-S4D-Pinn-decay-mu,v_y,35.541,0.0012898699445957895
Excitation-S4D-Pinn-decay-mu,v_y,35.739,0.0015546045918799212
Excitation-S4D-Pinn-decay-mu,v_y,35.937,0.013121942392251396
Excitation-S4D-Pinn-decay-mu,v_y,36.069,0.001611670593809622
Excitation-S4D-Pinn-decay-mu,v_y,36.267,0.0013308654799522868
Excitation-S4D-Pinn-decay-mu,v_y,36.465,0.0010733226764219617
Excitation-S4D-Pinn-decay-mu,v_y,36.597,0.0014185596814663137
Excitation-S4D-Pinn-decay-mu,v_y,36.795,0.002199505977409144
Excitation-S4D-Pinn-decay-mu,v_y,36.96,0.005441575734532078
Excitation-S4D-Pinn-decay-mu,v_y,37.125,0.006842198280274436
Excitation-S4D-Pinn-decay-mu,v_y,37.29,0.0031849037901054977
Excitation-S4D-Pinn-decay-mu,v_y,37.488,0.004897982750446617
Excitation-S4D-Pinn-decay-mu,v_y,37.653,0.002513445841981321
Excitation-S4D-Pinn-decay-mu,v_y,37.851,0.00510948788065585
Excitation-S4D-Pinn-decay-mu,v_y,37.983,0.0035600396723590166
Excitation-S4D-Pinn-decay-mu,v_y,38.148,0.004673971422552159
Excitation-S4D-Pinn-decay-mu,v_y,38.346,0.004918215176603125
Excitation-S4D-Pinn-decay-mu,v_y,38.478,0.0034225636472168253
Excitation-S4D-Pinn-decay-mu,v_y,38.676,0.0043140864240320265
Excitation-S4D-Pinn-decay-mu,v_y,38.874,0.0032823674997270458
Excitation-S4D-Pinn-decay-mu,v_y,39.006,0.0027257183243754035
Excitation-S4D-Pinn-decay-mu,v_y,39.204,0.0008881532481399557
Excitation-S4D-Pinn-decay-mu,v_y,39.369,0.0019429115341343395
Excitation-S4D-Pinn-decay-mu,v_y,39.501,-7.50852332726537e-05
Excitation-S4D-Pinn-decay-mu,v_y,39.666,-0.004772837873771585
Excitation-S4D-Pinn-decay-mu,v_y,39.798,0.0009235831503233705
Excitation-S4D-Pinn-decay-mu,v_y,39.963,0.0029777333377116744
Excitation-S4D-Pinn-decay-mu,v_y,40.095,-0.00568409214080523
Excitation-S4D-Pinn-decay-mu,v_y,40.26,-0.000865906313892939
Excitation-S4D-Pinn-decay-mu,v_y,40.425,-0.003673917592852849
Excitation-S4D-Pinn-decay-mu,v_y,40.557,-0.005167041428787544
Excitation-S4D-Pinn-decay-mu,v_y,40.689,0.0004909343030847779
Excitation-S4D-Pinn-decay-mu,v_y,40.854,-0.0043332760559455785
Excitation-S4D-Pinn-decay-mu,v_y,41.052,-0.0030931061667907045
Excitation-S4D-Pinn-decay-mu,v_y,41.184,-0.0032837037402465574
Excitation-S4D-Pinn-decay-mu,v_y,41.316,-0.0037276580780515323
Excitation-S4D-Pinn-decay-mu,v_y,41.481,-0.01216758437997889
Excitation-S4D-Pinn-decay-mu,v_y,41.646,-0.008560343161853723
Excitation-S4D-Pinn-decay-mu,v_y,41.811,-0.017931010733314268
Excitation-S4D-Pinn-decay-mu,v_y,41.943,-0.008233941014637036
Excitation-S4D-Pinn-decay-mu,v_y,42.075,-0.016439698454091545
Excitation-S4D-Pinn-decay-mu,v_y,42.273,-0.03187574888195044
Excitation-S4D-Pinn-decay-mu,v_y,42.405,-0.010164897949751173
Excitation-S4D-Pinn-decay-mu,v_y,42.57,-0.004846903754449738
Excitation-S4D-Pinn-decay-mu,v_y,42.735,-0.00669504914306196
Excitation-S4D-Pinn-decay-mu,v_y,42.9,-0.0014329868159792536
Excitation-S4D-Pinn-decay-mu,v_y,43.032,-0.0003841814933985832
Excitation-S4D-Pinn-decay-mu,v_y,43.197,0.0029614041726118145
Excitation-S4D-Pinn-decay-mu,v_y,43.362,0.0010728064286713024
Excitation-S4D-Pinn-decay-mu,v_y,43.494,0.007788444264494099
Excitation-S4D-Pinn-decay-mu,v_y,43.659,-0.001579216262571126
Excitation-S4D-Pinn-decay-mu,v_y,43.791,-0.0005173382054184383
Excitation-S4D-Pinn-decay-mu,v_y,43.923,0.000189101598310093
Excitation-S4D-Pinn-decay-mu,v_y,44.088,0.0014323608818200828
Excitation-S4D-Pinn-decay-mu,v_y,44.253,0.016703726317688128
Excitation-S4D-Pinn-decay-mu,v_y,44.385,0.0027047465877888532
Excitation-S4D-Pinn-decay-mu,v_y,44.55,0.003380122798070928
Excitation-S4D-Pinn-decay-mu,v_y,44.682,0.003692054608909534
Excitation-S4D-Pinn-decay-mu,v_y,44.814,0.003557707311092617
Excitation-S4D-Pinn-decay-mu,v_y,45.012,0.0027535785878436414
Excitation-S4D-Pinn-decay-mu,v_y,45.144,0.0016053630511046468
Excitation-S4D-Pinn-decay-mu,v_y,45.276,0.0013502696074606246
Excitation-S4D-Pinn-decay-mu,v_y,45.441,0.00063646657665406
Excitation-S4D-Pinn-decay-mu,v_y,45.573,0.0016811431039555624
Excitation-S4D-Pinn-decay-mu,v_y,45.705,0.001277646289066292
Excitation-S4D-Pinn-decay-mu,v_y,45.837,0.001967225082481594
Excitation-S4D-Pinn-decay-mu,v_y,45.969,0.003073848060182127
Excitation-S4D-Pinn-decay-mu,v_y,46.134,0.001600762442162229
Excitation-S4D-Pinn-decay-mu,v_y,46.266,0.0022421767424875283
Excitation-S4D-Pinn-decay-mu,v_y,46.431,0.0015744884183424013
Excitation-S4D-Pinn-decay-mu,v_y,46.596,0.0013864064921376429
Excitation-S4D-Pinn-decay-mu,v_y,46.728,0.0010169115235683507
Excitation-S4D-Pinn-decay-mu,v_y,46.86,0.0001061586008980625
Excitation-S4D-Pinn-decay-mu,v_y,46.992,-7.067514622725868e-05
Excitation-S4D-Pinn-decay-mu,v_y,47.19,-0.0018391992059820506
Excitation-S4D-Pinn-decay-mu,v_y,47.322,-0.001307823945960393
Excitation-S4D-Pinn-decay-mu,v_y,47.454,-0.0021832845036059284
Excitation-S4D-Pinn-decay-mu,v_y,47.586,-0.0026104762082408625
Excitation-S4D-Pinn-decay-mu,v_y,47.718,-0.0038831032028465856
Excitation-S4D-Pinn-decay-mu,v_y,47.85,-0.0035546710997014855
Excitation-S4D-Pinn-decay-mu,v_y,47.982,-0.0037096588642748438
Excitation-S4D-Pinn-decay-mu,v_y,48.18,-0.003618481312069339
Excitation-S4D-Pinn-decay-mu,v_y,48.312,-0.003241670347354543
Excitation-S4D-Pinn-decay-mu,v_y,48.444,-0.0013536219941112926
Excitation-S4D-Pinn-decay-mu,v_y,48.576,-0.0014398280578740916
Excitation-S4D-Pinn-decay-mu,v_y,48.741,-0.00045830488025037225
Excitation-S4D-Pinn-decay-mu,v_y,48.906,-0.005797898563719792
Excitation-S4D-Pinn-decay-mu,v_y,49.038,-0.003211852584482009
Excitation-S4D-Pinn-decay-mu,v_y,49.17,-0.0028689550645613036
Excitation-S4D-Pinn-decay-mu,v_y,49.302,-0.0035955922302405435
Excitation-S4D-Pinn-decay-mu,v_y,49.467,-0.0037596225504822264
Excitation-S4D-Pinn-decay-mu,v_y,49.599,-0.003549978544613634
Excitation-S4D-Pinn-decay-mu,v_y,49.764,-0.001330028532815962
Excitation-S4D-Pinn-decay-mu,v_y,49.896,-0.0028388375548989153
Excitation-S4D-Pinn-decay-mu,v_y,50.028,-0.010051967561880055
Excitation-S4D-Pinn-decay-mu,v_y,50.16,-0.004422927098351586
Excitation-S4D-Pinn-decay-mu,v_y,50.292,-0.0062101400253167585
Excitation-S4D-Pinn-decay-mu,v_y,50.424,-0.004927131204619633
Excitation-S4D-Pinn-decay-mu,v_y,50.556,-0.004424619574262461
Excitation-S4D-Pinn-decay-mu,v_y,50.721,-0.00995141610457477
Excitation-S4D-Pinn-decay-mu,v_y,50.853,0.0006295150228095153
Excitation-S4D-Pinn-decay-mu,v_y,50.985,-0.0006125295496311328
Excitation-S4D-Pinn-decay-mu,v_y,51.15,-0.0010148606671550528
Excitation-S4D-Pinn-decay-mu,v_y,51.282,-0.0023131739354558117
Excitation-S4D-Pinn-decay-mu,v_y,51.414,-0.0036863054479519056
Excitation-S4D-Pinn-decay-mu,v_y,51.546,-0.003877777963323333
Excitation-S4D-Pinn-decay-mu,v_y,51.678,-0.0015990490575424482
Excitation-S4D-Pinn-decay-mu,v_y,51.843,-0.007569804610636905
Excitation-S4D-Pinn-decay-mu,v_y,51.975,-0.003821548238815531
Excitation-S4D-Pinn-decay-mu,v_y,52.107,-0.0033235786475720487
Excitation-S4D-Pinn-decay-mu,v_y,52.239,-0.0033903203214442623
Excitation-S4D-Pinn-decay-mu,v_y,52.371,-0.0034823899480324674
Excitation-S4D-Pinn-decay-mu,v_y,52.503,-0.0020797024539281894
Excitation-S4D-Pinn-decay-mu,v_y,52.734,-0.0042911620011682125
Excitation-S4D-Pinn-decay-mu,v_y,52.866,-0.0019848603821123814
Excitation-S4D-Pinn-decay-mu,v_y,52.998,-0.0023620146044108295
Excitation-S4D-Pinn-decay-mu,v_y,53.13,-0.003314470864603826
Excitation-S4D-Pinn-decay-mu,v_y,53.262,-0.001838224414563716
Excitation-S4D-Pinn-decay-mu,v_y,53.394,-0.002814002956572942
Excitation-S4D-Pinn-decay-mu,v_y,53.592,-0.002326280752128783
Excitation-S4D-Pinn-decay-mu,v_y,53.724,-0.002558042221032862
Excitation-S4D-Pinn-decay-mu,v_y,53.856,-0.0027758587431224446
Excitation-S4D-Pinn-decay-mu,v_y,53.988,-0.002313501057881591
Excitation-S4D-Pinn-decay-mu,v_y,54.12,-0.0016597247073229793
Excitation-S4D-Pinn-decay-mu,v_y,54.252,-0.002094678909265464
Excitation-S4D-Pinn-decay-mu,v_y,54.417,-0.0033504369309064613
Excitation-S4D-Pinn-decay-mu,v_y,54.549,-0.0018412500666439222
Excitation-S4D-Pinn-decay-mu,v_y,54.681,-0.0016167593953721783
Excitation-S4D-Pinn-decay-mu,v_y,54.813,-0.0024419784800179985
Excitation-S4D-Pinn-decay-mu,v_y,54.945,-0.002081094612843712
Excitation-S4D-Pinn-decay-mu,v_y,55.077,-0.0026662674340478705
Excitation-S4D-Pinn-decay-mu,v_y,55.209,-0.0022981292397484775
Excitation-S4D-Pinn-decay-mu,v_y,55.341,-0.0020725955234427405
Excitation-S4D-Pinn-decay-mu,v_y,55.473,-0.002139000513047811
Excitation-S4D-Pinn-decay-mu,v_y,55.605,-0.002189495213947193
Excitation-S4D-Pinn-decay-mu,v_y,55.737,-0.002436607618733006
Excitation-S4D-Pinn-decay-mu,v_y,55.869,-0.002524967171732218
Excitation-S4D-Pinn-decay-mu,v_y,56.001,-0.0022964548939886555
Excitation-S4D-Pinn-decay-mu,v_y,56.133,-0.0025860129517400526
Excitation-S4D-Pinn-decay-mu,v_y,56.265,-0.00333405003281421
Excitation-S4D-Pinn-decay-mu,v_y,56.397,-0.0038659928304832884
Excitation-S4D-Pinn-decay-mu,v_y,56.529,-0.0030619488772540594
Excitation-S4D-Pinn-decay-mu,v_y,56.661,-0.0036360050706746687
Excitation-S4D-Pinn-decay-mu,v_y,56.793,-0.0037794889695250376
Excitation-S4D-Pinn-decay-mu,v_y,56.925,-0.003654497142110729
Excitation-S4D-Pinn-decay-mu,v_y,57.057,-0.0029411619993644986
Excitation-S4D-Pinn-decay-mu,v_y,57.189,-0.0036924927053149856
Excitation-S4D-Pinn-decay-mu,v_y,57.321,-0.004054640886033446
Excitation-S4D-Pinn-decay-mu,v_y,57.453,-0.003192573117631013
Excitation-S4D-Pinn-decay-mu,v_y,57.585,-0.002724981530653897
Excitation-S4D-Pinn-decay-mu,v_y,57.717,-0.002141759682551758
Excitation-S4D-Pinn-decay-mu,v_y,57.849,-0.0019054751761625952
Excitation-S4D-Pinn-decay-mu,v_y,57.981,-0.0007973374938184952
Excitation-S4D-Pinn-decay-mu,v_y,58.113,-0.0015916823329096413
Excitation-S4D-Pinn-decay-mu,v_y,58.245,-0.001983870282769612
Excitation-S4D-Pinn-decay-mu,v_y,58.377,-0.001550115545892003
Excitation-S4D-Pinn-decay-mu,v_y,58.509,-0.0013843333774992556
Excitation-S4D-Pinn-decay-mu,v_y,58.641,-0.001388263091460784
Excitation-S4D-Pinn-decay-mu,v_y,58.773,-0.0019320230577373199
Excitation-S4D-Pinn-decay-mu,v_y,58.905,-0.001525076128045727
Excitation-S4D-Pinn-decay-mu,v_y,59.037,-0.0031728389026438875
Excitation-S4D-Pinn-decay-mu,v_y,59.169,-0.003151663687340711
Excitation-S4D-Pinn-decay-mu,v_y,59.301,-0.003776917789295675
Excitation-S4D-Pinn-decay-mu,v_y,59.433,-0.0035008140307493107
Excitation-S4D-Pinn-decay-mu,v_y,59.565,-0.0009864629680629844
Excitation-S4D-Pinn-decay-mu,v_y,59.697,6.197835742999258e-05
Excitation-S4D-Pinn-decay-mu,v_y,59.895,0.0003187785590184622
Excitation-S4D-Pinn-decay-mu,v_y,60.027,-0.0003750207847525444
Excitation-S4D-Pinn-decay-mu,v_y,60.159,-0.0017807519889533885
Excitation-S4D-Pinn-decay-mu,v_y,60.291,-0.002164581184768699
Excitation-S4D-Pinn-decay-mu,v_y,60.423,-0.004300976323836081
Excitation-S4D-Pinn-decay-mu,v_y,60.555,-0.0004802926145875408
Excitation-S4D-Pinn-decay-mu,v_y,60.687,-0.0023199697238531214
Excitation-S4D-Pinn-decay-mu,v_y,60.819,-0.0042480219291929355
Excitation-S4D-Pinn-decay-mu,v_y,60.951,-0.006310624899514561
Excitation-S4D-Pinn-decay-mu,v_y,61.083,-0.008658067598691421
Excitation-S4D-Pinn-decay-mu,v_y,61.215,-0.011956134678895114
Excitation-S4D-Pinn-decay-mu,v_y,61.347,-0.015953604344807304
Excitation-S4D-Pinn-decay-mu,v_y,61.479,-0.016031082593250923
Excitation-S4D-Pinn-decay-mu,v_y,61.611,-0.02257389289265266
Excitation-S4D-Pinn-decay-mu,v_y,61.743,-0.0280629999399985
Excitation-S4D-Pinn-decay-mu,v_y,61.875,-0.036893428422586805
Excitation-S4D-Pinn-decay-mu,v_y,62.007,-0.03691592003845612
Excitation-S4D-Pinn-decay-mu,v_y,62.139,-0.039885494195380344
