scenario,signal,t_run_s,value
Excitation-S4D-Pinn-decay-mu,e_y_m,0.0,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,0.03765988349914551,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,0.11703824996948242,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,0.19695496559143066,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,0.2773425579071045,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,0.356860876083374,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,0.43709850311279297,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,0.5169353485107422,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,0.5970196723937988,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,0.6772081851959229,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,0.7568840980529785,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,0.8369879722595215,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,0.9167683124542236,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,0.9969937801361084,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,1.0775926113128662,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,1.1570322513580322,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,1.2382643222808838,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,1.3169519901275635,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,1.3969130516052246,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,1.4771087169647217,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,1.556833028793335,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,1.6375555992126465,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,1.7168846130371094,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,1.796891212463379,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,1.8770039081573486,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,1.9570226669311523,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,2.0368881225585938,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,2.116931438446045,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,2.197441816329956,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,2.276744842529297,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,2.3571372032165527,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,2.437100648880005,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,2.5170323848724365,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,2.5968291759490967,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,2.6771457195281982,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,2.7569169998168945,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,2.837001085281372,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,2.917025566101074,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,3.3006439208984375,2.627972401830128
Excitation-S4D-Pinn-decay-mu,e_y_m,3.377424955368042,2.628001965680915
Excitation-S4D-Pinn-decay-mu,e_y_m,3.456705331802368,2.6279717085861307
Excitation-S4D-Pinn-decay-mu,e_y_m,3.5380077362060547,2.628074388666258
Excitation-S4D-Pinn-decay-mu,e_y_m,3.6171529293060303,2.628177068746386
Excitation-S4D-Pinn-decay-mu,e_y_m,3.696615695953369,2.628223101471444
Excitation-S4D-Pinn-decay-mu,e_y_m,3.7769839763641357,2.62806506820201
Excitation-S4D-Pinn-decay-mu,e_y_m,3.8570005893707275,2.628168673158975
Excitation-S4D-Pinn-decay-mu,e_y_m,3.937429189682007,2.628841756275465
Excitation-S4D-Pinn-decay-mu,e_y_m,4.017266035079956,2.6297196142932364
Excitation-S4D-Pinn-decay-mu,e_y_m,4.09735107421875,2.630036731011276
Excitation-S4D-Pinn-decay-mu,e_y_m,4.1775617599487305,2.628530395743781
Excitation-S4D-Pinn-decay-mu,e_y_m,4.256944894790649,2.625304182122132
Excitation-S4D-Pinn-decay-mu,e_y_m,4.3367204666137695,2.617265334652878
Excitation-S4D-Pinn-decay-mu,e_y_m,4.417135953903198,2.6022611085200498
Excitation-S4D-Pinn-decay-mu,e_y_m,4.496791362762451,2.58426285024466
Excitation-S4D-Pinn-decay-mu,e_y_m,4.577442407608032,2.558337643377396
Excitation-S4D-Pinn-decay-mu,e_y_m,4.656890869140625,2.5124575504988758
Excitation-S4D-Pinn-decay-mu,e_y_m,4.737492084503174,2.4628748835673004
Excitation-S4D-Pinn-decay-mu,e_y_m,4.817043781280518,2.400827063420498
Excitation-S4D-Pinn-decay-mu,e_y_m,4.897237539291382,2.300294525705835
Excitation-S4D-Pinn-decay-mu,e_y_m,4.977031946182251,2.2007261104944753
Excitation-S4D-Pinn-decay-mu,e_y_m,5.057137966156006,2.0814448698550434
Excitation-S4D-Pinn-decay-mu,e_y_m,5.136734485626221,1.9068823799512435
Excitation-S4D-Pinn-decay-mu,e_y_m,5.216799736022949,1.747751722213952
Excitation-S4D-Pinn-decay-mu,e_y_m,5.296835422515869,1.6177623503947627
Excitation-S4D-Pinn-decay-mu,e_y_m,5.377591609954834,1.3394520091885993
Excitation-S4D-Pinn-decay-mu,e_y_m,5.45694375038147,1.135478580104446
Excitation-S4D-Pinn-decay-mu,e_y_m,5.536742210388184,0.8794272383290029
Excitation-S4D-Pinn-decay-mu,e_y_m,5.617347717285156,0.6765264249551799
Excitation-S4D-Pinn-decay-mu,e_y_m,5.697004318237305,0.4818576906461458
Excitation-S4D-Pinn-decay-mu,e_y_m,5.7774152755737305,0.2600435534168274
Excitation-S4D-Pinn-decay-mu,e_y_m,5.857165813446045,0.10587628870889015
Excitation-S4D-Pinn-decay-mu,e_y_m,5.936837434768677,-0.05070563302998053
Excitation-S4D-Pinn-decay-mu,e_y_m,6.016923427581787,-0.14103722474642058
Excitation-S4D-Pinn-decay-mu,e_y_m,6.0968286991119385,-0.20109303743103024
Excitation-S4D-Pinn-decay-mu,e_y_m,6.177509784698486,-0.23256107417641686
Excitation-S4D-Pinn-decay-mu,e_y_m,6.256892681121826,-0.22652779595811084
Excitation-S4D-Pinn-decay-mu,e_y_m,6.3367249965667725,-0.19103276685044937
Excitation-S4D-Pinn-decay-mu,e_y_m,6.417003631591797,-0.14640762413214817
Excitation-S4D-Pinn-decay-mu,e_y_m,6.496963739395142,-0.09784813470284848
Excitation-S4D-Pinn-decay-mu,e_y_m,6.57750940322876,-0.04161309535740426
Excitation-S4D-Pinn-decay-mu,e_y_m,6.656613349914551,-0.006106122976334782
Excitation-S4D-Pinn-decay-mu,e_y_m,6.736786603927612,0.01858843753739836
Excitation-S4D-Pinn-decay-mu,e_y_m,6.817054510116577,0.03415631647761058
Excitation-S4D-Pinn-decay-mu,e_y_m,6.896870136260986,0.03645016199441603
Excitation-S4D-Pinn-decay-mu,e_y_m,6.977658271789551,0.03213503399235129
Excitation-S4D-Pinn-decay-mu,e_y_m,7.057543754577637,0.02417640237401092
Excitation-S4D-Pinn-decay-mu,e_y_m,7.137677192687988,0.017244458234090432
Excitation-S4D-Pinn-decay-mu,e_y_m,7.218087196350098,0.005849265313296381
Excitation-S4D-Pinn-decay-mu,e_y_m,7.297369480133057,-0.0019424964047398572
Excitation-S4D-Pinn-decay-mu,e_y_m,7.37706995010376,-0.007641470052688559
Excitation-S4D-Pinn-decay-mu,e_y_m,7.458162069320679,-0.010489624236189876
Excitation-S4D-Pinn-decay-mu,e_y_m,7.5375142097473145,-0.012637166479167461
Excitation-S4D-Pinn-decay-mu,e_y_m,7.616952419281006,-0.012758507476374914
Excitation-S4D-Pinn-decay-mu,e_y_m,7.697181701660156,-0.011716364846141858
Excitation-S4D-Pinn-decay-mu,e_y_m,7.777597188949585,-0.010142405337248361
Excitation-S4D-Pinn-decay-mu,e_y_m,7.857026815414429,-0.008315897069845014
Excitation-S4D-Pinn-decay-mu,e_y_m,7.936902761459351,-0.006724910173894483
Excitation-S4D-Pinn-decay-mu,e_y_m,8.01713514328003,-0.004400493494426283
Excitation-S4D-Pinn-decay-mu,e_y_m,8.096599340438843,-0.003028635413882319
Excitation-S4D-Pinn-decay-mu,e_y_m,8.176907062530518,-0.0020009936241920934
Excitation-S4D-Pinn-decay-mu,e_y_m,8.25658917427063,-0.0014140353975442554
Excitation-S4D-Pinn-decay-mu,e_y_m,8.336694240570068,-0.0013006361583946524
Excitation-S4D-Pinn-decay-mu,e_y_m,8.41680908203125,-0.0016984681045500993
Excitation-S4D-Pinn-decay-mu,e_y_m,8.497037410736084,-0.002332224338687322
Excitation-S4D-Pinn-decay-mu,e_y_m,8.576924800872803,-0.0029965743723556343
Excitation-S4D-Pinn-decay-mu,e_y_m,8.656808614730835,-0.00411302360299573
Excitation-S4D-Pinn-decay-mu,e_y_m,8.73690676689148,-0.004794927440043534
Excitation-S4D-Pinn-decay-mu,e_y_m,8.817037582397461,-0.00513444931938134
Excitation-S4D-Pinn-decay-mu,e_y_m,8.897448301315308,-0.0053103912537855735
Excitation-S4D-Pinn-decay-mu,e_y_m,8.977079391479492,-0.0051985963627828174
Excitation-S4D-Pinn-decay-mu,e_y_m,9.057073831558228,-0.005046867887869233
Excitation-S4D-Pinn-decay-mu,e_y_m,9.137401580810547,-0.004958062807015773
Excitation-S4D-Pinn-decay-mu,e_y_m,9.216845035552979,-0.004985514521404222
Excitation-S4D-Pinn-decay-mu,e_y_m,9.297342300415039,-0.005059375944126376
Excitation-S4D-Pinn-decay-mu,e_y_m,9.37693738937378,-0.0050193843203357735
Excitation-S4D-Pinn-decay-mu,e_y_m,9.457456827163696,-0.004982720877921676
Excitation-S4D-Pinn-decay-mu,e_y_m,9.536887645721436,-0.005060885978638059
Excitation-S4D-Pinn-decay-mu,e_y_m,9.616830825805664,-0.005184992387635104
Excitation-S4D-Pinn-decay-mu,e_y_m,9.699435234069824,-0.005079402813488065
Excitation-S4D-Pinn-decay-mu,e_y_m,9.777788639068604,-0.00497460666837779
Excitation-S4D-Pinn-decay-mu,e_y_m,9.857999801635742,-0.0049377593611510395
Excitation-S4D-Pinn-decay-mu,e_y_m,9.936976194381714,-0.0047244753943632145
Excitation-S4D-Pinn-decay-mu,e_y_m,10.017317056655884,-0.00441171492554393
Excitation-S4D-Pinn-decay-mu,e_y_m,10.096601963043213,-0.004033166643716668
Excitation-S4D-Pinn-decay-mu,e_y_m,10.17764687538147,-0.00353863460125442
Excitation-S4D-Pinn-decay-mu,e_y_m,10.256990432739258,-0.003389610199635143
Excitation-S4D-Pinn-decay-mu,e_y_m,10.337299585342407,-0.0034893745063744736
Excitation-S4D-Pinn-decay-mu,e_y_m,10.41687297821045,-0.003711583498485549
Excitation-S4D-Pinn-decay-mu,e_y_m,10.496846675872803,-0.003998941725643912
Excitation-S4D-Pinn-decay-mu,e_y_m,10.577291488647461,-0.005046284526242506
Excitation-S4D-Pinn-decay-mu,e_y_m,10.657024621963501,-0.00605858463808677
Excitation-S4D-Pinn-decay-mu,e_y_m,10.737308263778687,-0.007593547405864798
Excitation-S4D-Pinn-decay-mu,e_y_m,10.816962480545044,-0.008089616566407942
Excitation-S4D-Pinn-decay-mu,e_y_m,10.89764952659607,-0.007548592641580754
Excitation-S4D-Pinn-decay-mu,e_y_m,10.977810859680176,-0.004768567873259903
Excitation-S4D-Pinn-decay-mu,e_y_m,11.056770086288452,0.003664572093808216
Excitation-S4D-Pinn-decay-mu,e_y_m,11.137180089950562,0.009944596864043897
Excitation-S4D-Pinn-decay-mu,e_y_m,11.2167489528656,0.009429799389817861
Excitation-S4D-Pinn-decay-mu,e_y_m,11.296961307525635,0.00598240304383052
Excitation-S4D-Pinn-decay-mu,e_y_m,11.376780271530151,-0.0025570316493048195
Excitation-S4D-Pinn-decay-mu,e_y_m,11.457106113433838,-0.010517899982396606
Excitation-S4D-Pinn-decay-mu,e_y_m,11.53697681427002,-0.014950112644535846
Excitation-S4D-Pinn-decay-mu,e_y_m,11.617413997650146,-0.015765314894604976
Excitation-S4D-Pinn-decay-mu,e_y_m,11.697505950927734,-0.013959681180244654
Excitation-S4D-Pinn-decay-mu,e_y_m,11.777313947677612,-0.01096820040148938
