scenario,completed,failure_reason,laps,best_lap_s,mean_lap_s,rms_e_y_m,max_abs_e_y_m,itae_e_y,rms_heading_rad,max_abs_heading_rad,rms_e_y_pp_m,rms_e_y_mpc_m,transitions,emergency_halts,mpc_solve_time_rms_ms,mpc_solve_time_max_ms,front_fy_rmse_N,rear_fy_rmse_N,front_fy_r2,rear_fy_r2,front_mu_rmse,rear_mu_rmse,v_y_rmse_mps,omega_rmse_radps,v_y_persistence_rmse_mps,omega_persistence_rmse_radps,v_y_skill_vs_persistence,omega_skill_vs_persistence,front_B,front_C,front_D,front_E,rear_B,rear_C,rear_D,rear_E
Excitation-S4D-Pinn-decay-mu,True,,3.0,160.87840867042542,173.27134911219278,0.2643103008653851,2.6300682352834475,18044.12703544673,0.018385935460676052,0.3071412107628444,0.3260764023256119,0.13866681720576632,,0.0,0.4203848300147767,3.589367,32.883,36.469,0.984,0.977,0.209,0.207,0.011,0.037,0.007,0.004,-0.5714285714285714,-8.25,16.103893280029297,1.3622276782989502,0.45969143509864807,-2.08335280418396,16.416950225830078,1.4163938760757446,0.45969143509864807,-1.4030815362930298
Baseline-NN-MSE-decay-mu,False,collision with actor 0: horizontal impulse 415.9 N*s exceeds the 200.0 N*s threshold,1.0,167.65799236297607,167.65799236297607,21.505489154145174,38.38604257867063,1316108.3358423864,0.9136912551743489,3.138110744826816,0.43541020650563017,23.706189695304943,,0.0,0.6776552329204001,4.061531,171.429,178.341,0.708,0.647,1.408,1.408,0.055,0.105,0.083,0.01,0.3373493975903614,-9.5,4.0,1.2035000324249268,2.0,-3.0,4.0,1.5907000303268433,2.0,-1.7384999990463257
