axle,fz_N,nominal_source,mu,B,C,D,E,alpha_rad,fy_identified_N,fy_nominal_N
front,1372.8686,carla_physx,0.3506999909877777,16.103893280029297,1.3622276782989502,0.45969143509864807,-2.08335280418396,-0.2,-585.3319256473226,-481.46500872360156
front,1372.8686,carla_physx,0.3506999909877777,16.103893280029297,1.3622276782989502,0.45969143509864807,-2.08335280418396,-0.19798994974874373,-585.8950123028806,-481.46500872360156
front,1372.8686,carla_physx,0.3506999909877777,16.103893280029297,1.3622276782989502,0.45969143509864807,-2.08335280418396,-0.19597989949748745,-586.4685205497019,-481.46500872360156
front,1372.8686,carla_physx,0.3506999909877777,16.103893280029297,1.3622276782989502,0.45969143509864807,-2.08335280418396,-0.19396984924623117,-587.0526811213149,-481.46500872360156
front,1372.8686,carla_physx,0.3506999909877777,16.103893280029297,1.3622276782989502,0.45969143509864807,-2.08335280418396,-0.1919597989949749,-587.6477277313268,-481.46500872360156
front,1372.8686,carla_physx,0.3506999909877777,16.103893280029297,1.3622276782989502,0.45969143509864807,-2.08335280418396,-0.18994974874371862,-588.253896723996,-481.46500872360156
front,1372.8686,carla_physx,0.3506999909877777,16.103893280029297,1.3622276782989502,0.45969143509864807,-2.08335280418396,-0.1879396984924623,-588.8714266606186,-481.46500872360156
front,1372.8686,carla_physx,0.3506999909877777,16.103893280029297,1.3622276782989502,0.45969143509864807,-2.08335280418396,-0.18592964824120603,-589.5005578331632,-481.46500872360156
front,1372.8686,carla_physx,0.3506999909877777,16.103893280029297,1.3622276782989502,0.45969143509864807,-2.08335280418396,-0.18391959798994975,-590.1415316954872,-481.46500872360156
front,1372.8686,carla_physx,0.3506999909877777,16.103893280029297,1.3622276782989502,0.45969143509864807,-2.08335280418396,-0.18190954773869347,-590.794590201222,-481.46500872360156
front,1372.8686,carla_physx,0.3506999909877777,16.103893280029297,1.3622276782989502,0.45969143509864807,-2.08335280418396,-0.1798994974874372,-591.4599750360146,-481.46500872360156
front,1372.8686,carla_physx,0.3506999909877777,16.103893280029297,1.3622276782989502,0.45969143509864807,-2.08335280418396,-0.17788944723618091,-592.137926730221,-481.46500872360156
front,1372.8686,carla_physx,0.3506999909877777,16.103893280029297,1.3622276782989502,0.45969143509864807,-2.08335280418396,-0.17587939698492464,-592.8286836363498,-481.46500872360156
front,1372.8686,carla_physx,0.3506999909877777,16.103893280029297,1.3622276782989502,0.45969143509864807,-2.08335280418396,-0.17386934673366836,-593.5324807535148,-481.46500872360156
front,1372.8686,carla_physx,0.3506999909877777,16.103893280029297,1.3622276782989502,0.45969143509864807,-2.08335280418396,-0.17185929648241208,-594.2495483788555,-481.46500872360156
front,1372.8686,carla_physx,0.3506999909877777,16.103893280029297,1.3622276782989502,0.45969143509864807,-2.08335280418396,-0.1698492462311558,-594.9801105632611,-481.46500872360156
front,1372.8686,carla_physx,0.3506999909877777,16.103893280029297,1.3622276782989502,0.45969143509864807,-2.08335280418396,-0.1678391959798995,-595.7243833457861,-481.46500872360156
front,1372.8686,carla_physx,0.3506999909877777,16.103893280029297,1.3622276782989502,0.45969143509864807,-2.08335280418396,-0.1658291457286432,-596.4825727377732,-481.46500872360156
front,1372.8686,carla_physx,0.3506999909877777,16.103893280029297,1.3622276782989502,0.45969143509864807,-2.08335280418396,-0.16381909547738693,-597.2548724239019,-481.46500872360156
