axle,fz_N,nominal_source,mu,B,C,D,E,alpha_rad,fy_identified_N,fy_nominal_N
front,1372.8686,carla_physx,0.699999988079071,4.0,1.2000000476837158,0.4000000059604645,1.0,-0.2,-358.90394457413583,-961.0080097742479
front,1372.8686,carla_physx,0.699999988079071,4.0,1.2000000476837158,0.4000000059604645,1.0,-0.19798994974874373,-357.21029381133974,-961.0080097742479
front,1372.8686,carla_physx,0.699999988079071,4.0,1.2000000476837158,0.4000000059604645,1.0,-0.19597989949748745,-355.4894972221414,-961.0080097742479
front,1372.8686,carla_physx,0.699999988079071,4.0,1.2000000476837158,0.4000000059604645,1.0,-0.19396984924623117,-353.7410876803199,-961.0080097742479
front,1372.8686,carla_physx,0.699999988079071,4.0,1.2000000476837158,0.4000000059604645,1.0,-0.1919597989949749,-351.96459249678765,-961.0080097742479
front,1372.8686,carla_physx,0.699999988079071,4.0,1.2000000476837158,0.4000000059604645,1.0,-0.18994974874371862,-350.1595335539556,-961.0080097742479
front,1372.8686,carla_physx,0.699999988079071,4.0,1.2000000476837158,0.4000000059604645,1.0,-0.1879396984924623,-348.32542745607736,-961.0080097742479
front,1372.8686,carla_physx,0.699999988079071,4.0,1.2000000476837158,0.4000000059604645,1.0,-0.18592964824120603,-346.46178569642666,-961.0080097742479
front,1372.8686,carla_physx,0.699999988079071,4.0,1.2000000476837158,0.4000000059604645,1.0,-0.18391959798994975,-344.5681148421845,-961.0080097742479
front,1372.8686,carla_physx,0.699999988079071,4.0,1.2000000476837158,0.4000000059604645,1.0,-0.18190954773869347,-342.64391673793443,-961.0080097742479
front,1372.8686,carla_physx,0.699999988079071,4.0,1.2000000476837158,0.4000000059604645,1.0,-0.1798994974874372,-340.6886887286868,-961.0080097742479
front,1372.8686,carla_physx,0.699999988079071,4.0,1.2000000476837158,0.4000000059604645,1.0,-0.17788944723618091,-338.70192390337354,-961.0080097742479
front,1372.8686,carla_physx,0.699999988079071,4.0,1.2000000476837158,0.4000000059604645,1.0,-0.17587939698492464,-336.683111359769,-961.0080097742479
front,1372.8686,carla_physx,0.699999988079071,4.0,1.2000000476837158,0.4000000059604645,1.0,-0.17386934673366836,-334.63173649181283,-961.0080097742479
front,1372.8686,carla_physx,0.699999988079071,4.0,1.2000000476837158,0.4000000059604645,1.0,-0.17185929648241208,-332.5472813003218,-961.0080097742479
front,1372.8686,carla_physx,0.699999988079071,4.0,1.2000000476837158,0.4000000059604645,1.0,-0.1698492462311558,-330.4292247280875,-961.0080097742479
front,1372.8686,carla_physx,0.699999988079071,4.0,1.2000000476837158,0.4000000059604645,1.0,-0.1678391959798995,-328.2770430203673,-961.0080097742479
