signal,unit,t_s,ground_truth,estimate
fl_fy,N,0.000000,79.90242004394531,60.63250037850581
fl_fy,N,0.165000,83.59487915039062,64.11261748832668
fl_fy,N,0.330000,82.76739501953125,63.63715215444109
fl_fy,N,0.495000,83.7374038696289,64.94561848434653
fl_fy,N,0.660000,88.1224136352539,69.23525237428646
fl_fy,N,0.825000,89.7440414428711,71.17384072987433
fl_fy,N,0.990000,85.30804443359375,67.75127978648395
fl_fy,N,1.155000,85.16099548339844,67.41622384849664
fl_fy,N,1.320000,87.25244903564453,69.9170092115244
fl_fy,N,1.584000,79.83547973632812,64.16255050828143
fl_fy,N,1.749000,77.07540893554688,62.07058666415991
fl_fy,N,1.914000,70.13973236083984,56.33998508254078
fl_fy,N,2.079000,66.32967376708984,53.04364677070198
fl_fy,N,2.244000,65.59187316894531,52.691833076120886
fl_fy,N,2.409000,55.1709098815918,44.313395766662865
fl_fy,N,2.574000,44.553504943847656,36.467856983139285
fl_fy,N,2.739000,36.044410705566406,28.993858042026776
fl_fy,N,2.904000,21.611156463623047,17.089313032918763
fl_fy,N,3.069000,7.733224868774414,6.1564669599711035
fl_fy,N,3.267000,2.1518354415893555,1.7283499215508602
fl_fy,N,3.432000,-3.1061618328094482,-2.4906828533133707
fl_fy,N,3.597000,-5.050856113433838,-4.031582642923802
fl_fy,N,3.762000,0.9065251350402832,0.7261552329064315
fl_fy,N,3.927000,3.007427453994751,2.4206704925308804
fl_fy,N,4.092000,4.622926712036133,3.729372004855315
fl_fy,N,4.257000,4.7701921463012695,3.8150756779735464
fl_fy,N,4.422000,3.059861421585083,2.433160992535662
fl_fy,N,4.587000,2.455171823501587,1.9407537239697372
fl_fy,N,4.752000,0.9430345296859741,0.7463729577726996
fl_fy,N,4.917000,0.37729141116142273,0.29377732696512526
fl_fy,N,5.016000,-0.29539725184440613,-0.22620489800352056
fl_fy,N,5.181000,-1.6005587577819824,-1.1880935553517744
fl_fy,N,5.280000,-2.0137181282043457,-1.48187929407926
fl_fy,N,5.445000,1.688771367073059,1.2462839339895613
fl_fy,N,5.610000,1.3805418014526367,1.0070959590188986
fl_fy,N,5.775000,-1.2034518718719482,-0.8854694403084451
fl_fy,N,5.940000,-3.3658530712127686,-2.4697828645368856
fl_fy,N,6.105000,-3.522019863128662,-2.572170863090033
fl_fy,N,6.270000,-3.698181390762329,-2.653198534627236
fl_fy,N,6.435000,-4.041231155395508,-2.9360877294770273
fl_fy,N,6.600000,-1.333318829536438,-0.9653038625826441
fl_fy,N,6.765000,-1.2981812953948975,-0.9351392350284344
fl_fy,N,6.930000,1.034712553024292,0.7432311326631423
fl_fy,N,7.161000,3.3707048892974854,2.3590402180667605
fl_fy,N,7.326000,3.6000781059265137,2.592151337194909
fl_fy,N,7.491000,1.6634639501571655,1.200356243549015
fl_fy,N,7.656000,0.012935084290802479,0.009169110105733016
fl_fy,N,7.821000,-2.0008187294006348,-1.4340510147103964
fl_fy,N,7.986000,-4.936110019683838,-3.4964447462597934
fl_fy,N,8.151000,-7.528284072875977,-5.327216290926524
fl_fy,N,8.316000,-9.603767395019531,-6.90368875668563
fl_fy,N,8.481000,-8.19597339630127,-5.74982076426265
fl_fy,N,8.646000,-7.407712459564209,-5.195276662888158
fl_fy,N,8.811000,-4.099344253540039,-2.8934772242940956
fl_fy,N,8.976000,-1.14419686794281,-0.8021794613079102
fl_fy,N,9.240000,1.6600264310836792,1.2329509836378285
fl_fy,N,9.405000,0.8525541424751282,0.6037373270113389
fl_fy,N,9.570000,-2.6134276390075684,-1.8288089593040782
fl_fy,N,9.735000,-1.9083024263381958,-1.3269094835954034
fl_fy,N,9.900000,2.0202574729919434,1.4467549138706075
fl_fy,N,10.065000,1.5762912034988403,1.1030535345183186
fl_fy,N,10.230000,0.7899695038795471,0.5695070355097087
fl_fy,N,10.395000,0.08332852274179459,0.0569279841713931
fl_fy,N,10.560000,-3.5368471145629883,-2.4660719476641635
fl_fy,N,10.725000,-6.070343017578125,-4.253496667766506
fl_fy,N,10.890000,-8.051202774047852,-5.5997199741948
fl_fy,N,11.055000,-9.697198867797852,-6.842418698241143
fl_fy,N,11.220000,-11.136741638183594,-7.972310611889912
fl_fy,N,11.385000,-8.261005401611328,-5.781747406501674
fl_fy,N,11.550000,-6.573246479034424,-4.612734546822697
fl_fy,N,11.715000,-4.7159624099731445,-3.3207632851881534
fl_fy,N,11.880000,-4.490427494049072,-3.1283083981688193
fl_fy,N,12.045000,-6.487098217010498,-4.566150501482432
fl_fy,N,12.210000,-8.150707244873047,-5.774940853008362
fl_fy,N,12.375000,-8.92745304107666,-6.284834870746634
fl_fy,N,12.540000,-10.983987808227539,-7.868974070815549
fl_fy,N,12.705000,-9.362914085388184,-6.617269798357625
fl_fy,N,12.870000,-8.000368118286133,-5.652206250386172
fl_fy,N,13.068000,-3.327340602874756,-2.34205124267952
fl_fy,N,13.233000,0.23380212485790253,0.1669009662006545
fl_fy,N,13.398000,-1.315670132637024,-0.9301958049219246
fl_fy,N,13.563000,-4.784148216247559,-3.348049768120268
fl_fy,N,13.728000,-12.370635986328125,-8.711967681515414
fl_fy,N,13.893000,-17.833101272583008,-12.646948388711607
fl_fy,N,14.058000,-23.9647274017334,-17.116396124844798
fl_fy,N,14.223000,-23.465803146362305,-16.244888029449665
fl_fy,N,14.388000,-19.038286209106445,-13.377224641201916
fl_fy,N,14.553000,-7.905437469482422,-5.618024883610037
fl_fy,N,14.718000,5.390535354614258,3.7855985545573567
fl_fy,N,14.883000,16.011056900024414,11.420809813206322
fl_fy,N,15.147000,16.2755184173584,11.37395483306334
fl_fy,N,15.312000,5.395468235015869,3.7595799636034894
fl_fy,N,15.477000,-10.066659927368164,-7.07300579012732
fl_fy,N,15.642000,-22.921628952026367,-16.298202772726313
fl_fy,N,15.807000,-28.927818298339844,-20.85777687821461
fl_fy,N,15.972000,-18.38105010986328,-12.926297420337521
fl_fy,N,16.137000,7.798532009124756,5.5288079657098095
fl_fy,N,16.302000,22.77682876586914,15.856457820934715
fl_fy,N,16.467000,30.327253341674805,20.924838087463208
fl_fy,N,16.632000,18.225353240966797,12.686993672395479
fl_fy,N,16.863000,-23.438865661621094,-16.71736978339894
fl_fy,N,17.028000,-38.325897216796875,-27.96909468388736
fl_fy,N,17.193000,-39.500030517578125,-28.330493477594395
fl_fy,N,17.358000,-25.294408798217773,-18.104197306437744
fl_fy,N,17.523000,-5.916724681854248,-4.135612007894479
fl_fy,N,17.688000,12.639429092407227,8.932956393147222
fl_fy,N,17.853000,20.114822387695312,13.887355888663615
fl_fy,N,18.018000,15.684453964233398,11.010763638617046
fl_fy,N,18.183000,11.457564353942871,8.022411888086957
fl_fy,N,18.348000,-3.586688756942749,-2.603679792852715
fl_fy,N,18.513000,-14.656258583068848,-10.13536113495564
fl_fy,N,18.678000,-24.579038619995117,-17.156472684121578
fl_fy,N,18.942000,-18.395549774169922,-12.822747442944381
fl_fy,N,19.107000,-7.6022515296936035,-5.229710469821926
fl_fy,N,19.272000,3.502897024154663,2.413233027080294
fl_fy,N,19.437000,14.470724105834961,10.054737903292791
fl_fy,N,19.602000,18.37885093688965,12.775698245932816
fl_fy,N,19.767000,15.94604206085205,10.958426592009564
fl_fy,N,19.932000,13.215733528137207,9.031996298124419
fl_fy,N,20.097000,-0.9047088623046875,-0.6194239354379015
fl_fy,N,20.262000,-12.111486434936523,-8.458466049333834
fl_fy,N,20.427000,-19.028209686279297,-13.406238116343378
fl_fy,N,20.592000,-24.9978084564209,-18.029710289743665
fl_fy,N,20.757000,-25.33367347717285,-19.112025109095832
fl_fy,N,20.922000,-18.356346130371094,-13.606921332394394
fl_fy,N,21.087000,-9.24558162689209,-7.005101566345334
fl_fy,N,21.252000,0.706988513469696,0.5483071775708325
fl_fy,N,21.417000,11.68055534362793,8.986396345192263
fl_fy,N,21.582000,18.523855209350586,13.940900330254543
fl_fy,N,21.747000,15.377635955810547,11.934680179320768
fl_fy,N,21.912000,7.956047534942627,6.087235841748859
fl_fy,N,22.077000,-7.160895824432373,-5.574448978701763
fl_fy,N,22.242000,-20.3205623626709,-15.891778614703243
fl_fy,N,22.407000,-26.829404830932617,-20.878205618498622
fl_fy,N,22.572000,-27.821805953979492,-22.40089244712602
fl_fy,N,22.836000,-19.90571403503418,-16.385856472143136
fl_fy,N,23.001000,-13.064678192138672,-10.658690534810031
