axle,fz_N,nominal_source,mu,B,C,D,E,alpha_rad,fy_identified_N,fy_nominal_N
front,1372.8686,carla_physx,0.5249999761581421,4.0,1.2035000324249268,2.0,-3.0,-0.2,-2371.049349308706,-720.7559868733495
front,1372.8686,carla_physx,0.5249999761581421,4.0,1.2035000324249268,2.0,-3.0,-0.19798994974874373,-2358.6841177373053,-720.7559868733495
front,1372.8686,carla_physx,0.5249999761581421,4.0,1.2035000324249268,2.0,-3.0,-0.19597989949748745,-2346.000653053545,-720.7559868733495
front,1372.8686,carla_physx,0.5249999761581421,4.0,1.2035000324249268,2.0,-3.0,-0.19396984924623117,-2332.9947792599787,-720.7559868733495
front,1372.8686,carla_physx,0.5249999761581421,4.0,1.2035000324249268,2.0,-3.0,-0.1919597989949749,-2319.6625006826403,-720.7559868733495
front,1372.8686,carla_physx,0.5249999761581421,4.0,1.2035000324249268,2.0,-3.0,-0.18994974874371862,-2306.000017588738,-720.7559868733495
front,1372.8686,carla_physx,0.5249999761581421,4.0,1.2035000324249268,2.0,-3.0,-0.1879396984924623,-2292.003742024466,-720.7559868733495
front,1372.8686,carla_physx,0.5249999761581421,4.0,1.2035000324249268,2.0,-3.0,-0.18592964824120603,-2277.670313813883,-720.7559868733495
front,1372.8686,carla_physx,0.5249999761581421,4.0,1.2035000324249268,2.0,-3.0,-0.18391959798994975,-2262.996616654361,-720.7559868733495
front,1372.8686,carla_physx,0.5249999761581421,4.0,1.2035000324249268,2.0,-3.0,-0.18190954773869347,-2247.9797942387704,-720.7559868733495
front,1372.8686,carla_physx,0.5249999761581421,4.0,1.2035000324249268,2.0,-3.0,-0.1798994974874372,-2232.6172663293187,-720.7559868733495
front,1372.8686,carla_physx,0.5249999761581421,4.0,1.2035000324249268,2.0,-3.0,-0.17788944723618091,-2216.9067447029506,-720.7559868733495
front,1372.8686,carla_physx,0.5249999761581421,4.0,1.2035000324249268,2.0,-3.0,-0.17587939698492464,-2200.846248883447,-720.7559868733495
front,1372.8686,carla_physx,0.5249999761581421,4.0,1.2035000324249268,2.0,-3.0,-0.17386934673366836,-2184.434121570919,-720.7559868733495
front,1372.8686,carla_physx,0.5249999761581421,4.0,1.2035000324249268,2.0,-3.0,-0.17185929648241208,-2167.669043675431,-720.7559868733495
front,1372.8686,carla_physx,0.5249999761581421,4.0,1.2035000324249268,2.0,-3.0,-0.1698492462311558,-2150.5500488579064,-720.7559868733495
front,1372.8686,carla_physx,0.5249999761581421,4.0,1.2035000324249268,2.0,-3.0,-0.1678391959798995,-2133.0765374785856,-720.7559868733495
front,1372.8686,carla_physx,0.5249999761581421,4.0,1.2035000324249268,2.0,-3.0,-0.1658291457286432,-2115.248289850951,-720.7559868733495
front,1372.8686,carla_physx,0.5249999761581421,4.0,1.2035000324249268,2.0,-3.0,-0.16381909547738693,-2097.065478697501,-720.7559868733495
front,1372.8686,carla_physx,0.5249999761581421,4.0,1.2035000324249268,2.0,-3.0,-0.16180904522613065,-2078.5286807029343,-720.7559868733495
front,1372.8686,carla_physx,0.5249999761581421,4.0,1.2035000324249268,2.0,-3.0,-0.15979899497487438,-2059.63888706039,-720.7559868733495
front,1372.8686,carla_physx,0.5249999761581421,4.0,1.2035000324249268,2.0,-3.0,-0.1577889447236181,-2040.397512907401,-720.7559868733495
front,1372.8686,carla_physx,0.5249999761581421,4.0,1.2035000324249268,2.0,-3.0,-0.15577889447236182,-2020.8064055501452,-720.7559868733495
