signal,unit,error_gt_minus_est
front_mu,-,-1.3447999954223633
front_mu,-,-1.3447999954223633
front_mu,-,-1.3447999954223633
front_mu,-,-1.3447999954223633
front_mu,-,-1.3447999954223633
front_mu,-,-1.3447999954223633
front_mu,-,-1.3447999954223633
front_mu,-,-1.3447999954223633
front_mu,-,-1.3447999954223633
front_mu,-,-1.3454999923706055
front_mu,-,-1.3454999923706055
front_mu,-,-1.3454999923706055
front_mu,-,-1.3454999923706055
front_mu,-,-1.3454999923706055
front_mu,-,-1.3454999923706055
front_mu,-,-1.3454999923706055
front_mu,-,-1.3454999923706055
front_mu,-,-1.3454999923706055
front_mu,-,-1.3454999923706055
front_mu,-,-1.3461999893188477
front_mu,-,-1.3461999893188477
front_mu,-,-1.3461999893188477
front_mu,-,-1.3461999893188477
front_mu,-,-1.3461999893188477
front_mu,-,-1.3461999893188477
front_mu,-,-1.3461999893188477
front_mu,-,-1.3461999893188477
front_mu,-,-1.3461999893188477
front_mu,-,-1.3461999893188477
front_mu,-,-1.3461999893188477
front_mu,-,-1.3461999893188477
front_mu,-,-1.3468999862670898
front_mu,-,-1.3468999862670898
front_mu,-,-1.3468999862670898
front_mu,-,-1.3468999862670898
front_mu,-,-1.3468999862670898
front_mu,-,-1.3468999862670898
front_mu,-,-1.3468999862670898
front_mu,-,-1.3468999862670898
front_mu,-,-1.3468999862670898
front_mu,-,-1.3468999862670898
front_mu,-,-1.3468999862670898
front_mu,-,-1.3468999862670898
front_mu,-,-1.3476000428199768
front_mu,-,-1.3476000428199768
front_mu,-,-1.3476000428199768
front_mu,-,-1.3476000428199768
front_mu,-,-1.3476000428199768
front_mu,-,-1.3476000428199768
front_mu,-,-1.3476000428199768
front_mu,-,-1.3476000428199768
front_mu,-,-1.3476000428199768
front_mu,-,-1.3476000428199768
front_mu,-,-1.3476000428199768
front_mu,-,-1.3476000428199768
front_mu,-,-1.348300039768219
front_mu,-,-1.348300039768219
front_mu,-,-1.348300039768219
front_mu,-,-1.348300039768219
front_mu,-,-1.348300039768219
front_mu,-,-1.348300039768219
front_mu,-,-1.348300039768219
front_mu,-,-1.348300039768219
front_mu,-,-1.348300039768219
front_mu,-,-1.348300039768219
front_mu,-,-1.348300039768219
front_mu,-,-1.3489999771118164
front_mu,-,-1.3489999771118164
front_mu,-,-1.3489999771118164
front_mu,-,-1.3489999771118164
front_mu,-,-1.3489999771118164
front_mu,-,-1.3489999771118164
front_mu,-,-1.3489999771118164
front_mu,-,-1.3489999771118164
front_mu,-,-1.3489999771118164
front_mu,-,-1.3489999771118164
front_mu,-,-1.3489999771118164
front_mu,-,-1.3489999771118164
front_mu,-,-1.3496999740600586
front_mu,-,-1.3496999740600586
front_mu,-,-1.3496999740600586
front_mu,-,-1.3496999740600586
front_mu,-,-1.3496999740600586
front_mu,-,-1.3496999740600586
front_mu,-,-1.3496999740600586
front_mu,-,-1.3496999740600586
front_mu,-,-1.3496999740600586
front_mu,-,-1.3496999740600586
front_mu,-,-1.3496999740600586
front_mu,-,-1.3496999740600586
front_mu,-,-1.3504000306129456
front_mu,-,-1.3504000306129456
front_mu,-,-1.3504000306129456
front_mu,-,-1.3504000306129456
front_mu,-,-1.3504000306129456
front_mu,-,-1.3504000306129456
front_mu,-,-1.3504000306129456
front_mu,-,-1.3504000306129456
front_mu,-,-1.3504000306129456
front_mu,-,-1.3504000306129456
front_mu,-,-1.3511000275611877
front_mu,-,-1.3511000275611877
front_mu,-,-1.3511000275611877
front_mu,-,-1.3511000275611877
front_mu,-,-1.3511000275611877
front_mu,-,-1.3511000275611877
front_mu,-,-1.3511000275611877
front_mu,-,-1.3511000275611877
front_mu,-,-1.3511000275611877
front_mu,-,-1.3511000275611877
front_mu,-,-1.3511000275611877
front_mu,-,-1.3511000275611877
front_mu,-,-1.35180002450943
front_mu,-,-1.35180002450943
front_mu,-,-1.35180002450943
front_mu,-,-1.35180002450943
front_mu,-,-1.35180002450943
front_mu,-,-1.35180002450943
front_mu,-,-1.35180002450943
