x_m,y_m,state
-318.225341796875,-148.1094207763672,RUNNING_MPC
-316.2174987792969,-145.3660888671875,RUNNING_MPC
-314.70849609375,-143.30746459960938,RUNNING_MPC
-312.6999206542969,-140.5558319091797,RUNNING_MPC
-310.7002258300781,-137.79307556152344,RUNNING_MPC
-308.7107849121094,-135.0209503173828,RUNNING_MPC
-307.22412109375,-132.93760681152344,RUNNING_MPC
-305.246337890625,-130.15687561035156,RUNNING_MPC
-303.2707824707031,-127.375732421875,RUNNING_MPC
-301.78936767578125,-125.29144287109375,RUNNING_MPC
-299.81304931640625,-122.51689147949219,RUNNING_MPC
-297.83447265625,-119.74819946289062,RUNNING_MPC
-296.3487243652344,-117.67544555664062,RUNNING_MPC
-294.3654479980469,-114.91626739501953,RUNNING_MPC
-292.380126953125,-112.16095733642578,RUNNING_MPC
-290.8901672363281,-110.09595489501953,RUNNING_MPC
-288.9031677246094,-107.34307098388672,RUNNING_MPC
-286.9161682128906,-104.58936309814453,RUNNING_MPC
-284.92974853515625,-101.83387756347656,RUNNING_MPC
-282.9436950683594,-99.07598114013672,RUNNING_MPC
-281.4544982910156,-97.00655364990234,RUNNING_MPC
-279.4701843261719,-94.24738311767578,RUNNING_MPC
-277.48846435546875,-91.49073028564453,RUNNING_MPC
-275.0184631347656,-88.0556411743164,RUNNING_MPC
-273.0522155761719,-85.3229751586914,RUNNING_MPC
-270.6134948730469,-81.9364013671875,RUNNING_MPC
-268.6830139160156,-79.25798797607422,RUNNING_MPC
-266.77435302734375,-76.61261749267578,RUNNING_MPC
-265.3593444824219,-74.65299987792969,RUNNING_MPC
-263.4966735839844,-72.07635498046875,RUNNING_MPC
-261.66375732421875,-69.54438018798828,RUNNING_MPC
-259.8627624511719,-67.05995178222656,RUNNING_MPC
-258.09539794921875,-64.62455749511719,RUNNING_MPC
-256.7929382324219,-62.83089065551758,RUNNING_MPC
-255.0874786376953,-60.48307800292969,RUNNING_MPC
-253.41775512695312,-58.184730529785156,RUNNING_MPC
-252.1884307861328,-56.492645263671875,RUNNING_MPC
-250.5784454345703,-54.27678680419922,RUNNING_MPC
-248.99855041503906,-52.103416442871094,RUNNING_MPC
-247.44444274902344,-49.96858596801758,RUNNING_MPC
-245.91012573242188,-47.86763381958008,RUNNING_MPC
-244.7672576904297,-46.31035614013672,RUNNING_MPC
-243.2469482421875,-44.25452423095703,RUNNING_MPC
-241.72390747070312,-42.218666076660156,RUNNING_MPC
-240.1917724609375,-40.19877243041992,RUNNING_MPC
-238.6450958251953,-38.19157028198242,RUNNING_MPC
-237.47235107421875,-36.693016052246094,RUNNING_MPC
-235.8872528076172,-34.701847076416016,RUNNING_MPC
-234.2738494873047,-32.7182502746582,RUNNING_MPC
-232.62786865234375,-30.742149353027344,RUNNING_MPC
-231.36978149414062,-29.264814376831055,RUNNING_MPC
-229.65850830078125,-27.303932189941406,RUNNING_MPC
-227.9081573486328,-25.357912063598633,RUNNING_MPC
-226.56912231445312,-23.91136932373047,RUNNING_MPC
-224.75143432617188,-22.00634765625,RUNNING_MPC
-222.89971923828125,-20.134151458740234,RUNNING_MPC
-221.012939453125,-18.300378799438477,RUNNING_MPC
-219.0946044921875,-16.509565353393555,RUNNING_MPC
-217.63414001464844,-15.201498985290527,RUNNING_MPC
-215.660888671875,-13.506587028503418,RUNNING_MPC
-213.65724182128906,-11.869111061096191,RUNNING_MPC
-211.6204833984375,-10.290227890014648,RUNNING_MPC
-209.54876708984375,-8.770758628845215,RUNNING_MPC
-206.9031219482422,-6.959434509277344,RUNNING_MPC
-204.73583984375,-5.581763744354248,RUNNING_MPC
-201.9573516845703,-3.950503349304199,RUNNING_MPC
-199.6737823486328,-2.72278094291687,RUNNING_MPC
-197.92503356933594,-1.8472750186920166,RUNNING_MPC
-195.54437255859375,-0.7414696216583252,RUNNING_MPC
-193.1072540283203,0.29480960965156555,RUNNING_MPC
-191.24392700195312,1.025017499923706,RUNNING_MPC
-188.71292114257812,1.9381366968154907,RUNNING_MPC
-186.1321258544922,2.787562131881714,RUNNING_MPC
-184.16323852539062,3.3823091983795166,RUNNING_MPC
-181.49493408203125,4.124661922454834,RUNNING_MPC
-179.4637451171875,4.640686511993408,RUNNING_MPC
-176.71588134765625,5.274962425231934,RUNNING_MPC
-174.62533569335938,5.7121710777282715,RUNNING_MPC
