scenario,signal,t_s,error_est_minus_gt
ours,front_sum_fy,0.0,52.177200103259736
ours,front_sum_fy,0.066,51.80749467926347
ours,front_sum_fy,0.132,53.97933257178113
ours,front_sum_fy,0.165,53.09834803740685
ours,front_sum_fy,0.198,54.439211663067766
ours,front_sum_fy,0.264,61.16782001110997
ours,front_sum_fy,0.33,58.23359555240222
ours,front_sum_fy,0.363,59.65967061954032
ours,front_sum_fy,0.396,64.68248507863768
ours,front_sum_fy,0.462,67.36246164991545
ours,front_sum_fy,0.528,67.71112710137547
ours,front_sum_fy,0.561,67.28374760155646
ours,front_sum_fy,0.594,72.15869608012918
ours,front_sum_fy,0.66,70.14109086595451
ours,front_sum_fy,0.726,78.15295379955754
ours,front_sum_fy,0.792,77.24223701903742
ours,front_sum_fy,0.858,87.51546406191662
ours,front_sum_fy,0.924,86.00506501000172
ours,front_sum_fy,0.99,84.24948587085396
ours,front_sum_fy,1.056,94.56917152225446
ours,front_sum_fy,1.122,91.71749835243071
ours,front_sum_fy,1.188,95.22664002022151
ours,front_sum_fy,1.254,105.92922956006657
ours,front_sum_fy,1.287,105.9416323866003
ours,front_sum_fy,1.32,106.01112066048671
ours,front_sum_fy,1.386,104.63478668369203
ours,front_sum_fy,1.452,107.40957043587537
ours,front_sum_fy,1.485,112.41985202763419
ours,front_sum_fy,1.518,113.81255065266066
ours,front_sum_fy,1.584,110.66967298629714
ours,front_sum_fy,1.65,109.82183388441763
ours,front_sum_fy,1.683,113.63505617320601
ours,front_sum_fy,1.716,114.70909447979722
ours,front_sum_fy,1.782,111.291514692882
ours,front_sum_fy,1.848,117.60871605499773
ours,front_sum_fy,1.881,115.50986787125873
ours,front_sum_fy,1.914,118.73124463255948
ours,front_sum_fy,1.98,116.07092671260165
ours,front_sum_fy,2.046,116.71115954441461
ours,front_sum_fy,2.112,118.75237981902035
ours,front_sum_fy,2.178,115.66077230936321
ours,front_sum_fy,2.244,121.95495143148423
ours,front_sum_fy,2.31,121.78697049868947
ours,front_sum_fy,2.376,118.14546514645644
ours,front_sum_fy,2.442,123.19779812468505
ours,front_sum_fy,2.508,121.15154695602882
ours,front_sum_fy,2.574,126.88040018917081
ours,front_sum_fy,2.607,127.95490987249241
ours,front_sum_fy,2.64,128.6329124432459
ours,front_sum_fy,2.706,131.90383642761776
ours,front_sum_fy,2.772,120.7764312110047
ours,front_sum_fy,2.805,129.70083152824998
ours,front_sum_fy,2.904,129.19012549976992
ours,front_sum_fy,2.97,127.22418636616794
ours,front_sum_fy,3.003,128.0642176667685
ours,front_sum_fy,3.036,127.29440696092865
ours,front_sum_fy,3.102,127.54394424372242
ours,front_sum_fy,3.168,126.48844641749264
ours,front_sum_fy,3.201,125.65364933322883
ours,front_sum_fy,3.234,123.95264877094621
ours,front_sum_fy,3.3,123.14573249960529
ours,front_sum_fy,3.366,120.8037144490117
ours,front_sum_fy,3.432,107.59083280933106
ours,front_sum_fy,3.498,114.25576226219312
ours,front_sum_fy,3.564,114.14061276501434
ours,front_sum_fy,3.63,109.41562674860802
ours,front_sum_fy,3.696,111.45418274211596
ours,front_sum_fy,3.762,111.23228139639514
ours,front_sum_fy,3.828,110.97411032551321
ours,front_sum_fy,3.894,107.42508283910581
ours,front_sum_fy,3.96,106.69459582440476
ours,front_sum_fy,4.026,105.49093602614931
ours,front_sum_fy,4.092,106.4465276657009
ours,front_sum_fy,4.125,107.25184717646812
ours,front_sum_fy,4.158,106.53814286654989
ours,front_sum_fy,4.224,106.40521462229526
ours,front_sum_fy,4.29,108.72605363506636
ours,front_sum_fy,4.323,108.6948011120719
ours,front_sum_fy,4.356,109.73654780631091
ours,front_sum_fy,4.422,110.52743822745202
ours,front_sum_fy,4.488,110.5352998401334
ours,front_sum_fy,4.521,110.89708490842452
ours,front_sum_fy,4.554,116.70409022287623
ours,front_sum_fy,4.62,114.30943457581475
ours,front_sum_fy,4.686,114.75399495254902
ours,front_sum_fy,4.752,116.90384943110195
ours,front_sum_fy,4.818,115.92977105715465
ours,front_sum_fy,4.884,115.28918238209616
ours,front_sum_fy,4.95,120.19593348932051
ours,front_sum_fy,5.016,118.36223233554415
ours,front_sum_fy,5.082,118.00490416236107
ours,front_sum_fy,5.148,118.147786569436
ours,front_sum_fy,5.214,118.83716082867556
ours,front_sum_fy,5.247,120.6721137893096
ours,front_sum_fy,5.28,119.12506428686271
ours,front_sum_fy,5.346,116.64642465943678
ours,front_sum_fy,5.412,118.17192443964143
ours,front_sum_fy,5.478,118.60050786627596
ours,front_sum_fy,5.544,118.2464133736284
ours,front_sum_fy,5.61,121.51557753247823
ours,front_sum_fy,5.643,118.38123723204308
ours,front_sum_fy,5.676,118.67548756886288
ours,front_sum_fy,5.742,113.70043185206885
ours,front_sum_fy,5.808,114.25792335435631
ours,front_sum_fy,5.841,113.87711358098466
ours,front_sum_fy,5.874,114.41584263156398
ours,front_sum_fy,5.94,113.62884076778704
ours,front_sum_fy,6.006,113.47096417649584
ours,front_sum_fy,6.072,112.46298983958968
ours,front_sum_fy,6.138,112.88475680985295
ours,front_sum_fy,6.204,113.3460668522971
ours,front_sum_fy,6.27,111.35185647007239
ours,front_sum_fy,6.336,111.19351227679363
ours,front_sum_fy,6.402,114.2706487260615
ours,front_sum_fy,6.468,115.85171318070832
ours,front_sum_fy,6.534,116.00709493565091
ours,front_sum_fy,6.6,113.50062987442959
ours,front_sum_fy,6.732,115.76243308304106
ours,front_sum_fy,6.765,116.02861313246058
ours,front_sum_fy,6.798,118.51859213532953
ours,front_sum_fy,6.864,118.59317333877061
ours,front_sum_fy,6.93,124.14636357971085
ours,front_sum_fy,6.963,122.95122387739661
ours,front_sum_fy,6.996,123.7194567975148
ours,front_sum_fy,7.062,127.04953474581907
ours,front_sum_fy,7.128,135.48398054778954
ours,front_sum_fy,7.161,126.11864080744544
ours,front_sum_fy,7.194,129.60325763716946
ours,front_sum_fy,7.26,127.13790263252554
ours,front_sum_fy,7.326,130.3794791241844
ours,front_sum_fy,7.392,131.28548792939728
ours,front_sum_fy,7.458,129.05850809880337
ours,front_sum_fy,7.524,122.27131051332742
ours,front_sum_fy,7.59,124.36056200363612
ours,front_sum_fy,7.656,124.60858120673288
ours,front_sum_fy,7.722,121.62657923388804
ours,front_sum_fy,7.788,116.6636979532168
ours,front_sum_fy,7.854,118.29198815923303
ours,front_sum_fy,7.887,117.619160469191
ours,front_sum_fy,7.92,116.20464893935502
ours,front_sum_fy,7.953,115.76294728870346
ours,front_sum_fy,8.118,112.78909883721673
ours,front_sum_fy,8.283,114.35409836171272
ours,front_sum_fy,8.448,116.14115846098207
ours,front_sum_fy,8.613,117.35207578227107
ours,front_sum_fy,8.778,121.32684053366143
ours,front_sum_fy,8.943,116.94974225980559
ours,front_sum_fy,9.108,118.94362694581571
ours,front_sum_fy,9.273,118.22230471329613
ours,front_sum_fy,9.438,120.46416575874821
ours,front_sum_fy,9.603,116.9470436975372
ours,front_sum_fy,9.702,118.34512750269465
ours,front_sum_fy,9.735,120.00098429119623
ours,front_sum_fy,9.768,118.77159073832888
ours,front_sum_fy,9.801,117.12632037860021
ours,front_sum_fy,9.867,117.46723617042534
ours,front_sum_fy,9.9,118.51966368058567
ours,front_sum_fy,9.933,118.99038157108953
ours,front_sum_fy,9.966,117.174278357101
ours,front_sum_fy,9.999,116.41268834085264
ours,front_sum_fy,10.065,117.40721364292955
ours,front_sum_fy,10.098,114.68165017785259
ours,front_sum_fy,10.131,115.68581505807049
ours,front_sum_fy,10.164,119.14531725676687
ours,front_sum_fy,10.197,111.73003218306098
ours,front_sum_fy,10.263,115.87205320682403
ours,front_sum_fy,10.296,114.3116259850101
ours,front_sum_fy,10.329,115.22911011297742
ours,front_sum_fy,10.395,115.03939586263266
ours,front_sum_fy,10.461,113.01427395836913
ours,front_sum_fy,10.494,114.54387486653326
ours,front_sum_fy,10.527,116.96111635960523
ours,front_sum_fy,10.56,115.46535852980963
ours,front_sum_fy,10.626,115.8911722076569
ours,front_sum_fy,10.758,115.70487755785291
ours,front_sum_fy,10.923,114.2285384921363
ours,front_sum_fy,11.088,101.93037816507672
ours,front_sum_fy,11.253,98.38758852188869
ours,front_sum_fy,11.418,93.27399414055196
ours,front_sum_fy,11.583,93.5243524621705
ours,front_sum_fy,11.616,92.58767536785683
ours,front_sum_fy,11.649,94.31786638697747
ours,front_sum_fy,11.715,93.1482630952263
ours,front_sum_fy,11.781,89.70226750900935
ours,front_sum_fy,11.814,89.82171167102604
ours,front_sum_fy,11.847,89.72441816884708
ours,front_sum_fy,11.913,89.54831819287074
ours,front_sum_fy,11.946,90.16531824763393
ours,front_sum_fy,11.979,82.74271623745221
ours,front_sum_fy,12.012,83.11430989014252
ours,front_sum_fy,12.045,84.36883456573776
ours,front_sum_fy,12.111,89.5887309606693
ours,front_sum_fy,12.144,85.72236694771755
ours,front_sum_fy,12.177,80.83978084610621
ours,front_sum_fy,12.21,80.81305004908012
ours,front_sum_fy,12.243,81.64002915380092
ours,front_sum_fy,12.309,80.82869468629161
ours,front_sum_fy,12.342,81.83633878187337
ours,front_sum_fy,12.375,76.60871584717702
ours,front_sum_fy,12.408,76.56439917451314
ours,front_sum_fy,12.441,81.45091063976417
ours,front_sum_fy,12.507,83.90407548877383
ours,front_sum_fy,12.54,80.15679483720405
ours,front_sum_fy,12.573,67.32364520945879
ours,front_sum_fy,12.639,80.63521333252015
ours,front_sum_fy,12.705,79.59685018633792
ours,front_sum_fy,12.738,76.83049243090278
ours,front_sum_fy,12.804,61.1342271022296
ours,front_sum_fy,12.936,61.475029380267955
ours,front_sum_fy,13.002,48.86207944739857
ours,front_sum_fy,13.167,37.64450011089565
ours,front_sum_fy,13.332,34.02283790087134
ours,front_sum_fy,13.497,24.703767371542952
ours,front_sum_fy,13.662,12.775611428857928
ours,front_sum_fy,13.794,4.695623486974842
ours,front_sum_fy,13.926,5.199489681742941
ours,front_sum_fy,13.959,3.81757520419891
ours,front_sum_fy,14.025,6.5210302474085395
ours,front_sum_fy,14.091,6.302642291982664
ours,front_sum_fy,14.124,4.957400527152785
ours,front_sum_fy,14.157,5.686207732395346
ours,front_sum_fy,14.19,5.624057295293451
ours,front_sum_fy,14.256,8.438554345818368
ours,front_sum_fy,14.421,13.9824532599022
ours,front_sum_fy,14.586,18.5082871756762
ours,front_sum_fy,14.751,23.38256353454996
ours,front_sum_fy,14.916,29.116638070535856
ours,front_sum_fy,15.081,33.02419173196148
ours,front_sum_fy,15.246,36.31101594420451
ours,front_sum_fy,15.411,36.079052405322855
ours,front_sum_fy,15.576,34.79789951911246
ours,front_sum_fy,15.741,35.42392438590167
ours,front_sum_fy,15.906,36.950811326813536
ours,front_sum_fy,16.071,37.34775588488179
ours,front_sum_fy,16.236,41.32228882099406
ours,front_sum_fy,16.368,43.5329305092593
ours,front_sum_fy,16.533,47.4119229721461
ours,front_sum_fy,16.698,50.5736016746186
ours,front_sum_fy,16.863,53.636039924430065
ours,front_sum_fy,17.028,57.49225989073224
ours,front_sum_fy,17.193,58.2038524745318
ours,front_sum_fy,17.358,61.57472706201938
ours,front_sum_fy,17.523,54.758173781635804
ours,front_sum_fy,17.688,57.99764674557872
ours,front_sum_fy,17.853,68.89354142637023
ours,front_sum_fy,18.018,78.62078367043628
ours,front_sum_fy,18.051,79.3299582393476
ours,front_sum_fy,18.216,77.95434519196124
ours,front_sum_fy,18.381,77.65462699653813
ours,front_sum_fy,18.546,72.47117926267197
ours,front_sum_fy,18.711,62.84645183351296
ours,front_sum_fy,18.876,55.37031706408334
ours,front_sum_fy,19.041,57.98237238996188
ours,front_sum_fy,19.206,60.508498382962955
ours,front_sum_fy,19.371,66.6181544235991
ours,front_sum_fy,19.536,74.83651617267822
ours,front_sum_fy,19.701,76.40248113392897
ours,front_sum_fy,19.866,79.56699600372369
ours,front_sum_fy,20.031,85.10166611543619
ours,front_sum_fy,20.196,92.20421065363826
ours,front_sum_fy,20.361,95.25019088703533
ours,front_sum_fy,20.526,101.07320891168632
ours,front_sum_fy,20.691,100.25515431081328
ours,front_sum_fy,20.856,108.61292388458219
ours,front_sum_fy,21.021,102.06785961383082
ours,front_sum_fy,21.186,93.42946058738073
ours,front_sum_fy,21.351,80.9516374527546
ours,front_sum_fy,21.516,71.62802970353536
ours,front_sum_fy,21.681,73.44087224072737
ours,front_sum_fy,21.846,80.0812760893013
ours,front_sum_fy,22.011,89.0214038070074
ours,front_sum_fy,22.176,101.45659284946515
ours,front_sum_fy,22.341,99.75182705467444
ours,front_sum_fy,22.506,112.63883368631502
ours,front_sum_fy,22.671,112.16410503777581
ours,front_sum_fy,22.836,103.7400755712365
ours,front_sum_fy,23.001,110.49465021346924
ours,front_sum_fy,23.166,109.0532565069247
ours,front_sum_fy,23.331,100.72682579031493
ours,front_sum_fy,23.496,88.48333923900901
ours,front_sum_fy,23.661,80.65038068043827
ours,front_sum_fy,23.826,66.44504540864216
ours,front_sum_fy,23.991,62.288360981906465
ours,front_sum_fy,24.156,61.17560456499001
ours,front_sum_fy,24.321,73.99324793454036
ours,front_sum_fy,24.486,82.64420684973308
ours,front_sum_fy,24.651,93.61950289349329
ours,front_sum_fy,24.816,96.4024153128936
ours,front_sum_fy,24.981,94.51247676799011
ours,front_sum_fy,25.146,79.28833489322346
ours,front_sum_fy,25.311,75.24667373662703
ours,front_sum_fy,25.476,60.038267505759734
ours,front_sum_fy,25.641,50.29614512334456
ours,front_sum_fy,25.806,50.5866745680143
ours,front_sum_fy,25.971,47.872566652105775
ours,front_sum_fy,26.136,47.99839519707842
ours,front_sum_fy,26.301,46.423793639137216
ours,front_sum_fy,26.466,43.5969564364114
ours,front_sum_fy,26.631,40.09565750688036
ours,front_sum_fy,26.796,33.042928791392114
ours,front_sum_fy,26.961,29.206272619667487
ours,front_sum_fy,27.126,26.845447496161427
ours,front_sum_fy,27.291,30.2494187341687
ours,front_sum_fy,27.456,31.24329567213323
ours,front_sum_fy,27.621,30.296214791119937
ours,front_sum_fy,27.786,28.7590331925268
ours,front_sum_fy,27.951,23.810881041148747
ours,front_sum_fy,28.116,18.871101456390406
ours,front_sum_fy,28.281,12.571090971502194
ours,front_sum_fy,28.446,5.054238038384472
ours,front_sum_fy,28.611,2.880148795972671
ours,front_sum_fy,28.776,-0.39268835212455344
ours,front_sum_fy,28.941,-2.045796988505378
ours,front_sum_fy,29.106,-2.4976064237106446
ours,front_sum_fy,29.271,-1.6418120033658115
ours,front_sum_fy,29.436,0.5225901900746872
ours,front_sum_fy,29.601,3.360325519560245
ours,front_sum_fy,29.766,4.220877230299978
ours,front_sum_fy,29.931,6.502694885142375
ours,front_sum_fy,30.096,7.433474681430933
ours,front_sum_fy,30.261,9.66298626139529
ours,front_sum_fy,30.426,11.327102045414549
ours,front_sum_fy,30.591,8.721963291936621
ours,front_sum_fy,30.756,5.8684417116247225
ours,front_sum_fy,30.921,5.218294464931416
ours,front_sum_fy,31.086,3.9978139485201964
ours,front_sum_fy,31.251,2.879905304962228
ours,front_sum_fy,31.416,-0.1650501678362346
ours,front_sum_fy,31.581,2.03755474690832
ours,front_sum_fy,31.746,2.4313492803842616
ours,front_sum_fy,31.911,4.335608372055766
ours,front_sum_fy,32.076,2.6180532436891317
ours,front_sum_fy,32.241,1.1539271215248927
ours,front_sum_fy,32.406,1.1336190690841308
ours,front_sum_fy,32.571,2.182702576132151
ours,front_sum_fy,32.736,3.981984860400253
ours,front_sum_fy,32.901,3.9791423758321134
ours,front_sum_fy,33.066,11.101153756920898
ours,front_sum_fy,33.231,13.14047298708697
ours,front_sum_fy,33.396,11.894094633736138
ours,front_sum_fy,33.561,10.673633439860893
ours,front_sum_fy,33.726,9.140845846120094
ours,front_sum_fy,33.891,6.6316701035627865
ours,front_sum_fy,34.056,5.669990758329114
ours,front_sum_fy,34.221,3.8295125485608636
ours,front_sum_fy,34.386,2.603587776698859
ours,front_sum_fy,34.551,2.436368777115481
ours,front_sum_fy,34.716,2.3006698360301154
ours,front_sum_fy,34.881,5.051070494963463
ours,front_sum_fy,35.046,3.9791248395331067
ours,front_sum_fy,35.211,4.586006385294281
ours,front_sum_fy,35.376,5.413564283116713
ours,front_sum_fy,35.541,7.599587674800453
ours,front_sum_fy,35.706,9.963612634497366
ours,front_sum_fy,35.871,11.25816811762136
ours,front_sum_fy,36.036,11.791331018744561
ours,front_sum_fy,36.201,11.070096872137185
ours,front_sum_fy,36.366,9.486006345300847
ours,front_sum_fy,36.531,7.224195473753962
ours,front_sum_fy,36.696,6.019755767620682
ours,front_sum_fy,36.861,4.408039148328543
ours,front_sum_fy,37.026,2.5948778824528
ours,front_sum_fy,37.191,3.32765903698961
ours,front_sum_fy,37.356,3.1398591769882946
ours,front_sum_fy,37.521,1.7486950129899128
ours,front_sum_fy,37.686,1.7139250868157951
ours,front_sum_fy,37.851,2.3850134727254204
ours,front_sum_fy,38.016,3.02312276090918
ours,front_sum_fy,38.181,4.589279855358621
ours,front_sum_fy,38.346,6.670598983690326
ours,front_sum_fy,38.511,9.93016367067412
ours,front_sum_fy,38.676,12.769716917697345
ours,front_sum_fy,38.841,14.553213672101883
ours,front_sum_fy,39.006,14.869789369428425
ours,front_sum_fy,39.171,14.671736794171252
ours,front_sum_fy,39.336,17.158356075503356
ours,front_sum_fy,39.501,26.797264886878857
ours,front_sum_fy,39.666,34.289580271269614
ours,front_sum_fy,39.831,44.698174272494384
ours,front_sum_fy,39.996,51.53498372651683
ours,front_sum_fy,40.161,56.88644847991591
ours,front_sum_fy,40.326,61.106602266001914
ours,front_sum_fy,40.491,71.39793082199895
ours,front_sum_fy,40.656,68.04112236284098
ours,front_sum_fy,40.821,67.97230364232243
ours,front_sum_fy,40.986,71.64347254455993
ours,front_sum_fy,41.151,71.96297251848148
ours,front_sum_fy,41.316,73.81117816437256
ours,front_sum_fy,41.481,76.67528841017807
ours,front_sum_fy,41.646,81.92756932850125
ours,front_sum_fy,41.811,87.68645111198495
ours,front_sum_fy,41.976,87.1073631153298
ours,front_sum_fy,42.141,90.93303309613225
ours,front_sum_fy,42.306,98.29024347030173
ours,front_sum_fy,42.471,103.12696140947082
ours,front_sum_fy,42.636,101.55873363911871
ours,front_sum_fy,42.801,108.62426658231448
ours,front_sum_fy,42.966,116.10564489434603
ours,front_sum_fy,43.296,119.12426944579954
ours,front_sum_fy,43.461,116.04712021517855
ours,front_sum_fy,43.626,114.86315226057923
ours,front_sum_fy,43.791,128.35535749046812
ours,front_sum_fy,43.956,130.50391796374788
ours,front_sum_fy,44.286,126.39320664875913
ours,front_sum_fy,44.451,125.72990289709321
ours,front_sum_fy,44.616,107.60269235597082
ours,front_sum_fy,44.781,104.1162292380385
ours,front_sum_fy,44.946,103.96690189159955
ours,front_sum_fy,45.111,109.94776053060889
ours,front_sum_fy,45.276,114.69134908459381
ours,front_sum_fy,45.441,113.81074508277698
ours,front_sum_fy,45.606,113.33647263031025
ours,front_sum_fy,45.771,114.09304213278142
ours,front_sum_fy,45.936,105.70043247352123
ours,front_sum_fy,46.101,104.40818956611463
ours,front_sum_fy,46.266,100.76421916576771
ours,front_sum_fy,46.431,98.12694681723428
ours,front_sum_fy,46.596,95.42136226610103
ours,front_sum_fy,46.761,96.51759894877932
ours,front_sum_fy,46.926,89.6739118636279
ours,front_sum_fy,47.091,89.33749836354883
ours,front_sum_fy,47.256,84.93127468013495
ours,front_sum_fy,47.421,82.02375551961597
ours,front_sum_fy,47.586,83.14246904873869
ours,front_sum_fy,47.751,76.58611067077311
ours,front_sum_fy,47.916,78.11126437873088
ours,front_sum_fy,48.081,80.40612890931186
ours,front_sum_fy,48.246,68.71110103854983
ours,front_sum_fy,48.411,63.91386187246445
ours,front_sum_fy,48.576,54.04475115509109
ours,front_sum_fy,48.741,42.95111698912196
ours,front_sum_fy,48.906,50.26456984729316
ours,front_sum_fy,49.071,51.33763855581432
ours,front_sum_fy,49.236,70.3368056711825
ours,front_sum_fy,49.401,69.4619759486564
ours,front_sum_fy,49.566,60.08725951246129
ours,front_sum_fy,49.731,53.63724845058185
ours,front_sum_fy,49.896,37.16366094758379
ours,front_sum_fy,49.929,33.70884965882699
ours,front_sum_fy,50.028,28.546702494203956
ours,front_sum_fy,50.094,24.641666074780147
ours,front_sum_fy,50.127,24.128920704624093
ours,front_sum_fy,50.16,25.7837794271017
ours,front_sum_fy,50.226,24.504926650331427
ours,front_sum_fy,50.259,24.31281513507777
ours,front_sum_fy,50.292,23.48384327789735
ours,front_sum_fy,50.325,23.05499105025355
ours,front_sum_fy,50.358,24.939126797135344
ours,front_sum_fy,50.424,24.080619972023605
ours,front_sum_fy,50.457,24.320894550155494
ours,front_sum_fy,50.49,24.140247135113967
ours,front_sum_fy,50.523,23.717443767121154
ours,front_sum_fy,50.556,25.837953460480975
ours,front_sum_fy,50.622,26.80253440822581
ours,front_sum_fy,50.655,27.537537797888774
ours,front_sum_fy,50.688,27.881240617418598
ours,front_sum_fy,50.754,28.660298570021524
ours,front_sum_fy,50.82,30.18407188183849
ours,front_sum_fy,50.853,30.47124917030939
ours,front_sum_fy,50.886,31.735778511159282
ours,front_sum_fy,50.919,31.7520026124418
ours,front_sum_fy,50.952,31.090396218648223
ours,front_sum_fy,51.018,30.907888306225857
ours,front_sum_fy,51.051,30.64755449733073
ours,front_sum_fy,51.183,30.61143089566272
ours,front_sum_fy,51.348,29.940909614220942
ours,front_sum_fy,51.513,27.0239537884337
ours,front_sum_fy,51.678,27.201850444651008
ours,front_sum_fy,51.843,28.558683987950687
ours,front_sum_fy,52.008,30.541712625959846
ours,front_sum_fy,52.173,32.48193761276785
ours,front_sum_fy,52.338,32.408125788169
ours,front_sum_fy,52.503,33.53310457484355
ours,front_sum_fy,52.668,34.629066538352276
ours,front_sum_fy,52.767,30.742496794840577
ours,front_sum_fy,52.833,33.93609942671321
ours,front_sum_fy,52.866,33.714368072065724
ours,front_sum_fy,52.899,33.80354130448407
ours,front_sum_fy,52.965,27.240559004419737
ours,front_sum_fy,52.998,28.595701555476296
ours,front_sum_fy,53.031,32.50084735859136
ours,front_sum_fy,53.064,32.498249336143246
ours,front_sum_fy,53.097,32.06348116329241
ours,front_sum_fy,53.163,26.52354658929005
ours,front_sum_fy,53.196,26.358787502692223
ours,front_sum_fy,53.229,30.301660904817737
ours,front_sum_fy,53.262,29.64727456164664
ours,front_sum_fy,53.295,29.221373188478736
ours,front_sum_fy,53.361,23.94956789235951
ours,front_sum_fy,53.394,24.18077872674366
ours,front_sum_fy,53.427,27.764275983424923
ours,front_sum_fy,53.493,26.440249320438
ours,front_sum_fy,53.559,21.607457144527956
ours,front_sum_fy,53.592,21.39519238884455
ours,front_sum_fy,53.625,20.936670417357497
ours,front_sum_fy,53.658,20.1766006506802
ours,front_sum_fy,53.691,23.652434753989887
ours,front_sum_fy,53.757,20.119608836605607
ours,front_sum_fy,53.79,19.43847013873318
ours,front_sum_fy,53.823,18.944055934295392
ours,front_sum_fy,53.856,18.61627113701396
ours,front_sum_fy,53.889,21.53413208073937
ours,front_sum_fy,53.955,22.038897888974418
ours,front_sum_fy,53.988,21.63454148312087
ours,front_sum_fy,54.021,21.95018239298384
ours,front_sum_fy,54.087,23.52139779464801
ours,front_sum_fy,54.153,25.940778647580807
ours,front_sum_fy,54.186,26.412676731107013
ours,front_sum_fy,54.351,31.05223784208971
ours,front_sum_fy,54.516,33.46199948237529
ours,front_sum_fy,54.681,34.86188870858871
ours,front_sum_fy,54.846,37.14436926987236
ours,front_sum_fy,55.011,34.329688313204116
ours,front_sum_fy,55.176,22.952739130936216
ours,front_sum_fy,55.341,19.154660855146545
ours,front_sum_fy,55.506,13.528993588648564
ours,front_sum_fy,55.671,10.20631239289019
ours,front_sum_fy,55.836,14.967271925393298
ours,front_sum_fy,56.001,20.17582448520062
ours,front_sum_fy,56.166,34.26779584103076
ours,front_sum_fy,56.331,35.213270201342
ours,front_sum_fy,56.496,30.098441768357546
ours,front_sum_fy,56.661,23.24874855538563
ours,front_sum_fy,56.826,18.0556801814923
ours,front_sum_fy,56.991,15.926939439306977
ours,front_sum_fy,57.156,14.821889125088376
ours,front_sum_fy,57.321,16.197040278059866
ours,front_sum_fy,57.486,15.831333384725575
ours,front_sum_fy,57.651,15.199970132672803
ours,front_sum_fy,57.816,15.854716335438937
ours,front_sum_fy,57.981,12.826032619472173
ours,front_sum_fy,58.146,10.388200706711778
ours,front_sum_fy,58.311,10.043286203008144
ours,front_sum_fy,58.476,9.672103229592814
ours,front_sum_fy,58.641,7.1387808788355525
ours,front_sum_fy,58.806,8.241737054299492
ours,front_sum_fy,58.971,9.901367465349978
ours,front_sum_fy,59.136,11.029220201505346
ours,front_sum_fy,59.301,11.716704483341804
ours,front_sum_fy,59.466,11.921055258713217
ours,front_sum_fy,59.631,10.636639238898027
ours,front_sum_fy,59.796,9.064495039601233
ours,front_sum_fy,59.961,6.265255776818044
ours,front_sum_fy,60.126,2.6888983491696177
ours,front_sum_fy,60.291,0.9954307102554925
ours,front_sum_fy,60.456,-1.2662940938228293
ours,front_sum_fy,60.621,-1.7671615596563521
ours,front_sum_fy,60.786,-3.798575556835435
ours,front_sum_fy,60.951,-3.9333252824383873
ours,front_sum_fy,61.116,-5.9811287785213665
ours,front_sum_fy,61.281,-10.530254285707937
ours,front_sum_fy,61.446,-15.85131777817579
ours,front_sum_fy,61.611,-20.808064062546862
ours,front_sum_fy,61.776,-23.56053494301804
ours,front_sum_fy,61.941,-26.94117468136936
ours,front_sum_fy,62.106,-33.89867541820665
ours,front_sum_fy,62.271,-38.41408538604219
ours,front_sum_fy,62.436,-46.17539280468432
ours,front_sum_fy,62.601,-52.888041668371415
ours,front_sum_fy,62.766,-59.38911874957847
ours,front_sum_fy,62.931,-61.570113601980296
ours,front_sum_fy,63.096,-68.04677671724772
ours,front_sum_fy,63.261,-66.90654282427488
ours,front_sum_fy,63.426,-69.98078366554685
ours,front_sum_fy,63.591,-70.54712649980252
ours,front_sum_fy,63.756,-71.58480883755053
ours,front_sum_fy,64.086,-78.29189443000269
ours,front_sum_fy,64.251,-82.61699237876454
ours,front_sum_fy,64.416,-85.69929074973618
ours,front_sum_fy,64.581,-90.16512363816537
ours,front_sum_fy,64.746,-100.5148763360819
ours,front_sum_fy,64.911,-119.01279661878232
ours,front_sum_fy,65.076,-121.54338408130559
ours,front_sum_fy,65.241,-109.53166369374605
ours,front_sum_fy,65.406,-106.08318246023293
ours,front_sum_fy,65.571,-94.64680186258022
ours,front_sum_fy,65.736,-65.80634854956429
ours,front_sum_fy,65.901,-10.566093929900788
ours,front_sum_fy,66.066,16.6424890643028
ours,front_sum_fy,66.231,22.716132361548134
ours,front_sum_fy,66.396,22.258079825655102
ours,front_sum_fy,66.561,19.700890022289016
ours,front_sum_fy,66.726,20.35804356791138
ours,front_sum_fy,66.891,21.723126475695068
ours,front_sum_fy,67.056,27.16273334765593
ours,front_sum_fy,67.221,35.19534411594418
ours,front_sum_fy,67.386,40.61734931561203
ours,front_sum_fy,67.551,46.352681486318076
ours,front_sum_fy,67.716,55.708994241713356
ours,front_sum_fy,67.881,64.93542152459943
ours,front_sum_fy,68.046,73.64574176169657
ours,front_sum_fy,68.211,87.83800266756117
ours,front_sum_fy,68.376,97.01869309247559
ours,front_sum_fy,68.706,116.14565035858448
ours,front_sum_fy,68.871,122.18402144742129
ours,front_sum_fy,69.036,129.51139450872722
ours,front_sum_fy,69.201,123.30859592269405
ours,front_sum_fy,69.366,128.327810945036
ours,front_sum_fy,69.531,130.46030504638776
ours,front_sum_fy,69.696,119.40294235498163
ours,front_sum_fy,69.861,121.99146174187956
ours,front_sum_fy,70.026,118.20011799522422
ours,front_sum_fy,70.191,112.18681409530717
ours,front_sum_fy,70.356,114.7109489680497
ours,front_sum_fy,70.521,102.94979400646696
