scenario,e_y_m
ours,-0.08274829376715744
ours,-0.08758400322775689
ours,-0.05793106920203794
ours,-0.03361060048294273
ours,0.018853316711929725
ours,0.05030613110528364
ours,0.0975907480167717
ours,0.12860614157219866
ours,0.1557100934828344
ours,0.17971248393509331
ours,0.1971632666243453
ours,0.21533520887971472
ours,0.2246905964415865
ours,0.22028402808449293
ours,0.20183597893103866
ours,0.19274651633686335
ours,0.16255308806421248
ours,0.13248558139130576
ours,0.08896914035488707
ours,0.06922757334193097
ours,0.04599589320887776
ours,0.026350435353275692
ours,-0.020273818679353572
ours,-0.055140237623273525
ours,-0.07861711237393587
ours,-0.09283993640020563
ours,-0.10059780000906882
ours,-0.09681293807569183
ours,-0.08586671190774198
ours,-0.05177586092212674
ours,-0.013344671451109694
ours,0.0217509232544761
ours,0.06260260849860882
ours,0.1044956051671434
ours,0.13191794774996457
ours,0.15309268050271554
ours,0.1741604947667033
ours,0.1730369924605594
ours,0.18156370924261095
ours,0.17430740706887327
ours,0.15156552400699105
ours,0.13256692495160544
ours,0.08675301967342984
ours,0.04859211010762183
ours,0.008492039929207296
ours,-0.019112458888238478
