x_m,y_m,state
-316.7658386230469,-146.10838317871094,RUNNING_MPC
-315.2487487792969,-144.0305633544922,RUNNING_MPC
-313.2289123535156,-141.252685546875,RUNNING_MPC
-311.21820068359375,-138.4659881591797,RUNNING_MPC
-309.71734619140625,-136.37303161621094,RUNNING_MPC
-307.72479248046875,-133.5838623046875,RUNNING_MPC
-305.74017333984375,-130.80026245117188,RUNNING_MPC
-303.76153564453125,-128.02517700195312,RUNNING_MPC
-301.29486083984375,-124.5703353881836,RUNNING_MPC
-299.3250427246094,-121.81827545166016,RUNNING_MPC
-297.35626220703125,-119.07428741455078,RUNNING_MPC
-295.3865661621094,-116.33521270751953,RUNNING_MPC
-293.41448974609375,-113.59777069091797,RUNNING_MPC
-291.9327392578125,-111.54319763183594,RUNNING_MPC
-289.95263671875,-108.79938507080078,RUNNING_MPC
-287.9668884277344,-106.04800415039062,RUNNING_MPC
-286.4736633300781,-103.97852325439453,RUNNING_MPC
-284.4782409667969,-101.21122741699219,RUNNING_MPC
-282.478271484375,-98.43560028076172,RUNNING_MPC
-280.976806640625,-96.3507308959961,RUNNING_MPC
-278.9754943847656,-93.56993865966797,RUNNING_MPC
-276.9784851074219,-90.7933578491211,RUNNING_MPC
-275.48638916015625,-88.71829223632812,RUNNING_MPC
-273.5086975097656,-85.96774291992188,RUNNING_MPC
-271.54931640625,-83.24288177490234,RUNNING_MPC
-269.6136169433594,-80.55137634277344,RUNNING_MPC
-268.1799011230469,-78.55868530273438,RUNNING_MPC
-266.2950134277344,-75.94056701660156,RUNNING_MPC
-264.9029235839844,-74.0084228515625,RUNNING_MPC
-263.0768737792969,-71.47672271728516,RUNNING_MPC
-261.2862548828125,-68.998291015625,RUNNING_MPC
-259.5320129394531,-66.57435607910156,RUNNING_MPC
-258.2405700683594,-64.79226684570312,RUNNING_MPC
-256.5511169433594,-62.46395492553711,RUNNING_MPC
-254.89862060546875,-60.18902587890625,RUNNING_MPC
-253.6830291748047,-58.51674270629883,RUNNING_MPC
-252.09246826171875,-56.329837799072266,RUNNING_MPC
-250.533447265625,-54.1876220703125,RUNNING_MPC
-249.3818359375,-52.60646438598633,RUNNING_MPC
-247.86460876464844,-50.52656936645508,RUNNING_MPC
-246.36160278320312,-48.47261428833008,RUNNING_MPC
-245.23878479003906,-46.9453125,RUNNING_MPC
-243.74229431152344,-44.92327880859375,RUNNING_MPC
-242.24082946777344,-42.91452407836914,RUNNING_MPC
-240.72886657714844,-40.91553497314453,RUNNING_MPC
-239.58477783203125,-39.42093276977539,RUNNING_MPC
-238.04180908203125,-37.43253707885742,RUNNING_MPC
-236.47434997558594,-35.4473762512207,RUNNING_MPC
-234.47296142578125,-32.969482421875,RUNNING_MPC
-232.83331298828125,-30.99068832397461,RUNNING_MPC
-230.72857666015625,-28.522098541259766,RUNNING_MPC
-228.99728393554688,-26.555978775024414,RUNNING_MPC
-227.67176818847656,-25.089879989624023,RUNNING_MPC
-225.86558532714844,-23.15352439880371,RUNNING_MPC
-224.0218963623047,-21.24515151977539,RUNNING_MPC
-222.61544799804688,-19.838088989257812,RUNNING_MPC
-220.71241760253906,-17.997713088989258,RUNNING_MPC
-218.7809295654297,-16.204397201538086,RUNNING_MPC
-216.81948852539062,-14.47050952911377,RUNNING_MPC
-215.33203125,-13.211235046386719,RUNNING_MPC
-213.3264617919922,-11.58662223815918,RUNNING_MPC
-211.29290771484375,-10.023629188537598,RUNNING_MPC
-209.22821044921875,-8.521549224853516,RUNNING_MPC
-207.65582275390625,-7.43543004989624,RUNNING_MPC
-205.52249145507812,-6.040895462036133,RUNNING_MPC
-203.34274291992188,-4.7071943283081055,RUNNING_MPC
-201.1136474609375,-3.4393320083618164,RUNNING_MPC
-199.40634155273438,-2.53281569480896,RUNNING_MPC
-197.0819091796875,-1.3840993642807007,RUNNING_MPC
-194.7023468017578,-0.30437880754470825,RUNNING_MPC
-192.8798828125,0.4589194655418396,RUNNING_MPC
-190.40208435058594,1.4133870601654053,RUNNING_MPC
-187.86907958984375,2.297574281692505,RUNNING_MPC
-185.93556213378906,2.918963670730591,RUNNING_MPC
-183.30966186523438,3.6894173622131348,RUNNING_MPC
-180.6322784423828,4.400054454803467,RUNNING_MPC
-178.59097290039062,4.894067764282227,RUNNING_MPC
-175.82606506347656,5.502596855163574,RUNNING_MPC
-173.01206970214844,6.055107116699219,RUNNING_MPC
-170.86949157714844,6.433218955993652,RUNNING_MPC
-167.97003173828125,6.888545513153076,RUNNING_MPC
-165.02330017089844,7.288419246673584,RUNNING_MPC
-162.7824249267578,7.55084228515625,RUNNING_MPC
-159.7532196044922,7.850447177886963,RUNNING_MPC
-156.67835998535156,8.094615936279297,RUNNING_MPC
-153.55770874023438,8.280315399169922,RUNNING_MPC
-151.18780517578125,8.381266593933105,RUNNING_MPC
-147.99005126953125,8.466203689575195,RUNNING_MPC
-145.56390380859375,8.490570068359375,RUNNING_MPC
-142.2936248779297,8.472837448120117,RUNNING_MPC
-138.9863739013672,8.40047836303711,RUNNING_MPC
-135.64540100097656,8.274653434753418,RUNNING_MPC
-132.2759552001953,8.102387428283691,RUNNING_MPC
-128.88287353515625,7.883045673370361,RUNNING_MPC
-126.32530212402344,7.690417766571045,RUNNING_MPC
-122.90398406982422,7.399810791015625,RUNNING_MPC
-119.47432708740234,7.068570613861084,RUNNING_MPC
-116.9027328491211,6.798929214477539,RUNNING_MPC
-113.47842407226562,6.412103176116943,RUNNING_MPC
-110.0648422241211,6.001038074493408,RUNNING_MPC
-106.66744232177734,5.57227087020874,RUNNING_MPC
-104.1314697265625,5.2428131103515625,RUNNING_MPC
-100.76639556884766,4.796762466430664,RUNNING_MPC
-97.41873168945312,4.346124649047852,RUNNING_MPC
-94.91695404052734,4.006142616271973,RUNNING_MPC
-91.58912658691406,3.5509026050567627,RUNNING_MPC
-88.26427459716797,3.09342360496521,RUNNING_MPC
-84.93669128417969,2.6337623596191406,RUNNING_MPC
-82.4364013671875,2.287769317626953,RUNNING_MPC
-79.09286499023438,1.8259954452514648,RUNNING_MPC
-75.73418426513672,1.3661013841629028,RUNNING_MPC
-73.20384979248047,1.024565577507019,RUNNING_MPC
-69.81505584716797,0.5778633952140808,RUNNING_MPC
-67.26300811767578,0.2527977228164673,RUNNING_MPC
-63.84849166870117,-0.161615788936615,RUNNING_MPC
-61.28101348876953,-0.45460477471351624,RUNNING_MPC
-57.85395812988281,-0.816852867603302,RUNNING_MPC
-55.28277587890625,-1.0621165037155151,RUNNING_MPC
-51.85781478881836,-1.350403070449829,RUNNING_MPC
-48.44106674194336,-1.5899102687835693,RUNNING_MPC
-45.03522872924805,-1.7772032022476196,RUNNING_MPC
-42.488525390625,-1.8825637102127075,RUNNING_MPC
-39.103389739990234,-1.9771703481674194,RUNNING_MPC
-35.7272834777832,-2.019225835800171,RUNNING_MPC
-32.356685638427734,-2.012075424194336,RUNNING_MPC
-29.82980728149414,-1.9755513668060303,RUNNING_MPC
-26.458175659179688,-1.885567307472229,RUNNING_MPC
-23.079362869262695,-1.7464622259140015,RUNNING_MPC
-20.53958511352539,-1.6061028242111206,RUNNING_MPC
-17.144163131713867,-1.3650577068328857,RUNNING_MPC
-13.738571166992188,-1.0558637380599976,RUNNING_MPC
-10.326092720031738,-0.6756700277328491,RUNNING_MPC
-6.911256790161133,-0.2164064198732376,RUNNING_MPC
-3.5007052421569824,0.3229881525039673,RUNNING_MPC
-0.10047950595617294,0.9499723315238953,RUNNING_MPC
3.2822139263153076,1.661316990852356,RUNNING_MPC
6.635559558868408,2.461862564086914,RUNNING_MPC
9.957291603088379,3.346548080444336,RUNNING_MPC
13.242891311645508,4.311550617218018,RUNNING_MPC
16.49144172668457,5.3500590324401855,RUNNING_MPC
19.703418731689453,6.455437660217285,RUNNING_MPC
22.885156631469727,7.617129325866699,RUNNING_MPC
26.824230194091797,9.14299488067627,RUNNING_MPC
29.952470779418945,10.41523265838623,RUNNING_MPC
33.065059661865234,11.73284912109375,RUNNING_MPC
36.164512634277344,13.097753524780273,RUNNING_MPC
39.25148391723633,14.514506340026855,RUNNING_MPC
42.324554443359375,15.987306594848633,RUNNING_MPC
45.38176345825195,17.519193649291992,RUNNING_MPC
48.41918182373047,19.112030029296875,RUNNING_MPC
52.18265914916992,21.188434600830078,RUNNING_MPC
54.419315338134766,22.47776222229004,RUNNING_MPC
58.838104248046875,25.146032333374023,RUNNING_MPC
