x_m,y_m,state
-317.1349792480469,-146.61146545410156,RUNNING_MPC
-315.1104736328125,-143.83926391601562,RUNNING_MPC
-313.59375,-141.75611877441406,RUNNING_MPC
-311.5801696777344,-138.97207641601562,RUNNING_MPC
-309.5789489746094,-136.18421936035156,RUNNING_MPC
-308.0858459472656,-134.09442138671875,RUNNING_MPC
-306.1034240722656,-131.3131561279297,RUNNING_MPC
-304.1279602050781,-128.54017639160156,RUNNING_MPC
-302.6496887207031,-126.46671295166016,RUNNING_MPC
-300.68157958984375,-123.71078491210938,RUNNING_MPC
-298.71466064453125,-120.96381378173828,RUNNING_MPC
-297.2388610839844,-118.90748596191406,RUNNING_MPC
-295.2686767578125,-116.16788482666016,RUNNING_MPC
-293.7884216308594,-114.1129379272461,RUNNING_MPC
-291.809814453125,-111.36918640136719,RUNNING_MPC
-289.8248291015625,-108.6186294555664,RUNNING_MPC
-288.3319091796875,-106.54983520507812,RUNNING_MPC
-286.3359069824219,-103.78329467773438,RUNNING_MPC
-284.33526611328125,-101.00828552246094,RUNNING_MPC
-282.83258056640625,-98.92247772216797,RUNNING_MPC
-280.8285217285156,-96.13909912109375,RUNNING_MPC
-278.8271484375,-93.35753631591797,RUNNING_MPC
-277.3302917480469,-91.27616882324219,RUNNING_MPC
-275.34375,-88.51343536376953,RUNNING_MPC
-273.3722839355469,-85.77183532714844,RUNNING_MPC
-271.9066162109375,-83.73396301269531,RUNNING_MPC
-269.97344970703125,-81.0468521118164,RUNNING_MPC
-268.0678405761719,-78.39958190917969,RUNNING_MPC
-266.1928405761719,-75.7969970703125,RUNNING_MPC
-264.3504943847656,-73.2427978515625,RUNNING_MPC
-262.5420227050781,-70.73955535888672,RUNNING_MPC
-260.76837158203125,-68.28905487060547,RUNNING_MPC
-259.0299072265625,-65.8914794921875,RUNNING_MPC
-257.3270263671875,-63.54629898071289,RUNNING_MPC
-256.0731506347656,-61.82107925415039,RUNNING_MPC
-254.4316864013672,-59.56378936767578,RUNNING_MPC
-253.22259521484375,-57.9015998840332,RUNNING_MPC
-251.63783264160156,-55.72357940673828,RUNNING_MPC
-250.0808868408203,-53.58441925048828,RUNNING_MPC
-248.92825317382812,-52.001956939697266,RUNNING_MPC
-247.40643310546875,-49.916015625,RUNNING_MPC
-245.89480590820312,-47.85186767578125,RUNNING_MPC
-244.7630615234375,-46.31467056274414,RUNNING_MPC
-243.25167846679688,-44.276939392089844,RUNNING_MPC
-241.73216247558594,-42.24989700317383,RUNNING_MPC
-240.19900512695312,-40.23041534423828,RUNNING_MPC
-239.0369415283203,-38.71938705444336,RUNNING_MPC
-237.46755981445312,-36.70829391479492,RUNNING_MPC
-236.2725067138672,-35.20158767700195,RUNNING_MPC
-234.651611328125,-33.19522476196289,RUNNING_MPC
-232.99658203125,-31.19379234313965,RUNNING_MPC
-231.3048553466797,-29.199974060058594,RUNNING_MPC
-230.01144409179688,-27.71266746520996,RUNNING_MPC
-228.25550842285156,-25.746294021606445,RUNNING_MPC
-226.46435546875,-23.80555534362793,RUNNING_MPC
-224.6407012939453,-21.89849853515625,RUNNING_MPC
-223.2565155029297,-20.492910385131836,RUNNING_MPC
-221.38546752929688,-18.65637969970703,RUNNING_MPC
-219.48837280273438,-16.8663330078125,RUNNING_MPC
-218.04766845703125,-15.557578086853027,RUNNING_MPC
-216.10169982910156,-13.862624168395996,RUNNING_MPC
-214.12635803222656,-12.222804069519043,RUNNING_MPC
-212.62269592285156,-11.02871322631836,RUNNING_MPC
-210.5843505859375,-9.483953475952148,RUNNING_MPC
-208.50245666503906,-7.994467735290527,RUNNING_MPC
-206.908935546875,-6.915710926055908,RUNNING_MPC
-204.73753356933594,-5.529777526855469,RUNNING_MPC
-202.51101684570312,-4.205164909362793,RUNNING_MPC
-200.80154418945312,-3.256476879119873,RUNNING_MPC
-198.46983337402344,-2.051192283630371,RUNNING_MPC
-196.07933044433594,-0.9175205230712891,RUNNING_MPC
-193.63015747070312,0.14237672090530396,RUNNING_MPC
-191.1267852783203,1.125698447227478,RUNNING_MPC
-188.57286071777344,2.0330002307891846,RUNNING_MPC
-186.62799072265625,2.668698310852051,RUNNING_MPC
-183.99505615234375,3.456610679626465,RUNNING_MPC
-181.31857299804688,4.181525230407715,RUNNING_MPC
-179.28521728515625,4.68628454208374,RUNNING_MPC
-176.53762817382812,5.308558940887451,RUNNING_MPC
-173.74847412109375,5.877302646636963,RUNNING_MPC
-171.62847900390625,6.269091606140137,RUNNING_MPC
-168.76416015625,6.745657920837402,RUNNING_MPC
-165.85772705078125,7.170692443847656,RUNNING_MPC
-163.64950561523438,7.4519243240356445,RUNNING_MPC
-160.66769409179688,7.77839469909668,RUNNING_MPC
-157.6420135498047,8.04666519165039,RUNNING_MPC
-155.34521484375,8.211322784423828,RUNNING_MPC
-152.2452850341797,8.378289222717285,RUNNING_MPC
-149.10354614257812,8.487836837768555,RUNNING_MPC
-146.71998596191406,8.53079891204834,RUNNING_MPC
-143.50570678710938,8.536773681640625,RUNNING_MPC
-140.25204467773438,8.489625930786133,RUNNING_MPC
-136.96044921875,8.389495849609375,RUNNING_MPC
-134.4698486328125,8.283815383911133,RUNNING_MPC
-131.12063598632812,8.098076820373535,RUNNING_MPC
-128.59117126464844,7.929830551147461,RUNNING_MPC
-125.19843292236328,7.662785530090332,RUNNING_MPC
-121.7870101928711,7.3520941734313965,RUNNING_MPC
-119.22064208984375,7.094179630279541,RUNNING_MPC
-115.79544830322266,6.717081546783447,RUNNING_MPC
-112.37054443359375,6.3110551834106445,RUNNING_MPC
-109.80654907226562,5.992307186126709,RUNNING_MPC
-106.39928436279297,5.5544047355651855,RUNNING_MPC
-103.00837707519531,5.107693195343018,RUNNING_MPC
-100.47725677490234,4.769439697265625,RUNNING_MPC
-97.11870574951172,4.316134929656982,RUNNING_MPC
-93.77645111083984,3.8607888221740723,RUNNING_MPC
-91.27790069580078,3.5182833671569824,RUNNING_MPC
-87.95266723632812,3.0601677894592285,RUNNING_MPC
-84.62895202636719,2.6003921031951904,RUNNING_MPC
-82.13375091552734,2.2547965049743652,RUNNING_MPC
-77.96408081054688,1.6798479557037354,RUNNING_MPC
-74.6130142211914,1.2238041162490845,RUNNING_MPC
-71.24537658691406,0.7753215432167053,RUNNING_MPC
-67.86016082763672,0.3404173254966736,RUNNING_MPC
-64.45813751220703,-0.07462108135223389,RUNNING_MPC
-61.04219436645508,-0.46356111764907837,RUNNING_MPC
-58.47439956665039,-0.735523521900177,RUNNING_MPC
-55.04499053955078,-1.0638375282287598,RUNNING_MPC
-51.61483383178711,-1.3497551679611206,RUNNING_MPC
-47.33422088623047,-1.639883279800415,RUNNING_MPC
-43.91983413696289,-1.81377112865448,RUNNING_MPC
-40.5173225402832,-1.9350473880767822,RUNNING_MPC
-37.12615966796875,-2.0013785362243652,RUNNING_MPC
-33.74539566040039,-2.016106128692627,RUNNING_MPC
-30.37183952331543,-1.9814200401306152,RUNNING_MPC
-27.00185775756836,-1.8986358642578125,RUNNING_MPC
-23.630748748779297,-1.766774296760559,RUNNING_MPC
-20.255577087402344,-1.5808942317962646,RUNNING_MPC
-16.874052047729492,-1.334851861000061,RUNNING_MPC
-13.484183311462402,-1.0223511457443237,RUNNING_MPC
-10.0874662399292,-0.6395547389984131,RUNNING_MPC
-6.686617851257324,-0.1802627295255661,RUNNING_MPC
-3.2867565155029297,0.3589063286781311,RUNNING_MPC
0.9552555084228516,1.15512216091156,RUNNING_MPC
4.332006931304932,1.8902747631072998,RUNNING_MPC
7.683885097503662,2.71748685836792,RUNNING_MPC
11.832493782043457,3.872452974319458,RUNNING_MPC
15.112701416015625,4.888068675994873,RUNNING_MPC
17.548643112182617,5.697940349578857,RUNNING_MPC
22.36022186279297,7.423379898071289,RUNNING_MPC
25.52737045288086,8.64067554473877,RUNNING_MPC
29.449235916137695,10.222923278808594,RUNNING_MPC
32.56187057495117,11.534097671508789,RUNNING_MPC
35.65585708618164,12.887604713439941,RUNNING_MPC
39.49966049194336,14.644659996032715,RUNNING_MPC
42.55577850341797,16.10968017578125,RUNNING_MPC
46.35202407836914,18.02162742614746,RUNNING_MPC
49.36790084838867,19.620214462280273,RUNNING_MPC
53.108177185058594,21.703786849975586,RUNNING_MPC
56.07249450683594,23.438432693481445,RUNNING_MPC
58.27773666381836,24.775665283203125,RUNNING_MPC
62.637332916259766,27.53634262084961,RUNNING_MPC
66.2149429321289,29.91114616394043,RUNNING_MPC
69.03937530517578,31.850698471069336,RUNNING_MPC
72.52617645263672,34.312808990478516,RUNNING_MPC
74.59630584716797,35.80617904663086,RUNNING_MPC
78.69291687011719,38.8226203918457,RUNNING_MPC
81.39584350585938,40.854156494140625,RUNNING_MPC
84.07952117919922,42.902854919433594,RUNNING_MPC
87.41091918945312,45.492801666259766,RUNNING_MPC
