signal,unit,ground_truth,estimate
v_y,m/s,0.06772375562996835,0.08532836922082947
v_y,m/s,0.08347057269483571,0.11041294082181749
v_y,m/s,0.089012866418682,0.12151332121365127
v_y,m/s,0.10105786938574202,0.13571264483919598
v_y,m/s,0.12537555988076488,0.16344770114652113
v_y,m/s,0.18958187087019152,0.2924497276436607
v_y,m/s,0.25299431819584406,0.3086997482673416
v_y,m/s,0.3214926623619352,0.39341277053971924
v_y,m/s,0.4110152722909213,0.4876384282922166
v_y,m/s,0.46043095744117846,0.536113734108202
v_y,m/s,0.47045797396645117,0.5294285847757878
v_y,m/s,0.42723576593923696,0.5040051889870052
v_y,m/s,0.35890802063864236,0.4266836335600436
v_y,m/s,0.28162991936777004,0.33832485521261935
v_y,m/s,0.20936022268526955,0.2643189647716462
v_y,m/s,0.1617719669481148,0.20637809083363023
v_y,m/s,0.15023476845459127,0.19877565497094987
v_y,m/s,0.1514573339586227,0.20224721930587322
v_y,m/s,0.18512261279833941,0.24458388839042683
v_y,m/s,0.21161279004727113,0.3474893194711012
v_y,m/s,0.25056096963317304,0.28423714032104874
v_y,m/s,0.2680850440113799,0.3015445574485981
v_y,m/s,0.2832241649796492,0.354937973399889
v_y,m/s,0.3422371248427858,0.41174911348755755
v_y,m/s,0.42523088488055905,0.4608066569719203
v_y,m/s,0.49844885363821767,0.5825746864535175
v_y,m/s,0.4770211158399862,0.5984392917981965
v_y,m/s,0.3935248586663125,0.46538713379558694
v_y,m/s,0.3040658043010698,0.33610791555738717
v_y,m/s,0.2564044707507449,0.28536176709054634
v_y,m/s,0.22498723709207624,0.2522650202845473
v_y,m/s,0.21800775679822593,0.24686094577325998
v_y,m/s,0.22754433182655198,0.3198937560299285
v_y,m/s,0.23772894197257166,0.3386903991011657
v_y,m/s,0.2554445183886962,0.3234716032459748
v_y,m/s,0.27925911072592857,0.34409560263625294
v_y,m/s,0.3055026251626112,0.37553694466053295
v_y,m/s,0.3281561187706563,0.3916376688653574
v_y,m/s,0.3619154688235442,0.3976991513336148
v_y,m/s,0.40282542319762005,0.44100159066159583
v_y,m/s,0.4142097746803266,0.45561652414127896
v_y,m/s,0.4138479553675243,0.4542610798942608
v_y,m/s,0.41486418404152836,0.456667457752185
v_y,m/s,0.4012502368785551,0.48447768083676895
v_y,m/s,0.3757720683040624,0.4188634706376854
v_y,m/s,0.3412131975014354,0.3807296292097355
v_y,m/s,0.2950681962115258,0.33091863343078415
v_y,m/s,0.2858885334185839,0.3592293806236424
v_y,m/s,0.28050615408126056,0.3393191495872284
v_y,m/s,0.29250955412405766,0.3533538515847554
v_y,m/s,0.2833497397213076,0.31284657255036386
v_y,m/s,0.2855810308139759,0.31477988767795406
v_y,m/s,0.297204729383699,0.3237723974027737
v_y,m/s,0.299902071650914,0.32293944729526813
v_y,m/s,0.28268883881492535,0.31608048739398603
v_y,m/s,0.24249532408649443,0.26218228285777445
v_y,m/s,0.17651223282656758,0.19217511907286533
v_y,m/s,0.13739755382944985,0.1652021176046874
v_y,m/s,0.09196868378403344,0.12022931881615763
v_y,m/s,0.04906425256043434,0.052273419392342424
v_y,m/s,0.03227968029919026,0.03414332809052124
v_y,m/s,0.04379854050653442,0.04435687464167165
v_y,m/s,0.046098058525581465,0.06373969590810578
v_y,m/s,0.09490166579964132,0.10001448977350574
v_y,m/s,0.12648625327146767,0.12997098166580556
v_y,m/s,0.14507371458774543,0.15018595891387215
v_y,m/s,0.1580851019875631,0.16640912324630314
v_y,m/s,0.15223841274464966,0.15990607826273728
v_y,m/s,0.142660950880936,0.15023873992084463
v_y,m/s,0.13364436370527422,0.14076980922870166
v_y,m/s,0.13152472484390465,0.13921686174513817
v_y,m/s,0.13456935417893945,0.1416071059415079
v_y,m/s,0.14207734700883634,0.1500017876604348
v_y,m/s,0.15275737925510668,0.16146798378362281
v_y,m/s,0.1723483295053363,0.19976763171642387
v_y,m/s,0.19476790724530701,0.2044149497060015
v_y,m/s,0.22234750586079777,0.23291428345308907
v_y,m/s,0.24254487044473194,0.2555977789208176
v_y,m/s,0.25726333523041944,0.29693234132923574
v_y,m/s,0.26436360891888455,0.27821500489336787
v_y,m/s,0.2787311565065309,0.2894176786685144
v_y,m/s,0.2967258303582554,0.3099078929282311
v_y,m/s,0.34594826356024555,0.3650212748942864
v_y,m/s,0.3522995940342266,0.37593231923219766
v_y,m/s,0.31889397772952677,0.36019316283803793
v_y,m/s,0.2609599067189752,0.2959167927809513
v_y,m/s,0.2178907008373212,0.24185027402434087
v_y,m/s,0.20612640913093472,0.22705131353328972
v_y,m/s,0.23868020689722869,0.2611471307572703
v_y,m/s,0.2891676380395243,0.305044561979076
v_y,m/s,0.3407433804509221,0.3572297171747201
v_y,m/s,0.3731502066927721,0.41470414438087017
v_y,m/s,0.4039969762073774,0.42431469720284953
v_y,m/s,0.44297077639079596,0.46344876584544276
v_y,m/s,0.4755652175176355,0.5057449245015654
v_y,m/s,0.48804791159794547,0.5112009332725755
v_y,m/s,0.5136714573208465,0.5413047273016984
v_y,m/s,0.5297394257966026,0.5741599060519224
v_y,m/s,0.49336422078435405,0.5216100303054522
v_y,m/s,0.4110841745162874,0.45376935670710133
v_y,m/s,0.33801907814196763,0.37115469896570785
v_y,m/s,0.2825322997013524,0.30067262284559754
v_y,m/s,0.3045041815325966,0.3206312335486032
v_y,m/s,0.38798795990779045,0.4059200294708008
v_y,m/s,0.49399468706852456,0.5149090249552037
v_y,m/s,0.5768913364963986,0.6345660634276238
v_y,m/s,0.6660299415383832,0.695544361401522
v_y,m/s,0.6881925620855238,0.721495063049389
v_y,m/s,0.6699341246208999,0.7041695736952345
v_y,m/s,0.6304197015813484,0.6648923526248033
v_y,m/s,0.5205132963064818,0.5471358293717408
v_y,m/s,0.4322860178251329,0.4560625501844861
v_y,m/s,0.3194255257872136,0.33859828344484555
v_y,m/s,0.2526572717535629,0.26701360132746443
v_y,m/s,0.22900321694598524,0.24180329896826028
v_y,m/s,0.2451237135126938,0.25745277840459346
v_y,m/s,0.29249701550171814,0.30733961723508935
v_y,m/s,0.39889608786816,0.4429642472494457
v_y,m/s,0.4360125239231629,0.46164676925351505
v_y,m/s,0.4230061419671025,0.48538618991644594
v_y,m/s,0.38609851592534605,0.40588607577389957
v_y,m/s,0.33279450760974827,0.36100924173160576
v_y,m/s,0.2849207146034014,0.2968221766276304
v_y,m/s,0.24071754744029983,0.2727252587413459
v_y,m/s,0.23602510607892713,0.2460575144355063
v_y,m/s,0.2286982813354701,0.23766087386183066
v_y,m/s,0.21287389676797197,0.22197831867805418
v_y,m/s,0.19736215809102964,0.21688346717715132
v_y,m/s,0.17228045406671466,0.18113907546837948
v_y,m/s,0.1513550475629759,0.1602295898478878
v_y,m/s,0.12167136480611207,0.14181798312299887
v_y,m/s,0.10459888395117067,0.10908012772320672
v_y,m/s,0.09081776195861635,0.10133539785115647
v_y,m/s,0.09279468083681919,0.09663064168130528
v_y,m/s,0.10138769521168034,0.10631656370568215
v_y,m/s,0.11356077119094787,0.11933776157470152
v_y,m/s,0.11482148778600787,0.12072340554593497
v_y,m/s,0.11255922463118839,0.12633340411667207
v_y,m/s,0.10735734380874384,0.11275773420295139
v_y,m/s,0.09613787858409029,0.09936063975360275
v_y,m/s,0.07373965313646536,0.0742388865031821
v_y,m/s,0.05973778706726618,0.05914783337141643
v_y,m/s,0.03458005920165852,0.03228349264454914
v_y,m/s,0.01971525612437608,0.016543067133200723
v_y,m/s,0.0072720934221617295,0.0031762180205692726
v_y,m/s,0.00038919192878483777,-0.004381222844760685
v_y,m/s,0.0004249684547954491,-0.004006988857344518
v_y,m/s,0.0045565082318830274,-0.004374803412229561
v_y,m/s,0.006413308805838014,0.0024680022098729965
v_y,m/s,0.009040035051459228,0.005617300207118283
v_y,m/s,0.010607725470910934,0.0071084731888586584
v_y,m/s,0.01369376032819325,0.012081648014805645
v_y,m/s,0.020494098983506737,0.02097000987276023
v_y,m/s,0.03553880819488908,0.03366965147435149
v_y,m/s,0.041063040647272064,0.04025898594064604
v_y,m/s,0.04145705782840148,0.04114804608678489
v_y,m/s,0.04265766563117901,0.04206743002347323
v_y,m/s,0.03954161977839221,0.03819443975854436
v_y,m/s,0.034375220453020994,0.03220726852699907
v_y,m/s,0.03276861580639112,0.030813228147652614
v_y,m/s,0.03075867188943371,0.024799485965925655
v_y,m/s,0.02983664201461078,0.02695907220241312
v_y,m/s,0.02989836543089064,0.027222437955005358
v_y,m/s,0.03337380906476528,0.03059116609909196
v_y,m/s,0.028214181480293865,0.026500588474183483
v_y,m/s,0.021770860509982448,0.019126666536485534
v_y,m/s,0.013158880172071674,0.0047045114142841
v_y,m/s,0.010854061132907988,0.008938084245758222
v_y,m/s,0.008439276097447435,0.006893322283645491
v_y,m/s,0.0069521665928642395,0.004150366960825875
v_y,m/s,0.013418302286898998,0.008883629857888988
v_y,m/s,0.030633422577645897,0.02552214354652945
v_y,m/s,0.04790611433894876,0.04789579331328037
v_y,m/s,0.05559982109644901,0.05614509067050093
v_y,m/s,0.05920606067180789,0.05914029049635906
v_y,m/s,0.052835041304997166,0.0521146429679902
v_y,m/s,0.045484796626274804,0.044155511444148594
v_y,m/s,0.035956992890737505,0.03398387635371275
v_y,m/s,0.03148105165916171,0.02890556917133
v_y,m/s,0.02869495030662872,0.02389099790719679
v_y,m/s,0.0284095265105635,0.02589636574765708
v_y,m/s,0.024465076774762284,0.021304355710227332
v_y,m/s,0.023172303094275204,0.020063998791408043
v_y,m/s,0.01921156103675159,0.01738004794583563
v_y,m/s,0.015165124164392196,0.009671557611594493
v_y,m/s,0.013701616927394022,0.010933646453160462
v_y,m/s,0.016453032251061872,0.011486701351924889
v_y,m/s,0.022708982626861163,0.021130656919712124
v_y,m/s,0.030223564615438514,0.02813956493665827
v_y,m/s,0.04026347838419886,0.04058148328313967
v_y,m/s,0.04659738185034756,0.04834274024595128
v_y,m/s,0.04794068197659063,0.0485547018533519
v_y,m/s,0.04486374474881494,0.045421119403052296
v_y,m/s,0.04037544491367906,0.040501867498410046
v_y,m/s,0.03512620856410664,0.03502051747229576
v_y,m/s,0.03340992077782401,0.03106944835101517
v_y,m/s,0.03586034578531638,0.03429719581025428
v_y,m/s,0.03217270436474906,0.030269548041052634
v_y,m/s,0.02773640317473447,0.025612516580890355
v_y,m/s,0.024270542083562496,0.01967740306493149
v_y,m/s,0.019323629468985137,0.017601955230700263
v_y,m/s,0.013590808458853632,0.011195684239285663
v_y,m/s,0.007829723821164869,0.006077001517783706
v_y,m/s,0.005882746853999921,0.0010705531689068556
v_y,m/s,0.01165069077236347,0.00985250562410712
v_y,m/s,0.018866491810550334,0.017170240835291332
v_y,m/s,0.02920732887372024,0.02824907863255343
v_y,m/s,0.04104012474001939,0.04092508818091042
v_y,m/s,0.051455738974155674,0.052341539531559046
v_y,m/s,0.05995564406798426,0.06119230992665323
v_y,m/s,0.06233891746651987,0.06379978049797647
v_y,m/s,0.061593613310195305,0.06198968529713151
v_y,m/s,0.06258736104885454,0.05970640826604156
v_y,m/s,0.08665052502204751,0.09036299156770862
v_y,m/s,0.11982398622774904,0.12324312266401044
v_y,m/s,0.14493540492556645,0.15029716833768847
v_y,m/s,0.180816047258195,0.1898904917088367
v_y,m/s,0.2112368831321194,0.2312182607102944
v_y,m/s,0.23119666643447556,0.2423195222524995
v_y,m/s,0.2453754569029521,0.25726581078424077
v_y,m/s,0.2580041798709824,0.2728530201693623
v_y,m/s,0.2596046177877116,0.27329519611640646
v_y,m/s,0.2561086433800837,0.2686099152726211
v_y,m/s,0.24602749277937386,0.26170675853676845
v_y,m/s,0.23237278902323583,0.24873275027076358
v_y,m/s,0.21487468576747337,0.23747661571153134
v_y,m/s,0.21191948131116467,0.22505082369956578
v_y,m/s,0.21951624328817865,0.23481142870948746
v_y,m/s,0.2311140876152329,0.24775787376730232
v_y,m/s,0.2465073213459309,0.2628148974553892
v_y,m/s,0.2639443605288465,0.28087516411124214
v_y,m/s,0.28482672160646705,0.3031530079694453
v_y,m/s,0.3138151742970132,0.35289516131290605
v_y,m/s,0.33756280181810716,0.3651206482466959
v_y,m/s,0.3668719263591287,0.388404650834886
v_y,m/s,0.41294432002770165,0.4362614964600398
v_y,m/s,0.48062057852906603,0.49582134917307497
v_y,m/s,0.5071216363639639,0.5371777403541849
v_y,m/s,0.5466323863636044,0.6064183588926154
v_y,m/s,0.6023299106052526,0.6285235486224043
v_y,m/s,0.6715354873804418,0.7017376536711102
v_y,m/s,0.7446017056516538,0.76086313914648
v_y,m/s,0.7111289278751274,0.752901240931076
v_y,m/s,0.7235203386322464,0.755733960192491
v_y,m/s,0.7050208415023764,0.7392712940782735
v_y,m/s,0.6788053572008126,0.7196591638022137
v_y,m/s,0.6366046765533131,0.6778834894695833
v_y,m/s,0.5464831953525611,0.5821276282147754
v_y,m/s,0.4445759229569619,0.47020836883205536
v_y,m/s,0.3761776019487213,0.4173960397340094
v_y,m/s,0.36420222579917727,0.3853841622823011
v_y,m/s,0.38240875352820414,0.42563646923723697
v_y,m/s,0.43295237609344994,0.478841296952135
v_y,m/s,0.457806246131895,0.48293261072662746
v_y,m/s,0.4908588803109488,0.5202748620472767
v_y,m/s,0.521181337069633,0.5491353034430588
v_y,m/s,0.5375374171904248,0.5648231451315325
v_y,m/s,0.5329520833168644,0.5619442792499806
v_y,m/s,0.5282236700502629,0.5591777634979759
v_y,m/s,0.5133838209880128,0.5410359674131759
v_y,m/s,0.4946354856016857,0.5179283205605519
v_y,m/s,0.4783726398060715,0.501075508564894
v_y,m/s,0.4883193427720851,0.5117927071468851
v_y,m/s,0.48414977746728205,0.5064684832896732
v_y,m/s,0.47044372160726233,0.4970572102154046
v_y,m/s,0.4628177624817589,0.5077616721534239
