t_run_s,state,v_x_mps,mpc_solve_time_ms
0.0,BOOTSTRAP_PP,0.0,0.0
0.047579288482666016,BOOTSTRAP_PP,0.0,0.0
0.12730121612548828,BOOTSTRAP_PP,0.0,0.0
0.21105146408081055,BOOTSTRAP_PP,0.0,0.0
0.2876420021057129,BOOTSTRAP_PP,0.0,0.0
0.3676149845123291,BOOTSTRAP_PP,0.0,0.0
0.4474518299102783,BOOTSTRAP_PP,0.0,0.0
0.527632474899292,BOOTSTRAP_PP,0.0,0.0
0.6077349185943604,BOOTSTRAP_PP,0.0,0.0
0.6876194477081299,BOOTSTRAP_PP,0.0,0.0
0.7676944732666016,BOOTSTRAP_PP,0.0,0.0
0.8476288318634033,BOOTSTRAP_PP,0.0,0.0
0.9275522232055664,BOOTSTRAP_PP,0.0,0.0
1.0076639652252197,BOOTSTRAP_PP,0.0,0.0
1.0876281261444092,BOOTSTRAP_PP,0.0,0.0
1.1676115989685059,BOOTSTRAP_PP,0.0,0.0
1.2474522590637207,BOOTSTRAP_PP,0.0,0.0
1.3275692462921143,BOOTSTRAP_PP,0.0,0.0
1.4075191020965576,BOOTSTRAP_PP,0.0,0.0
1.4875190258026123,BOOTSTRAP_PP,0.0,0.0
1.5678255558013916,BOOTSTRAP_PP,0.0,0.0
1.6477234363555908,BOOTSTRAP_PP,0.0,0.0
1.7275643348693848,BOOTSTRAP_PP,0.0,0.0
1.8081934452056885,BOOTSTRAP_PP,0.0,0.0
1.8875651359558105,BOOTSTRAP_PP,0.0,0.0
1.9675610065460205,BOOTSTRAP_PP,0.0,0.0
2.047658920288086,BOOTSTRAP_PP,0.0,0.0
2.1275227069854736,BOOTSTRAP_PP,0.0,0.0
2.207751512527466,BOOTSTRAP_PP,0.0,0.0
2.287710428237915,BOOTSTRAP_PP,0.0,0.0
2.368013858795166,BOOTSTRAP_PP,0.0,0.0
2.4477384090423584,BOOTSTRAP_PP,0.0,0.0
2.5283076763153076,BOOTSTRAP_PP,0.0,0.0
2.6075706481933594,BOOTSTRAP_PP,0.0,0.0
2.68863582611084,BOOTSTRAP_PP,0.0,0.0
2.767941951751709,BOOTSTRAP_PP,0.0,0.0
2.8476855754852295,BOOTSTRAP_PP,0.0,0.0
2.927584171295166,BOOTSTRAP_PP,-0.0001571444735487392,0.0
3.007559061050415,BOOTSTRAP_PP,-0.00035543347969436365,0.775245
3.0876169204711914,BOOTSTRAP_PP,-0.00034151519647714583,0.818231
3.167576551437378,BOOTSTRAP_PP,-0.00015890200454929276,1.173018
3.2476515769958496,BOOTSTRAP_PP,-0.0002509986139004482,1.173018
3.3279664516448975,BOOTSTRAP_PP,0.036909444892620005,0.826285
3.407754898071289,RUNNING_PP,0.10868715411223408,0.826285
3.4876949787139893,RUNNING_PP,0.22895556668073705,0.826285
3.567514181137085,RUNNING_PP,0.37874257291241903,0.826285
3.64760684967041,RUNNING_PP,0.5168981013718614,0.826285
3.7278389930725098,RUNNING_PP,0.6778226399720495,0.826285
3.8076767921447754,RUNNING_PP,0.9167593818573802,0.826285
3.8877265453338623,RUNNING_PP,1.1163464621999395,0.871466
3.967644214630127,RUNNING_PP,1.3880593090497086,0.940076
4.047739267349243,RUNNING_PP,1.6198158404491074,0.483601
4.127629518508911,RUNNING_PP,1.9338341689919956,0.464244
4.207845687866211,RUNNING_PP,2.1984428153329296,0.728108
4.2878053188323975,RUNNING_PP,2.540495179510151,0.829774
4.368358135223389,RUNNING_PP,2.8997805598567763,0.390846
4.447888612747192,RUNNING_PP,3.1984873652161303,0.796284
4.527770519256592,RUNNING_PP,3.5023961783865873,0.483112
4.607820510864258,RUNNING_PP,3.8154950982748046,0.388949
4.687603235244751,RUNNING_PP,4.215833306591021,0.468856
4.767668724060059,RUNNING_PP,4.543470626845731,0.549825
4.847569704055786,RUNNING_PP,4.96088122752977,0.41569
4.927623510360718,RUNNING_PP,5.379126088814143,0.359054
5.008134365081787,RUNNING_PP,5.723476746620017,0.328377
5.087705373764038,RUNNING_PP,6.16499092971354,0.67556
5.167759656906128,RUNNING_PP,6.610994660481324,0.380617
5.247760772705078,RUNNING_PP,6.9729203367053145,0.568265
5.327678680419922,RUNNING_PP,7.428266909662828,0.331627
5.408188104629517,RUNNING_PP,7.701177263373807,0.446941
5.487674951553345,RUNNING_PP,8.255836133223532,0.335362
5.56775975227356,RUNNING_PP,8.721996845417914,0.576259
5.647759199142456,RUNNING_PP,9.097239888537464,0.310554
5.727723836898804,RUNNING_PP,9.554647476789683,0.301666
5.807610034942627,RUNNING_PP,9.890438177055014,0.341753
5.887722492218018,RUNNING_PP,10.242907027866087,0.422745
5.96760892868042,RUNNING_PP,10.454644865574904,0.494168
6.047680139541626,RUNNING_PP,10.59837291187914,0.446833
6.12787652015686,RUNNING_PP,10.696241034200142,0.373427
6.207814931869507,RUNNING_PP,10.700652349877352,0.310747
6.287782192230225,RUNNING_PP,10.666117427544824,0.338802
6.367872714996338,RUNNING_PP,10.629286393207309,0.334109
6.447828531265259,RUNNING_PP,10.597064234464273,0.435334
6.528029918670654,RUNNING_PP,10.599434381519705,0.264439
6.60789942741394,RUNNING_PP,10.632340336596647,0.348104
6.688083171844482,RUNNING_PP,10.691052448320299,0.449743
6.767710447311401,RUNNING_PP,10.810833537373965,0.298038
6.848506927490234,RUNNING_PP,10.896157301519969,0.324147
