t_run_s,state,e_y_m,heading_error_rad
0.0,BOOTSTRAP_PP,0.0,0.0
0.047579288482666016,BOOTSTRAP_PP,0.0,0.0
0.12730121612548828,BOOTSTRAP_PP,0.0,0.0
0.21105146408081055,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
0.2876420021057129,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
0.3676149845123291,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
0.4474518299102783,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
0.527632474899292,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
0.6077349185943604,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
0.6876194477081299,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
0.7676944732666016,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
0.8476288318634033,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
0.9275522232055664,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
1.0076639652252197,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
1.0876281261444092,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
1.1676115989685059,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
1.2474522590637207,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
1.3275692462921143,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
1.4075191020965576,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
1.4875190258026123,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
1.5678255558013916,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
1.6477234363555908,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
1.7275643348693848,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
1.8081934452056885,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
1.8875651359558105,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
1.9675610065460205,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
2.047658920288086,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
2.1275227069854736,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
2.207751512527466,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
2.287710428237915,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
2.368013858795166,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
2.4477384090423584,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
2.5283076763153076,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
2.6075706481933594,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
2.68863582611084,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
2.767941951751709,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
2.8476855754852295,BOOTSTRAP_PP,2.627856133836743,0.010786333848139984
2.927584171295166,BOOTSTRAP_PP,2.627824983190706,0.010786333848139984
3.007559061050415,BOOTSTRAP_PP,2.6279071272548085,0.01078313805483211
3.0876169204711914,BOOTSTRAP_PP,2.628004846641929,0.010778277785842172
3.167576551437378,BOOTSTRAP_PP,2.6280303433509613,0.01077521515058899
3.2476515769958496,BOOTSTRAP_PP,2.628064867894755,0.01077321777977147
3.3279664516448975,BOOTSTRAP_PP,2.6281428524948716,0.010954712208060102
3.407754898071289,RUNNING_PP,2.6284676855645968,0.01191824389045093
3.4876949787139893,RUNNING_PP,2.629235931062264,0.013183778040456453
3.567514181137085,RUNNING_PP,2.628677563778532,0.012099871476794366
3.64760684967041,RUNNING_PP,2.626299980632691,0.004861998845204218
3.7278389930725098,RUNNING_PP,2.6213332743269024,-0.005622133997137957
3.8076767921447754,RUNNING_PP,2.6114631628891574,-0.018853716978060375
3.8877265453338623,RUNNING_PP,2.599462173728594,-0.039513544397609235
3.967644214630127,RUNNING_PP,2.5773616247552114,-0.06398000533216719
4.047739267349243,RUNNING_PP,2.5520566996303757,-0.08683938170691685
4.127629518508911,RUNNING_PP,2.508466084225814,-0.1183246036943787
4.207845687866211,RUNNING_PP,2.460026081834471,-0.14591728285355346
4.2878053188323975,RUNNING_PP,2.381595695777798,-0.18118439332600955
4.368358135223389,RUNNING_PP,2.2792143076447093,-0.21568764261880358
4.447888612747192,RUNNING_PP,2.1774074618661543,-0.2419839857469056
4.527770519256592,RUNNING_PP,2.056538929094417,-0.26639538582592626
4.607820510864258,RUNNING_PP,1.9173945299592277,-0.28556102434776304
4.687603235244751,RUNNING_PP,1.7193568675125397,-0.29629456222619127
4.767668724060059,RUNNING_PP,1.5410310077432168,-0.30907459913521473
4.847569704055786,RUNNING_PP,1.30258495147853,-0.30945556432915056
4.927623510360718,RUNNING_PP,1.0512849884589328,-0.30228247309107675
5.008134365081787,RUNNING_PP,0.8466357396707872,-0.28320627835516343
5.087705373764038,RUNNING_PP,0.5949467236854462,-0.26686472243227366
5.167759656906128,RUNNING_PP,0.3595689314868579,-0.2097942755290636
5.247760772705078,RUNNING_PP,0.1904099045177841,-0.1751346321012548
5.327678680419922,RUNNING_PP,0.012714528531023672,-0.128897193983615
5.408188104629517,RUNNING_PP,-0.07247882563914498,-0.10093573359249142
5.487674951553345,RUNNING_PP,-0.19014723286191582,-0.05690189680121094
5.56775975227356,RUNNING_PP,-0.23492744787973255,-0.01254608567456772
5.647759199142456,RUNNING_PP,-0.2381374125790119,0.010692458260381897
