signal,unit,t_s,ground_truth,estimate
front_mu,-,0.000000,0.699999988079071,2.0
front_mu,-,0.330000,0.699999988079071,2.0
front_mu,-,0.660000,0.699999988079071,2.0
front_mu,-,0.990000,0.699999988079071,2.0
front_mu,-,1.320000,0.699999988079071,2.0
front_mu,-,1.650000,0.699999988079071,2.0
front_mu,-,1.980000,0.699999988079071,2.0
front_mu,-,2.310000,0.699999988079071,2.0
front_mu,-,2.640000,0.699999988079071,2.0
front_mu,-,2.970000,0.699999988079071,2.0
front_mu,-,3.300000,0.699999988079071,2.0
front_mu,-,3.630000,0.699999988079071,2.0
front_mu,-,3.729000,0.699999988079071,2.0
front_mu,-,3.828000,0.699999988079071,2.0
front_mu,-,3.927000,0.699999988079071,2.0
front_mu,-,4.026000,0.699999988079071,2.0
front_mu,-,4.092000,0.699999988079071,2.0
front_mu,-,4.191000,0.699999988079071,2.0
front_mu,-,4.257000,0.699999988079071,2.0
front_mu,-,4.356000,0.699999988079071,2.0
front_mu,-,4.422000,0.699999988079071,2.0
front_mu,-,4.554000,0.699999988079071,2.0
front_mu,-,4.620000,0.699999988079071,2.0
front_mu,-,4.752000,0.699999988079071,2.0
front_mu,-,4.884000,0.699999988079071,2.0
front_mu,-,5.016000,0.699999988079071,2.0
front_mu,-,5.148000,0.699999988079071,2.0
front_mu,-,5.280000,0.699999988079071,2.0
front_mu,-,5.412000,0.699999988079071,2.0
front_mu,-,5.511000,0.699999988079071,2.0
front_mu,-,5.610000,0.699999988079071,2.0
front_mu,-,5.709000,0.699999988079071,2.0
front_mu,-,5.808000,0.699999988079071,2.0
front_mu,-,5.907000,0.699999988079071,2.0
front_mu,-,6.006000,0.699999988079071,2.0
front_mu,-,6.105000,0.699999988079071,2.0
front_mu,-,6.204000,0.699999988079071,2.0
front_mu,-,6.336000,0.699999988079071,2.0
front_mu,-,6.468000,0.699999988079071,2.0
front_mu,-,6.600000,0.699999988079071,2.0
front_mu,-,6.732000,0.699999988079071,2.0
front_mu,-,6.831000,0.699999988079071,2.0
front_mu,-,6.930000,0.699999988079071,2.0
front_mu,-,7.062000,0.699999988079071,2.0
front_mu,-,7.194000,0.699999988079071,2.0
front_mu,-,7.260000,0.699999988079071,2.0
front_mu,-,7.392000,0.699999988079071,2.0
front_mu,-,7.458000,0.699999988079071,2.0
front_mu,-,7.590000,0.699999988079071,2.0
front_mu,-,7.656000,0.699999988079071,2.0
front_mu,-,7.788000,0.699999988079071,2.0
front_mu,-,7.920000,0.699999988079071,2.0
front_mu,-,8.052000,0.699999988079071,2.0
front_mu,-,8.151000,0.699999988079071,2.0
front_mu,-,8.250000,0.699999988079071,2.0
front_mu,-,8.349000,0.699999988079071,2.0
front_mu,-,8.448000,0.699999988079071,2.0
front_mu,-,8.547000,0.699999988079071,2.0
