signal,unit,ground_truth,estimate
fl_fy,N,-5.402055263519287,-4.011031769068599
fl_fy,N,-6.802303314208984,-5.079945898634672
fl_fy,N,-5.632187366485596,-4.23761712860708
fl_fy,N,-6.244060516357422,-4.742446445475705
fl_fy,N,-5.574978828430176,-4.269570628919559
fl_fy,N,-3.1633429527282715,-2.443261322725173
fl_fy,N,-1.009371042251587,-0.7865706478468677
fl_fy,N,1.4789386987686157,1.1526882175891362
fl_fy,N,-0.40649479627609253,-0.3175990812377263
fl_fy,N,3.461880683898926,2.7194412127020984
fl_fy,N,0.20978648960590363,0.16477591940035222
fl_fy,N,23.67160415649414,19.028452687599383
fl_fy,N,1.5236222743988037,1.2039910025485079
fl_fy,N,0.3094055652618408,0.24350835174378893
fl_fy,N,4.9224066734313965,3.855434441773611
fl_fy,N,0.6511194109916687,0.5119096337455521
fl_fy,N,5.159035682678223,4.045409906414235
fl_fy,N,-0.7841576933860779,-0.6146688183016937
fl_fy,N,2.321510076522827,1.8246591924442201
fl_fy,N,-1.7155917882919312,-1.3458140844740585
fl_fy,N,-0.9321150183677673,-0.7309010140679293
fl_fy,N,-1.8670566082000732,-1.4671862434273093
fl_fy,N,-0.6967732310295105,-0.5473387701913447
fl_fy,N,-1.0992000102996826,-0.8658570156775232
fl_fy,N,0.6261946558952332,0.49485977464933195
fl_fy,N,-2.0629079341888428,-1.6281933778707556
fl_fy,N,5.414267063140869,4.251638020919493
fl_fy,N,0.9796705842018127,0.767882956280675
fl_fy,N,13.476449012756348,10.57957218421603
fl_fy,N,15.507194519042969,12.36523756189688
fl_fy,N,12.435037612915039,9.810939316337166
fl_fy,N,3.818577289581299,3.003923010727191
fl_fy,N,1.0115560293197632,0.7922280965064984
fl_fy,N,-7.651020526885986,-5.9487781049734005
fl_fy,N,-14.259551048278809,-11.169664172573004
fl_fy,N,-18.622936248779297,-14.256328628796203
fl_fy,N,-19.518325805664062,-14.826946684725097
fl_fy,N,-15.204951286315918,-11.540735224036158
fl_fy,N,-16.667564392089844,-12.396770968485088
fl_fy,N,-11.339059829711914,-8.313716081858788
fl_fy,N,-5.708186626434326,-4.169432208537666
fl_fy,N,1.2580233812332153,0.9048450861132898
fl_fy,N,2.42990779876709,1.7485321001359382
fl_fy,N,6.097146987915039,4.37609078655738
fl_fy,N,3.15739369392395,2.2545229318399334
fl_fy,N,3.631392240524292,2.5940370248843103
fl_fy,N,5.398425102233887,3.754280290443854
fl_fy,N,0.7975664734840393,0.5566076350902434
fl_fy,N,1.5823619365692139,1.0898710441865216
fl_fy,N,-2.180615186691284,-1.487146960192206
