x_m,y_m,state
-317.95989990234375,-147.728515625,RUNNING_PP
-317.100341796875,-146.55503845214844,RUNNING_PP
-316.455810546875,-145.67454528808594,RUNNING_PP
-315.16998291015625,-143.9118194580078,RUNNING_PP
-314.3164978027344,-142.73495483398438,RUNNING_PP
-313.2543029785156,-141.26138305664062,RUNNING_PP
-312.40777587890625,-140.08082580566406,RUNNING_PP
-311.3528137207031,-138.60398864746094,RUNNING_PP
-310.50994873046875,-137.422119140625,RUNNING_PP
-309.4566650390625,-135.94529724121094,RUNNING_PP
-308.6133117675781,-134.76414489746094,RUNNING_PP
-307.76873779296875,-133.5831756591797,RUNNING_PP
-306.71124267578125,-132.10723876953125,RUNNING_PP
-305.86383056640625,-130.92657470703125,RUNNING_PP
-304.80328369140625,-129.45066833496094,RUNNING_PP
-303.9543762207031,-128.27005004882812,RUNNING_PP
-302.89324951171875,-126.79422760009766,RUNNING_PP
-302.0447692871094,-125.61382293701172,RUNNING_PP
-300.9847106933594,-124.13875579833984,RUNNING_PP
-300.34918212890625,-123.25409698486328,RUNNING_PP
-299.0785827636719,-121.48493194580078,RUNNING_PP
-298.44342041015625,-120.60039520263672,RUNNING_PP
-297.3846740722656,-119.12615203857422,RUNNING_PP
-296.5374450683594,-117.94667053222656,RUNNING_PP
-295.47802734375,-116.47218322753906,RUNNING_PP
-294.418212890625,-114.99800872802734,RUNNING_PP
-293.5699462890625,-113.81841278076172,RUNNING_PP
-292.5091247558594,-112.34378814697266,RUNNING_PP
-291.66033935546875,-111.16410827636719,RUNNING_PP
-290.59942626953125,-109.68955993652344,RUNNING_PP
-289.7509460449219,-108.5099105834961,RUNNING_PP
-288.9025573730469,-107.3302993774414,RUNNING_PP
-287.8424072265625,-105.85599517822266,RUNNING_PP
-286.9944763183594,-104.67655944824219,RUNNING_PP
-286.1467590332031,-103.49708557128906,RUNNING_PP
-285.2992858886719,-102.31790924072266,RUNNING_PP
-284.45166015625,-101.13846588134766,RUNNING_PP
-283.39178466796875,-99.66383361816406,RUNNING_PP
-282.5437316894531,-98.48411560058594,RUNNING_PP
-281.48358154296875,-97.0099105834961,RUNNING_PP
-280.4232482910156,-95.5354995727539,RUNNING_PP
-279.5748291015625,-94.3560562133789,RUNNING_PP
-278.51409912109375,-92.88162231445312,RUNNING_PP
-277.665283203125,-91.70209503173828,RUNNING_PP
-277.02862548828125,-90.81759643554688,RUNNING_PP
-275.7549743652344,-89.04905700683594,RUNNING_PP
-274.9059143066406,-87.87036895751953,RUNNING_PP
-273.8442077636719,-86.39717864990234,RUNNING_PP
-272.9945068359375,-85.2186050415039,RUNNING_PP
-272.14471435546875,-84.04053497314453,RUNNING_PP
-271.0821533203125,-82.56794738769531,RUNNING_PP
-270.0192565917969,-81.095703125,RUNNING_PP
-268.9557189941406,-79.62362670898438,RUNNING_PP
-268.1044616699219,-78.44613647460938,RUNNING_PP
-267.0397644042969,-76.97442626953125,RUNNING_PP
-265.9745788574219,-75.5030288696289,RUNNING_PP
-265.1219177246094,-74.32628631591797,RUNNING_PP
-264.0556640625,-72.85578155517578,RUNNING_PP
-263.20220947265625,-71.67974090576172,RUNNING_PP
-262.34844970703125,-70.50431823730469,RUNNING_PP
-261.2809753417969,-69.03547668457031,RUNNING_PP
-260.4266662597656,-67.86077880859375,RUNNING_PP
-259.35845947265625,-66.39246368408203,RUNNING_PP
-258.2899475097656,-64.92424011230469,RUNNING_PP
-257.43505859375,-63.7497444152832,RUNNING_PP
-256.3662414550781,-62.281551361083984,RUNNING_PP
-255.2972869873047,-60.81311798095703,RUNNING_PP
-254.4422149658203,-59.63837432861328,RUNNING_PP
-253.58721923828125,-58.46360397338867,RUNNING_PP
-252.5185089111328,-56.995121002197266,RUNNING_PP
-251.45028686523438,-55.52682113647461,RUNNING_PP
-250.595703125,-54.35187911987305,RUNNING_PP
-249.7411346435547,-53.176883697509766,RUNNING_PP
-248.8865509033203,-52.00199890136719,RUNNING_PP
-247.81814575195312,-50.53373336791992,RUNNING_PP
-246.74903869628906,-49.06662368774414,RUNNING_PP
-245.89236450195312,-47.89361572265625,RUNNING_PP
-244.8188018798828,-46.42884826660156,RUNNING_PP
-243.7413787841797,-44.96685028076172,RUNNING_PP
-243.09274291992188,-44.09142303466797,RUNNING_PP
-241.78968811035156,-42.34499740600586,RUNNING_PP
-240.91598510742188,-41.184417724609375,RUNNING_PP
