x_m,y_m,state
-317.29571533203125,-146.8290557861328,RUNNING_MPC
-315.291748046875,-144.0795440673828,RUNNING_MPC
-313.2864685058594,-141.32598876953125,RUNNING_MPC
-310.7851257324219,-137.87326049804688,RUNNING_MPC
-308.2926940917969,-134.4105987548828,RUNNING_MPC
-306.3041687011719,-131.6363525390625,RUNNING_MPC
-304.31884765625,-128.8604278564453,RUNNING_MPC
-302.33599853515625,-126.08463287353516,RUNNING_MPC
-300.3551940917969,-123.3110122680664,RUNNING_MPC
-297.8809814453125,-119.8492660522461,RUNNING_MPC
-295.9017028808594,-117.08402252197266,RUNNING_MPC
-293.9219970703125,-114.32260131835938,RUNNING_MPC
-291.4457092285156,-110.87496185302734,RUNNING_MPC
-289.958984375,-108.80793762207031,RUNNING_MPC
-286.9834899902344,-104.67496490478516,RUNNING_MPC
-284.9987487792969,-101.91924285888672,RUNNING_MPC
-283.5096435546875,-99.85157012939453,RUNNING_MPC
-281.0269470214844,-96.40399169921875,RUNNING_MPC
-278.5453186035156,-92.95684051513672,RUNNING_MPC
-276.5626220703125,-90.2022933959961,RUNNING_MPC
-274.0920715332031,-86.77037048339844,RUNNING_MPC
-272.12603759765625,-84.03980255126953,RUNNING_MPC
-270.17388916015625,-81.3292007446289,RUNNING_MPC
-267.7592468261719,-77.97795867919922,RUNNING_MPC
-265.8521728515625,-75.33280181884766,RUNNING_MPC
-263.5039978027344,-72.07866668701172,RUNNING_MPC
-262.11566162109375,-70.15701293945312,RUNNING_MPC
-259.3885803222656,-66.38835144042969,RUNNING_MPC
-257.6088562011719,-63.93271255493164,RUNNING_MPC
-255.42881774902344,-60.92803192138672,RUNNING_MPC
-253.72100830078125,-58.57630157470703,RUNNING_MPC
-251.6322479248047,-55.70187759399414,RUNNING_MPC
-249.59376525878906,-52.898616790771484,RUNNING_MPC
-247.9974822998047,-50.70551300048828,RUNNING_MPC
-246.42889404296875,-48.55461883544922,RUNNING_MPC
-244.49794006347656,-45.91953659057617,RUNNING_MPC
-242.9681854248047,-43.8492431640625,RUNNING_MPC
-241.44290161132812,-41.80669403076172,RUNNING_MPC
-239.5312042236328,-39.284507751464844,RUNNING_MPC
-237.6026153564453,-36.790000915527344,RUNNING_MPC
-236.03973388671875,-34.80985641479492,RUNNING_MPC
-234.05270385742188,-32.3511962890625,RUNNING_MPC
-232.0199432373047,-29.90877342224121,RUNNING_MPC
-230.354248046875,-27.9644775390625,RUNNING_MPC
-228.6492156982422,-26.03031349182129,RUNNING_MPC
-226.45779418945312,-23.629995346069336,RUNNING_MPC
-224.65687561035156,-21.72962188720703,RUNNING_MPC
-222.81431579589844,-19.85330581665039,RUNNING_MPC
-220.92840576171875,-18.00653648376465,RUNNING_MPC
-219.0054473876953,-16.196481704711914,RUNNING_MPC
-217.04196166992188,-14.433895111083984,RUNNING_MPC
-215.04391479492188,-12.725313186645508,RUNNING_MPC
-212.49855041503906,-10.674362182617188,RUNNING_MPC
-210.42446899414062,-9.105783462524414,RUNNING_MPC
-207.7840576171875,-7.242735385894775,RUNNING_MPC
-205.63088989257812,-5.833436965942383,RUNNING_MPC
-203.98997497558594,-4.822001934051514,RUNNING_MPC
-201.20333862304688,-3.227726459503174,RUNNING_MPC
-198.343994140625,-1.7444807291030884,RUNNING_MPC
-196.59228515625,-0.9086220860481262,RUNNING_MPC
-193.6103057861328,0.39638254046440125,RUNNING_MPC
-191.16824340820312,1.3589483499526978,RUNNING_MPC
-188.0453643798828,2.4629554748535156,RUNNING_MPC
-185.4936065673828,3.2738161087036133,RUNNING_MPC
-182.2327423095703,4.200295925140381,RUNNING_MPC
-179.57058715820312,4.87312650680542,RUNNING_MPC
-176.8612060546875,5.485729694366455,RUNNING_MPC
-173.40939331054688,6.17332649230957,RUNNING_MPC
-169.88389587402344,6.774699687957764,RUNNING_MPC
-167.01185607910156,7.198053359985352,RUNNING_MPC
-164.0946044921875,7.568116188049316,RUNNING_MPC
-161.13198852539062,7.884496212005615,RUNNING_MPC
-158.12478637695312,8.148889541625977,RUNNING_MPC
-154.30210876464844,8.401214599609375,RUNNING_MPC
-151.1951904296875,8.542837142944336,RUNNING_MPC
-147.2506561279297,8.640543937683105,RUNNING_MPC
-144.04774475097656,8.656787872314453,RUNNING_MPC
-140.80296325683594,8.618247032165527,RUNNING_MPC
-136.69436645507812,8.498963356018066,RUNNING_MPC
-133.36801147460938,8.345335006713867,RUNNING_MPC
-130.01226806640625,8.144811630249023,RUNNING_MPC
-127.47876739501953,7.961266994476318,RUNNING_MPC
-123.23002624511719,7.598932266235352,RUNNING_MPC
-118.95880889892578,7.172158718109131,RUNNING_MPC
-116.39088439941406,6.886545181274414,RUNNING_MPC
-112.10895538330078,6.372045993804932,RUNNING_MPC
-107.83570098876953,5.821539402008057,RUNNING_MPC
-104.43035125732422,5.365032196044922,RUNNING_MPC
-100.19475555419922,4.783942222595215,RUNNING_MPC
-96.82478332519531,4.315356254577637,RUNNING_MPC
-93.47005462646484,3.8455424308776855,RUNNING_MPC
-89.29350280761719,3.2584152221679688,RUNNING_MPC
-85.12825775146484,2.672520160675049,RUNNING_MPC
-81.79795837402344,2.205167770385742,RUNNING_MPC
-77.62874603271484,1.624582290649414,RUNNING_MPC
-74.28211975097656,1.165365219116211,RUNNING_MPC
-70.92227172851562,0.7138202786445618,RUNNING_MPC
-66.70105743408203,0.16741536557674408,RUNNING_MPC
-63.3067626953125,-0.24883176386356354,RUNNING_MPC
-59.04494857788086,-0.7340021133422852,RUNNING_MPC
-55.62406921386719,-1.0858160257339478,RUNNING_MPC
-52.19730758666992,-1.3981133699417114,RUNNING_MPC
-47.9124755859375,-1.724058985710144,RUNNING_MPC
-44.48860168457031,-1.9285509586334229,RUNNING_MPC
-41.924442291259766,-2.0443081855773926,RUNNING_MPC
-36.808441162109375,-2.1774487495422363,RUNNING_MPC
-33.40891647338867,-2.193814277648926,RUNNING_MPC
-29.17055320739746,-2.136136293411255,RUNNING_MPC
-25.78679847717285,-2.0304694175720215,RUNNING_MPC
-21.561513900756836,-1.8252986669540405,RUNNING_MPC
-18.1827335357666,-1.5984808206558228,RUNNING_MPC
-14.803765296936035,-1.3105229139328003,RUNNING_MPC
-10.577481269836426,-0.8610278367996216,RUNNING_MPC
-7.195345401763916,-0.4250544607639313,RUNNING_MPC
-4.65968656539917,-0.04907864332199097,RUNNING_MPC
-0.43598663806915283,0.6769234538078308,RUNNING_MPC
3.774639844894409,1.5308083295822144,RUNNING_MPC
7.124190330505371,2.3136775493621826,RUNNING_MPC
10.453396797180176,3.1837680339813232,RUNNING_MPC
