x_m,y_m,state
-317.4545593261719,-147.02713012695312,RUNNING_MPC
-314.9492492675781,-143.58738708496094,RUNNING_MPC
-312.9413146972656,-140.83065795898438,RUNNING_MPC
-310.93585205078125,-138.066162109375,RUNNING_MPC
-308.4356994628906,-134.60211181640625,RUNNING_MPC
-306.4411315917969,-131.82699584960938,RUNNING_MPC
-304.450927734375,-129.05035400390625,RUNNING_MPC
-302.46502685546875,-126.27404022216797,RUNNING_MPC
-299.9881896972656,-122.80734252929688,RUNNING_MPC
-298.0100402832031,-120.03878021240234,RUNNING_MPC
-296.0332946777344,-117.27452850341797,RUNNING_MPC
-293.5628967285156,-113.8251724243164,RUNNING_MPC
-291.5854797363281,-111.06928253173828,RUNNING_MPC
-289.6065673828125,-108.31523895263672,RUNNING_MPC
-287.62567138671875,-105.56157684326172,RUNNING_MPC
-285.1466979980469,-102.1181640625,RUNNING_MPC
-283.16119384765625,-99.36119079589844,RUNNING_MPC
-281.1739807128906,-96.60247802734375,RUNNING_MPC
-279.1865539550781,-93.84330749511719,RUNNING_MPC
-276.70477294921875,-90.3975601196289,RUNNING_MPC
-274.7251281738281,-87.6491470336914,RUNNING_MPC
-272.7545471191406,-84.91352081298828,RUNNING_MPC
-270.31097412109375,-81.521484375,RUNNING_MPC
-268.377197265625,-78.8373794555664,RUNNING_MPC
-265.99188232421875,-75.5280532836914,RUNNING_MPC
-264.1128234863281,-72.92288208007812,RUNNING_MPC
-262.2617492675781,-70.35929870605469,RUNNING_MPC
-259.9895324707031,-67.21759796142578,RUNNING_MPC
-258.64910888671875,-65.3670654296875,RUNNING_MPC
-256.0214538574219,-61.7448616027832,RUNNING_MPC
-254.30979919433594,-59.38814163208008,RUNNING_MPC
-252.21556091308594,-56.50654220581055,RUNNING_MPC
-250.5758514404297,-54.25129318237305,RUNNING_MPC
-249.36590576171875,-52.5876350402832,RUNNING_MPC
-246.992919921875,-49.32839584350586,RUNNING_MPC
-245.4403839111328,-47.20199203491211,RUNNING_MPC
-243.90402221679688,-45.10826873779297,RUNNING_MPC
-242.3763427734375,-43.04340744018555,RUNNING_MPC
-240.8491973876953,-41.002159118652344,RUNNING_MPC
-239.31503295898438,-38.980281829833984,RUNNING_MPC
-237.7674102783203,-36.974822998046875,RUNNING_MPC
-236.20034790039062,-34.982704162597656,RUNNING_MPC
-234.20584106445312,-32.50919723510742,RUNNING_MPC
-232.57630920410156,-30.542804718017578,RUNNING_MPC
-230.9113006591797,-28.585487365722656,RUNNING_MPC
-228.77540588378906,-26.15385627746582,RUNNING_MPC
-226.57479858398438,-23.743921279907227,RUNNING_MPC
-224.76844787597656,-21.838720321655273,RUNNING_MPC
-222.9237518310547,-19.960039138793945,RUNNING_MPC
-220.56333923339844,-17.6572265625,RUNNING_MPC
-218.63494873046875,-15.861330032348633,RUNNING_MPC
-216.67135620117188,-14.114627838134766,RUNNING_MPC
-214.67599487304688,-12.423285484313965,RUNNING_MPC
-212.13636779785156,-10.392396926879883,RUNNING_MPC
-210.06588745117188,-8.840117454528809,RUNNING_MPC
-207.96038818359375,-7.355759620666504,RUNNING_MPC
-205.27365112304688,-5.596949100494385,RUNNING_MPC
-203.0763702392578,-4.265018939971924,RUNNING_MPC
-200.8325958251953,-3.004124641418457,RUNNING_MPC
