t_run_s,state,v_x_mps,mpc_solve_time_ms
0.0,BOOTSTRAP_PP,0.0,0.0
0.024072885513305664,BOOTSTRAP_PP,0.0,0.0
0.10406017303466797,BOOTSTRAP_PP,0.0,0.0
0.18385815620422363,BOOTSTRAP_PP,0.0,0.0
0.2641317844390869,BOOTSTRAP_PP,0.0,0.0
0.34383368492126465,BOOTSTRAP_PP,0.0,0.0
0.42394089698791504,BOOTSTRAP_PP,0.0,0.0
0.5040440559387207,BOOTSTRAP_PP,0.0,0.0
0.5838713645935059,BOOTSTRAP_PP,0.0,0.0
0.6642825603485107,BOOTSTRAP_PP,0.0,0.0
0.7439169883728027,BOOTSTRAP_PP,0.0,0.0
0.8238515853881836,BOOTSTRAP_PP,0.0,0.0
0.9040439128875732,BOOTSTRAP_PP,0.0,0.0
0.9841961860656738,BOOTSTRAP_PP,0.0,0.0
1.0639228820800781,BOOTSTRAP_PP,0.0,0.0
1.1436691284179688,BOOTSTRAP_PP,0.0,0.0
1.2240211963653564,BOOTSTRAP_PP,0.0,0.0
1.3040189743041992,BOOTSTRAP_PP,0.0,0.0
1.3838379383087158,BOOTSTRAP_PP,0.0,0.0
1.4639675617218018,BOOTSTRAP_PP,0.0,0.0
1.5439627170562744,BOOTSTRAP_PP,0.0,0.0
1.6238734722137451,BOOTSTRAP_PP,0.0,0.0
1.7039096355438232,BOOTSTRAP_PP,0.0,0.0
1.7838184833526611,BOOTSTRAP_PP,0.0,0.0
1.8691418170928955,BOOTSTRAP_PP,0.0,0.0
1.944931983947754,BOOTSTRAP_PP,0.0,0.0
2.024038791656494,BOOTSTRAP_PP,0.0,0.0
2.10379958152771,BOOTSTRAP_PP,0.0,0.0
2.184143304824829,BOOTSTRAP_PP,0.0,0.0
2.26366925239563,RUNNING_PP,0.0,0.0
2.343832015991211,RUNNING_PP,-0.00017229536907453207,0.0
2.4240362644195557,RUNNING_PP,-0.0004596889164165656,1.323534
2.5043013095855713,RUNNING_PP,-0.00047291393744407976,0.831584
2.583780288696289,RUNNING_PP,-0.00022898298192823588,0.722903
2.66367769241333,RUNNING_PP,-0.00025299604624004604,0.722903
2.744008779525757,RUNNING_PP,0.040798490950945523,0.961514
2.8237931728363037,RUNNING_PP,0.11146557424075629,0.961514
2.904263734817505,RUNNING_PP,0.19570481538668874,0.961514
