t_s,commanded_tire_friction,schedule
79.866,1.000000,constant
79.900,1.000000,constant
79.933,1.000000,constant
79.966,1.000000,constant
79.999,1.000000,constant
80.033,1.000000,constant
80.066,1.000000,constant
80.100,1.000000,constant
80.133,1.000000,constant
80.166,1.000000,constant
80.200,1.000000,constant
80.233,1.000000,constant
80.266,1.000000,constant
80.300,1.000000,constant
80.333,1.000000,constant
80.366,1.000000,constant
80.400,1.000000,constant
80.433,1.000000,constant
80.466,1.000000,constant
80.500,1.000000,constant
80.533,1.000000,constant
80.566,1.000000,constant
80.600,1.000000,constant
80.633,1.000000,constant
80.666,1.000000,constant
80.700,1.000000,constant
80.733,1.000000,constant
80.766,1.000000,constant
80.799,1.000000,constant
80.833,1.000000,constant
80.866,1.000000,constant
80.900,1.000000,constant
80.933,1.000000,constant
80.966,1.000000,constant
81.000,1.000000,constant
81.033,1.000000,constant
81.066,1.000000,constant
81.100,1.000000,constant
81.133,1.000000,constant
81.166,1.000000,constant
81.200,1.000000,constant
81.233,1.000000,constant
81.266,1.000000,constant
81.300,1.000000,constant
81.333,1.000000,constant
81.366,1.000000,constant
81.400,1.000000,constant
81.433,1.000000,constant
81.466,1.000000,constant
81.500,1.000000,constant
81.533,1.000000,constant
81.566,1.000000,constant
81.600,1.000000,constant
81.633,1.000000,constant
81.666,1.000000,constant
81.700,1.000000,constant
81.733,1.000000,constant
81.766,1.000000,constant
81.799,1.000000,constant
81.833,1.000000,constant
81.866,1.000000,constant
81.900,1.000000,constant
81.933,1.000000,constant
81.966,1.000000,constant
81.999,1.000000,constant
82.033,1.000000,constant
82.066,1.000000,constant
82.099,1.000000,constant
82.133,1.000000,constant
82.166,1.000000,constant
82.200,1.000000,constant
82.233,1.000000,constant
82.266,1.000000,constant
82.300,1.000000,constant
82.333,1.000000,constant
82.367,1.000000,constant
82.400,1.000000,constant
82.433,1.000000,constant
82.466,1.000000,constant
82.500,1.000000,constant
82.533,1.000000,constant
82.566,1.000000,constant
82.600,1.000000,constant
82.633,1.000000,constant
82.666,1.000000,constant
82.700,1.000000,constant
82.733,1.000000,constant
82.766,1.000000,constant
82.800,1.000000,constant
82.833,1.000000,constant
82.866,1.000000,constant
82.900,1.000000,constant
82.933,1.000000,constant
82.966,1.000000,constant
83.000,1.000000,constant
83.033,1.000000,constant
83.066,1.000000,constant
83.100,1.000000,constant
83.133,1.000000,constant
83.166,1.000000,constant
83.200,1.000000,constant
83.233,1.000000,constant
83.266,1.000000,constant
83.300,1.000000,constant
83.333,1.000000,constant
83.366,1.000000,constant
83.399,1.000000,constant
83.433,1.000000,constant
83.466,1.000000,constant
83.499,1.000000,constant
83.533,1.000000,constant
83.566,1.000000,constant
83.600,1.000000,constant
83.633,1.000000,constant
83.666,1.000000,constant
83.700,1.000000,constant
83.733,1.000000,constant
83.766,1.000000,constant
83.800,1.000000,constant
83.833,1.000000,constant
83.866,1.000000,constant
83.900,1.000000,constant
83.933,1.000000,constant
83.966,1.000000,constant
84.000,1.000000,constant
84.033,1.000000,constant
84.066,1.000000,constant
84.100,1.000000,constant
84.133,1.000000,constant
84.166,1.000000,constant
84.200,1.000000,constant
84.233,1.000000,constant
84.266,1.000000,constant
84.300,1.000000,constant
84.333,1.000000,constant
84.366,1.000000,constant
84.400,1.000000,constant
84.433,1.000000,constant
84.466,1.000000,constant
84.500,1.000000,constant
84.533,1.000000,constant
84.566,1.000000,constant
84.600,1.000000,constant
84.633,1.000000,constant
84.666,1.000000,constant
84.700,1.000000,constant
84.733,1.000000,constant
84.766,1.000000,constant
84.800,1.000000,constant
84.833,1.000000,constant
84.866,1.000000,constant
84.900,1.000000,constant
84.933,1.000000,constant
84.968,1.000000,constant
85.000,1.000000,constant
85.033,1.000000,constant
85.066,1.000000,constant
85.100,1.000000,constant
85.133,1.000000,constant
85.166,1.000000,constant
85.200,1.000000,constant
85.233,1.000000,constant
85.266,1.000000,constant
85.299,1.000000,constant
85.333,1.000000,constant
85.366,1.000000,constant
85.400,1.000000,constant
85.433,1.000000,constant
85.466,1.000000,constant
85.499,1.000000,constant
85.533,1.000000,constant
85.566,1.000000,constant
85.600,1.000000,constant
85.633,1.000000,constant
85.666,1.000000,constant
85.699,1.000000,constant
85.733,1.000000,constant
85.766,1.000000,constant
85.799,1.000000,constant
85.833,1.000000,constant
85.866,1.000000,constant
85.900,1.000000,constant
85.933,1.000000,constant
85.966,1.000000,constant
86.000,1.000000,constant
86.033,1.000000,constant
86.066,1.000000,constant
86.100,1.000000,constant
86.133,1.000000,constant
86.166,1.000000,constant
86.199,1.000000,constant
86.233,1.000000,constant
86.266,1.000000,constant
86.300,1.000000,constant
86.333,1.000000,constant
86.366,1.000000,constant
86.400,1.000000,constant
86.433,1.000000,constant
86.466,1.000000,constant
86.500,1.000000,constant
86.533,1.000000,constant
86.566,1.000000,constant
86.600,1.000000,constant
86.633,1.000000,constant
86.666,1.000000,constant
86.699,1.000000,constant
86.733,1.000000,constant
86.766,1.000000,constant
86.799,1.000000,constant
86.833,1.000000,constant
86.866,1.000000,constant
86.899,1.000000,constant
86.933,1.000000,constant
86.966,1.000000,constant
87.000,1.000000,constant
87.033,1.000000,constant
87.066,1.000000,constant
87.100,1.000000,constant
87.133,1.000000,constant
87.166,1.000000,constant
87.200,1.000000,constant
87.233,1.000000,constant
87.267,1.000000,constant
87.300,1.000000,constant
87.333,1.000000,constant
87.366,1.000000,constant
87.399,1.000000,constant
87.433,1.000000,constant
87.466,1.000000,constant
87.499,1.000000,constant
87.533,1.000000,constant
87.566,1.000000,constant
87.599,1.000000,constant
87.633,1.000000,constant
87.666,1.000000,constant
87.700,1.000000,constant
87.733,1.000000,constant
87.766,1.000000,constant
87.800,1.000000,constant
87.833,1.000000,constant
87.866,1.000000,constant
87.899,1.000000,constant
87.933,1.000000,constant
87.966,1.000000,constant
88.000,1.000000,constant
88.033,1.000000,constant
88.066,1.000000,constant
88.099,1.000000,constant
88.133,1.000000,constant
88.166,1.000000,constant
88.199,1.000000,constant
88.233,1.000000,constant
88.266,1.000000,constant
88.300,1.000000,constant
88.333,1.000000,constant
88.366,1.000000,constant
88.399,1.000000,constant
88.433,1.000000,constant
88.466,1.000000,constant
88.499,1.000000,constant
88.533,1.000000,constant
88.566,1.000000,constant
88.599,1.000000,constant
88.633,1.000000,constant
88.666,1.000000,constant
88.700,1.000000,constant
88.733,1.000000,constant
88.766,1.000000,constant
88.800,1.000000,constant
88.833,1.000000,constant
88.866,1.000000,constant
88.900,1.000000,constant
88.933,1.000000,constant
88.966,1.000000,constant
88.999,1.000000,constant
89.033,1.000000,constant
89.066,1.000000,constant
89.099,1.000000,constant
89.133,1.000000,constant
89.166,1.000000,constant
89.200,1.000000,constant
89.233,1.000000,constant
89.266,1.000000,constant
89.299,1.000000,constant
89.333,1.000000,constant
89.366,1.000000,constant
89.400,1.000000,constant
89.433,1.000000,constant
89.466,1.000000,constant
89.499,1.000000,constant
89.533,1.000000,constant
89.566,1.000000,constant
89.600,1.000000,constant
89.633,1.000000,constant
89.666,1.000000,constant
89.700,1.000000,constant
89.733,1.000000,constant
89.766,1.000000,constant
89.800,1.000000,constant
89.833,1.000000,constant
89.866,1.000000,constant
89.900,1.000000,constant
89.933,1.000000,constant
89.966,1.000000,constant
89.999,1.000000,constant
90.033,1.000000,constant
90.066,1.000000,constant
90.100,1.000000,constant
90.133,1.000000,constant
90.166,1.000000,constant
90.200,1.000000,constant
90.233,1.000000,constant
90.266,1.000000,constant
90.300,1.000000,constant
90.333,1.000000,constant
90.366,1.000000,constant
90.400,1.000000,constant
90.433,1.000000,constant
90.466,1.000000,constant
90.500,1.000000,constant
90.533,1.000000,constant
90.566,1.000000,constant
90.600,1.000000,constant
90.633,1.000000,constant
90.666,1.000000,constant
90.699,1.000000,constant
90.733,1.000000,constant
90.766,1.000000,constant
90.799,1.000000,constant
90.833,1.000000,constant
90.866,1.000000,constant
90.899,1.000000,constant
90.933,1.000000,constant
90.966,1.000000,constant
91.000,1.000000,constant
91.033,1.000000,constant
91.066,1.000000,constant
91.100,1.000000,constant
91.133,1.000000,constant
91.166,1.000000,constant
91.200,1.000000,constant
91.233,1.000000,constant
91.266,1.000000,constant
91.300,1.000000,constant
91.333,1.000000,constant
91.366,1.000000,constant
91.400,1.000000,constant
91.433,1.000000,constant
91.466,1.000000,constant
91.500,1.000000,constant
91.533,1.000000,constant
91.566,1.000000,constant
91.600,1.000000,constant
91.633,1.000000,constant
91.666,1.000000,constant
91.700,1.000000,constant
91.733,1.000000,constant
91.766,1.000000,constant
91.800,1.000000,constant
91.833,1.000000,constant
91.866,1.000000,constant
91.899,1.000000,constant
91.933,1.000000,constant
91.966,1.000000,constant
92.000,1.000000,constant
92.033,1.000000,constant
92.066,1.000000,constant
92.100,1.000000,constant
92.133,1.000000,constant
92.166,1.000000,constant
92.199,1.000000,constant
92.233,1.000000,constant
92.266,1.000000,constant
92.299,1.000000,constant
92.333,1.000000,constant
92.366,1.000000,constant
92.399,1.000000,constant
92.433,1.000000,constant
92.466,1.000000,constant
92.499,1.000000,constant
92.536,1.000000,constant
92.566,1.000000,constant
92.600,1.000000,constant
92.633,1.000000,constant
92.666,1.000000,constant
92.700,1.000000,constant
92.733,1.000000,constant
92.766,1.000000,constant
92.799,1.000000,constant
92.833,1.000000,constant
92.867,1.000000,constant
92.900,1.000000,constant
92.933,1.000000,constant
92.966,1.000000,constant
93.000,1.000000,constant
93.033,1.000000,constant
93.066,1.000000,constant
93.100,1.000000,constant
93.133,1.000000,constant
93.166,1.000000,constant
93.199,1.000000,constant
93.233,1.000000,constant
93.266,1.000000,constant
93.299,1.000000,constant
93.333,1.000000,constant
93.366,1.000000,constant
93.400,1.000000,constant
93.433,1.000000,constant
93.466,1.000000,constant
93.499,1.000000,constant
93.533,1.000000,constant
93.566,1.000000,constant
93.600,1.000000,constant
93.633,1.000000,constant
93.666,1.000000,constant
93.700,1.000000,constant
93.733,1.000000,constant
93.767,1.000000,constant
93.800,1.000000,constant
93.833,1.000000,constant
93.866,1.000000,constant
93.899,1.000000,constant
93.933,1.000000,constant
93.966,1.000000,constant
94.000,1.000000,constant
94.033,1.000000,constant
94.066,1.000000,constant
94.099,1.000000,constant
94.133,1.000000,constant
94.166,1.000000,constant
94.200,1.000000,constant
94.233,1.000000,constant
94.266,1.000000,constant
94.299,1.000000,constant
94.333,1.000000,constant
94.366,1.000000,constant
94.400,1.000000,constant
94.433,1.000000,constant
94.466,1.000000,constant
94.500,1.000000,constant
94.533,1.000000,constant
94.566,1.000000,constant
94.600,1.000000,constant
94.633,1.000000,constant
94.666,1.000000,constant
94.700,1.000000,constant
94.733,1.000000,constant
94.766,1.000000,constant
94.800,1.000000,constant
94.833,1.000000,constant
94.866,1.000000,constant
94.900,1.000000,constant
94.933,1.000000,constant
94.966,1.000000,constant
94.999,1.000000,constant
95.033,1.000000,constant
95.066,1.000000,constant
95.099,1.000000,constant
95.133,1.000000,constant
95.166,1.000000,constant
95.199,1.000000,constant
95.233,1.000000,constant
95.266,1.000000,constant
95.299,1.000000,constant
95.333,1.000000,constant
95.366,1.000000,constant
95.399,1.000000,constant
95.433,1.000000,constant
95.466,1.000000,constant
95.499,1.000000,constant
95.533,1.000000,constant
95.566,1.000000,constant
95.599,1.000000,constant
95.633,1.000000,constant
95.666,1.000000,constant
95.700,1.000000,constant
95.733,1.000000,constant
95.766,1.000000,constant
95.800,1.000000,constant
95.833,1.000000,constant
95.866,1.000000,constant
95.900,1.000000,constant
95.933,1.000000,constant
95.966,1.000000,constant
96.000,1.000000,constant
96.033,1.000000,constant
96.066,1.000000,constant
96.099,1.000000,constant
96.133,1.000000,constant
96.166,1.000000,constant
96.200,1.000000,constant
96.233,1.000000,constant
96.266,1.000000,constant
96.300,1.000000,constant
96.334,1.000000,constant
96.367,1.000000,constant
96.400,1.000000,constant
96.433,1.000000,constant
96.466,1.000000,constant
96.499,1.000000,constant
96.533,1.000000,constant
96.566,1.000000,constant
96.600,1.000000,constant
96.633,1.000000,constant
96.666,1.000000,constant
96.699,1.000000,constant
96.733,1.000000,constant
96.767,1.000000,constant
96.800,1.000000,constant
96.833,1.000000,constant
96.866,1.000000,constant
96.900,1.000000,constant
96.933,1.000000,constant
96.966,1.000000,constant
96.999,1.000000,constant
97.033,1.000000,constant
97.066,1.000000,constant
97.100,1.000000,constant
97.133,1.000000,constant
97.166,1.000000,constant
97.200,1.000000,constant
97.233,1.000000,constant
97.266,1.000000,constant
97.299,1.000000,constant
97.333,1.000000,constant
97.366,1.000000,constant
97.399,1.000000,constant
97.433,1.000000,constant
97.466,1.000000,constant
97.500,1.000000,constant
97.533,1.000000,constant
97.566,1.000000,constant
97.600,1.000000,constant
97.633,1.000000,constant
97.666,1.000000,constant
97.700,1.000000,constant
97.733,1.000000,constant
97.767,1.000000,constant
97.800,1.000000,constant
97.833,1.000000,constant
97.866,1.000000,constant
97.900,1.000000,constant
97.933,1.000000,constant
97.966,1.000000,constant
97.999,1.000000,constant
98.033,1.000000,constant
98.066,1.000000,constant
98.100,1.000000,constant
98.133,1.000000,constant
98.166,1.000000,constant
98.200,1.000000,constant
98.233,1.000000,constant
98.266,1.000000,constant
98.300,1.000000,constant
98.333,1.000000,constant
98.366,1.000000,constant
98.400,1.000000,constant
98.433,1.000000,constant
98.466,1.000000,constant
98.499,1.000000,constant
98.533,1.000000,constant
98.566,1.000000,constant
98.600,1.000000,constant
98.633,1.000000,constant
98.666,1.000000,constant
98.700,1.000000,constant
98.733,1.000000,constant
98.766,1.000000,constant
98.799,1.000000,constant
98.833,1.000000,constant
98.866,1.000000,constant
98.900,1.000000,constant
98.933,1.000000,constant
98.966,1.000000,constant
99.000,1.000000,constant
99.033,1.000000,constant
99.066,1.000000,constant
99.100,1.000000,constant
99.133,1.000000,constant
99.166,1.000000,constant
99.200,1.000000,constant
99.233,1.000000,constant
99.266,1.000000,constant
99.300,1.000000,constant
99.333,1.000000,constant
99.366,1.000000,constant
99.399,1.000000,constant
99.433,1.000000,constant
99.466,1.000000,constant
99.499,1.000000,constant
99.533,1.000000,constant
99.566,1.000000,constant
99.600,1.000000,constant
99.633,1.000000,constant
99.666,1.000000,constant
99.700,1.000000,constant
99.733,1.000000,constant
99.766,1.000000,constant
99.799,1.000000,constant
99.833,1.000000,constant
99.866,1.000000,constant
99.899,1.000000,constant
99.933,1.000000,constant
99.966,1.000000,constant
99.999,1.000000,constant
100.033,1.000000,constant
100.066,1.000000,constant
100.099,1.000000,constant
100.133,1.000000,constant
100.166,1.000000,constant
100.200,1.000000,constant
100.233,1.000000,constant
100.266,1.000000,constant
100.300,1.000000,constant
100.333,1.000000,constant
100.366,1.000000,constant
100.400,1.000000,constant
100.433,1.000000,constant
100.466,1.000000,constant
100.499,1.000000,constant
100.533,1.000000,constant
100.566,1.000000,constant
100.600,1.000000,constant
100.633,1.000000,constant
100.666,1.000000,constant
100.700,1.000000,constant
100.733,1.000000,constant
100.766,1.000000,constant
100.799,1.000000,constant
100.833,1.000000,constant
100.866,1.000000,constant
100.900,1.000000,constant
100.933,1.000000,constant
100.967,1.000000,constant
100.999,1.000000,constant
101.033,1.000000,constant
101.066,1.000000,constant
101.100,1.000000,constant
101.133,1.000000,constant
101.166,1.000000,constant
101.200,1.000000,constant
101.233,1.000000,constant
101.266,1.000000,constant
101.300,1.000000,constant
101.333,1.000000,constant
101.366,1.000000,constant
101.400,1.000000,constant
101.433,1.000000,constant
101.466,1.000000,constant
101.500,1.000000,constant
101.533,1.000000,constant
101.566,1.000000,constant
101.600,1.000000,constant
101.633,1.000000,constant
101.666,1.000000,constant
101.700,1.000000,constant
101.733,1.000000,constant
101.766,1.000000,constant
101.800,1.000000,constant
101.833,1.000000,constant
101.867,1.000000,constant
101.900,1.000000,constant
101.933,1.000000,constant
101.966,1.000000,constant
102.000,1.000000,constant
102.033,1.000000,constant
102.066,1.000000,constant
102.100,1.000000,constant
102.133,1.000000,constant
102.166,1.000000,constant
102.199,1.000000,constant
102.233,1.000000,constant
102.266,1.000000,constant
102.299,1.000000,constant
102.333,1.000000,constant
102.366,1.000000,constant
102.399,1.000000,constant
102.433,1.000000,constant
102.466,1.000000,constant
102.499,1.000000,constant
102.533,1.000000,constant
102.566,1.000000,constant
102.600,1.000000,constant
102.633,1.000000,constant
102.666,1.000000,constant
102.699,1.000000,constant
102.733,1.000000,constant
102.766,1.000000,constant
102.799,1.000000,constant
102.833,1.000000,constant
102.866,1.000000,constant
102.900,1.000000,constant
102.933,1.000000,constant
102.966,1.000000,constant
103.000,1.000000,constant
103.033,1.000000,constant
103.066,1.000000,constant
103.100,1.000000,constant
103.133,1.000000,constant
103.167,1.000000,constant
103.199,1.000000,constant
103.233,1.000000,constant
103.266,1.000000,constant
103.299,1.000000,constant
103.333,1.000000,constant
103.366,1.000000,constant
103.400,1.000000,constant
103.433,1.000000,constant
103.466,1.000000,constant
103.500,1.000000,constant
103.533,1.000000,constant
103.566,1.000000,constant
103.599,1.000000,constant
103.633,1.000000,constant
103.666,1.000000,constant
103.699,1.000000,constant
103.733,1.000000,constant
103.766,1.000000,constant
103.799,1.000000,constant
103.833,1.000000,constant
103.866,1.000000,constant
103.900,1.000000,constant
103.933,1.000000,constant
103.966,1.000000,constant
103.999,1.000000,constant
104.033,1.000000,constant
104.066,1.000000,constant
104.099,1.000000,constant
104.133,1.000000,constant
104.166,1.000000,constant
104.200,1.000000,constant
104.233,1.000000,constant
104.266,1.000000,constant
104.300,1.000000,constant
104.333,1.000000,constant
104.366,1.000000,constant
104.400,1.000000,constant
104.433,1.000000,constant
104.466,1.000000,constant
104.500,1.000000,constant
104.533,1.000000,constant
104.566,1.000000,constant
104.600,1.000000,constant
104.633,1.000000,constant
104.666,1.000000,constant
104.700,1.000000,constant
104.733,1.000000,constant
104.766,1.000000,constant
104.799,1.000000,constant
104.833,1.000000,constant
104.866,1.000000,constant
104.900,1.000000,constant
104.933,1.000000,constant
104.966,1.000000,constant
105.000,1.000000,constant
105.033,1.000000,constant
105.067,1.000000,constant
105.100,1.000000,constant
105.133,1.000000,constant
105.166,1.000000,constant
105.200,1.000000,constant
105.233,1.000000,constant
105.266,1.000000,constant
105.299,1.000000,constant
105.333,1.000000,constant
105.366,1.000000,constant
105.400,1.000000,constant
105.433,1.000000,constant
105.466,1.000000,constant
105.500,1.000000,constant
105.533,1.000000,constant
105.566,1.000000,constant
105.599,1.000000,constant
105.633,1.000000,constant
105.666,1.000000,constant
105.700,1.000000,constant
105.733,1.000000,constant
105.766,1.000000,constant
105.800,1.000000,constant
105.833,1.000000,constant
105.866,1.000000,constant
105.900,1.000000,constant
105.933,1.000000,constant
105.966,1.000000,constant
106.000,1.000000,constant
106.033,1.000000,constant
106.066,1.000000,constant
106.100,1.000000,constant
106.133,1.000000,constant
106.166,1.000000,constant
106.200,1.000000,constant
106.233,1.000000,constant
106.266,1.000000,constant
106.300,1.000000,constant
106.333,1.000000,constant
106.366,1.000000,constant
106.400,1.000000,constant
106.433,1.000000,constant
106.466,1.000000,constant
106.500,1.000000,constant
106.533,1.000000,constant
106.566,1.000000,constant
106.600,1.000000,constant
106.633,1.000000,constant
106.666,1.000000,constant
106.700,1.000000,constant
106.733,1.000000,constant
106.766,1.000000,constant
106.800,1.000000,constant
106.833,1.000000,constant
106.866,1.000000,constant
106.899,1.000000,constant
106.933,1.000000,constant
106.966,1.000000,constant
107.000,1.000000,constant
107.033,1.000000,constant
107.068,1.000000,constant
107.099,1.000000,constant
107.133,1.000000,constant
107.166,1.000000,constant
107.199,1.000000,constant
107.233,1.000000,constant
107.266,1.000000,constant
107.299,1.000000,constant
107.333,1.000000,constant
107.367,1.000000,constant
107.400,1.000000,constant
107.433,1.000000,constant
107.466,1.000000,constant
107.500,1.000000,constant
107.533,1.000000,constant
107.567,1.000000,constant
107.600,1.000000,constant
107.633,1.000000,constant
107.666,1.000000,constant
107.700,1.000000,constant
107.733,1.000000,constant
107.766,1.000000,constant
107.800,1.000000,constant
107.833,1.000000,constant
107.866,1.000000,constant
107.899,1.000000,constant
107.933,1.000000,constant
107.966,1.000000,constant
108.000,1.000000,constant
108.033,1.000000,constant
108.066,1.000000,constant
108.100,1.000000,constant
108.133,1.000000,constant
108.166,1.000000,constant
108.199,1.000000,constant
108.233,1.000000,constant
108.266,1.000000,constant
108.300,1.000000,constant
108.333,1.000000,constant
108.367,1.000000,constant
108.400,1.000000,constant
108.433,1.000000,constant
108.466,1.000000,constant
108.500,1.000000,constant
108.533,1.000000,constant
108.566,1.000000,constant
108.599,1.000000,constant
108.633,1.000000,constant
108.666,1.000000,constant
108.699,1.000000,constant
108.733,1.000000,constant
108.766,1.000000,constant
108.800,1.000000,constant
108.833,1.000000,constant
108.867,1.000000,constant
108.900,1.000000,constant
108.933,1.000000,constant
108.967,1.000000,constant
109.000,1.000000,constant
109.033,1.000000,constant
109.066,1.000000,constant
109.099,1.000000,constant
109.133,1.000000,constant
109.166,1.000000,constant
109.200,1.000000,constant
109.233,1.000000,constant
109.266,1.000000,constant
109.300,1.000000,constant
109.333,1.000000,constant
109.366,1.000000,constant
109.400,1.000000,constant
109.433,1.000000,constant
109.467,1.000000,constant
109.500,1.000000,constant
109.533,1.000000,constant
109.566,1.000000,constant
109.600,1.000000,constant
109.633,1.000000,constant
109.666,1.000000,constant
109.700,1.000000,constant
109.733,1.000000,constant
109.766,1.000000,constant
109.800,1.000000,constant
109.833,1.000000,constant
109.867,1.000000,constant
109.900,1.000000,constant
109.933,1.000000,constant
109.966,1.000000,constant
110.000,1.000000,constant
110.033,1.000000,constant
110.066,1.000000,constant
110.099,1.000000,constant
110.133,1.000000,constant
110.166,1.000000,constant
110.200,1.000000,constant
110.233,1.000000,constant
110.266,1.000000,constant
110.300,1.000000,constant
110.333,1.000000,constant
110.366,1.000000,constant
110.400,1.000000,constant
110.433,1.000000,constant
110.466,1.000000,constant
110.499,1.000000,constant
110.533,1.000000,constant
110.566,1.000000,constant
110.600,1.000000,constant
110.633,1.000000,constant
110.666,1.000000,constant
110.700,1.000000,constant
110.733,1.000000,constant
110.766,1.000000,constant
110.800,1.000000,constant
110.833,1.000000,constant
110.866,1.000000,constant
110.900,1.000000,constant
110.933,1.000000,constant
110.966,1.000000,constant
111.000,1.000000,constant
111.033,1.000000,constant
111.066,1.000000,constant
111.100,1.000000,constant
111.133,1.000000,constant
111.166,1.000000,constant
111.199,1.000000,constant
111.233,1.000000,constant
111.266,1.000000,constant
111.300,1.000000,constant
111.333,1.000000,constant
111.366,1.000000,constant
111.400,1.000000,constant
111.433,1.000000,constant
111.466,1.000000,constant
111.500,1.000000,constant
111.533,1.000000,constant
111.567,1.000000,constant
111.600,1.000000,constant
111.633,1.000000,constant
111.666,1.000000,constant
111.700,1.000000,constant
111.733,1.000000,constant
111.767,1.000000,constant
111.800,1.000000,constant
111.833,1.000000,constant
111.866,1.000000,constant
111.900,1.000000,constant
111.933,1.000000,constant
111.966,1.000000,constant
112.000,1.000000,constant
112.033,1.000000,constant
112.066,1.000000,constant
112.099,1.000000,constant
112.133,1.000000,constant
112.166,1.000000,constant
112.200,1.000000,constant
112.233,1.000000,constant
112.266,1.000000,constant
112.300,1.000000,constant
112.333,1.000000,constant
112.366,1.000000,constant
112.400,1.000000,constant
112.433,1.000000,constant
112.466,1.000000,constant
112.499,1.000000,constant
112.533,1.000000,constant
112.566,1.000000,constant
112.600,1.000000,constant
112.633,1.000000,constant
112.667,1.000000,constant
112.700,1.000000,constant
112.733,1.000000,constant
112.766,1.000000,constant
112.800,1.000000,constant
112.833,1.000000,constant
112.866,1.000000,constant
112.900,1.000000,constant
112.933,1.000000,constant
112.967,1.000000,constant
113.000,1.000000,constant
113.033,1.000000,constant
113.067,1.000000,constant
113.100,1.000000,constant
113.133,1.000000,constant
113.166,1.000000,constant
113.200,1.000000,constant
113.233,1.000000,constant
113.266,1.000000,constant
113.300,1.000000,constant
113.333,1.000000,constant
113.366,1.000000,constant
113.400,1.000000,constant
113.433,1.000000,constant
113.466,1.000000,constant
113.500,1.000000,constant
113.533,1.000000,constant
113.566,1.000000,constant
113.600,1.000000,constant
113.633,1.000000,constant
113.666,1.000000,constant
113.700,1.000000,constant
113.733,1.000000,constant
113.766,1.000000,constant
113.800,1.000000,constant
113.833,1.000000,constant
113.866,1.000000,constant
113.900,1.000000,constant
113.933,1.000000,constant
113.966,1.000000,constant
114.000,1.000000,constant
114.033,1.000000,constant
114.066,1.000000,constant
114.100,1.000000,constant
114.133,1.000000,constant
114.166,1.000000,constant
114.199,1.000000,constant
114.233,1.000000,constant
114.266,1.000000,constant
114.300,1.000000,constant
114.333,1.000000,constant
114.366,1.000000,constant
114.400,1.000000,constant
114.433,1.000000,constant
114.466,1.000000,constant
114.500,1.000000,constant
114.533,1.000000,constant
114.566,1.000000,constant
114.600,1.000000,constant
114.633,1.000000,constant
114.667,1.000000,constant
114.700,1.000000,constant
114.733,1.000000,constant
114.766,1.000000,constant
114.800,1.000000,constant
114.833,1.000000,constant
114.866,1.000000,constant
114.900,1.000000,constant
114.933,1.000000,constant
114.966,1.000000,constant
115.000,1.000000,constant
115.033,1.000000,constant
115.066,1.000000,constant
115.100,1.000000,constant
115.133,1.000000,constant
115.166,1.000000,constant
115.199,1.000000,constant
115.233,1.000000,constant
115.266,1.000000,constant
115.300,1.000000,constant
115.333,1.000000,constant
115.366,1.000000,constant
115.400,1.000000,constant
115.433,1.000000,constant
115.466,1.000000,constant
115.500,1.000000,constant
115.533,1.000000,constant
115.567,1.000000,constant
115.600,1.000000,constant
115.633,1.000000,constant
115.666,1.000000,constant
115.700,1.000000,constant
115.733,1.000000,constant
115.766,1.000000,constant
115.800,1.000000,constant
115.833,1.000000,constant
115.866,1.000000,constant
115.900,1.000000,constant
115.933,1.000000,constant
115.966,1.000000,constant
115.999,1.000000,constant
116.033,1.000000,constant
116.066,1.000000,constant
116.100,1.000000,constant
116.133,1.000000,constant
116.166,1.000000,constant
116.200,1.000000,constant
116.233,1.000000,constant
116.267,1.000000,constant
116.300,1.000000,constant
116.333,1.000000,constant
116.366,1.000000,constant
116.400,1.000000,constant
116.433,1.000000,constant
116.466,1.000000,constant
116.500,1.000000,constant
116.533,1.000000,constant
116.567,1.000000,constant
116.600,1.000000,constant
116.634,1.000000,constant
116.666,1.000000,constant
116.700,1.000000,constant
116.733,1.000000,constant
116.767,1.000000,constant
116.800,1.000000,constant
116.833,1.000000,constant
116.866,1.000000,constant
116.900,1.000000,constant
116.933,1.000000,constant
116.966,1.000000,constant
117.000,1.000000,constant
117.033,1.000000,constant
117.066,1.000000,constant
117.100,1.000000,constant
117.133,1.000000,constant
117.166,1.000000,constant
117.200,1.000000,constant
117.233,1.000000,constant
117.266,1.000000,constant
117.300,1.000000,constant
117.333,1.000000,constant
117.366,1.000000,constant
117.400,1.000000,constant
117.433,1.000000,constant
117.466,1.000000,constant
117.500,1.000000,constant
117.533,1.000000,constant
117.566,1.000000,constant
117.599,1.000000,constant
117.633,1.000000,constant
117.666,1.000000,constant
117.700,1.000000,constant
117.733,1.000000,constant
117.766,1.000000,constant
117.800,1.000000,constant
117.833,1.000000,constant
117.866,1.000000,constant
117.900,1.000000,constant
117.933,1.000000,constant
117.966,1.000000,constant
117.999,1.000000,constant
118.033,1.000000,constant
118.067,1.000000,constant
118.099,1.000000,constant
118.133,1.000000,constant
118.166,1.000000,constant
118.200,1.000000,constant
118.233,1.000000,constant
118.267,1.000000,constant
118.300,1.000000,constant
118.333,1.000000,constant
118.366,1.000000,constant
118.400,1.000000,constant
118.433,1.000000,constant
118.466,1.000000,constant
118.499,1.000000,constant
118.533,1.000000,constant
118.566,1.000000,constant
118.600,1.000000,constant
118.633,1.000000,constant
118.667,1.000000,constant
