t_s,commanded_tire_friction,schedule
21.633,1.000000,constant
21.667,1.000000,constant
21.700,1.000000,constant
21.733,1.000000,constant
21.767,1.000000,constant
21.800,1.000000,constant
21.833,1.000000,constant
21.867,1.000000,constant
21.900,1.000000,constant
21.933,1.000000,constant
21.967,1.000000,constant
22.000,1.000000,constant
22.034,1.000000,constant
22.067,1.000000,constant
22.100,1.000000,constant
22.133,1.000000,constant
22.167,1.000000,constant
22.200,1.000000,constant
22.233,1.000000,constant
22.267,1.000000,constant
22.300,1.000000,constant
22.333,1.000000,constant
22.367,1.000000,constant
22.400,1.000000,constant
22.433,1.000000,constant
22.467,1.000000,constant
22.500,1.000000,constant
22.533,1.000000,constant
22.567,1.000000,constant
22.600,1.000000,constant
22.633,1.000000,constant
22.667,1.000000,constant
22.700,1.000000,constant
22.734,1.000000,constant
22.767,1.000000,constant
22.800,1.000000,constant
22.833,1.000000,constant
22.867,1.000000,constant
22.900,1.000000,constant
22.933,1.000000,constant
22.967,1.000000,constant
23.000,1.000000,constant
23.033,1.000000,constant
23.067,1.000000,constant
23.100,1.000000,constant
23.133,1.000000,constant
23.167,1.000000,constant
23.200,1.000000,constant
23.233,1.000000,constant
23.267,1.000000,constant
23.300,1.000000,constant
23.333,1.000000,constant
23.367,1.000000,constant
23.400,1.000000,constant
23.433,1.000000,constant
23.467,1.000000,constant
23.500,1.000000,constant
23.533,1.000000,constant
23.567,1.000000,constant
23.600,1.000000,constant
23.633,1.000000,constant
23.667,1.000000,constant
23.700,1.000000,constant
23.733,1.000000,constant
23.767,1.000000,constant
23.800,1.000000,constant
23.833,1.000000,constant
23.867,1.000000,constant
23.900,1.000000,constant
23.933,1.000000,constant
23.967,1.000000,constant
24.000,1.000000,constant
24.033,1.000000,constant
24.067,1.000000,constant
24.100,1.000000,constant
24.133,1.000000,constant
24.167,1.000000,constant
24.200,1.000000,constant
24.233,1.000000,constant
24.267,1.000000,constant
24.300,1.000000,constant
24.333,1.000000,constant
24.367,1.000000,constant
24.400,1.000000,constant
24.433,1.000000,constant
24.467,1.000000,constant
24.500,1.000000,constant
24.533,1.000000,constant
24.567,1.000000,constant
24.600,1.000000,constant
24.633,1.000000,constant
24.667,1.000000,constant
24.700,1.000000,constant
24.733,1.000000,constant
24.767,1.000000,constant
24.800,1.000000,constant
24.833,1.000000,constant
24.867,1.000000,constant
24.900,1.000000,constant
24.933,1.000000,constant
24.967,1.000000,constant
25.000,1.000000,constant
25.033,1.000000,constant
25.067,1.000000,constant
25.100,1.000000,constant
25.133,1.000000,constant
25.167,1.000000,constant
25.200,1.000000,constant
25.233,1.000000,constant
25.267,1.000000,constant
25.300,1.000000,constant
25.334,1.000000,constant
25.367,1.000000,constant
25.400,1.000000,constant
25.433,1.000000,constant
25.467,1.000000,constant
25.500,1.000000,constant
25.533,1.000000,constant
25.567,1.000000,constant
25.600,1.000000,constant
25.633,1.000000,constant
25.667,1.000000,constant
25.701,1.000000,constant
25.733,1.000000,constant
25.767,1.000000,constant
25.800,1.000000,constant
25.833,1.000000,constant
25.867,1.000000,constant
25.900,1.000000,constant
25.933,1.000000,constant
25.967,1.000000,constant
26.000,1.000000,constant
26.033,1.000000,constant
26.067,1.000000,constant
26.100,1.000000,constant
26.133,1.000000,constant
26.167,1.000000,constant
26.200,1.000000,constant
26.233,1.000000,constant
26.267,1.000000,constant
26.300,1.000000,constant
26.333,1.000000,constant
26.367,1.000000,constant
26.400,1.000000,constant
26.433,1.000000,constant
26.467,1.000000,constant
26.500,1.000000,constant
26.533,1.000000,constant
26.567,1.000000,constant
26.600,1.000000,constant
26.633,1.000000,constant
26.667,1.000000,constant
26.700,1.000000,constant
26.733,1.000000,constant
26.767,1.000000,constant
26.800,1.000000,constant
26.833,1.000000,constant
26.867,1.000000,constant
26.900,1.000000,constant
26.933,1.000000,constant
26.967,1.000000,constant
27.000,1.000000,constant
27.034,1.000000,constant
27.067,1.000000,constant
27.100,1.000000,constant
27.134,1.000000,constant
27.167,1.000000,constant
27.200,1.000000,constant
27.233,1.000000,constant
27.267,1.000000,constant
27.300,1.000000,constant
27.333,1.000000,constant
27.367,1.000000,constant
27.400,1.000000,constant
27.433,1.000000,constant
27.467,1.000000,constant
27.500,1.000000,constant
27.533,1.000000,constant
27.567,1.000000,constant
27.600,1.000000,constant
27.633,1.000000,constant
27.667,1.000000,constant
27.700,1.000000,constant
27.733,1.000000,constant
27.767,1.000000,constant
27.800,1.000000,constant
27.833,1.000000,constant
27.867,1.000000,constant
27.900,1.000000,constant
27.933,1.000000,constant
27.967,1.000000,constant
28.000,1.000000,constant
28.033,1.000000,constant
28.067,1.000000,constant
28.100,1.000000,constant
28.134,1.000000,constant
28.167,1.000000,constant
28.200,1.000000,constant
28.233,1.000000,constant
28.267,1.000000,constant
28.300,1.000000,constant
28.333,1.000000,constant
28.367,1.000000,constant
28.400,1.000000,constant
28.433,1.000000,constant
28.467,1.000000,constant
28.500,1.000000,constant
28.533,1.000000,constant
28.567,1.000000,constant
28.600,1.000000,constant
28.633,1.000000,constant
28.667,1.000000,constant
28.700,1.000000,constant
28.733,1.000000,constant
28.767,1.000000,constant
28.800,1.000000,constant
28.833,1.000000,constant
28.867,1.000000,constant
28.900,1.000000,constant
28.933,1.000000,constant
28.967,1.000000,constant
29.000,1.000000,constant
29.034,1.000000,constant
29.067,1.000000,constant
29.100,1.000000,constant
29.134,1.000000,constant
29.168,1.000000,constant
29.203,1.000000,constant
29.234,1.000000,constant
29.267,1.000000,constant
29.301,1.000000,constant
29.335,1.000000,constant
29.367,1.000000,constant
29.401,1.000000,constant
29.435,1.000000,constant
29.468,1.000000,constant
29.502,1.000000,constant
29.538,1.000000,constant
29.568,1.000000,constant
29.600,1.000000,constant
29.636,1.000000,constant
29.668,1.000000,constant
29.700,1.000000,constant
29.735,1.000000,constant
29.768,1.000000,constant
29.802,1.000000,constant
29.835,1.000000,constant
29.868,1.000000,constant
29.900,1.000000,constant
29.934,1.000000,constant
29.969,1.000000,constant
30.000,1.000000,constant
30.034,1.000000,constant
30.067,1.000000,constant
30.101,1.000000,constant
30.133,1.000000,constant
30.167,1.000000,constant
30.200,1.000000,constant
30.235,1.000000,constant
30.268,1.000000,constant
30.301,1.000000,constant
30.334,1.000000,constant
30.368,1.000000,constant
30.401,1.000000,constant
30.435,1.000000,constant
30.467,1.000000,constant
30.501,1.000000,constant
30.536,1.000000,constant
30.569,1.000000,constant
30.601,1.000000,constant
30.639,1.000000,constant
30.668,1.000000,constant
30.701,1.000000,constant
30.737,1.000000,constant
30.769,1.000000,constant
30.801,1.000000,constant
30.834,1.000000,constant
30.869,1.000000,constant
30.902,1.000000,constant
30.939,1.000000,constant
30.967,1.000000,constant
31.000,1.000000,constant
31.033,1.000000,constant
31.067,1.000000,constant
31.100,1.000000,constant
31.136,1.000000,constant
31.167,1.000000,constant
31.203,1.000000,constant
31.240,1.000000,constant
31.267,1.000000,constant
31.302,1.000000,constant
31.335,1.000000,constant
31.368,1.000000,constant
31.403,1.000000,constant
31.436,1.000000,constant
31.468,1.000000,constant
31.500,1.000000,constant
31.535,1.000000,constant
31.568,1.000000,constant
31.601,1.000000,constant
31.636,1.000000,constant
31.667,1.000000,constant
31.701,1.000000,constant
31.734,1.000000,constant
31.769,1.000000,constant
31.802,1.000000,constant
31.836,1.000000,constant
31.868,1.000000,constant
31.902,1.000000,constant
31.935,1.000000,constant
31.971,1.000000,constant
32.002,1.000000,constant
32.035,1.000000,constant
32.067,1.000000,constant
32.101,1.000000,constant
32.135,1.000000,constant
32.169,1.000000,constant
32.201,1.000000,constant
32.234,1.000000,constant
32.268,1.000000,constant
32.301,1.000000,constant
32.335,1.000000,constant
32.368,1.000000,constant
32.401,1.000000,constant
32.435,1.000000,constant
32.467,1.000000,constant
32.501,1.000000,constant
32.537,1.000000,constant
32.567,1.000000,constant
32.600,1.000000,constant
32.635,1.000000,constant
32.668,1.000000,constant
32.701,1.000000,constant
32.734,1.000000,constant
32.768,1.000000,constant
32.801,1.000000,constant
32.835,1.000000,constant
32.868,1.000000,constant
32.902,1.000000,constant
32.934,1.000000,constant
32.967,1.000000,constant
33.001,1.000000,constant
33.037,1.000000,constant
33.068,1.000000,constant
33.102,1.000000,constant
33.136,1.000000,constant
33.167,1.000000,constant
33.203,1.000000,constant
33.236,1.000000,constant
33.268,1.000000,constant
33.301,1.000000,constant
33.334,1.000000,constant
33.368,1.000000,constant
33.401,1.000000,constant
33.434,1.000000,constant
33.468,1.000000,constant
33.502,1.000000,constant
33.535,1.000000,constant
33.567,1.000000,constant
33.601,1.000000,constant
33.638,1.000000,constant
33.667,1.000000,constant
33.701,1.000000,constant
33.736,1.000000,constant
33.768,1.000000,constant
33.805,1.000000,constant
33.834,1.000000,constant
33.868,1.000000,constant
33.900,1.000000,constant
33.937,1.000000,constant
33.967,1.000000,constant
34.001,1.000000,constant
34.036,1.000000,constant
34.068,1.000000,constant
34.101,1.000000,constant
34.135,1.000000,constant
34.167,1.000000,constant
34.201,1.000000,constant
34.234,1.000000,constant
34.268,1.000000,constant
34.301,1.000000,constant
34.334,1.000000,constant
34.367,1.000000,constant
34.401,1.000000,constant
34.434,1.000000,constant
34.468,1.000000,constant
34.500,1.000000,constant
34.534,1.000000,constant
34.568,1.000000,constant
34.601,1.000000,constant
34.635,1.000000,constant
34.668,1.000000,constant
34.700,1.000000,constant
34.734,1.000000,constant
34.768,1.000000,constant
34.800,1.000000,constant
34.836,1.000000,constant
34.867,1.000000,constant
34.900,1.000000,constant
34.934,1.000000,constant
34.968,1.000000,constant
35.001,1.000000,constant
35.034,1.000000,constant
