stamp_sec,fl_fy_gt,fl_fy_est,fr_fy_gt,fr_fy_est,rl_fy_gt,rl_fy_est,rr_fy_gt,rr_fy_est,front_sum_gt,front_sum_est,rear_sum_gt,rear_sum_est,total_sum_gt,total_sum_est
1788557507.3170722,-18.33123016357422,-15.039037545854624,-19.356914520263672,-16.01583281148033,-15.883014678955078,-13.646768472278627,-16.678176879882812,-14.284939869933664,-37.68814468383789,-31.054870357334956,-32.56119155883789,-27.93170834221229,-70.24933624267578,-58.986578699547245
1788557507.3500721,-19.652545928955078,-16.106618275338473,-20.605751037597656,-16.85309161830181,-17.49445152282715,-15.027324580067882,-18.3786678314209,-15.75081113481943,-40.258296966552734,-32.95970989364028,-35.87311935424805,-30.778135714887313,-76.13141632080078,-63.73784560852759
1788557507.3830721,-32.027442932128906,-26.414965957310354,-33.53376770019531,-27.522761963681592,-18.962467193603516,-16.55273721808022,-19.8875789642334,-17.279180886971922,-65.56121063232422,-53.93772792099195,-38.850046157836914,-33.83191810505214,-104.41125679016113,-87.76964602604409
1788557507.4490721,-37.77577590942383,-31.429839146215322,-39.59733963012695,-32.824993054598096,-26.233457565307617,-22.680217613389,-27.537866592407227,-23.721934973095255,-77.37311553955078,-64.25483220081341,-53.771324157714844,-46.402152586484256,-131.14443969726562,-110.65698478729766
1788557507.515072,-42.936729431152344,-35.867462127618865,-44.99751281738281,-37.43471887810757,-34.954925537109375,-30.647625743830872,-36.706825256347656,-32.061984773047506,-87.93424224853516,-73.30218100572642,-71.66175079345703,-62.70961051687838,-159.5959930419922,-136.0117915226048
1788557507.548072,-46.88071823120117,-39.15482045706703,-48.44645690917969,-39.20760818915546,-39.869842529296875,-34.95262187020074,-41.965999603271484,-36.779949354820886,-95.32717514038086,-78.3624286462225,-81.83584213256836,-71.73257122502162,-177.16301727294922,-150.0949998712441
1788557507.581072,-49.1767692565918,-39.96306152271366,-51.661617279052734,-41.96686793216994,-43.616451263427734,-38.162493726979235,-45.953834533691406,-40.25129324716393,-100.83838653564453,-81.92992945488359,-89.57028579711914,-78.41378697414316,-190.40867233276367,-160.34371642902676
1788557507.647072,-49.12250900268555,-40.25421589205554,-51.573184967041016,-42.221173433350046,-48.218223571777344,-41.12437361491543,-50.7370491027832,-43.2367120837199,-100.69569396972656,-82.47538932540559,-98.95527267456055,-84.36108569863532,-199.6509666442871,-166.8364750240409
1788557507.713072,-52.22654342651367,-42.85300858677724,-54.609466552734375,-44.51536486100052,-50.77865219116211,-43.861497447722485,-53.18865203857422,-45.61827016242465,-106.83600997924805,-87.36837344777777,-103.96730422973633,-89.47976761014714,-210.80331420898438,-176.84814105792492
1788557507.746072,-52.84990310668945,-43.64541032107229,-55.070457458496094,-44.95956932832,-51.5963134765625,-45.92738328960636,-53.943870544433594,-47.49178064694476,-107.92036056518555,-88.60497964939229,-105.5401840209961,-93.41916393655112,-213.46054458618164,-182.02414358594342
