x_m,y_m,state
-318.4085998535156,-148.33868408203125,RUNNING_PP
-317.979248046875,-147.75198364257812,RUNNING_PP
-317.3343200683594,-146.8721160888672,RUNNING_PP
-316.9041748046875,-146.28549194335938,RUNNING_PP
-316.47406005859375,-145.69871520996094,RUNNING_PP
-316.0442199707031,-145.11167907714844,RUNNING_PP
-315.4005126953125,-144.2306365966797,RUNNING_PP
-314.972412109375,-143.64276123046875,RUNNING_PP
-314.5451354980469,-143.05447387695312,RUNNING_PP
-314.1188659667969,-142.46560668945312,RUNNING_PP
-313.9060974121094,-142.17098999023438,RUNNING_PP
-313.05718994140625,-140.99134826660156,RUNNING_PP
-312.6339416503906,-140.40086364746094,RUNNING_PP
-312.2115173339844,-139.8101348876953,RUNNING_PP
-311.5788879394531,-138.92367553710938,RUNNING_PP
-311.36822509765625,-138.6280975341797,RUNNING_PP
-310.7365417480469,-137.74124145507812,RUNNING_PP
-310.3157043457031,-137.150146484375,RUNNING_PP
-309.8947448730469,-136.55921936035156,RUNNING_PP
-309.4737854003906,-135.96839904785156,RUNNING_PP
-309.0525207519531,-135.3777313232422,RUNNING_PP
-308.63104248046875,-134.787109375,RUNNING_PP
-308.2091064453125,-134.19662475585938,RUNNING_PP
-307.5755615234375,-133.31105041503906,RUNNING_PP
-307.15264892578125,-132.7208251953125,RUNNING_PP
-306.72943115234375,-132.1305694580078,RUNNING_PP
-306.3057861328125,-131.5404510498047,RUNNING_PP
-305.6697998046875,-130.65509033203125,RUNNING_PP
-305.2455139160156,-130.06483459472656,RUNNING_PP
-304.8210754394531,-129.474609375,RUNNING_PP
-304.396484375,-128.88446044921875,RUNNING_PP
-303.97186279296875,-128.2941436767578,RUNNING_PP
-303.5471496582031,-127.7038345336914,RUNNING_PP
-303.1226501464844,-127.11353302001953,RUNNING_PP
-302.48602294921875,-126.22817993164062,RUNNING_PP
-302.0616760253906,-125.63795471191406,RUNNING_PP
-301.637451171875,-125.04776000976562,RUNNING_PP
-301.21337890625,-124.45771026611328,RUNNING_PP
-300.5776672363281,-123.57283782958984,RUNNING_PP
-300.1540222167969,-122.9830551147461,RUNNING_PP
-299.7304992675781,-122.39324951171875,RUNNING_PP
-299.3069763183594,-121.8034439086914,RUNNING_PP
-298.671875,-120.91877746582031,RUNNING_PP
-298.2485046386719,-120.32906341552734,RUNNING_PP
-297.8251037597656,-119.73933410644531,RUNNING_PP
-297.4017028808594,-119.14962768554688,RUNNING_PP
-296.76641845703125,-118.26502990722656,RUNNING_PP
-296.3427734375,-117.67530059814453,RUNNING_PP
-295.9190673828125,-117.08556365966797,RUNNING_PP
-295.4953308105469,-116.49583435058594,RUNNING_PP
-295.07147216796875,-115.90621948242188,RUNNING_PP
-294.43560791015625,-115.0218505859375,RUNNING_PP
-294.0115051269531,-114.43216705322266,RUNNING_PP
-293.37518310546875,-113.54753875732422,RUNNING_PP
-292.95086669921875,-112.957763671875,RUNNING_PP
-292.7386779785156,-112.66287231445312,RUNNING_PP
-292.10211181640625,-111.77812957763672,RUNNING_PP
-291.46551513671875,-110.89338684082031,RUNNING_PP
-291.0411376953125,-110.30355834960938,RUNNING_PP
-290.61676025390625,-109.7137451171875,RUNNING_PP
-290.4045715332031,-109.41883850097656,RUNNING_PP
-289.76812744140625,-108.53409576416016,RUNNING_PP
-289.13177490234375,-107.64934539794922,RUNNING_PP
-288.7076416015625,-107.05950927734375,RUNNING_PP
-288.2835388183594,-106.46969604492188,RUNNING_PP
-288.07147216796875,-106.17481994628906,RUNNING_PP
-287.435546875,-105.29015350341797,RUNNING_PP
-286.7996520996094,-104.40547943115234,RUNNING_PP
-286.3758239746094,-103.81570434570312,RUNNING_PP
-285.9519348144531,-103.22600555419922,RUNNING_PP
-285.7400817871094,-102.93119049072266,RUNNING_PP
-284.8926086425781,-101.75189208984375,RUNNING_PP
-284.46875,-101.16215515136719,RUNNING_PP
-284.04486083984375,-100.57238006591797,RUNNING_PP
-283.62091064453125,-99.98252868652344,RUNNING_PP
-283.1968994140625,-99.39265441894531,RUNNING_PP
-282.7729187011719,-98.80281829833984,RUNNING_PP
-282.1368713378906,-97.91825103759766,RUNNING_PP
-281.712890625,-97.32861328125,RUNNING_PP
-281.288818359375,-96.73896026611328,RUNNING_PP
-280.6526794433594,-95.85431671142578,RUNNING_PP
-280.2284240722656,-95.26459503173828,RUNNING_PP
-279.80426025390625,-94.67487335205078,RUNNING_PP
-279.38006591796875,-94.08517456054688,RUNNING_PP
-278.9557800292969,-93.49539947509766,RUNNING_PP
-278.3192443847656,-92.61074829101562,RUNNING_PP
-278.1070556640625,-92.31585693359375,RUNNING_PP
-277.4703369140625,-91.43123626708984,RUNNING_PP
-277.0458984375,-90.84156036376953,RUNNING_PP
-276.4090576171875,-89.95720672607422,RUNNING_PP
-276.19677734375,-89.6624526977539,RUNNING_PP
-275.5599670410156,-88.77825927734375,RUNNING_PP
-275.13543701171875,-88.18889617919922,RUNNING_PP
-274.4984436035156,-87.30496978759766,RUNNING_PP
-274.2861022949219,-87.01033020019531,RUNNING_PP
-273.6488952636719,-86.12629699707031,RUNNING_PP
-273.01165771484375,-85.24239349365234,RUNNING_PP
