episode,to_state,steering_jump_rad,t_since_switch_s,v_cmd_mps
0,SWITCHING_TO_MPC,0.008608140051364899,0.0,11.001912117004395
0,SWITCHING_TO_MPC,0.008608140051364899,0.02003335952758789,11.001912117004395
0,SWITCHING_TO_MPC,0.008608140051364899,0.03982234001159668,11.001912117004395
0,SWITCHING_TO_MPC,0.008608140051364899,0.06031012535095215,11.981776237487793
0,SWITCHING_TO_MPC,0.008608140051364899,0.08005213737487793,11.981776237487793
0,SWITCHING_TO_MPC,0.008608140051364899,0.09992361068725586,12.306852340698242
0,SWITCHING_TO_MPC,0.008608140051364899,0.11991095542907715,12.626688957214355
0,SWITCHING_TO_MPC,0.008608140051364899,0.13993453979492188,12.952580451965332
0,SWITCHING_TO_MPC,0.008608140051364899,0.15981459617614746,13.276354789733887
0,SWITCHING_TO_MPC,0.008608140051364899,0.1800370216369629,13.611635208129883
0,SWITCHING_TO_MPC,0.008608140051364899,0.19982528686523438,13.937583923339844
0,SWITCHING_TO_MPC,0.008608140051364899,0.22017383575439453,14.255300521850586
0,SWITCHING_TO_MPC,0.008608140051364899,0.23975348472595215,14.581663131713867
0,SWITCHING_TO_MPC,0.008608140051364899,0.2600281238555908,14.905965805053711
0,SWITCHING_TO_MPC,0.008608140051364899,0.2799830436706543,15.25417423248291
0,SWITCHING_TO_MPC,0.008608140051364899,0.30001378059387207,15.584030151367188
0,SWITCHING_TO_MPC,0.008608140051364899,0.3199474811553955,15.915664672851562
0,SWITCHING_TO_MPC,0.008608140051364899,0.33988118171691895,16.244022369384766
0,SWITCHING_TO_MPC,0.008608140051364899,0.3600022792816162,16.571578979492188
0,SWITCHING_TO_MPC,0.008608140051364899,0.380077600479126,16.937658309936523
0,SWITCHING_TO_MPC,0.008608140051364899,0.3997783660888672,17.26817512512207
0,SWITCHING_TO_MPC,0.008608140051364899,0.4206418991088867,17.611583709716797
0,SWITCHING_TO_MPC,0.008608140051364899,0.44014763832092285,17.946706771850586
0,SWITCHING_TO_MPC,0.008608140051364899,0.45989990234375,18.27373695373535
0,SWITCHING_TO_MPC,0.008608140051364899,0.4798624515533447,18.661527633666992
0,SWITCHING_TO_MPC,0.008608140051364899,0.4998502731323242,18.995038986206055
0,SWITCHING_TO_MPC,0.008608140051364899,0.5202686786651611,19.69180679321289
0,SWITCHING_TO_MPC,0.008608140051364899,0.5401310920715332,19.69180679321289
0,SWITCHING_TO_MPC,0.008608140051364899,0.5601296424865723,20.39431381225586
0,SWITCHING_TO_MPC,0.008608140051364899,0.5799617767333984,20.39431381225586
0,SWITCHING_TO_MPC,0.008608140051364899,0.5998106002807617,20.72857666015625
0,SWITCHING_TO_MPC,0.008608140051364899,0.6199417114257812,21.06429100036621
0,SWITCHING_TO_MPC,0.008608140051364899,0.6399233341217041,21.400707244873047
0,SWITCHING_TO_MPC,0.008608140051364899,0.6601412296295166,22.071372985839844
0,SWITCHING_TO_MPC,0.008608140051364899,0.6799705028533936,22.071372985839844
0,SWITCHING_TO_MPC,0.008608140051364899,0.6999475955963135,22.40556526184082
0,SWITCHING_TO_MPC,0.008608140051364899,0.719937801361084,22.741329193115234
0,SWITCHING_TO_MPC,0.008608140051364899,0.7401294708251953,23.079120635986328
0,SWITCHING_TO_MPC,0.008608140051364899,0.7602636814117432,23.747705459594727
0,SWITCHING_TO_MPC,0.008608140051364899,0.7816627025604248,24.083677291870117
0,SWITCHING_TO_MPC,0.008608140051364899,0.8005571365356445,24.083677291870117
0,SWITCHING_TO_MPC,0.008608140051364899,0.820016622543335,24.418821334838867
0,SWITCHING_TO_MPC,0.008608140051364899,0.8400914669036865,25.089162826538086
0,SWITCHING_TO_MPC,0.008608140051364899,0.8599319458007812,25.089162826538086
0,SWITCHING_TO_MPC,0.008608140051364899,0.8797659873962402,25.424501419067383
0,SWITCHING_TO_MPC,0.008608140051364899,0.899846076965332,25.75947380065918
0,SWITCHING_TO_MPC,0.008608140051364899,0.9199655055999756,26.093942642211914
0,SWITCHING_TO_MPC,0.008608140051364899,0.9401407241821289,26.429975509643555
0,SWITCHING_TO_MPC,0.008608140051364899,0.9599967002868652,26.76822280883789
0,SWITCHING_TO_MPC,0.008608140051364899,0.9799177646636963,27.102039337158203
0,SWITCHING_TO_MPC,0.008608140051364899,1.0000278949737549,27.436656951904297
