scenario,signal,series,t_s,value
ours,front_mu,plant_mu,33.066,1.0499999523162842
ours,front_mu,plant_mu,33.198,1.0499999523162842
ours,front_mu,plant_mu,33.33,1.0499999523162842
ours,front_mu,plant_mu,33.462,1.0499999523162842
ours,front_mu,plant_mu,33.594,1.0499999523162842
ours,front_mu,plant_mu,33.66,1.0499999523162842
ours,front_mu,plant_mu,33.792,1.0499999523162842
ours,front_mu,plant_mu,33.858,1.0499999523162842
ours,front_mu,plant_mu,33.99,1.0499999523162842
ours,front_mu,plant_mu,34.056,1.0499999523162842
ours,front_mu,plant_mu,34.188,1.0499999523162842
ours,front_mu,plant_mu,34.254,1.0499999523162842
ours,front_mu,plant_mu,34.386,1.0499999523162842
ours,front_mu,plant_mu,34.518,1.0499999523162842
ours,front_mu,plant_mu,34.65,1.0499999523162842
ours,front_mu,plant_mu,34.782,1.0499999523162842
ours,front_mu,plant_mu,34.914,1.0499999523162842
ours,front_mu,plant_mu,34.98,1.0499999523162842
ours,front_mu,plant_mu,35.112,1.0499999523162842
ours,front_mu,plant_mu,35.178,1.0499999523162842
ours,front_mu,plant_mu,35.31,1.0499999523162842
ours,front_mu,plant_mu,35.376,1.0499999523162842
ours,front_mu,plant_mu,35.508,1.0499999523162842
ours,front_mu,plant_mu,35.64,1.0499999523162842
ours,front_mu,plant_mu,35.772,1.0499999523162842
ours,front_mu,plant_mu,35.97,1.0499999523162842
ours,front_mu,plant_mu,36.102,1.0499999523162842
ours,front_mu,plant_mu,36.234,1.0499999523162842
ours,front_mu,plant_mu,36.366,1.0499999523162842
ours,front_mu,plant_mu,36.465,1.0499999523162842
ours,front_mu,plant_mu,36.564,1.0499999523162842
ours,front_mu,plant_mu,36.663,1.0499999523162842
ours,front_mu,plant_mu,36.762,1.0499999523162842
ours,front_mu,plant_mu,36.861,1.0499999523162842
ours,front_mu,plant_mu,36.96,1.0499999523162842
ours,front_mu,plant_mu,37.092,1.0499999523162842
ours,front_mu,plant_mu,37.224,1.0499999523162842
ours,front_mu,plant_mu,37.356,1.0499999523162842
ours,front_mu,plant_mu,37.488,1.0499999523162842
ours,front_mu,plant_mu,37.62,1.0499999523162842
ours,front_mu,plant_mu,37.752,1.0499999523162842
ours,front_mu,plant_mu,37.818,1.0499999523162842
ours,front_mu,plant_mu,37.95,1.0499999523162842
ours,front_mu,plant_mu,38.016,1.0499999523162842
ours,front_mu,plant_mu,38.148,1.0499999523162842
ours,front_mu,plant_mu,38.28,1.0499999523162842
ours,front_mu,plant_mu,38.412,1.0499999523162842
ours,front_mu,plant_mu,38.676,1.0499999523162842
ours,front_mu,plant_mu,38.808,1.0499999523162842
ours,front_mu,plant_mu,38.907,1.0499999523162842
ours,front_mu,plant_mu,39.072,1.0499999523162842
ours,front_mu,plant_mu,39.138,1.0499999523162842
ours,front_mu,plant_mu,39.27,1.0499999523162842
ours,front_mu,plant_mu,39.336,1.0499999523162842
ours,front_mu,plant_mu,39.501,1.0499999523162842
ours,front_mu,plant_mu,39.666,1.0499999523162842
ours,front_mu,plant_mu,39.798,1.0499999523162842
ours,front_mu,plant_mu,39.93,1.0499999523162842
ours,front_mu,plant_mu,40.062,1.0499999523162842
ours,front_mu,plant_mu,40.194,1.0499999523162842
ours,front_mu,plant_mu,40.326,1.0499999523162842
ours,front_mu,plant_mu,40.425,1.0499999523162842
ours,front_mu,plant_mu,40.524,1.0499999523162842
ours,front_mu,plant_mu,40.623,1.0499999523162842
ours,front_mu,plant_mu,40.722,1.0499999523162842
ours,front_mu,plant_mu,40.821,1.0499999523162842
ours,front_mu,plant_mu,40.92,1.0499999523162842
ours,front_mu,plant_mu,41.052,1.0499999523162842
ours,front_mu,plant_mu,41.25,1.0499999523162842
ours,front_mu,plant_mu,41.382,1.0499999523162842
ours,front_mu,plant_mu,41.514,1.0499999523162842
ours,front_mu,plant_mu,41.58,1.0499999523162842
ours,front_mu,plant_mu,41.712,1.0499999523162842
ours,front_mu,plant_mu,41.778,1.0499999523162842
ours,front_mu,plant_mu,41.91,1.0499999523162842
ours,front_mu,plant_mu,42.042,1.0499999523162842
ours,front_mu,plant_mu,42.174,1.0499999523162842
ours,front_mu,plant_mu,42.306,1.0499999523162842
ours,front_mu,plant_mu,42.438,1.0499999523162842
ours,front_mu,plant_mu,42.57,1.0499999523162842
ours,front_mu,plant_mu,42.702,1.0499999523162842
ours,front_mu,plant_mu,42.834,1.0499999523162842
ours,front_mu,plant_mu,42.9,1.0499999523162842
ours,front_mu,plant_mu,43.032,1.0499999523162842
ours,front_mu,plant_mu,43.098,1.0499999523162842
ours,front_mu,plant_mu,43.23,1.0499999523162842
ours,front_mu,plant_mu,43.296,1.0499999523162842
ours,front_mu,plant_mu,43.428,1.0499999523162842
ours,front_mu,plant_mu,43.494,1.0499999523162842
ours,front_mu,plant_mu,43.626,1.0499999523162842
ours,front_mu,plant_mu,43.692,1.0499999523162842
ours,front_mu,plant_mu,43.824,1.0499999523162842
ours,front_mu,plant_mu,43.89,1.0499999523162842
ours,front_mu,plant_mu,44.022,1.0499999523162842
ours,front_mu,plant_mu,44.22,1.0499999523162842
ours,front_mu,plant_mu,44.55,1.0499999523162842
ours,front_mu,plant_mu,44.88,1.0499999523162842
ours,front_mu,plant_mu,45.21,1.0499999523162842
ours,front_mu,plant_mu,45.54,1.0499999523162842
ours,front_mu,plant_mu,45.837,1.0499999523162842
ours,front_mu,plant_mu,45.936,1.0499999523162842
ours,front_mu,plant_mu,46.035,1.0499999523162842
ours,front_mu,plant_mu,46.167,1.0499999523162842
ours,front_mu,plant_mu,46.299,1.0499999523162842
ours,front_mu,plant_mu,46.431,1.0499999523162842
ours,front_mu,plant_mu,46.497,1.0499999523162842
ours,front_mu,plant_mu,46.629,1.0499999523162842
ours,front_mu,plant_mu,46.695,1.0499999523162842
ours,front_mu,plant_mu,46.827,1.0499999523162842
ours,front_mu,plant_mu,46.893,1.0499999523162842
ours,front_mu,plant_mu,47.025,1.0499999523162842
ours,front_mu,plant_mu,47.091,1.0499999523162842
ours,front_mu,plant_mu,47.223,1.0499999523162842
ours,front_mu,plant_mu,47.355,1.0499999523162842
ours,front_mu,plant_mu,47.487,1.0499999523162842
ours,front_mu,plant_mu,47.619,1.0499999523162842
ours,front_mu,plant_mu,47.751,1.0499999523162842
ours,front_mu,plant_mu,47.817,1.0499999523162842
