scenario,signal,error_gt_minus_est
ours,omega,-0.011623486002143218
ours,omega,-0.009266319713116422
ours,omega,-0.02393199733336268
ours,omega,-0.014757159464573719
ours,omega,-0.01935784529112887
ours,omega,-0.025610468426762602
ours,omega,-0.009991314756572715
ours,omega,-0.012010076671006467
ours,omega,-0.009245154208203196
ours,omega,-0.012858456619542352
ours,omega,-0.010200408587915204
ours,omega,-0.03109818324419132
ours,omega,-0.01856771650390532
ours,omega,-0.05760737964923679
ours,omega,-0.023172340531775783
ours,omega,-0.027894369492556692
ours,omega,-0.003855536026570766
ours,omega,-0.00037670262863773174
ours,omega,0.0008965933065465809
ours,omega,-0.001175290188394587
ours,omega,0.00010967683801008099
ours,omega,-0.0033526860492107124
ours,omega,-0.005620658020083796
ours,omega,-0.0035270650602418074
ours,omega,-0.009857004014415943
ours,omega,-0.03558207983658801
ours,omega,-0.017845522674941994
ours,omega,-0.0076196819412719385
ours,omega,0.0022761588878328076
ours,omega,0.01312045178678517
ours,omega,0.01730557034282329
ours,omega,0.0038743047393352825
ours,omega,0.007520288458539692
ours,omega,-0.004735187441699623
ours,omega,-0.008808082440508375
ours,omega,-0.0007887613645966851
ours,omega,0.004029552333810485
ours,omega,0.006797337985706142
ours,omega,0.014883337509284264
ours,omega,0.04850251339463792
ours,omega,0.027391956993562717
ours,omega,-0.009417351681468329
ours,omega,-0.003532405705928124
ours,omega,-0.01856847366484143
ours,omega,-0.012593340597246275
ours,omega,0.0007260220024382855
ours,omega,0.005965338626670445
ours,omega,0.010758272860329487
ours,omega,-0.0012361030129680794
ours,omega,-0.006712928259957857
ours,omega,-0.004497955312849005
ours,omega,-0.004679927117409138
ours,omega,-0.0014470109711586842
ours,omega,0.0003356008454763106
ours,omega,0.0016770109073698646
ours,omega,0.004626953363419903
ours,omega,0.0021686863719279576
ours,omega,7.245600165720122e-05
ours,omega,-0.0018623361246106788
ours,omega,-0.004524856493271388
ours,omega,-0.00642539966576021
ours,omega,-0.011719865856169048
ours,omega,-0.006473402256085234
ours,omega,-0.004805455297867684
ours,omega,-0.004281194022268196
ours,omega,-0.0019461113186606711
ours,omega,-0.0009474939078430358
ours,omega,0.002261911359280666
ours,omega,0.004837219404248184
ours,omega,0.00157788072628381
ours,omega,0.0007096851547574294
ours,omega,-0.00038284157690754005
ours,omega,-0.0015399768917141793
ours,omega,-0.003368695972714479
ours,omega,-0.005210753626767326
ours,omega,-0.005149869635965643
ours,omega,-0.009946699845455537
ours,omega,-0.004255259683647192
ours,omega,-0.0048115468152457675
ours,omega,-0.0031387814526281
ours,omega,-0.00219766484338738
ours,omega,-0.0012312621033222417
ours,omega,-0.00044108343579204404
ours,omega,0.00023527478523317508
ours,omega,0.0027532417489149986
ours,omega,0.0003293000677599728
ours,omega,-0.00040525133715931444
ours,omega,-0.0014490099982885747
ours,omega,-0.003970919109529936
ours,omega,-0.005792788379684937
ours,omega,-0.01325638360605523
ours,omega,-0.005277128087953497
ours,omega,-0.004710037547709928
ours,omega,-0.004028501580039899
ours,omega,-0.0019024550745442874
ours,omega,-0.0023335957420348
ours,omega,-0.00012918520240560658
ours,omega,0.00034733094941357626
ours,omega,0.0014762099154274834
ours,omega,0.00011087533089250055
ours,omega,-0.0002726095750933827
ours,omega,-0.0026692145802145913
ours,omega,-0.002189291502407962
ours,omega,-0.004350577268921837
ours,omega,-0.006248472570878029
ours,omega,-0.017247230563279932
ours,omega,-0.005116488126720466
ours,omega,-0.005501975981660447
ours,omega,-0.002811554619649657
ours,omega,-0.0013551487246543205
ours,omega,9.450219059452085e-05
ours,omega,0.0001195683612556014
ours,omega,0.001668518818825873
ours,omega,0.000692371812063534
ours,omega,-0.0007465565072883947
ours,omega,-0.0056649347962027825
ours,omega,-0.0030402636092730553
ours,omega,-0.005212590529587123
ours,omega,-0.004776288530649284
ours,omega,-0.0029484161338950545
ours,omega,-0.0043042265688586975
ours,omega,-0.0040691163709631484
ours,omega,-0.00218096821152744
ours,omega,-0.0012668343154988548
ours,omega,0.00011767107409841595
ours,omega,0.00046909803098674316
ours,omega,0.0011416838552630645
ours,omega,-0.001269090514095678
ours,omega,-0.0015640299755219824
ours,omega,-0.003028641594642756
ours,omega,-0.0038389386031798902
ours,omega,-0.004896295623432568
ours,omega,-0.005296313478039891
ours,omega,-0.01062154802288754
ours,omega,-0.0037316810731932693
ours,omega,-0.0023849681817976758
ours,omega,-0.0032172337752312324
ours,omega,-0.0003239300123282882
ours,omega,0.0008781863982257427
ours,omega,0.0007187729521308094
ours,omega,-5.8802356465234226e-05
ours,omega,-0.00020918258762358394
ours,omega,-0.0021934571332871524
ours,omega,-0.0034313474089443362
ours,omega,-0.00968530108264943
ours,omega,-0.01019756042432358
ours,omega,-0.004745439557046082
ours,omega,-0.0031226044420800208
ours,omega,-0.002465357345669156
ours,omega,-0.0013768184643409692
ours,omega,-0.00028440308428890465
ours,omega,0.0002708143623829616
ours,omega,0.00017541587407568244
ours,omega,0.000954927730933113
ours,omega,8.791410869125015e-05
ours,omega,-0.0021426451372661814
ours,omega,-0.0019606008332687273
ours,omega,-0.002635315125569476
ours,omega,-0.003674918749458851
ours,omega,-0.008216872104477323
ours,omega,-0.007441029270529154
ours,omega,-0.00491784502849802
ours,omega,-0.002916262825153399
ours,omega,-0.0020044977118695686
ours,omega,-0.0022316444039589987
ours,omega,-0.0021670499712048152
ours,omega,-0.0007629526954499363
