scenario,signal,series,t_s,value
ours,v_y,ground_truth,819.653996,0.2754392454438612
ours,v_y,ground_truth,819.785995,0.264150571274242
ours,v_y,ground_truth,819.917995,0.24672822739227618
ours,v_y,ground_truth,819.983995,0.24388882246783705
ours,v_y,ground_truth,820.115996,0.2350137990139629
ours,v_y,ground_truth,820.181996,0.23040210036026787
ours,v_y,ground_truth,820.313996,0.21603152429269112
ours,v_y,ground_truth,820.379996,0.2113003799386184
ours,v_y,ground_truth,820.511996,0.22050935210824152
ours,v_y,ground_truth,820.577996,0.22124712354104625
ours,v_y,ground_truth,820.709996,0.22879017431678683
ours,v_y,ground_truth,820.841995,0.24379362183951092
ours,v_y,ground_truth,820.907995,0.24903826235968096
ours,v_y,ground_truth,821.039995,0.26350750016945446
ours,v_y,ground_truth,821.105996,0.26781468889824867
ours,v_y,ground_truth,821.237996,0.2851770531781479
ours,v_y,ground_truth,821.303996,0.28222202910353955
ours,v_y,ground_truth,821.435996,0.2974067159975428
ours,v_y,ground_truth,821.501996,0.303086891138904
ours,v_y,ground_truth,821.633996,0.3028430379519413
ours,v_y,ground_truth,821.765996,0.28660232222220283
ours,v_y,ground_truth,821.897995,0.2795224551938821
ours,v_y,ground_truth,822.029995,0.25891750586731743
ours,v_y,ground_truth,822.161996,0.24835387005735776
ours,v_y,ground_truth,822.227996,0.2502244660479238
ours,v_y,ground_truth,822.392996,0.2553374576532381
ours,v_y,ground_truth,822.557996,0.2708237765395476
ours,v_y,ground_truth,822.623996,0.28243325226890414
ours,v_y,ground_truth,822.821995,0.29071402281949066
ours,v_y,ground_truth,822.953995,0.3059131698565438
ours,v_y,ground_truth,823.085995,0.3169308096873831
ours,v_y,ground_truth,823.283996,0.33148189865590894
ours,v_y,ground_truth,823.481996,0.32441417657990534
ours,v_y,ground_truth,823.547996,0.32492832855247666
ours,v_y,ground_truth,823.679996,0.3273693931330426
ours,v_y,ground_truth,823.745996,0.32689759747979075
ours,v_y,ground_truth,823.877995,0.3184243995318434
ours,v_y,ground_truth,823.943995,0.3160472945025621
ours,v_y,ground_truth,824.075995,0.3075828505498057
ours,v_y,ground_truth,824.207995,0.3030121735283169
ours,v_y,ground_truth,824.339996,0.30483918710905833
ours,v_y,ground_truth,824.471996,0.2974106424486411
ours,v_y,ground_truth,824.603996,0.3029341799839216
ours,v_y,ground_truth,824.735996,0.3169412869784658
ours,v_y,ground_truth,824.834996,0.32700660816311355
ours,v_y,ground_truth,824.933995,0.3323904090123717
ours,v_y,ground_truth,825.032995,0.3330585580739802
ours,v_y,ground_truth,825.131995,0.3313327775716539
ours,v_y,ground_truth,825.230995,0.3297700109143733
ours,v_y,ground_truth,825.329996,0.3251833262637769
ours,v_y,ground_truth,825.428996,0.32526622386334036
ours,v_y,ground_truth,825.527996,0.32280280491081115
ours,v_y,ground_truth,825.659996,0.3210465822205135
ours,v_y,ground_truth,825.791996,0.31435344835109635
ours,v_y,ground_truth,825.989995,0.3181778891835254
ours,v_y,ground_truth,826.121995,0.3286095570020926
ours,v_y,ground_truth,826.187995,0.3215400430935542
ours,v_y,ground_truth,826.352996,0.3004393508784311
ours,v_y,ground_truth,826.517996,0.2804442842144317
ours,v_y,ground_truth,826.583996,0.27589871114331643
ours,v_y,ground_truth,826.715996,0.2675787568863566
ours,v_y,ground_truth,826.847996,0.26763957878777767
ours,v_y,ground_truth,826.979995,0.271003833357252
ours,v_y,ground_truth,827.177995,0.26454003423033967
ours,v_y,ground_truth,827.309995,0.2700503247656254
ours,v_y,ground_truth,827.441996,0.2575563804570251
ours,v_y,ground_truth,827.573996,0.2595527093196921
ours,v_y,ground_truth,827.705996,0.247166995747655
ours,v_y,ground_truth,827.837996,0.2484046774838813
ours,v_y,ground_truth,827.903996,0.24647643611607606
ours,v_y,ground_truth,828.035995,0.22896420783928484
ours,v_y,ground_truth,828.101995,0.2226344068743824
ours,v_y,ground_truth,828.233995,0.1999385577349866
ours,v_y,ground_truth,828.365995,0.18341139029256937
ours,v_y,ground_truth,828.464996,0.16633211217977184
ours,v_y,ground_truth,828.563996,0.1621212465009716
ours,v_y,ground_truth,828.695996,0.1545254353682317
ours,v_y,ground_truth,828.794996,0.15338572847380227
ours,v_y,ground_truth,828.893996,0.14148733877163622
ours,v_y,ground_truth,828.992996,0.14261245724365068
ours,v_y,ground_truth,829.091995,0.13405652154023606
ours,v_y,ground_truth,829.190995,0.13030330634476073
ours,v_y,ground_truth,829.289995,0.11310468142397667
ours,v_y,ground_truth,829.388995,0.11358751800561251
ours,v_y,ground_truth,829.487995,0.10727065926725388
ours,v_y,ground_truth,829.619996,0.09822150516182404
ours,v_y,ground_truth,829.751996,0.08121436406806204
ours,v_y,ground_truth,829.883996,0.06954167147181245
ours,v_y,ground_truth,830.015996,0.06093635539927966
ours,v_y,ground_truth,830.147995,0.04769724469030656
ours,v_y,ground_truth,830.279995,0.031057140702110075
ours,v_y,ground_truth,830.411995,0.022452158383996945
ours,v_y,ground_truth,830.543995,0.02057940453135032
ours,v_y,ground_truth,830.675996,0.023042224927818822
ours,v_y,ground_truth,830.807996,0.030328569647652515
ours,v_y,ground_truth,830.939996,0.04032989139807519
ours,v_y,ground_truth,831.071995,0.04865706350360455
ours,v_y,ground_truth,831.203995,0.05628199999389949
ours,v_y,ground_truth,831.335995,0.06599866758652517
ours,v_y,ground_truth,831.434995,0.07326161722287061
ours,v_y,ground_truth,831.533995,0.06983382190558629
ours,v_y,ground_truth,831.632995,0.07606125128235419
ours,v_y,ground_truth,831.731996,0.08626945576939349
ours,v_y,ground_truth,831.830996,0.09095817458946875
ours,v_y,ground_truth,831.929996,0.09489784337555385
ours,v_y,ground_truth,832.127995,0.09908487175991354
ours,v_y,ground_truth,832.259995,0.1086349054337532
ours,v_y,ground_truth,832.457995,0.11608790112058287
ours,v_y,ground_truth,832.655995,0.12704434713844215
ours,v_y,ground_truth,832.787996,0.1349526414506066
ours,v_y,ground_truth,832.952996,0.14845675386684043
ours,v_y,ground_truth,833.051996,0.13897489213002778
ours,v_y,ground_truth,833.150995,0.15335503915384585
ours,v_y,ground_truth,833.315995,0.17672299670508274
ours,v_y,ground_truth,833.381995,0.1833652044331533
ours,v_y,ground_truth,833.513995,0.19694521287336997
ours,v_y,ground_truth,833.645995,0.2101523838932291
ours,v_y,ground_truth,833.843996,0.228108035984107
ours,v_y,ground_truth,833.975996,0.22770212042330584
ours,v_y,ground_truth,834.074996,0.24640300543834392
ours,v_y,ground_truth,834.173995,0.2638432189684181
ours,v_y,ground_truth,834.272995,0.2727400636302537
ours,v_y,ground_truth,834.437995,0.283209545412312
ours,v_y,ground_truth,834.503995,0.28865072394017766
ours,v_y,ground_truth,834.668995,0.3200333465355243
ours,v_y,ground_truth,834.833996,0.357639305689748
ours,v_y,ground_truth,834.965996,0.3960195467989358
ours,v_y,ground_truth,835.097996,0.4059476876382604
ours,v_y,ground_truth,835.229995,0.4098608644062427
ours,v_y,ground_truth,835.394995,0.4010911026345454
ours,v_y,ground_truth,835.559995,0.362482541035293
ours,v_y,ground_truth,835.625995,0.3465419935966434
ours,v_y,ground_truth,835.757995,0.3175897044228968
ours,v_y,ground_truth,835.823995,0.30804805098923005
ours,v_y,ground_truth,835.955996,0.30890534249958
ours,v_y,ground_truth,836.021996,0.31698108867446706
ours,v_y,ground_truth,836.153996,0.34959081690589855
ours,v_y,ground_truth,836.219995,0.358377438973454
ours,v_y,ground_truth,836.351995,0.3981466777200051
ours,v_y,ground_truth,836.417995,0.4092050423596163
ours,v_y,ground_truth,836.549995,0.4340757971120155
ours,v_y,ground_truth,836.681995,0.461554308498787
ours,v_y,ground_truth,836.813995,0.4950973132615424
ours,v_y,ground_truth,836.912996,0.5166830180225102
ours,v_y,ground_truth,837.011996,0.5266421147769176
ours,v_y,ground_truth,837.143996,0.5316511678475084
ours,v_y,ground_truth,837.275995,0.5630298136647998
ours,v_y,ground_truth,837.341995,0.5876584128135356
ours,v_y,ground_truth,837.473995,0.6064168841498923
ours,v_y,ground_truth,837.539995,0.5899822383189548
ours,v_y,ground_truth,837.671995,0.592021993076628
ours,v_y,ground_truth,837.803995,0.6033115694224769
ours,v_y,ground_truth,837.935995,0.5727182343075423
ours,v_y,ground_truth,838.067996,0.5580139090104357
ours,v_y,ground_truth,838.199996,0.5177663544378754
ours,v_y,ground_truth,838.331995,0.5151624766079363
ours,v_y,ground_truth,838.463995,0.5322291921129345
ours,v_y,ground_truth,838.628995,0.5773774743016391
ours,v_y,ground_truth,838.727995,0.6106678162786228
ours,v_y,ground_truth,838.859995,0.6550371470294181
ours,v_y,ground_truth,838.991995,0.7118363934150436
ours,v_y,ground_truth,839.123996,0.7626369028430835
ours,v_y,ground_truth,839.255996,0.7293397166011477
ours,v_y,ground_truth,839.387995,0.7255556331606661
ours,v_y,ground_truth,839.552995,0.7054955270502123
ours,v_y,ground_truth,839.651995,0.6806103784036157
ours,v_y,ground_truth,839.750995,0.6358510127930739
ours,v_y,ground_truth,839.849995,0.6238073202383987
ours,v_y,ground_truth,839.981995,0.5999074987655879
ours,v_y,ground_truth,840.179996,0.5355967561345967
ours,v_y,ground_truth,840.377995,0.46016715523599405
ours,v_y,ground_truth,840.509995,0.42338120700957305
ours,v_y,ground_truth,840.641995,0.4041924911223411
ours,v_y,ground_truth,840.707995,0.4026489432153655
ours,v_y,ground_truth,840.839995,0.4135443003728616
ours,v_y,ground_truth,840.905995,0.4354843902369119
ours,v_y,ground_truth,841.070995,0.5189625326351681
ours,v_y,ground_truth,841.235996,0.5359467837281038
ours,v_y,ground_truth,841.301996,0.5224656667686318
ours,v_y,ground_truth,841.433995,0.4808182215086205
ours,v_y,ground_truth,841.499995,0.4595860173342108
ours,v_y,ground_truth,841.631995,0.389913910080983
ours,v_y,ground_truth,841.829995,0.335508190484886
ours,v_y,ground_truth,841.994995,0.2974790876090725
ours,v_y,ground_truth,842.093995,0.2816795869873343
ours,v_y,ground_truth,842.192995,0.2679771767069776
ours,v_y,ground_truth,842.291996,0.2586389719836122
ours,v_y,ground_truth,842.390996,0.25478057862144743
ours,v_y,ground_truth,842.555995,0.24786837225664993
ours,v_y,ground_truth,842.687995,0.24000366666997808
ours,v_y,ground_truth,842.885995,0.22042889515419217
ours,v_y,ground_truth,843.017995,0.20725863391543164
ours,v_y,ground_truth,843.149995,0.18632052062498738
ours,v_y,ground_truth,843.281996,0.16933642116279213
ours,v_y,ground_truth,843.413996,0.15294851565402512
ours,v_y,ground_truth,843.512995,0.13831276410999038
ours,v_y,ground_truth,843.677995,0.12019489765620217
ours,v_y,ground_truth,843.809995,0.10912694034905424
ours,v_y,ground_truth,843.941995,0.10119959598915518
ours,v_y,ground_truth,844.073995,0.09544206591444637
ours,v_y,ground_truth,844.205995,0.09133866783426137
ours,v_y,ground_truth,844.337996,0.0779702799439641
ours,v_y,ground_truth,844.469995,0.06271698118375246
ours,v_y,ground_truth,844.601995,0.04575945036902729
ours,v_y,ground_truth,844.733995,0.03098009611917485
ours,v_y,ground_truth,844.832995,0.02384683023932932
ours,v_y,ground_truth,844.931995,0.018753384590355138
ours,v_y,ground_truth,845.030995,0.017373654672311556
ours,v_y,ground_truth,845.129995,0.01971676956491053
ours,v_y,ground_truth,845.228995,0.02298600139686391
ours,v_y,ground_truth,845.327995,0.028322639970945973
ours,v_y,ground_truth,845.426996,0.03218747015124923
ours,v_y,ground_truth,845.525995,0.03476419827979127
ours,v_y,ground_truth,845.624995,0.03611197781454867
ours,v_y,ground_truth,845.723995,0.03752797070379166
ours,v_y,ground_truth,845.855995,0.035360192174988425
ours,v_y,ground_truth,845.987995,0.03045132294592401
ours,v_y,ground_truth,846.119995,0.02773135224252954
ours,v_y,ground_truth,846.185995,0.027336427361246196
ours,v_y,ground_truth,846.317995,0.02662442411847321
ours,v_y,ground_truth,846.383995,0.024476059638765646
ours,v_y,ground_truth,846.548995,0.025929004737750283
ours,v_y,ground_truth,846.713995,0.02555381105624943
ours,v_y,ground_truth,846.911995,0.027423386996171528
ours,v_y,ground_truth,847.043995,0.02922397011563027
ours,v_y,ground_truth,847.175995,0.031771489540606934
ours,v_y,ground_truth,847.274995,0.029791396383868074
ours,v_y,ground_truth,847.439995,0.033825953522246044
ours,v_y,ground_truth,847.505996,0.03400570208624254
ours,v_y,ground_truth,847.670995,0.03422726582265034
ours,v_y,ground_truth,847.769995,0.03333572309565991
ours,v_y,ground_truth,847.868995,0.03261970586634089
ours,v_y,ground_truth,847.967995,0.03123170555608379
ours,v_y,ground_truth,848.099995,0.030112200774998765
ours,v_y,ground_truth,848.231995,0.030951220827084125
ours,v_y,ground_truth,848.363995,0.03171762734657935
ours,v_y,ground_truth,848.495995,0.03159518833668851
ours,v_y,ground_truth,848.594995,0.032507848310435516
ours,v_y,ground_truth,848.693995,0.03697337074385931
ours,v_y,ground_truth,848.792995,0.03680386987572137
ours,v_y,ground_truth,848.891995,0.03710731778847309
ours,v_y,ground_truth,848.990995,0.03550616636812198
ours,v_y,ground_truth,849.089995,0.03611053092255667
ours,v_y,ground_truth,849.188995,0.03684610140947542
ours,v_y,ground_truth,849.287995,0.03572019445150021
ours,v_y,ground_truth,849.386995,0.03651072553292378
ours,v_y,ground_truth,849.485995,0.03680869403757314
ours,v_y,ground_truth,849.617996,0.03658320767158618
ours,v_y,ground_truth,849.749995,0.03515410958435994
ours,v_y,ground_truth,849.881995,0.035045193505608196
ours,v_y,ground_truth,850.013995,0.03601561841494272
ours,v_y,ground_truth,850.145995,0.03485143112221811
ours,v_y,ground_truth,850.277995,0.03521326425202376
ours,v_y,ground_truth,850.409995,0.038929874977426726
ours,v_y,ground_truth,850.541995,0.037297612411978154
ours,v_y,ground_truth,850.739995,0.03738541930413475
ours,v_y,ground_truth,850.937995,0.03780642897306974
ours,v_y,ground_truth,851.069995,0.039292087464397385
ours,v_y,ground_truth,851.201995,0.03796986504797295
ours,v_y,ground_truth,851.333995,0.03638585864932886
ours,v_y,ground_truth,851.465995,0.03611514448049591
ours,v_y,ground_truth,851.630995,0.033609753668883746
ours,v_y,ground_truth,851.729995,0.03298987130572084
ours,v_y,ground_truth,851.828995,0.03211487489805753
ours,v_y,ground_truth,851.927995,0.03165628143423738
ours,v_y,ground_truth,852.026995,0.03065743527666087
ours,v_y,ground_truth,852.125995,0.030668097331016497
ours,v_y,ground_truth,852.257995,0.0320844082866143
ours,v_y,ground_truth,852.389995,0.03316835017461517
ours,v_y,ground_truth,852.521995,0.032472865313559085
ours,v_y,ground_truth,852.587995,0.031886955595173516
ours,v_y,ground_truth,852.719995,0.03085201481219868
ours,v_y,ground_truth,852.785995,0.030169608225613986
ours,v_y,ground_truth,852.917995,0.027842408608833136
ours,v_y,ground_truth,852.983995,0.02651802172162454
ours,v_y,ground_truth,853.115995,0.02335498692450333
ours,v_y,ground_truth,853.181995,0.021502824558016886
ours,v_y,ground_truth,853.313995,0.018522168691323726
ours,v_y,ground_truth,853.445995,0.01964632702802871
ours,v_y,ground_truth,853.577995,0.022908655975321546
ours,v_y,ground_truth,853.709995,0.026164878339036246
ours,v_y,ground_truth,853.841995,0.03126874312200578
ours,v_y,ground_truth,853.973995,0.03648445217843932
ours,v_y,ground_truth,854.105995,0.040268853387303016
ours,v_y,ground_truth,854.270995,0.04277164566379099
ours,v_y,ground_truth,854.369995,0.04298519897016817
ours,v_y,ground_truth,854.468995,0.04280983306051023
ours,v_y,ground_truth,854.633995,0.045181036311062295
ours,v_y,ground_truth,854.699995,0.05034208027443765
ours,v_y,ground_truth,854.831995,0.08229229135338434
ours,v_y,ground_truth,855.029995,0.12702007656110959
ours,v_y,ground_truth,855.194995,0.16243507363208964
ours,v_y,ground_truth,855.293995,0.18682601638610719
ours,v_y,ground_truth,855.392995,0.2069613038502871
ours,v_y,ground_truth,855.557995,0.23692862784862678
ours,v_y,ground_truth,855.689995,0.25726422688643413
ours,v_y,ground_truth,855.821995,0.271772489738015
ours,v_y,ground_truth,855.953995,0.2846510614025961
ours,v_y,ground_truth,856.085995,0.29583625223130644
ours,v_y,ground_truth,856.217995,0.30566901648476485
ours,v_y,ground_truth,856.415995,0.3281648837877006
ours,v_y,ground_truth,856.547995,0.3311590839586279
ours,v_y,ground_truth,856.679995,0.33206719802760293
ours,v_y,ground_truth,856.811995,0.3333522878761003
ours,v_y,ground_truth,856.943995,0.33422787033099777
ours,v_y,ground_truth,857.108995,0.3411859607493084
ours,v_y,ground_truth,857.207995,0.3378877341242701
ours,v_y,ground_truth,857.405995,0.33599752515875236
ours,v_y,ground_truth,857.537995,0.3500829262241214
ours,v_y,ground_truth,857.669995,0.3721360391658619
ours,v_y,ground_truth,857.834995,0.3986308147861535
ours,v_y,ground_truth,857.933995,0.4322324466585954
ours,v_y,ground_truth,858.065995,0.46671447800083143
ours,v_y,ground_truth,858.197995,0.4882341939240473
ours,v_y,ground_truth,858.329995,0.5169011990462415
ours,v_y,ground_truth,858.461995,0.5444145595405212
ours,v_y,ground_truth,858.593995,0.5922264781452489
ours,v_y,ground_truth,858.725995,0.6290128829808488
ours,v_y,ground_truth,858.857995,0.5978417401641858
ours,v_y,ground_truth,858.989995,0.6276071367239675
ours,v_y,ground_truth,859.121995,0.641616984086042
ours,v_y,ground_truth,859.187995,0.6512500844657438
ours,v_y,ground_truth,859.319995,0.6507252613052481
ours,v_y,ground_truth,859.385995,0.6661912598286657
ours,v_y,ground_truth,859.517995,0.6315786674829091
ours,v_y,ground_truth,859.583995,0.6087918896346949
ours,v_y,ground_truth,859.715995,0.5749632327847598
ours,v_y,ground_truth,859.781995,0.5527165316542195
ours,v_y,ground_truth,859.913995,0.49863835620076014
ours,v_y,ground_truth,859.979995,0.4854350336501865
ours,v_y,ground_truth,860.111995,0.4729359456795752
ours,v_y,ground_truth,860.243995,0.4783770012592612
ours,v_y,ground_truth,860.441995,0.496461146646233
ours,v_y,ground_truth,860.507995,0.49513261814253706
ours,v_y,ground_truth,860.639995,0.49972408099977716
ours,v_y,ground_truth,860.705995,0.511118968469467
ours,v_y,ground_truth,860.837995,0.5211076321784542
ours,v_y,ground_truth,860.903995,0.5270083829823573
ours,v_y,ground_truth,861.035995,0.523938293774945
ours,v_y,ground_truth,861.167995,0.5344835324311052
ours,v_y,ground_truth,861.365995,0.5185539281925422
ours,v_y,ground_truth,861.497995,0.4910939549579414
ours,v_y,ground_truth,861.629995,0.46464569963410085
ours,v_y,ground_truth,861.761995,0.47533406425515956
ours,v_y,ground_truth,861.893995,0.4715391950266721
ours,v_y,ground_truth,861.992995,0.47857877400702975
ours,v_y,ground_truth,862.157995,0.46479030907201846
ours,v_y,ground_truth,862.289995,0.4504485210552396
ours,v_y,ground_truth,862.421995,0.4348090118896142
ours,v_y,ground_truth,862.619995,0.3978124524586466
ours,v_y,ground_truth,862.817995,0.33699738093699416
ours,v_y,ground_truth,863.015995,0.28961462883878397
ours,v_y,ground_truth,863.147995,0.27583863899074856
ours,v_y,ground_truth,863.279995,0.2571528390451334
ours,v_y,ground_truth,863.411995,0.246028780218575
ours,v_y,ground_truth,863.543995,0.24601045540265432
ours,v_y,ground_truth,863.741995,0.2287949563956051
ours,v_y,ground_truth,863.873995,0.23314013253141397
ours,v_y,ground_truth,864.005995,0.22889595044574307
ours,v_y,ground_truth,864.137995,0.24394131269125197
ours,v_y,ground_truth,864.335995,0.2919858904579602
ours,v_y,ground_truth,864.467995,0.33959028651408474
ours,v_y,ground_truth,864.599995,0.3852254182912418
ours,v_y,ground_truth,864.665995,0.3745374353556965
ours,v_y,ground_truth,864.797995,0.3157471788720123
ours,v_y,ground_truth,864.863995,0.2771647465393219
ours,v_y,ground_truth,864.995995,0.1992786628226586
ours,v_y,ground_truth,865.193995,0.12048148415324
ours,v_y,ground_truth,865.391995,0.07815291527879253
ours,v_y,ground_truth,865.523995,0.0915577013451454
ours,v_y,ground_truth,865.655995,0.107284017059321
ours,v_y,ground_truth,865.754995,0.12076455721267187
ours,v_y,ground_truth,865.919995,0.14164112530555784
ours,v_y,ground_truth,865.985995,0.1495677695058859
ours,v_y,ground_truth,866.150995,0.15863729408141936
ours,v_y,ground_truth,866.249995,0.16186555701934147
ours,v_y,ground_truth,866.381995,0.16141741496151063
ours,v_y,ground_truth,866.513995,0.15945442870677518
ours,v_y,ground_truth,866.711995,0.1542724665442332
ours,v_y,ground_truth,866.909995,0.14410331309091973
ours,v_y,ground_truth,867.074995,0.13926538607275418
ours,v_y,ground_truth,867.173995,0.13875445857830826
ours,v_y,ground_truth,867.272995,0.13854095290184176
ours,v_y,ground_truth,867.371995,0.14013019895285694
ours,v_y,ground_truth,867.470995,0.14223538692298554
ours,v_y,ground_truth,867.635995,0.14537366176248234
ours,v_y,ground_truth,867.833995,0.1484558852600273
ours,v_y,ground_truth,867.965995,0.14967864067612346
ours,v_y,ground_truth,868.097995,0.1535158892840478
ours,v_y,ground_truth,868.295995,0.15270918447956028
ours,v_y,ground_truth,868.394995,0.15231902004325448
ours,v_y,ground_truth,868.493995,0.14866938375150696
ours,v_y,ground_truth,868.592995,0.14311031525358686
ours,v_y,ground_truth,868.691995,0.13579910327405997
ours,v_y,ground_truth,868.790995,0.13163995624093872
ours,v_y,ground_truth,868.889995,0.1251378025020795
ours,v_y,ground_truth,869.021995,0.12125747601395176
ours,v_y,ground_truth,869.153995,0.12373655073353618
ours,v_y,ground_truth,869.285995,0.1282106206089857
ours,v_y,ground_truth,869.417995,0.13556897619840313
ours,v_y,ground_truth,869.549995,0.1447313124381271
ours,v_y,ground_truth,869.681995,0.15455931984590165
ours,v_y,ground_truth,869.813995,0.15951560253698638
ours,v_y,ground_truth,869.945995,0.15277824950017838
ours,v_y,ground_truth,870.077995,0.13211080385089957
ours,v_y,ground_truth,870.209995,0.10674258069396991
ours,v_y,ground_truth,870.341995,0.08393510256562031
ours,v_y,ground_truth,870.473995,0.0635038457649113
ours,v_y,ground_truth,870.605995,0.0549159568654467
ours,v_y,ground_truth,870.737995,0.07402951202954355
ours,v_y,ground_truth,870.869995,0.1099127882216937
ours,v_y,ground_truth,871.001995,0.15462589067767318
ours,v_y,ground_truth,871.067995,0.16832633746680514
ours,v_y,ground_truth,871.199995,0.18208362576822523
ours,v_y,ground_truth,871.265995,0.17564587007198362
ours,v_y,ground_truth,871.397995,0.1498491604189418
ours,v_y,ground_truth,871.463995,0.13400282924306772
ours,v_y,ground_truth,871.595995,0.10434040454743965
ours,v_y,ground_truth,871.727995,0.07502262103515456
ours,v_y,ground_truth,871.826995,0.06455656149899447
ours,v_y,ground_truth,871.925995,0.05922845807982391
ours,v_y,ground_truth,872.057995,0.05709778549145739
ours,v_y,ground_truth,872.189995,0.06170059472210632
ours,v_y,ground_truth,872.321995,0.06936998953401563
ours,v_y,ground_truth,872.387995,0.07230689484920916
ours,v_y,ground_truth,872.519995,0.07572410086988057
ours,v_y,ground_truth,872.585995,0.07632846157409823
ours,v_y,ground_truth,872.750995,0.07667360738001783
ours,v_y,ground_truth,872.849995,0.07569331366722842
ours,v_y,ground_truth,872.948995,0.0724385567584811
ours,v_y,ground_truth,873.113995,0.06485148539880647
ours,v_y,ground_truth,873.245995,0.05993361642102535
ours,v_y,ground_truth,873.443995,0.05503522687910589
ours,v_y,ground_truth,873.641995,0.04326739539048319
ours,v_y,ground_truth,873.773995,0.043821359063947796
ours,v_y,ground_truth,873.905995,0.04404778640117968
ours,v_y,ground_truth,874.037995,0.04402216146818283
ours,v_y,ground_truth,874.103995,0.043824199373124983
ours,v_y,ground_truth,874.268995,0.039983819685353694
ours,v_y,ground_truth,874.367995,0.03700146894610512
ours,v_y,ground_truth,874.499995,0.032841867278397885
ours,v_y,ground_truth,874.631995,0.029301552007613196
ours,v_y,ground_truth,874.763995,0.026215796446441786
ours,v_y,ground_truth,874.895995,0.021534415615478864
ours,v_y,ground_truth,875.027995,0.018713116804836005
ours,v_y,ground_truth,875.159995,0.015270344769978905
ours,v_y,ground_truth,875.225995,0.013769387467167604
ours,v_y,ground_truth,875.357995,0.007896980224963102
ours,v_y,ground_truth,875.423995,0.0037368461383664453
ours,v_y,ground_truth,875.555995,-0.0055353549065522145
ours,v_y,ground_truth,875.621995,-0.010880982391226368
ours,v_y,ground_truth,875.753995,-0.03466826655075117
ours,v_y,ground_truth,875.885995,-0.07277673371823035
ours,v_y,ground_truth,876.017995,-0.10673334282396674
ours,v_y,ground_truth,876.149995,-0.13472898027908364
ours,v_y,ground_truth,876.281995,-0.15904142755861272
ours,v_y,ground_truth,876.347995,-0.1675351128913114
ours,v_y,ground_truth,876.479995,-0.18073791218398938
ours,v_y,ground_truth,876.545995,-0.18416420278169454
ours,v_y,ground_truth,876.677995,-0.1914235021610935
ours,v_y,ground_truth,876.743995,-0.19440875850422223
ours,v_y,ground_truth,876.875995,-0.20163994762819648
ours,v_y,ground_truth,876.941995,-0.2045890424699035
ours,v_y,ground_truth,877.073995,-0.2125708965599955
ours,v_y,ground_truth,877.271995,-0.23043410983961365
ours,v_y,ground_truth,877.469995,-0.2975107195039701
ours,v_y,ground_truth,877.601995,-0.3631146874706914
ours,v_y,ground_truth,877.667995,-0.3856059589856624
ours,v_y,ground_truth,877.799995,-0.4155592423724581
ours,v_y,ground_truth,877.865995,-0.42446755981198336
ours,v_y,ground_truth,878.030995,-0.4279769358094949
ours,v_y,ground_truth,878.195995,-0.4301322851812266
ours,v_y,ground_truth,878.261995,-0.43421076777661405
ours,v_y,ground_truth,878.393995,-0.42973365253125273
ours,v_y,ground_truth,878.525995,-0.4155788279408821
ours,v_y,ground_truth,878.723995,-0.4037789471307427
ours,v_y,ground_truth,878.921995,-0.3900795294977648
ours,v_y,ground_truth,878.987995,-0.3930933162592307
ours,v_y,ground_truth,879.152995,-0.4328375511442335
ours,v_y,ground_truth,879.251995,-0.4646726700857471
ours,v_y,ground_truth,879.350995,-0.5123327483799027
ours,v_y,ground_truth,879.449995,-0.5317760744130631
ours,v_y,ground_truth,879.647995,-0.4990009066618075
ours,v_y,ground_truth,879.845995,-0.3982189898092656
ours,v_y,ground_truth,879.977995,-0.31275932759834646
ours,v_y,ground_truth,880.109995,-0.2054653899550729
ours,v_y,ground_truth,880.241995,-0.0956093853473412
ours,v_y,ground_truth,880.373995,-0.028210608197243303
ours,v_y,ground_truth,880.472995,-0.003802274152963747
ours,v_y,ground_truth,880.571995,0.00441840322815068
ours,v_y,ground_truth,880.670995,0.007482861728711043
ours,v_y,ground_truth,880.769995,0.014441515763445878
ours,v_y,ground_truth,880.868995,0.026221178350480656
ours,v_y,ground_truth,880.967995,0.03778576369884057
ours,v_y,ground_truth,881.099995,0.06233907284031304
ours,v_y,ground_truth,881.231995,0.10532108823296227
ours,v_y,ground_truth,881.363995,0.13278524270039682
ours,v_y,ground_truth,881.495995,0.14730978721573607
ours,v_y,ground_truth,881.627995,0.15141572776200896
ours,v_y,ground_truth,881.759995,0.1522406880880265
ours,v_y,ground_truth,881.891995,0.1630788894076165
ours,v_y,ground_truth,882.023995,0.18325348445912937
ours,v_y,ground_truth,882.155995,0.21565599004434866
ours,v_y,ground_truth,882.287995,0.25704838155220955
ours,v_y,ground_truth,882.419995,0.29349878177925426
ours,v_y,ground_truth,882.551995,0.33488035743047284
ours,v_y,ground_truth,882.749995,0.4091218482420551
ours,v_y,ground_truth,882.914995,0.4671346078806593
ours,v_y,ground_truth,883.013995,0.4843589936909023
ours,v_y,ground_truth,883.145995,0.5377593653131143
ours,v_y,ground_truth,883.277995,0.5760962537683074
ours,v_y,ground_truth,883.343995,0.5899812552127415
ours,v_y,ground_truth,883.475995,0.6110625007568906
ours,v_y,ground_truth,883.673995,0.6403683672028713
ours,v_y,ground_truth,883.871995,0.6867801996934926
ours,v_y,ground_truth,884.003995,0.6893733817912331
ours,v_y,ground_truth,884.135995,0.640088820175043
