scenario,controller,abs_e_y_m
ours_mu_0.7,RUNNING_MPC,0.03970586589455196
ours_mu_0.7,RUNNING_MPC,0.03478083151053001
ours_mu_0.7,RUNNING_MPC,0.018729903525117518
ours_mu_0.7,RUNNING_MPC,0.00881509452494568
ours_mu_0.7,RUNNING_MPC,0.03552170027983322
ours_mu_0.7,RUNNING_MPC,0.058107823807299314
ours_mu_0.7,RUNNING_MPC,0.08151062115768665
ours_mu_0.7,RUNNING_MPC,0.09379460713170867
ours_mu_0.7,RUNNING_MPC,0.09931307469212819
ours_mu_0.7,RUNNING_MPC,0.10403729849109336
ours_mu_0.7,RUNNING_MPC,0.09445846830314261
ours_mu_0.7,RUNNING_MPC,0.08790335246306291
ours_mu_0.7,RUNNING_MPC,0.07868124721098727
ours_mu_0.7,RUNNING_MPC,0.0505186816990672
ours_mu_0.7,RUNNING_MPC,0.019924448071605007
ours_mu_0.7,RUNNING_MPC,0.01190345517255606
ours_mu_0.7,RUNNING_MPC,0.04486770096888873
ours_mu_0.7,RUNNING_MPC,0.07149780048069232
ours_mu_0.7,RUNNING_MPC,0.07660096364320879
ours_mu_0.7,RUNNING_MPC,0.07426263246200115
ours_mu_0.7,RUNNING_MPC,0.06410611515557307
ours_mu_0.7,RUNNING_MPC,0.044533714345286135
ours_mu_0.7,RUNNING_MPC,0.03519756613036884
ours_mu_0.7,RUNNING_MPC,0.026628744325862763
ours_mu_0.7,RUNNING_MPC,0.02234508966440224
ours_mu_0.7,RUNNING_MPC,0.015331227115444657
ours_mu_0.7,RUNNING_MPC,0.0006985404842451137
ours_mu_0.7,RUNNING_MPC,0.007619315810453664
ours_mu_0.7,RUNNING_MPC,0.0073251260507680716
ours_mu_0.7,RUNNING_MPC,0.03441882648990813
ours_mu_0.7,RUNNING_MPC,0.06478648640930579
ours_mu_0.7,RUNNING_MPC,0.07671491852496531
ours_mu_0.7,RUNNING_MPC,0.0574190315331039
ours_mu_0.7,RUNNING_MPC,0.05292097661494577
ours_mu_0.7,RUNNING_MPC,0.10312713224359443
ours_mu_0.7,RUNNING_MPC,0.16141865775835323
ours_mu_0.7,RUNNING_MPC,0.20401052510585616
ours_mu_0.7,RUNNING_MPC,0.22759475445305322
ours_mu_0.7,RUNNING_MPC,0.2234168806288719
ours_mu_0.7,RUNNING_MPC,0.2031056490835445
ours_mu_0.7,RUNNING_MPC,0.1627665496964429
ours_mu_0.7,RUNNING_MPC,0.12132093412490377
ours_mu_0.7,RUNNING_MPC,0.09138035753600993
ours_mu_0.7,RUNNING_MPC,0.05989872329288931
ours_mu_0.7,RUNNING_MPC,0.040263082459197796
ours_mu_0.7,RUNNING_MPC,0.028905465466477386
ours_mu_0.7,RUNNING_MPC,0.022111020861843536
ours_mu_0.7,RUNNING_MPC,0.01849999976772207
ours_mu_0.7,RUNNING_MPC,0.0211522982377228
ours_mu_0.7,RUNNING_MPC,0.03210006133469584
ours_mu_0.7,RUNNING_MPC,0.04701836712669079
ours_mu_0.7,RUNNING_MPC,0.05614128865821261
ours_mu_0.7,RUNNING_MPC,0.04463014325570236
ours_mu_0.7,RUNNING_MPC,0.015035650922558985
ours_mu_0.7,RUNNING_MPC,0.024715390680171312
ours_mu_0.7,RUNNING_MPC,0.06240117345969998
ours_mu_0.7,RUNNING_MPC,0.08871724645196108
ours_mu_0.7,RUNNING_MPC,0.09730745796712376
ours_mu_0.7,RUNNING_MPC,0.09866397709275612
ours_mu_0.7,RUNNING_MPC,0.08750208962219816
ours_mu_0.7,RUNNING_MPC,0.07194402377214344
ours_mu_0.7,RUNNING_MPC,0.054422254372193016
ours_mu_0.7,RUNNING_MPC,0.04215971377559857
ours_mu_0.7,RUNNING_MPC,0.03444869750773849
ours_mu_0.7,RUNNING_MPC,0.0310753420555972
ours_mu_0.7,RUNNING_MPC,0.02799537607708988
ours_mu_0.7,RUNNING_MPC,0.02434578136729143
ours_mu_0.7,RUNNING_MPC,0.020846804709184152
ours_mu_0.7,RUNNING_MPC,0.02114409196152517
ours_mu_0.7,RUNNING_MPC,0.023017265315056157
ours_mu_0.7,RUNNING_MPC,0.028512279130908758
ours_mu_0.7,RUNNING_MPC,0.03499147870014136
ours_mu_0.7,RUNNING_MPC,0.04170460188135404
ours_mu_0.7,RUNNING_MPC,0.04176768722445495
ours_mu_0.7,RUNNING_MPC,0.03776501227486201
ours_mu_0.7,RUNNING_MPC,0.022445013595640967
ours_mu_0.7,RUNNING_MPC,0.009505323942595123
ours_mu_0.7,RUNNING_MPC,0.0019977692483182374
ours_mu_0.7,RUNNING_MPC,0.0002959706647939764
ours_mu_0.7,RUNNING_MPC,0.001056346766376004
ours_mu_0.7,RUNNING_MPC,0.0021094984088208535
ours_mu_0.7,RUNNING_MPC,0.005033984289474443
ours_mu_0.7,RUNNING_MPC,0.006657779987788326
ours_mu_0.7,RUNNING_MPC,0.005847900443630871
ours_mu_0.7,RUNNING_MPC,0.004000403550437237
ours_mu_0.7,RUNNING_MPC,0.0019493410813210266
ours_mu_0.7,RUNNING_MPC,7.386641672323113e-05
ours_mu_0.7,RUNNING_MPC,0.0013234754461585174
ours_mu_0.7,RUNNING_MPC,0.0020216162297506113
ours_mu_0.7,RUNNING_MPC,0.0009853261616832865
ours_mu_0.7,RUNNING_MPC,0.0019014510008870111
ours_mu_0.7,RUNNING_MPC,0.005258113222740335
ours_mu_0.7,RUNNING_MPC,0.011160232189224406
ours_mu_0.7,RUNNING_MPC,0.02007769339572202
ours_mu_0.7,RUNNING_MPC,0.029196665094863558
ours_mu_0.7,RUNNING_MPC,0.037555012242536656
ours_mu_0.7,RUNNING_MPC,0.0410822476790757
ours_mu_0.7,RUNNING_MPC,0.041872343925534905
ours_mu_0.7,RUNNING_MPC,0.03652843010599871
ours_mu_0.7,RUNNING_MPC,0.0264385122290888
ours_mu_0.7,RUNNING_MPC,0.01911274378689004
ours_mu_0.7,RUNNING_MPC,0.01532595766422891
ours_mu_0.7,RUNNING_MPC,0.013506016769622542
ours_mu_0.7,RUNNING_MPC,0.014290153802917704
ours_mu_0.7,RUNNING_MPC,0.017059369746002348
ours_mu_0.7,RUNNING_MPC,0.01988204755752937
ours_mu_0.7,RUNNING_MPC,0.02307673866536397
ours_mu_0.7,RUNNING_MPC,0.02734854352287938
ours_mu_0.7,RUNNING_MPC,0.02932968115320872
ours_mu_0.7,RUNNING_MPC,0.030856501924371213
ours_mu_0.7,RUNNING_MPC,0.03144607034108593
ours_mu_0.7,RUNNING_MPC,0.031604131943024194
ours_mu_0.7,RUNNING_MPC,0.031561573370971346
ours_mu_0.7,RUNNING_MPC,0.030656966856580148
ours_mu_0.7,RUNNING_MPC,0.029831974156622476
ours_mu_0.7,RUNNING_MPC,0.02917239845039976
ours_mu_0.7,RUNNING_MPC,0.028285139225664446
ours_mu_0.7,RUNNING_MPC,0.027424173898563053
ours_mu_0.7,RUNNING_MPC,0.02661713507176132
ours_mu_0.7,RUNNING_MPC,0.0255504606274764
ours_mu_0.7,RUNNING_MPC,0.024201175379906792
ours_mu_0.7,RUNNING_MPC,0.023137699757220354
ours_mu_0.7,RUNNING_MPC,0.020826516971627573
ours_mu_0.7,RUNNING_MPC,0.01838876703635886
ours_mu_0.7,RUNNING_MPC,0.015370107723606974
ours_mu_0.7,RUNNING_MPC,0.012158729875337448
ours_mu_0.7,RUNNING_MPC,0.008441358559919537
ours_mu_0.7,RUNNING_MPC,0.005224748957619152
ours_mu_0.7,RUNNING_MPC,0.0002498804127531451
ours_mu_0.7,RUNNING_MPC,0.004593102889606349
ours_mu_0.7,RUNNING_MPC,0.011887873726349155
ours_mu_0.7,RUNNING_MPC,0.02109507296647213
ours_mu_0.7,RUNNING_MPC,0.031596025620395596
ours_mu_0.7,RUNNING_MPC,0.03969361783212719
ours_mu_0.7,RUNNING_MPC,0.05732826337242125
ours_mu_0.7,RUNNING_MPC,0.07698732832133201
ours_mu_0.7,RUNNING_MPC,0.09022816926256885
ours_mu_0.7,RUNNING_MPC,0.10224860519361456
ours_mu_0.7,RUNNING_MPC,0.12015236753940195
ours_mu_0.7,RUNNING_MPC,0.1407375862002145
ours_mu_0.7,RUNNING_MPC,0.16330112903904592
ours_mu_0.7,RUNNING_MPC,0.16765842392937108
ours_mu_0.7,RUNNING_MPC,0.19213485057024876
ours_mu_0.7,RUNNING_MPC,0.2168759212060279
ours_mu_0.7,RUNNING_MPC,0.2378922080163935
ours_mu_0.7,RUNNING_MPC,0.25432876494109846
ours_mu_0.7,RUNNING_MPC,0.2696149193838341
ours_mu_0.7,RUNNING_MPC,0.2979420328129831
ours_mu_0.7,RUNNING_MPC,0.3261455603254222
ours_mu_0.7,RUNNING_MPC,0.35599474155526395
ours_mu_0.7,RUNNING_MPC,0.3556156619563687
ours_mu_0.7,RUNNING_MPC,0.3877226043088297
ours_mu_0.7,RUNNING_MPC,0.43047156149631566
ours_mu_0.7,RUNNING_MPC,0.45327887324829186
ours_mu_0.7,RUNNING_MPC,0.4830322123766434
ours_mu_0.7,RUNNING_MPC,0.4905960529084828
ours_mu_0.7,RUNNING_MPC,0.48490151173001034
ours_mu_0.7,RUNNING_MPC,0.476441492481363
ours_mu_0.7,RUNNING_MPC,0.4496098275907816
ours_mu_0.7,RUNNING_MPC,0.4354698147914753
ours_mu_0.7,RUNNING_MPC,0.4085428224214041
ours_mu_0.7,RUNNING_MPC,0.37666827232778743
ours_mu_0.7,RUNNING_MPC,0.3606812609911168
ours_mu_0.7,RUNNING_MPC,0.3145689514678268
ours_mu_0.7,RUNNING_MPC,0.28217754597536837
ours_mu_0.7,RUNNING_MPC,0.2403403265493027
ours_mu_0.7,RUNNING_MPC,0.1678444354990102
ours_mu_0.7,RUNNING_MPC,0.11617725608250304
ours_mu_0.7,RUNNING_MPC,0.04083275944029957
ours_mu_0.7,RUNNING_MPC,0.0031566089474446835
ours_mu_0.7,RUNNING_MPC,0.05605728026663259
ours_mu_0.7,RUNNING_MPC,0.06984137408937047
ours_mu_0.7,RUNNING_MPC,0.1028189964110105
ours_mu_0.7,RUNNING_MPC,0.11129838243910012
ours_mu_0.7,RUNNING_MPC,0.12292969879543945
ours_mu_0.7,RUNNING_MPC,0.1290892167028589
ours_mu_0.7,RUNNING_MPC,0.1341297046438781
ours_mu_0.7,RUNNING_MPC,0.1410676943524542
ours_mu_0.7,RUNNING_MPC,0.15241290329044313
ours_mu_0.7,RUNNING_MPC,0.15526502074671977
ours_mu_0.7,RUNNING_MPC,0.19655786307978407
ours_mu_0.7,RUNNING_MPC,0.2170076243027278
ours_mu_0.7,RUNNING_MPC,0.23774678736665555
ours_mu_0.7,RUNNING_MPC,0.2996503746135978
ours_mu_0.7,RUNNING_MPC,0.3449914247009015
ours_mu_0.7,RUNNING_MPC,0.3612412880413434
ours_mu_0.7,RUNNING_MPC,0.36648790060570385
ours_mu_0.7,RUNNING_MPC,0.3669158350931266
ours_mu_0.7,RUNNING_MPC,0.34414417943420594
ours_mu_0.7,RUNNING_MPC,0.31961582183921866
ours_mu_0.7,RUNNING_MPC,0.28350924898961977
ours_mu_0.7,RUNNING_MPC,0.24648951474483471
ours_mu_0.7,RUNNING_MPC,0.21272251464670222
ours_mu_0.7,RUNNING_MPC,0.1888250934440902
ours_mu_0.7,RUNNING_MPC,0.16516057863576417
ours_mu_0.7,RUNNING_MPC,0.14563576477964707
ours_mu_0.7,RUNNING_MPC,0.12955561556592915
ours_mu_0.7,RUNNING_MPC,0.12857893848164406
ours_mu_0.7,RUNNING_MPC,0.12770655427738845
ours_mu_0.7,RUNNING_MPC,0.12164832298122996
ours_mu_0.7,RUNNING_MPC,0.11726483162554965
ours_mu_0.7,RUNNING_MPC,0.11394724182452452
ours_mu_0.7,RUNNING_MPC,0.10913144308757981
ours_mu_0.7,RUNNING_MPC,0.0972226602173254
ours_mu_0.7,RUNNING_MPC,0.08570429709909017
ours_mu_0.7,RUNNING_MPC,0.06546597101055818
ours_mu_0.7,RUNNING_MPC,0.02148626662917167
ours_mu_0.7,RUNNING_MPC,0.018699548090336915
ours_mu_0.7,RUNNING_MPC,0.08042544666292817
ours_mu_0.7,RUNNING_MPC,0.11956285508392422
ours_mu_0.7,RUNNING_MPC,0.1437772410700547
ours_mu_0.7,RUNNING_MPC,0.15205703484527222
ours_mu_0.7,RUNNING_MPC,0.15300248675929973
ours_mu_0.7,RUNNING_MPC,0.14329689689640268
ours_mu_0.7,RUNNING_MPC,0.12282587715616657
ours_mu_0.7,RUNNING_MPC,0.10222052004747165
ours_mu_0.7,RUNNING_MPC,0.07929490129787647
ours_mu_0.7,RUNNING_MPC,0.064787822967661
ours_mu_0.7,RUNNING_MPC,0.052092430831707726
ours_mu_0.7,RUNNING_MPC,0.044611950183642515
ours_mu_0.7,RUNNING_MPC,0.04295757662934169
ours_mu_0.7,RUNNING_MPC,0.04090460704967361
ours_mu_0.7,RUNNING_MPC,0.0467895999172633
ours_mu_0.7,RUNNING_MPC,0.05532948699736695
ours_mu_0.7,RUNNING_MPC,0.06371770631982565
ours_mu_0.7,RUNNING_MPC,0.06419036215705241
ours_mu_0.7,RUNNING_MPC,0.06967938972219245
ours_mu_0.7,RUNNING_MPC,0.06580569299651112
ours_mu_0.7,RUNNING_MPC,0.06556201883680099
ours_mu_0.7,RUNNING_MPC,0.06331102477660028
ours_mu_0.7,RUNNING_MPC,0.057949664641842494
ours_mu_0.7,RUNNING_MPC,0.05569361426574507
ours_mu_0.7,RUNNING_MPC,0.05228658476513265
ours_mu_0.7,RUNNING_MPC,0.043681057207023984
ours_mu_0.7,RUNNING_MPC,0.038768478996671296
ours_mu_0.7,RUNNING_MPC,0.023520171832277025
ours_mu_0.7,RUNNING_MPC,0.01629199361102643
ours_mu_0.7,RUNNING_MPC,0.011878674342762852
ours_mu_0.7,RUNNING_MPC,0.007809463070708844
ours_mu_0.7,RUNNING_MPC,0.0011149337045654013
ours_mu_0.7,RUNNING_MPC,0.0005804946331814335
ours_mu_0.7,RUNNING_MPC,0.005680497367208026
ours_mu_0.7,RUNNING_MPC,0.025605481364504273
ours_mu_0.7,RUNNING_MPC,0.043354784437315635
ours_mu_0.7,RUNNING_MPC,0.06272256020539416
ours_mu_0.7,RUNNING_MPC,0.07929432664410287
ours_mu_0.7,RUNNING_MPC,0.10435564446241154
ours_mu_0.7,RUNNING_MPC,0.11478168940729916
ours_mu_0.7,RUNNING_MPC,0.11784844027198908
ours_mu_0.7,RUNNING_MPC,0.11460586702738666
ours_mu_0.7,RUNNING_MPC,0.10408242211653182
ours_mu_0.7,RUNNING_MPC,0.08900988139466107
ours_mu_0.7,RUNNING_MPC,0.07853680707849875
ours_mu_0.7,RUNNING_MPC,0.04145347886287157
ours_mu_0.7,RUNNING_MPC,0.0017414224914668042
ours_mu_0.7,RUNNING_MPC,0.044366823972511626
ours_mu_0.7,RUNNING_MPC,0.06345021516010119
ours_mu_0.7,RUNNING_MPC,0.08369163996854972
ours_mu_0.7,RUNNING_MPC,0.09314856589683439
ours_mu_0.7,RUNNING_MPC,0.09571512670272533
ours_mu_0.7,RUNNING_MPC,0.09112271077616418
ours_mu_0.7,RUNNING_MPC,0.0848893331452868
ours_mu_0.7,RUNNING_MPC,0.07716489405014099
ours_mu_0.7,RUNNING_MPC,0.07026229225547237
ours_mu_0.7,RUNNING_MPC,0.060627508554106646
ours_mu_0.7,RUNNING_MPC,0.06005840981918431
ours_mu_0.7,RUNNING_MPC,0.05996028064024139
ours_mu_0.7,RUNNING_MPC,0.06290181342288254
ours_mu_0.7,RUNNING_MPC,0.06360052171258845
ours_mu_0.7,RUNNING_MPC,0.06547451037592972
ours_mu_0.7,RUNNING_MPC,0.06615537242126002
ours_mu_0.7,RUNNING_MPC,0.06591462993014985
ours_mu_0.7,RUNNING_MPC,0.06852311667356287
ours_mu_0.7,RUNNING_MPC,0.07045209185081991
ours_mu_0.7,RUNNING_MPC,0.07743206013880088
ours_mu_0.7,RUNNING_MPC,0.08146026356687669
ours_mu_0.7,RUNNING_MPC,0.08355388017417315
ours_mu_0.7,RUNNING_MPC,0.08290130363396458
ours_mu_0.7,RUNNING_MPC,0.08346692404541206
ours_mu_0.7,RUNNING_MPC,0.0749440733025819
ours_mu_0.7,RUNNING_MPC,0.06876798631409747
ours_mu_0.7,RUNNING_MPC,0.06062343903192488
ours_mu_0.7,RUNNING_MPC,0.054963864085685266
ours_mu_0.7,RUNNING_MPC,0.04845521581951656
ours_mu_0.7,RUNNING_MPC,0.04437625880635643
ours_mu_0.7,RUNNING_MPC,0.03979184846179505
ours_mu_0.7,RUNNING_MPC,0.0362668058594634
ours_mu_0.7,RUNNING_MPC,0.03431506308605242
ours_mu_0.7,RUNNING_MPC,0.031703290145299615
ours_mu_0.7,RUNNING_MPC,0.029504033678551367
ours_mu_0.7,RUNNING_MPC,0.027114165885517474
ours_mu_0.7,RUNNING_MPC,0.02312968907731361
ours_mu_0.7,RUNNING_MPC,0.019780129778600816
ours_mu_0.7,RUNNING_MPC,0.014168535664866477
ours_mu_0.7,RUNNING_MPC,0.009211247663739264
ours_mu_0.7,RUNNING_MPC,0.004476559544335901
ours_mu_0.7,RUNNING_MPC,0.0012886106011354148
ours_mu_0.7,RUNNING_MPC,0.0016246581696198054
ours_mu_0.7,RUNNING_MPC,0.0037372008778303323
ours_mu_0.7,RUNNING_MPC,0.007258112609103778
ours_mu_0.7,RUNNING_MPC,0.010737326374395617
ours_mu_0.7,RUNNING_MPC,0.012497628988636628
ours_mu_0.7,RUNNING_MPC,0.01408749053856806
ours_mu_0.7,RUNNING_MPC,0.015304141492528095
ours_mu_0.7,RUNNING_MPC,0.016874777417374753
ours_mu_0.7,RUNNING_MPC,0.018831338368232337
ours_mu_0.7,RUNNING_MPC,0.01989787745203969
ours_mu_0.7,RUNNING_MPC,0.020573546931560494
ours_mu_0.7,RUNNING_MPC,0.02036391371179023
ours_mu_0.7,RUNNING_MPC,0.019166543675557507
ours_mu_0.7,RUNNING_MPC,0.016593482048439412
ours_mu_0.7,RUNNING_MPC,0.013994126031286469
ours_mu_0.7,RUNNING_MPC,0.010254876289246262
ours_mu_0.7,RUNNING_MPC,0.006268690902514584
ours_mu_0.7,RUNNING_MPC,0.0036847023357038933
ours_mu_0.7,RUNNING_MPC,0.0012163983615409157
ours_mu_0.7,RUNNING_MPC,0.000573175781429458
ours_mu_0.7,RUNNING_MPC,0.0010692938940387031
ours_mu_0.7,RUNNING_MPC,0.002476487616243861
ours_mu_0.7,RUNNING_MPC,0.00457618894648798
ours_mu_0.7,RUNNING_MPC,0.008171110266230047
ours_mu_0.7,RUNNING_MPC,0.012315433241185836
ours_mu_0.7,RUNNING_MPC,0.015437099913842373
ours_mu_0.7,RUNNING_MPC,0.01938816756356826
ours_mu_0.7,RUNNING_MPC,0.021758117030990787
ours_mu_0.7,RUNNING_MPC,0.023383799934494715
ours_mu_0.7,RUNNING_MPC,0.023780307631102088
ours_mu_0.7,RUNNING_MPC,0.024525886390482532
ours_mu_0.7,RUNNING_MPC,0.02239119213140267
ours_mu_0.7,RUNNING_MPC,0.01837578627718489
ours_mu_0.7,RUNNING_MPC,0.0148930781166568
ours_mu_0.7,RUNNING_MPC,0.009955349284219761
ours_mu_0.7,RUNNING_MPC,0.00552781634119387
ours_mu_0.7,RUNNING_MPC,0.002733320162876862
ours_mu_0.7,RUNNING_MPC,0.00046539112533124094
ours_mu_0.7,RUNNING_MPC,6.229231165200133e-05
ours_mu_0.7,RUNNING_MPC,0.0004998192549082806
ours_mu_0.7,RUNNING_MPC,0.0019301978794601937
ours_mu_0.7,RUNNING_MPC,0.0051399589502866515
ours_mu_0.7,RUNNING_MPC,0.009562796970767562
ours_mu_0.7,RUNNING_MPC,0.015845131531675966
ours_mu_0.7,RUNNING_MPC,0.020065251346250368
ours_mu_0.7,RUNNING_MPC,0.023364557949222986
ours_mu_0.7,RUNNING_MPC,0.025380181230023023
ours_mu_0.7,RUNNING_MPC,0.02607595707209448
ours_mu_0.7,RUNNING_MPC,0.025428642614751903
ours_mu_0.7,RUNNING_MPC,0.022896087118853575
ours_mu_0.7,RUNNING_MPC,0.02046840472589228
ours_mu_0.7,RUNNING_MPC,0.017154789909952117
ours_mu_0.7,RUNNING_MPC,0.014498694323695605
ours_mu_0.7,RUNNING_MPC,0.012500545985605793
ours_mu_0.7,RUNNING_MPC,0.009316168534989788
ours_mu_0.7,RUNNING_MPC,0.00535943043844006
ours_mu_0.7,RUNNING_MPC,0.0025036508532278456
ours_mu_0.7,RUNNING_MPC,0.0011540293490323872
ours_mu_0.7,RUNNING_MPC,0.003211025852019711
ours_mu_0.7,RUNNING_MPC,0.01181031875473806
ours_mu_0.7,RUNNING_MPC,0.022681808190368247
ours_mu_0.7,RUNNING_MPC,0.022972714030474763
ours_mu_0.7,RUNNING_MPC,0.005517819403162982
ours_mu_0.7,RUNNING_MPC,0.00107855825249812
ours_mu_0.7,RUNNING_MPC,0.01463449170955139
ours_mu_0.7,RUNNING_MPC,0.030985086783507476
ours_mu_0.7,RUNNING_MPC,0.03726372591338073
ours_mu_0.7,RUNNING_MPC,0.03643793327104488
ours_mu_0.7,RUNNING_MPC,0.024744765741780375
ours_mu_0.7,RUNNING_MPC,0.015389318301797628
ours_mu_0.7,RUNNING_MPC,0.004044980195173464
ours_mu_0.7,RUNNING_MPC,0.004194435942720287
ours_mu_0.7,RUNNING_MPC,0.007928430032160504
ours_mu_0.7,RUNNING_MPC,0.009692452394323092
ours_mu_0.7,RUNNING_MPC,0.00959705851855666
ours_mu_0.7,RUNNING_MPC,0.007113456400807072
ours_mu_0.7,RUNNING_MPC,0.0038996084152930766
ours_mu_0.7,RUNNING_MPC,0.002041537425829687
ours_mu_0.7,RUNNING_MPC,0.009108100069606884
ours_mu_0.7,RUNNING_MPC,0.014425032752194145
ours_mu_0.7,RUNNING_MPC,0.02060766405417358
ours_mu_0.7,RUNNING_MPC,0.02493009616611737
ours_mu_0.7,RUNNING_MPC,0.026861508360144948
ours_mu_0.7,RUNNING_MPC,0.02766220866779523
ours_mu_0.7,RUNNING_MPC,0.025732142116446144
ours_mu_0.7,RUNNING_MPC,0.02200195636340866
ours_mu_0.7,RUNNING_MPC,0.016936081364156974
ours_mu_0.7,RUNNING_MPC,0.010608423331429695
ours_mu_0.7,RUNNING_MPC,0.003317985231760627
ours_mu_0.7,RUNNING_MPC,0.002444724134536308
ours_mu_0.7,RUNNING_MPC,0.010022385491891772
ours_mu_0.7,RUNNING_MPC,0.015556611739523675
ours_mu_0.7,RUNNING_MPC,0.02201975340203438
ours_mu_0.7,RUNNING_MPC,0.027161795710836392
ours_mu_0.7,RUNNING_MPC,0.029809745006771388
ours_mu_0.7,RUNNING_MPC,0.03208094723203608
ours_mu_0.7,RUNNING_MPC,0.03327625503282014
ours_mu_0.7,RUNNING_MPC,0.03375564868907599
ours_mu_0.7,RUNNING_MPC,0.034128106371746736
ours_mu_0.7,RUNNING_MPC,0.034364966557268735
ours_mu_0.7,RUNNING_MPC,0.034303418725121965
ours_mu_0.7,RUNNING_MPC,0.03374055665853126
ours_mu_0.7,RUNNING_MPC,0.0321628740225966
ours_mu_0.7,RUNNING_MPC,0.03069760225434104
ours_mu_0.7,RUNNING_MPC,0.029827763232120386
ours_mu_0.7,RUNNING_MPC,0.029313032386080823
ours_mu_0.7,RUNNING_MPC,0.028666002180390407
ours_mu_0.7,RUNNING_MPC,0.026756338085171638
ours_mu_0.7,RUNNING_MPC,0.023335514787449607
ours_mu_0.7,RUNNING_MPC,0.02154165823971327
ours_mu_0.7,RUNNING_MPC,0.018912591196170947
ours_mu_0.7,RUNNING_MPC,0.016061157870637593
ours_mu_0.7,RUNNING_MPC,0.01333805820970875
ours_mu_0.7,RUNNING_MPC,0.00920305656288345
ours_mu_0.7,RUNNING_MPC,0.003308682485403336
ours_mu_0.7,RUNNING_MPC,0.00038646563509264764
ours_mu_0.7,RUNNING_MPC,0.0015363253933554921
ours_mu_0.7,RUNNING_MPC,0.006571806202383373
ours_mu_0.7,RUNNING_MPC,0.015322318011560143
ours_mu_0.7,RUNNING_MPC,0.018598475309247853
ours_mu_0.7,RUNNING_MPC,0.02224724929317598
ours_mu_0.7,RUNNING_MPC,0.02427530331981414
ours_mu_0.7,RUNNING_MPC,0.026578174207892033
ours_mu_0.7,RUNNING_MPC,0.03525762000633925
ours_mu_0.7,RUNNING_MPC,0.036232752649730054
ours_mu_0.7,RUNNING_MPC,0.03779726603822642
ours_mu_0.7,RUNNING_MPC,0.026843566327584195
ours_mu_0.7,RUNNING_MPC,0.01534010353501046
ours_mu_0.7,RUNNING_MPC,0.0024976462839579883
ours_mu_0.7,RUNNING_MPC,0.01528126896830484
ours_mu_0.7,RUNNING_MPC,0.03872398277843436
ours_mu_0.7,RUNNING_MPC,0.06172572234442128
ours_mu_0.7,RUNNING_MPC,0.07324314130187796
ours_mu_0.7,RUNNING_MPC,0.08155788393037924
ours_mu_0.7,RUNNING_MPC,0.07809153709692157
ours_mu_0.7,RUNNING_MPC,0.07102503566918608
ours_mu_0.7,RUNNING_MPC,0.05901494074148026
ours_mu_0.7,RUNNING_MPC,0.044781443432643606
ours_mu_0.7,RUNNING_MPC,0.020004797532233887
ours_mu_0.7,RUNNING_MPC,0.004960273803796045
ours_mu_0.7,RUNNING_MPC,0.021629328817905774
ours_mu_0.7,RUNNING_MPC,0.0413306095337918
ours_mu_0.7,RUNNING_MPC,0.06291467092745043
ours_mu_0.7,RUNNING_MPC,0.07219328245275562
ours_mu_0.7,RUNNING_MPC,0.0817181961853144
ours_mu_0.7,RUNNING_MPC,0.09378304241403573
ours_mu_0.7,RUNNING_MPC,0.0984160800734871
ours_mu_0.7,RUNNING_MPC,0.10495908978624088
ours_mu_0.7,RUNNING_MPC,0.11319387045587809
ours_mu_0.7,RUNNING_MPC,0.1178843411375045
ours_mu_0.7,RUNNING_MPC,0.1282272745811903
ours_mu_0.7,RUNNING_MPC,0.13193090298253426
ours_mu_0.7,RUNNING_MPC,0.13957118103108634
ours_mu_0.7,RUNNING_MPC,0.14497805429052668
ours_mu_0.7,RUNNING_MPC,0.14850924392930112
ours_mu_0.7,RUNNING_MPC,0.15118550791682836
ours_mu_0.7,RUNNING_MPC,0.15181336840107104
ours_mu_0.7,RUNNING_MPC,0.15117821442597681
ours_mu_0.7,RUNNING_MPC,0.15150799591337677
ours_mu_0.7,RUNNING_MPC,0.1523785529775798
ours_mu_0.7,RUNNING_MPC,0.1526400750724452
ours_mu_0.7,RUNNING_MPC,0.15591836862314054
ours_mu_0.7,RUNNING_MPC,0.16037980375257616
ours_mu_0.7,RUNNING_MPC,0.16428593891759397
ours_mu_0.7,RUNNING_MPC,0.16505646403572558
ours_mu_0.7,RUNNING_MPC,0.1623022597558948
ours_mu_0.7,RUNNING_MPC,0.15458038812499472
ours_mu_0.7,RUNNING_MPC,0.13672361405927574
ours_mu_0.7,RUNNING_MPC,0.1179955156616974
ours_mu_0.7,RUNNING_MPC,0.10241458996029051
ours_mu_0.7,RUNNING_MPC,0.08095517645194206
ours_mu_0.7,RUNNING_MPC,0.06055683699367571
ours_mu_0.7,RUNNING_MPC,0.047235724039249256
ours_mu_0.7,RUNNING_MPC,0.03301160491634931
ours_mu_0.7,RUNNING_MPC,0.02277506003312818
ours_mu_0.7,RUNNING_MPC,0.01837277574717066
ours_mu_0.7,RUNNING_MPC,0.014706646812423133
ours_mu_0.7,RUNNING_MPC,0.013340411090353221
ours_mu_0.7,RUNNING_MPC,0.01120947218552601
ours_mu_0.7,RUNNING_MPC,0.008223973884566818
ours_mu_0.7,RUNNING_MPC,0.004570478971741523
ours_mu_0.7,RUNNING_MPC,0.0017928840382749611
ours_mu_0.7,RUNNING_MPC,0.010618878416880976
ours_mu_0.7,RUNNING_MPC,0.021898930868159278
