scenario,signal,error_gt_minus_est
ours,front_sum_fy,-21.53143051540974
ours,front_sum_fy,-34.499677333864156
ours,front_sum_fy,-39.70527400423188
ours,front_sum_fy,-35.464497114851895
ours,front_sum_fy,-38.389761383822446
ours,front_sum_fy,-38.82781045920217
ours,front_sum_fy,-42.56250589787584
ours,front_sum_fy,-41.51926971521766
ours,front_sum_fy,-24.612166341602972
ours,front_sum_fy,-13.86090557015234
ours,front_sum_fy,-16.3369585097901
ours,front_sum_fy,-23.93761004020702
ours,front_sum_fy,-26.68219325217879
ours,front_sum_fy,-25.77076092722683
ours,front_sum_fy,-24.07819572395647
ours,front_sum_fy,-21.627644042223864
ours,front_sum_fy,-23.66114736476392
ours,front_sum_fy,-24.297977632318847
ours,front_sum_fy,-24.170937394622285
ours,front_sum_fy,-21.42335148784329
ours,front_sum_fy,-20.966143567833228
ours,front_sum_fy,-22.82659186030996
ours,front_sum_fy,-25.146304133184657
ours,front_sum_fy,-24.09734006813757
ours,front_sum_fy,-23.311421095668294
ours,front_sum_fy,-20.61783630222061
ours,front_sum_fy,-19.42282378050467
ours,front_sum_fy,-10.394559923121292
ours,front_sum_fy,-16.55401926290969
ours,front_sum_fy,-28.289827337155373
ours,front_sum_fy,-23.72408151792324
ours,front_sum_fy,-11.5732701074228
ours,front_sum_fy,-7.661463987111077
ours,front_sum_fy,-10.72465114273281
ours,front_sum_fy,-11.6226949527573
ours,front_sum_fy,-12.532574631355018
ours,front_sum_fy,-8.958585758057609
ours,front_sum_fy,-6.124715218883431
ours,front_sum_fy,-5.791919524686236
ours,front_sum_fy,-4.68110964080725
ours,front_sum_fy,-3.2234803316600917
ours,front_sum_fy,-1.2725954943270423
ours,front_sum_fy,1.9045329941947564
ours,front_sum_fy,10.512163933206722
ours,front_sum_fy,21.468723922063106
ours,front_sum_fy,28.184354468718027
ours,front_sum_fy,31.894246415385453
ours,front_sum_fy,35.82654057872492
ours,front_sum_fy,41.124112520744234
ours,front_sum_fy,46.72487984239933
ours,front_sum_fy,46.17091982485226
ours,front_sum_fy,32.166868046063314
ours,front_sum_fy,24.14993957195469
ours,front_sum_fy,25.128311586303766
ours,front_sum_fy,37.50465681759917
ours,front_sum_fy,44.598878776877484
ours,front_sum_fy,40.829065120915175
ours,front_sum_fy,28.46535983211558
ours,front_sum_fy,18.38968933642542
ours,front_sum_fy,8.292638675323133
ours,front_sum_fy,-14.81022726022163
ours,front_sum_fy,-36.142334263558155
ours,front_sum_fy,-37.6843042121192
ours,front_sum_fy,-44.95255450666349
ours,front_sum_fy,-49.44856991157775
ours,front_sum_fy,-46.709930676518184
ours,front_sum_fy,-22.80482285688481
ours,front_sum_fy,6.472529035549201
ours,front_sum_fy,27.56440082944573
ours,front_sum_fy,57.4278341810367
ours,front_sum_fy,14.695611995961144
ours,front_sum_fy,-37.06362395786482
ours,front_sum_fy,-42.04973462966757
ours,front_sum_fy,-38.196479519821196
ours,front_sum_fy,-36.18349427622866
ours,front_sum_fy,-46.17101167852729
ours,front_sum_fy,-38.17361931016961
ours,front_sum_fy,-18.650444019232708
ours,front_sum_fy,-7.962583411625474
ours,front_sum_fy,-1.9507509594611356
ours,front_sum_fy,3.798815834547515
ours,front_sum_fy,11.530616640563373
ours,front_sum_fy,22.030335732293466
ours,front_sum_fy,31.391237528726037
ours,front_sum_fy,39.000472398900285
ours,front_sum_fy,45.744621157800964
ours,front_sum_fy,46.65772030868186
ours,front_sum_fy,51.01323866894302
ours,front_sum_fy,52.087947948287024
ours,front_sum_fy,48.41674222555815
ours,front_sum_fy,47.57510484453883
ours,front_sum_fy,48.112454445801404
ours,front_sum_fy,47.40783048731521
ours,front_sum_fy,42.431212827730974
ours,front_sum_fy,49.3388103298343
ours,front_sum_fy,46.589226033264026
ours,front_sum_fy,48.984795022309754
ours,front_sum_fy,47.64018232510341
ours,front_sum_fy,49.4590127184137
ours,front_sum_fy,47.33018132386553
ours,front_sum_fy,44.266761080394076
ours,front_sum_fy,39.97158283453092
ours,front_sum_fy,28.974980526151057
ours,front_sum_fy,24.823920893946706
ours,front_sum_fy,1.415085924406867
ours,front_sum_fy,17.684967640919695
ours,front_sum_fy,9.910331733905991
ours,front_sum_fy,-16.15896051824825
ours,front_sum_fy,-16.06351991794486
ours,front_sum_fy,-15.183213144487013
ours,front_sum_fy,-5.2002752169926225
ours,front_sum_fy,-23.31724158803752
ours,front_sum_fy,-62.40974133112945
ours,front_sum_fy,-24.03470300130482
ours,front_sum_fy,-24.45361796621353
ours,front_sum_fy,-27.256795129511715
