scenario,signal,series,t_s,value
ours,front_sum_fy,ground_truth,0.0,-187.59278869628906
ours,front_sum_fy,ground_truth,0.066,-188.03203582763672
ours,front_sum_fy,ground_truth,0.132,-190.84349822998047
ours,front_sum_fy,ground_truth,0.165,-190.9779281616211
ours,front_sum_fy,ground_truth,0.198,-191.3873519897461
ours,front_sum_fy,ground_truth,0.264,-217.26897430419922
ours,front_sum_fy,ground_truth,0.33,-219.42733764648438
ours,front_sum_fy,ground_truth,0.363,-216.60245513916016
ours,front_sum_fy,ground_truth,0.396,-239.3545913696289
ours,front_sum_fy,ground_truth,0.462,-245.28115844726562
ours,front_sum_fy,ground_truth,0.528,-246.65110778808594
ours,front_sum_fy,ground_truth,0.561,-247.4290542602539
ours,front_sum_fy,ground_truth,0.594,-265.4190368652344
ours,front_sum_fy,ground_truth,0.66,-265.1579132080078
ours,front_sum_fy,ground_truth,0.726,-275.6075744628906
ours,front_sum_fy,ground_truth,0.792,-280.005859375
ours,front_sum_fy,ground_truth,0.858,-302.2270050048828
ours,front_sum_fy,ground_truth,0.924,-306.8940734863281
ours,front_sum_fy,ground_truth,0.99,-314.92889404296875
ours,front_sum_fy,ground_truth,1.056,-365.3595275878906
ours,front_sum_fy,ground_truth,1.122,-352.3184051513672
ours,front_sum_fy,ground_truth,1.188,-370.6803741455078
ours,front_sum_fy,ground_truth,1.254,-417.70631408691406
ours,front_sum_fy,ground_truth,1.287,-430.4697570800781
ours,front_sum_fy,ground_truth,1.32,-422.3111572265625
ours,front_sum_fy,ground_truth,1.386,-424.5182342529297
ours,front_sum_fy,ground_truth,1.452,-466.3699035644531
ours,front_sum_fy,ground_truth,1.485,-477.3707580566406
ours,front_sum_fy,ground_truth,1.518,-468.3370361328125
ours,front_sum_fy,ground_truth,1.584,-485.8544616699219
ours,front_sum_fy,ground_truth,1.65,-498.61346435546875
ours,front_sum_fy,ground_truth,1.683,-527.1841430664062
ours,front_sum_fy,ground_truth,1.716,-525.6135559082031
ours,front_sum_fy,ground_truth,1.782,-542.7312622070312
ours,front_sum_fy,ground_truth,1.848,-571.3105163574219
ours,front_sum_fy,ground_truth,1.881,-582.0608520507812
ours,front_sum_fy,ground_truth,1.914,-579.9707946777344
ours,front_sum_fy,ground_truth,1.98,-575.5253295898438
ours,front_sum_fy,ground_truth,2.046,-614.259765625
ours,front_sum_fy,ground_truth,2.112,-621.8993530273438
ours,front_sum_fy,ground_truth,2.178,-625.645263671875
ours,front_sum_fy,ground_truth,2.244,-623.9385986328125
ours,front_sum_fy,ground_truth,2.31,-638.6069030761719
ours,front_sum_fy,ground_truth,2.376,-691.4054870605469
ours,front_sum_fy,ground_truth,2.442,-652.3630981445312
ours,front_sum_fy,ground_truth,2.508,-660.1618041992188
ours,front_sum_fy,ground_truth,2.574,-658.8132629394531
ours,front_sum_fy,ground_truth,2.607,-663.3026428222656
ours,front_sum_fy,ground_truth,2.64,-651.6257019042969
ours,front_sum_fy,ground_truth,2.706,-650.9198608398438
ours,front_sum_fy,ground_truth,2.772,-694.3854370117188
ours,front_sum_fy,ground_truth,2.805,-666.0650024414062
ours,front_sum_fy,ground_truth,2.904,-658.0661315917969
ours,front_sum_fy,ground_truth,2.97,-651.3078308105469
ours,front_sum_fy,ground_truth,3.003,-645.8211364746094
ours,front_sum_fy,ground_truth,3.036,-641.6663208007812
ours,front_sum_fy,ground_truth,3.102,-631.2757568359375
ours,front_sum_fy,ground_truth,3.168,-614.9640808105469
ours,front_sum_fy,ground_truth,3.201,-608.7944641113281
ours,front_sum_fy,ground_truth,3.234,-605.4859619140625
ours,front_sum_fy,ground_truth,3.3,-593.9556274414062
ours,front_sum_fy,ground_truth,3.366,-577.228759765625
ours,front_sum_fy,ground_truth,3.432,-614.9416198730469
ours,front_sum_fy,ground_truth,3.498,-550.3157653808594
ours,front_sum_fy,ground_truth,3.564,-534.7553100585938
ours,front_sum_fy,ground_truth,3.63,-517.2069396972656
ours,front_sum_fy,ground_truth,3.696,-508.15049743652344
ours,front_sum_fy,ground_truth,3.762,-500.97511291503906
ours,front_sum_fy,ground_truth,3.828,-488.15773010253906
ours,front_sum_fy,ground_truth,3.894,-482.6734313964844
ours,front_sum_fy,ground_truth,3.96,-485.54115295410156
ours,front_sum_fy,ground_truth,4.026,-465.2342987060547
ours,front_sum_fy,ground_truth,4.092,-465.6741638183594
ours,front_sum_fy,ground_truth,4.125,-457.44520568847656
ours,front_sum_fy,ground_truth,4.158,-457.3119201660156
ours,front_sum_fy,ground_truth,4.224,-444.3068084716797
ours,front_sum_fy,ground_truth,4.29,-450.75267028808594
ours,front_sum_fy,ground_truth,4.323,-445.4195556640625
ours,front_sum_fy,ground_truth,4.356,-457.9933624267578
ours,front_sum_fy,ground_truth,4.422,-450.7915344238281
ours,front_sum_fy,ground_truth,4.488,-454.83583068847656
ours,front_sum_fy,ground_truth,4.521,-453.0763244628906
ours,front_sum_fy,ground_truth,4.554,-474.7893981933594
ours,front_sum_fy,ground_truth,4.62,-476.1465301513672
ours,front_sum_fy,ground_truth,4.686,-472.5445556640625
ours,front_sum_fy,ground_truth,4.752,-497.3445129394531
ours,front_sum_fy,ground_truth,4.818,-498.0415954589844
ours,front_sum_fy,ground_truth,4.884,-494.0886535644531
ours,front_sum_fy,ground_truth,4.95,-522.7726135253906
ours,front_sum_fy,ground_truth,5.016,-516.7651977539062
ours,front_sum_fy,ground_truth,5.082,-513.6725616455078
ours,front_sum_fy,ground_truth,5.148,-522.1885223388672
ours,front_sum_fy,ground_truth,5.214,-529.7950134277344
ours,front_sum_fy,ground_truth,5.247,-548.1524658203125
ours,front_sum_fy,ground_truth,5.28,-533.7431945800781
ours,front_sum_fy,ground_truth,5.346,-555.5815734863281
ours,front_sum_fy,ground_truth,5.412,-542.5931091308594
ours,front_sum_fy,ground_truth,5.478,-557.3051147460938
ours,front_sum_fy,ground_truth,5.544,-558.4320678710938
ours,front_sum_fy,ground_truth,5.61,-559.786865234375
ours,front_sum_fy,ground_truth,5.643,-534.9011535644531
ours,front_sum_fy,ground_truth,5.676,-542.2410278320312
ours,front_sum_fy,ground_truth,5.742,-566.5256652832031
ours,front_sum_fy,ground_truth,5.808,-523.9964599609375
ours,front_sum_fy,ground_truth,5.841,-533.5373840332031
ours,front_sum_fy,ground_truth,5.874,-545.8365478515625
ours,front_sum_fy,ground_truth,5.94,-546.24365234375
ours,front_sum_fy,ground_truth,6.006,-535.3305358886719
ours,front_sum_fy,ground_truth,6.072,-536.6964721679688
ours,front_sum_fy,ground_truth,6.138,-543.8511657714844
ours,front_sum_fy,ground_truth,6.204,-546.3208923339844
ours,front_sum_fy,ground_truth,6.27,-552.0263671875
ours,front_sum_fy,ground_truth,6.336,-573.0505065917969
ours,front_sum_fy,ground_truth,6.402,-581.6252136230469
ours,front_sum_fy,ground_truth,6.468,-579.0162048339844
ours,front_sum_fy,ground_truth,6.534,-587.6557312011719
ours,front_sum_fy,ground_truth,6.6,-637.1793823242188
ours,front_sum_fy,ground_truth,6.732,-644.45849609375
ours,front_sum_fy,ground_truth,6.765,-643.8169555664062
ours,front_sum_fy,ground_truth,6.798,-654.1024475097656
ours,front_sum_fy,ground_truth,6.864,-663.7217712402344
ours,front_sum_fy,ground_truth,6.93,-675.5565185546875
ours,front_sum_fy,ground_truth,6.963,-689.5881042480469
ours,front_sum_fy,ground_truth,6.996,-685.27783203125
ours,front_sum_fy,ground_truth,7.062,-696.7792053222656
ours,front_sum_fy,ground_truth,7.128,-681.7841796875
ours,front_sum_fy,ground_truth,7.161,-704.8254089355469
ours,front_sum_fy,ground_truth,7.194,-685.6642150878906
ours,front_sum_fy,ground_truth,7.26,-707.7435607910156
ours,front_sum_fy,ground_truth,7.326,-680.0805969238281
ours,front_sum_fy,ground_truth,7.392,-658.8182983398438
ours,front_sum_fy,ground_truth,7.458,-648.8765869140625
ours,front_sum_fy,ground_truth,7.524,-667.0783386230469
ours,front_sum_fy,ground_truth,7.59,-608.0101928710938
ours,front_sum_fy,ground_truth,7.656,-604.0334167480469
ours,front_sum_fy,ground_truth,7.722,-592.7535400390625
ours,front_sum_fy,ground_truth,7.788,-572.9231262207031
ours,front_sum_fy,ground_truth,7.854,-555.4696350097656
ours,front_sum_fy,ground_truth,7.887,-553.21484375
ours,front_sum_fy,ground_truth,7.92,-545.7521362304688
ours,front_sum_fy,ground_truth,7.953,-539.4055786132812
ours,front_sum_fy,ground_truth,8.118,-509.6881408691406
ours,front_sum_fy,ground_truth,8.283,-497.46641540527344
ours,front_sum_fy,ground_truth,8.448,-500.0283508300781
ours,front_sum_fy,ground_truth,8.613,-503.86602783203125
ours,front_sum_fy,ground_truth,8.778,-532.239013671875
ours,front_sum_fy,ground_truth,8.943,-523.8179931640625
ours,front_sum_fy,ground_truth,9.108,-531.7938842773438
ours,front_sum_fy,ground_truth,9.273,-539.0857238769531
ours,front_sum_fy,ground_truth,9.438,-551.7777099609375
ours,front_sum_fy,ground_truth,9.603,-577.3945007324219
ours,front_sum_fy,ground_truth,9.702,-576.9662475585938
ours,front_sum_fy,ground_truth,9.735,-619.1247253417969
ours,front_sum_fy,ground_truth,9.768,-620.8497314453125
ours,front_sum_fy,ground_truth,9.801,-585.8168334960938
ours,front_sum_fy,ground_truth,9.867,-598.0706787109375
ours,front_sum_fy,ground_truth,9.9,-600.9901123046875
ours,front_sum_fy,ground_truth,9.933,-609.8748779296875
ours,front_sum_fy,ground_truth,9.966,-616.8836059570312
ours,front_sum_fy,ground_truth,9.999,-577.5267639160156
ours,front_sum_fy,ground_truth,10.065,-598.7365417480469
ours,front_sum_fy,ground_truth,10.098,-603.2895812988281
ours,front_sum_fy,ground_truth,10.131,-605.9644165039062
ours,front_sum_fy,ground_truth,10.164,-597.1746215820312
ours,front_sum_fy,ground_truth,10.197,-574.8383178710938
ours,front_sum_fy,ground_truth,10.263,-573.2586059570312
ours,front_sum_fy,ground_truth,10.296,-582.1807250976562
ours,front_sum_fy,ground_truth,10.329,-582.0994873046875
ours,front_sum_fy,ground_truth,10.395,-584.5304870605469
ours,front_sum_fy,ground_truth,10.461,-561.5533142089844
ours,front_sum_fy,ground_truth,10.494,-562.5511169433594
ours,front_sum_fy,ground_truth,10.527,-547.1732788085938
ours,front_sum_fy,ground_truth,10.56,-553.7998046875
ours,front_sum_fy,ground_truth,10.626,-546.6010437011719
ours,front_sum_fy,ground_truth,10.758,-522.2501831054688
ours,front_sum_fy,ground_truth,10.923,-483.1887512207031
ours,front_sum_fy,ground_truth,11.088,-455.7401123046875
ours,front_sum_fy,ground_truth,11.253,-403.644775390625
ours,front_sum_fy,ground_truth,11.418,-398.4628448486328
ours,front_sum_fy,ground_truth,11.583,-357.53717041015625
ours,front_sum_fy,ground_truth,11.616,-354.50563049316406
ours,front_sum_fy,ground_truth,11.649,-357.3058776855469
ours,front_sum_fy,ground_truth,11.715,-358.87754821777344
ours,front_sum_fy,ground_truth,11.781,-349.12171936035156
ours,front_sum_fy,ground_truth,11.814,-351.25547790527344
ours,front_sum_fy,ground_truth,11.847,-356.9784393310547
ours,front_sum_fy,ground_truth,11.913,-358.4469757080078
ours,front_sum_fy,ground_truth,11.946,-386.1824188232422
ours,front_sum_fy,ground_truth,11.979,-344.2246856689453
ours,front_sum_fy,ground_truth,12.012,-341.4057312011719
ours,front_sum_fy,ground_truth,12.045,-343.99806213378906
ours,front_sum_fy,ground_truth,12.111,-377.1949005126953
ours,front_sum_fy,ground_truth,12.144,-348.93077087402344
ours,front_sum_fy,ground_truth,12.177,-324.51551818847656
ours,front_sum_fy,ground_truth,12.21,-325.9488983154297
ours,front_sum_fy,ground_truth,12.243,-329.3328094482422
ours,front_sum_fy,ground_truth,12.309,-329.10447692871094
ours,front_sum_fy,ground_truth,12.342,-332.805908203125
ours,front_sum_fy,ground_truth,12.375,-305.0394744873047
ours,front_sum_fy,ground_truth,12.408,-310.8935546875
ours,front_sum_fy,ground_truth,12.441,-352.10650634765625
ours,front_sum_fy,ground_truth,12.507,-314.41485595703125
ours,front_sum_fy,ground_truth,12.54,-319.5595397949219
ours,front_sum_fy,ground_truth,12.573,-271.7938690185547
ours,front_sum_fy,ground_truth,12.639,-307.81072998046875
ours,front_sum_fy,ground_truth,12.705,-320.6576690673828
ours,front_sum_fy,ground_truth,12.738,-304.69859313964844
ours,front_sum_fy,ground_truth,12.804,-244.19384002685547
ours,front_sum_fy,ground_truth,12.936,-238.29507446289062
ours,front_sum_fy,ground_truth,13.002,-190.79388427734375
ours,front_sum_fy,ground_truth,13.167,-138.83807373046875
ours,front_sum_fy,ground_truth,13.332,-126.90748596191406
ours,front_sum_fy,ground_truth,13.497,-94.07494354248047
ours,front_sum_fy,ground_truth,13.662,-48.92695999145508
ours,front_sum_fy,ground_truth,13.794,-17.46460723876953
ours,front_sum_fy,ground_truth,13.926,-18.875934600830078
ours,front_sum_fy,ground_truth,13.959,-13.743020057678223
ours,front_sum_fy,ground_truth,14.025,-24.352598190307617
ours,front_sum_fy,ground_truth,14.091,-22.962672233581543
ours,front_sum_fy,ground_truth,14.124,-19.469515800476074
ours,front_sum_fy,ground_truth,14.157,-22.367937088012695
ours,front_sum_fy,ground_truth,14.19,-19.930933952331543
ours,front_sum_fy,ground_truth,14.256,-34.45826530456543
ours,front_sum_fy,ground_truth,14.421,-51.53420639038086
ours,front_sum_fy,ground_truth,14.586,-67.29591751098633
ours,front_sum_fy,ground_truth,14.751,-88.78866958618164
ours,front_sum_fy,ground_truth,14.916,-109.1797981262207
ours,front_sum_fy,ground_truth,15.081,-118.41230010986328
ours,front_sum_fy,ground_truth,15.246,-121.47380828857422
ours,front_sum_fy,ground_truth,15.411,-119.13499069213867
ours,front_sum_fy,ground_truth,15.576,-112.17282485961914
ours,front_sum_fy,ground_truth,15.741,-114.28385543823242
ours,front_sum_fy,ground_truth,15.906,-120.30208969116211
ours,front_sum_fy,ground_truth,16.071,-126.42667388916016
ours,front_sum_fy,ground_truth,16.236,-137.309326171875
ours,front_sum_fy,ground_truth,16.368,-144.64645385742188
ours,front_sum_fy,ground_truth,16.533,-156.86028289794922
ours,front_sum_fy,ground_truth,16.698,-169.70510864257812
ours,front_sum_fy,ground_truth,16.863,-187.9970703125
ours,front_sum_fy,ground_truth,17.028,-202.7993927001953
ours,front_sum_fy,ground_truth,17.193,-207.88216400146484
ours,front_sum_fy,ground_truth,17.358,-214.5915298461914
ours,front_sum_fy,ground_truth,17.523,-208.26058197021484
ours,front_sum_fy,ground_truth,17.688,-210.8072967529297
ours,front_sum_fy,ground_truth,17.853,-254.00940704345703
ours,front_sum_fy,ground_truth,18.018,-280.1109313964844
ours,front_sum_fy,ground_truth,18.051,-284.3798370361328
ours,front_sum_fy,ground_truth,18.216,-293.9765930175781
ours,front_sum_fy,ground_truth,18.381,-272.31153869628906
ours,front_sum_fy,ground_truth,18.546,-249.64678955078125
ours,front_sum_fy,ground_truth,18.711,-212.15071868896484
ours,front_sum_fy,ground_truth,18.876,-193.37474060058594
ours,front_sum_fy,ground_truth,19.041,-195.41841888427734
ours,front_sum_fy,ground_truth,19.206,-208.0921859741211
ours,front_sum_fy,ground_truth,19.371,-240.74713897705078
ours,front_sum_fy,ground_truth,19.536,-263.3884582519531
ours,front_sum_fy,ground_truth,19.701,-302.6306610107422
ours,front_sum_fy,ground_truth,19.866,-332.74522399902344
ours,front_sum_fy,ground_truth,20.031,-338.1451721191406
ours,front_sum_fy,ground_truth,20.196,-359.13978576660156
ours,front_sum_fy,ground_truth,20.361,-380.0183410644531
ours,front_sum_fy,ground_truth,20.526,-402.4073181152344
ours,front_sum_fy,ground_truth,20.691,-408.14251708984375
ours,front_sum_fy,ground_truth,20.856,-439.7271423339844
ours,front_sum_fy,ground_truth,21.021,-396.47833251953125
ours,front_sum_fy,ground_truth,21.186,-357.1528625488281
ours,front_sum_fy,ground_truth,21.351,-284.60765075683594
ours,front_sum_fy,ground_truth,21.516,-238.29732513427734
ours,front_sum_fy,ground_truth,21.681,-272.03285217285156
ours,front_sum_fy,ground_truth,21.846,-287.4219512939453
ours,front_sum_fy,ground_truth,22.011,-336.9265441894531
ours,front_sum_fy,ground_truth,22.176,-391.72608947753906
ours,front_sum_fy,ground_truth,22.341,-466.47808837890625
ours,front_sum_fy,ground_truth,22.506,-483.3431854248047
ours,front_sum_fy,ground_truth,22.671,-507.44476318359375
ours,front_sum_fy,ground_truth,22.836,-516.9732513427734
ours,front_sum_fy,ground_truth,23.001,-499.29429626464844
ours,front_sum_fy,ground_truth,23.166,-455.69590759277344
ours,front_sum_fy,ground_truth,23.331,-406.5377960205078
ours,front_sum_fy,ground_truth,23.496,-334.95709228515625
ours,front_sum_fy,ground_truth,23.661,-285.40736389160156
ours,front_sum_fy,ground_truth,23.826,-237.80606842041016
ours,front_sum_fy,ground_truth,23.991,-218.30875396728516
ours,front_sum_fy,ground_truth,24.156,-225.5627899169922
ours,front_sum_fy,ground_truth,24.321,-250.14195251464844
ours,front_sum_fy,ground_truth,24.486,-307.1504669189453
ours,front_sum_fy,ground_truth,24.651,-353.1385498046875
ours,front_sum_fy,ground_truth,24.816,-369.90972900390625
ours,front_sum_fy,ground_truth,24.981,-381.7426300048828
ours,front_sum_fy,ground_truth,25.146,-305.310546875
ours,front_sum_fy,ground_truth,25.311,-279.32769775390625
ours,front_sum_fy,ground_truth,25.476,-221.21550750732422
ours,front_sum_fy,ground_truth,25.641,-186.6809310913086
ours,front_sum_fy,ground_truth,25.806,-182.4614028930664
ours,front_sum_fy,ground_truth,25.971,-170.23806762695312
ours,front_sum_fy,ground_truth,26.136,-168.879150390625
ours,front_sum_fy,ground_truth,26.301,-157.58783721923828
ours,front_sum_fy,ground_truth,26.466,-145.38636016845703
ours,front_sum_fy,ground_truth,26.631,-129.7685890197754
ours,front_sum_fy,ground_truth,26.796,-112.19695281982422
ours,front_sum_fy,ground_truth,26.961,-99.51185607910156
ours,front_sum_fy,ground_truth,27.126,-90.3333625793457
ours,front_sum_fy,ground_truth,27.291,-95.24740219116211
ours,front_sum_fy,ground_truth,27.456,-100.54930877685547
ours,front_sum_fy,ground_truth,27.621,-99.43661499023438
ours,front_sum_fy,ground_truth,27.786,-95.83961868286133
ours,front_sum_fy,ground_truth,27.951,-80.90093612670898
ours,front_sum_fy,ground_truth,28.116,-63.513864517211914
ours,front_sum_fy,ground_truth,28.281,-42.83416748046875
ours,front_sum_fy,ground_truth,28.446,-17.584712982177734
ours,front_sum_fy,ground_truth,28.611,-9.954267978668213
ours,front_sum_fy,ground_truth,28.776,1.3918287754058838
ours,front_sum_fy,ground_truth,28.941,7.221954345703125
ours,front_sum_fy,ground_truth,29.106,8.469599723815918
ours,front_sum_fy,ground_truth,29.271,5.253917694091797
ours,front_sum_fy,ground_truth,29.436,-1.587494969367981
ours,front_sum_fy,ground_truth,29.601,-10.780560970306396
ours,front_sum_fy,ground_truth,29.766,-13.537188053131104
ours,front_sum_fy,ground_truth,29.931,-21.44489097595215
ours,front_sum_fy,ground_truth,30.096,-23.642321586608887
ours,front_sum_fy,ground_truth,30.261,-30.536416053771973
ours,front_sum_fy,ground_truth,30.426,-36.93044853210449
ours,front_sum_fy,ground_truth,30.591,-27.894062995910645
ours,front_sum_fy,ground_truth,30.756,-19.34866237640381
ours,front_sum_fy,ground_truth,30.921,-17.903307914733887
ours,front_sum_fy,ground_truth,31.086,-13.796350955963135
ours,front_sum_fy,ground_truth,31.251,-10.043018341064453
ours,front_sum_fy,ground_truth,31.416,-10.663729667663574
ours,front_sum_fy,ground_truth,31.581,-7.097088813781738
ours,front_sum_fy,ground_truth,31.746,-8.10730242729187
ours,front_sum_fy,ground_truth,31.911,-14.171319961547852
ours,front_sum_fy,ground_truth,32.076,-8.344295024871826
ours,front_sum_fy,ground_truth,32.241,-3.5332504510879517
ours,front_sum_fy,ground_truth,32.406,-3.6254818439483643
ours,front_sum_fy,ground_truth,32.571,-7.067992687225342
ours,front_sum_fy,ground_truth,32.736,-12.709055423736572
ours,front_sum_fy,ground_truth,32.901,-13.018146514892578
ours,front_sum_fy,ground_truth,33.066,-35.08872032165527
ours,front_sum_fy,ground_truth,33.231,-41.31589126586914
ours,front_sum_fy,ground_truth,33.396,-38.316904067993164
ours,front_sum_fy,ground_truth,33.561,-34.46090126037598
ours,front_sum_fy,ground_truth,33.726,-30.234601974487305
ours,front_sum_fy,ground_truth,33.891,-22.54196834564209
ours,front_sum_fy,ground_truth,34.056,-19.819154739379883
ours,front_sum_fy,ground_truth,34.221,-13.19531774520874
ours,front_sum_fy,ground_truth,34.386,-8.951215744018555
ours,front_sum_fy,ground_truth,34.551,-8.538992404937744
ours,front_sum_fy,ground_truth,34.716,-7.7455432415008545
ours,front_sum_fy,ground_truth,34.881,-15.641106128692627
ours,front_sum_fy,ground_truth,35.046,-12.212123394012451
ours,front_sum_fy,ground_truth,35.211,-14.560378074645996
ours,front_sum_fy,ground_truth,35.376,-17.463106155395508
ours,front_sum_fy,ground_truth,35.541,-24.20603656768799
ours,front_sum_fy,ground_truth,35.706,-32.03613471984863
ours,front_sum_fy,ground_truth,35.871,-34.70750427246094
ours,front_sum_fy,ground_truth,36.036,-37.46191596984863
ours,front_sum_fy,ground_truth,36.201,-35.711050033569336
ours,front_sum_fy,ground_truth,36.366,-30.67334270477295
ours,front_sum_fy,ground_truth,36.531,-24.26684856414795
ours,front_sum_fy,ground_truth,36.696,-20.738083839416504
ours,front_sum_fy,ground_truth,36.861,-15.167258262634277
ours,front_sum_fy,ground_truth,37.026,-9.385512351989746
ours,front_sum_fy,ground_truth,37.191,-11.683911323547363
ours,front_sum_fy,ground_truth,37.356,-10.737748622894287
ours,front_sum_fy,ground_truth,37.521,-5.722259759902954
ours,front_sum_fy,ground_truth,37.686,-5.38891339302063
ours,front_sum_fy,ground_truth,37.851,-7.146029472351074
ours,front_sum_fy,ground_truth,38.016,-9.610224723815918
ours,front_sum_fy,ground_truth,38.181,-14.472514629364014
ours,front_sum_fy,ground_truth,38.346,-21.064826011657715
ours,front_sum_fy,ground_truth,38.511,-30.656664848327637
ours,front_sum_fy,ground_truth,38.676,-39.56264877319336
ours,front_sum_fy,ground_truth,38.841,-46.64627647399902
ours,front_sum_fy,ground_truth,39.006,-47.86849403381348
ours,front_sum_fy,ground_truth,39.171,-47.919307708740234
ours,front_sum_fy,ground_truth,39.336,-53.94489097595215
ours,front_sum_fy,ground_truth,39.501,-83.3101577758789
ours,front_sum_fy,ground_truth,39.666,-116.5265007019043
ours,front_sum_fy,ground_truth,39.831,-152.82540893554688
ours,front_sum_fy,ground_truth,39.996,-188.61824798583984
ours,front_sum_fy,ground_truth,40.161,-220.58173370361328
ours,front_sum_fy,ground_truth,40.326,-246.48719024658203
ours,front_sum_fy,ground_truth,40.491,-298.9462585449219
ours,front_sum_fy,ground_truth,40.656,-280.0503845214844
ours,front_sum_fy,ground_truth,40.821,-275.88587951660156
ours,front_sum_fy,ground_truth,40.986,-284.52130126953125
ours,front_sum_fy,ground_truth,41.151,-273.7577667236328
ours,front_sum_fy,ground_truth,41.316,-266.2421569824219
ours,front_sum_fy,ground_truth,41.481,-276.0503234863281
ours,front_sum_fy,ground_truth,41.646,-294.6743927001953
ours,front_sum_fy,ground_truth,41.811,-310.50001525878906
ours,front_sum_fy,ground_truth,41.976,-336.108642578125
ours,front_sum_fy,ground_truth,42.141,-364.03759765625
ours,front_sum_fy,ground_truth,42.306,-375.35487365722656
ours,front_sum_fy,ground_truth,42.471,-418.41650390625
ours,front_sum_fy,ground_truth,42.636,-442.58262634277344
ours,front_sum_fy,ground_truth,42.801,-491.23651123046875
ours,front_sum_fy,ground_truth,42.966,-522.0237121582031
ours,front_sum_fy,ground_truth,43.296,-587.9007568359375
ours,front_sum_fy,ground_truth,43.461,-667.6654663085938
ours,front_sum_fy,ground_truth,43.626,-753.4697875976562
ours,front_sum_fy,ground_truth,43.791,-675.0621337890625
ours,front_sum_fy,ground_truth,43.956,-672.0614013671875
ours,front_sum_fy,ground_truth,44.286,-591.7930908203125
ours,front_sum_fy,ground_truth,44.451,-512.6644897460938
ours,front_sum_fy,ground_truth,44.616,-437.4441223144531
ours,front_sum_fy,ground_truth,44.781,-415.5851745605469
ours,front_sum_fy,ground_truth,44.946,-433.95460510253906
ours,front_sum_fy,ground_truth,45.111,-450.2928009033203
ours,front_sum_fy,ground_truth,45.276,-524.9767913818359
ours,front_sum_fy,ground_truth,45.441,-509.255126953125
ours,front_sum_fy,ground_truth,45.606,-511.1956787109375
ours,front_sum_fy,ground_truth,45.771,-523.6883544921875
ours,front_sum_fy,ground_truth,45.936,-503.3544158935547
ours,front_sum_fy,ground_truth,46.101,-478.9541320800781
ours,front_sum_fy,ground_truth,46.266,-461.1517028808594
ours,front_sum_fy,ground_truth,46.431,-439.6273193359375
ours,front_sum_fy,ground_truth,46.596,-444.5973358154297
ours,front_sum_fy,ground_truth,46.761,-419.34173583984375
ours,front_sum_fy,ground_truth,46.926,-398.42787170410156
ours,front_sum_fy,ground_truth,47.091,-384.4190979003906
ours,front_sum_fy,ground_truth,47.256,-374.15565490722656
ours,front_sum_fy,ground_truth,47.421,-353.9294128417969
ours,front_sum_fy,ground_truth,47.586,-352.78448486328125
ours,front_sum_fy,ground_truth,47.751,-328.56398010253906
ours,front_sum_fy,ground_truth,47.916,-301.7384948730469
ours,front_sum_fy,ground_truth,48.081,-303.974365234375
ours,front_sum_fy,ground_truth,48.246,-258.7814025878906
ours,front_sum_fy,ground_truth,48.411,-221.75914001464844
ours,front_sum_fy,ground_truth,48.576,-188.4725341796875
ours,front_sum_fy,ground_truth,48.741,-140.4751739501953
ours,front_sum_fy,ground_truth,48.906,-166.50345611572266
ours,front_sum_fy,ground_truth,49.071,-173.54503631591797
ours,front_sum_fy,ground_truth,49.236,-245.21200561523438
ours,front_sum_fy,ground_truth,49.401,-242.21515655517578
ours,front_sum_fy,ground_truth,49.566,-206.86505889892578
ours,front_sum_fy,ground_truth,49.731,-180.83433532714844
ours,front_sum_fy,ground_truth,49.896,-135.48721313476562
ours,front_sum_fy,ground_truth,49.929,-120.35332870483398
ours,front_sum_fy,ground_truth,50.028,-101.90827941894531
ours,front_sum_fy,ground_truth,50.094,-86.51297760009766
ours,front_sum_fy,ground_truth,50.127,-82.84945297241211
ours,front_sum_fy,ground_truth,50.16,-88.30684280395508
ours,front_sum_fy,ground_truth,50.226,-84.32406997680664
ours,front_sum_fy,ground_truth,50.259,-82.37373733520508
ours,front_sum_fy,ground_truth,50.292,-78.8118896484375
ours,front_sum_fy,ground_truth,50.325,-77.87809371948242
ours,front_sum_fy,ground_truth,50.358,-84.86933898925781
ours,front_sum_fy,ground_truth,50.424,-85.04010009765625
ours,front_sum_fy,ground_truth,50.457,-85.66064453125
ours,front_sum_fy,ground_truth,50.49,-83.32946014404297
ours,front_sum_fy,ground_truth,50.523,-83.8890609741211
ours,front_sum_fy,ground_truth,50.556,-90.94381332397461
ours,front_sum_fy,ground_truth,50.622,-94.17902755737305
ours,front_sum_fy,ground_truth,50.655,-95.1680908203125
ours,front_sum_fy,ground_truth,50.688,-96.01241683959961
ours,front_sum_fy,ground_truth,50.754,-98.24897766113281
ours,front_sum_fy,ground_truth,50.82,-99.28407669067383
ours,front_sum_fy,ground_truth,50.853,-101.03751754760742
ours,front_sum_fy,ground_truth,50.886,-105.42183685302734
ours,front_sum_fy,ground_truth,50.919,-105.02702713012695
ours,front_sum_fy,ground_truth,50.952,-102.39153671264648
ours,front_sum_fy,ground_truth,51.018,-99.77314758300781
ours,front_sum_fy,ground_truth,51.051,-98.7387580871582
ours,front_sum_fy,ground_truth,51.183,-97.34952163696289
ours,front_sum_fy,ground_truth,51.348,-96.6825942993164
ours,front_sum_fy,ground_truth,51.513,-87.95301055908203
