scenario,signal,series,t_s,value
Baseline-NN-MSE,front_sum_fy,estimate,375.341998,4.562777998111939
Baseline-NN-MSE,front_sum_fy,estimate,375.407998,25.117965447183536
Baseline-NN-MSE,front_sum_fy,estimate,375.473998,55.260161869441575
Baseline-NN-MSE,front_sum_fy,estimate,375.539998,89.26765332090874
Baseline-NN-MSE,front_sum_fy,estimate,375.605998,109.58886640554954
Baseline-NN-MSE,front_sum_fy,estimate,375.671998,146.5382606420519
Baseline-NN-MSE,front_sum_fy,estimate,375.737998,164.9952626313529
Baseline-NN-MSE,front_sum_fy,estimate,375.803998,186.81100373015127
Baseline-NN-MSE,front_sum_fy,estimate,375.869998,213.99222976588482
Baseline-NN-MSE,front_sum_fy,estimate,375.935998,231.1346556773907
Baseline-NN-MSE,front_sum_fy,estimate,376.001998,260.06191818343825
Baseline-NN-MSE,front_sum_fy,estimate,376.067998,248.15433832445808
Baseline-NN-MSE,front_sum_fy,estimate,376.133998,264.9766494808212
Baseline-NN-MSE,front_sum_fy,estimate,376.166998,265.3978682859438
Baseline-NN-MSE,front_sum_fy,estimate,376.199998,270.96535513832737
Baseline-NN-MSE,front_sum_fy,estimate,376.265998,273.7373444633843
Baseline-NN-MSE,front_sum_fy,estimate,376.331998,280.31768256501846
Baseline-NN-MSE,front_sum_fy,estimate,376.364998,278.476880016472
Baseline-NN-MSE,front_sum_fy,estimate,376.397998,299.0598639364657
Baseline-NN-MSE,front_sum_fy,estimate,376.430998,301.65879943093034
Baseline-NN-MSE,front_sum_fy,estimate,376.463998,307.42418026672783
Baseline-NN-MSE,front_sum_fy,estimate,376.529998,340.8492591562184
Baseline-NN-MSE,front_sum_fy,estimate,376.562998,356.8140127671133
Baseline-NN-MSE,front_sum_fy,estimate,376.595998,339.70204644506737
Baseline-NN-MSE,front_sum_fy,estimate,376.628998,357.21447720058643
Baseline-NN-MSE,front_sum_fy,estimate,376.661998,350.4773206626635
Baseline-NN-MSE,front_sum_fy,estimate,376.727998,392.6581070609235
Baseline-NN-MSE,front_sum_fy,estimate,376.760998,410.95397887360286
Baseline-NN-MSE,front_sum_fy,estimate,376.793998,408.10565607139796
Baseline-NN-MSE,front_sum_fy,estimate,376.826998,424.0639477360437
Baseline-NN-MSE,front_sum_fy,estimate,376.859998,428.83189009342345
Baseline-NN-MSE,front_sum_fy,estimate,376.925998,444.2874023007325
Baseline-NN-MSE,front_sum_fy,estimate,376.958998,435.731481172489
Baseline-NN-MSE,front_sum_fy,estimate,376.991998,469.1588131238525
Baseline-NN-MSE,front_sum_fy,estimate,377.057998,517.5222526993839
Baseline-NN-MSE,front_sum_fy,estimate,377.123998,531.376031641709
Baseline-NN-MSE,front_sum_fy,estimate,377.156998,529.0285134389367
Baseline-NN-MSE,front_sum_fy,estimate,377.189998,560.1537212934137
Baseline-NN-MSE,front_sum_fy,estimate,377.255998,571.5987532432582
Baseline-NN-MSE,front_sum_fy,estimate,377.321998,622.6782221197177
Baseline-NN-MSE,front_sum_fy,estimate,377.387998,649.3821872831776
Baseline-NN-MSE,front_sum_fy,estimate,377.453998,636.667623105313
Baseline-NN-MSE,front_sum_fy,estimate,377.486998,647.5044331622546
Baseline-NN-MSE,front_sum_fy,estimate,377.519998,666.6718326832888
Baseline-NN-MSE,front_sum_fy,estimate,377.585998,676.0096693946637
Baseline-NN-MSE,front_sum_fy,estimate,377.651998,669.8096245422996
Baseline-NN-MSE,front_sum_fy,estimate,377.684998,676.5147726743542
Baseline-NN-MSE,front_sum_fy,estimate,377.717998,664.606587648232
Baseline-NN-MSE,front_sum_fy,estimate,377.783998,632.472834344757
Baseline-NN-MSE,front_sum_fy,estimate,377.849998,604.5735654158034
Baseline-NN-MSE,front_sum_fy,estimate,377.882998,599.5889629586391
Baseline-NN-MSE,front_sum_fy,estimate,377.915998,572.075883779027
Baseline-NN-MSE,front_sum_fy,estimate,377.981998,630.2099021408352
Baseline-NN-MSE,front_sum_fy,estimate,378.047998,565.250833261814
Baseline-NN-MSE,front_sum_fy,estimate,378.113998,529.6935537638626
Baseline-NN-MSE,front_sum_fy,estimate,378.179998,502.9024513341692
Baseline-NN-MSE,front_sum_fy,estimate,378.245998,489.54890322515683
Baseline-NN-MSE,front_sum_fy,estimate,378.311998,455.57893968789216
Baseline-NN-MSE,front_sum_fy,estimate,378.377998,441.05391777130603
Baseline-NN-MSE,front_sum_fy,estimate,378.443998,434.9239345624076
Baseline-NN-MSE,front_sum_fy,estimate,378.608998,404.37774974708964
Baseline-NN-MSE,front_sum_fy,estimate,378.773998,368.03625666554973
Baseline-NN-MSE,front_sum_fy,estimate,378.938998,356.6402413802657
Baseline-NN-MSE,front_sum_fy,estimate,379.103998,298.38465829508925
Baseline-NN-MSE,front_sum_fy,estimate,379.136998,287.43778196259257
Baseline-NN-MSE,front_sum_fy,estimate,379.169998,281.416081032742
Baseline-NN-MSE,front_sum_fy,estimate,379.202998,280.04864403985147
Baseline-NN-MSE,front_sum_fy,estimate,379.235998,268.8968092519619
Baseline-NN-MSE,front_sum_fy,estimate,379.301998,231.60913054087447
Baseline-NN-MSE,front_sum_fy,estimate,379.334998,236.79692158796993
Baseline-NN-MSE,front_sum_fy,estimate,379.367998,225.6722262123995
Baseline-NN-MSE,front_sum_fy,estimate,379.433998,212.6640820269733
Baseline-NN-MSE,front_sum_fy,estimate,379.499998,169.4993077668708
Baseline-NN-MSE,front_sum_fy,estimate,379.565998,151.72973947089986
Baseline-NN-MSE,front_sum_fy,estimate,379.631998,138.95240192458087
Baseline-NN-MSE,front_sum_fy,estimate,379.664998,126.2918430041233
Baseline-NN-MSE,front_sum_fy,estimate,379.697998,109.14369459508816
Baseline-NN-MSE,front_sum_fy,estimate,379.763998,90.32319487957673
Baseline-NN-MSE,front_sum_fy,estimate,379.829998,85.13315973937776
Baseline-NN-MSE,front_sum_fy,estimate,379.862998,83.83956316680445
Baseline-NN-MSE,front_sum_fy,estimate,379.895998,75.52054118879599
Baseline-NN-MSE,front_sum_fy,estimate,379.961998,74.39122958449782
Baseline-NN-MSE,front_sum_fy,estimate,380.027998,79.32249251970848
Baseline-NN-MSE,front_sum_fy,estimate,380.060998,78.37290223989093
Baseline-NN-MSE,front_sum_fy,estimate,380.093998,75.0771267335156
Baseline-NN-MSE,front_sum_fy,estimate,380.159998,77.51061664354435
Baseline-NN-MSE,front_sum_fy,estimate,380.225998,86.5321589534095
Baseline-NN-MSE,front_sum_fy,estimate,380.258998,81.54239497308582
Baseline-NN-MSE,front_sum_fy,estimate,380.291998,86.5548086409814
Baseline-NN-MSE,front_sum_fy,estimate,380.357998,84.04574512537175
Baseline-NN-MSE,front_sum_fy,estimate,380.423998,87.2150764951338
Baseline-NN-MSE,front_sum_fy,estimate,380.456998,88.36290801049344
Baseline-NN-MSE,front_sum_fy,estimate,380.489998,85.897839922912
Baseline-NN-MSE,front_sum_fy,estimate,380.555998,88.55412975135772
Baseline-NN-MSE,front_sum_fy,estimate,380.621998,73.15588114599532
Baseline-NN-MSE,front_sum_fy,estimate,380.654998,61.278494068824536
Baseline-NN-MSE,front_sum_fy,estimate,380.687998,64.74901402609765
Baseline-NN-MSE,front_sum_fy,estimate,380.720998,56.201814454052794
Baseline-NN-MSE,front_sum_fy,estimate,380.786998,49.33657942622139
Baseline-NN-MSE,front_sum_fy,estimate,380.951998,26.591143436247602
Baseline-NN-MSE,front_sum_fy,estimate,381.116998,6.552100421734328
Baseline-NN-MSE,front_sum_fy,estimate,381.281998,7.903274222776719
Baseline-NN-MSE,front_sum_fy,estimate,381.446998,0.181718827132467
Baseline-NN-MSE,front_sum_fy,estimate,381.611998,1.9375505146213374
Baseline-NN-MSE,front_sum_fy,estimate,381.776998,4.116392519281659
Baseline-NN-MSE,front_sum_fy,estimate,381.941998,5.375037578086115
Baseline-NN-MSE,front_sum_fy,estimate,382.106998,5.8380405801715405
Baseline-NN-MSE,front_sum_fy,estimate,382.271998,5.846118823767604
Baseline-NN-MSE,front_sum_fy,estimate,382.436998,3.680347924465032
Baseline-NN-MSE,front_sum_fy,estimate,382.601998,5.691173937117862
Baseline-NN-MSE,front_sum_fy,estimate,382.667998,6.340492001121159
Baseline-NN-MSE,front_sum_fy,estimate,382.700998,6.526938068713277
Baseline-NN-MSE,front_sum_fy,estimate,382.766998,7.171360523089229
Baseline-NN-MSE,front_sum_fy,estimate,382.799998,8.099598902502045
Baseline-NN-MSE,front_sum_fy,estimate,382.832998,8.31424822541397
Baseline-NN-MSE,front_sum_fy,estimate,382.898998,10.462606668861127
Baseline-NN-MSE,front_sum_fy,estimate,382.964998,11.059924528041503
Baseline-NN-MSE,front_sum_fy,estimate,382.997998,11.615089980313332
Baseline-NN-MSE,front_sum_fy,estimate,383.030998,9.623196851611612
Baseline-NN-MSE,front_sum_fy,estimate,383.096998,14.67295079467442
Baseline-NN-MSE,front_sum_fy,estimate,383.162998,13.509432954985769
Baseline-NN-MSE,front_sum_fy,estimate,383.228998,10.421067264009217
Baseline-NN-MSE,front_sum_fy,estimate,383.294998,13.814857043381123
Baseline-NN-MSE,front_sum_fy,estimate,383.327998,14.410658381612256
Baseline-NN-MSE,front_sum_fy,estimate,383.360998,14.536110623723554
Baseline-NN-MSE,front_sum_fy,estimate,383.426998,13.634705289215116
Baseline-NN-MSE,front_sum_fy,estimate,383.492998,14.106075282624525
Baseline-NN-MSE,front_sum_fy,estimate,383.525998,13.75641562694349
Baseline-NN-MSE,front_sum_fy,estimate,383.558998,13.632567488549025
Baseline-NN-MSE,front_sum_fy,estimate,383.624998,13.584505278420334
Baseline-NN-MSE,front_sum_fy,estimate,383.690998,12.49630418375958
Baseline-NN-MSE,front_sum_fy,estimate,383.723998,12.987540407868117
Baseline-NN-MSE,front_sum_fy,estimate,383.756998,13.015470041678949
Baseline-NN-MSE,front_sum_fy,estimate,383.822998,11.781718293034103
Baseline-NN-MSE,front_sum_fy,estimate,383.888998,9.261150700124098
Baseline-NN-MSE,front_sum_fy,estimate,383.921998,9.245493945568699
Baseline-NN-MSE,front_sum_fy,estimate,383.954998,8.636140950430534
Baseline-NN-MSE,front_sum_fy,estimate,384.020998,7.165357316823965
Baseline-NN-MSE,front_sum_fy,estimate,384.086998,5.275064125086113
Baseline-NN-MSE,front_sum_fy,estimate,384.152998,5.981450916060034
Baseline-NN-MSE,front_sum_fy,estimate,384.218998,1.9242766495656909
Baseline-NN-MSE,front_sum_fy,estimate,384.284998,-0.0813547993194554
Baseline-NN-MSE,front_sum_fy,estimate,384.350998,1.6059624235586842
Baseline-NN-MSE,front_sum_fy,estimate,384.416998,-0.45132404160536044
Baseline-NN-MSE,front_sum_fy,estimate,384.482998,-0.7086520163770846
Baseline-NN-MSE,front_sum_fy,estimate,384.548998,-3.131561260834346
Baseline-NN-MSE,front_sum_fy,estimate,384.614998,-6.6169544492671415
Baseline-NN-MSE,front_sum_fy,estimate,384.647998,-7.30593170150731
Baseline-NN-MSE,front_sum_fy,estimate,384.680998,-5.238262789145911
Baseline-NN-MSE,front_sum_fy,estimate,384.746998,-5.38221602573659
Baseline-NN-MSE,front_sum_fy,estimate,384.812998,-5.666520512544735
Baseline-NN-MSE,front_sum_fy,estimate,384.845998,-6.0328638114397855
Baseline-NN-MSE,front_sum_fy,estimate,384.878998,-5.3585228845769635
Baseline-NN-MSE,front_sum_fy,estimate,384.944998,-4.458643219192757
Baseline-NN-MSE,front_sum_fy,estimate,385.010998,-4.079665955780696
Baseline-NN-MSE,front_sum_fy,estimate,385.043998,-5.479236171356938
Baseline-NN-MSE,front_sum_fy,estimate,385.076998,-7.562222985552943
Baseline-NN-MSE,front_sum_fy,estimate,385.142998,-8.057876072409918
Baseline-NN-MSE,front_sum_fy,estimate,385.208998,-4.255673547405101
Baseline-NN-MSE,front_sum_fy,estimate,385.241998,-4.6734780983750355
Baseline-NN-MSE,front_sum_fy,estimate,385.274998,-1.9204684198056583
Baseline-NN-MSE,front_sum_fy,estimate,385.340998,-2.2386809607322427
Baseline-NN-MSE,front_sum_fy,estimate,385.406998,-3.9324425898374002
Baseline-NN-MSE,front_sum_fy,estimate,385.472998,0.07274674946025991
Baseline-NN-MSE,front_sum_fy,estimate,385.538998,0.6476139240807821
Baseline-NN-MSE,front_sum_fy,estimate,385.604998,-1.7045709747299964
Baseline-NN-MSE,front_sum_fy,estimate,385.670998,2.2179316625766488
Baseline-NN-MSE,front_sum_fy,estimate,385.736998,3.6665838154782957
Baseline-NN-MSE,front_sum_fy,estimate,385.802998,2.3184369903438977
Baseline-NN-MSE,front_sum_fy,estimate,385.868998,4.064081330608998
Baseline-NN-MSE,front_sum_fy,estimate,385.934998,0.9177055551256139
Baseline-NN-MSE,front_sum_fy,estimate,385.967998,0.012301028874912173
Baseline-NN-MSE,front_sum_fy,estimate,386.000998,-2.2016089821827443
Baseline-NN-MSE,front_sum_fy,estimate,386.066998,-1.6584664897640011
Baseline-NN-MSE,front_sum_fy,estimate,386.132998,-2.2561007506974944
Baseline-NN-MSE,front_sum_fy,estimate,386.165998,-3.351755507457696
Baseline-NN-MSE,front_sum_fy,estimate,386.198998,-4.81527652797044
Baseline-NN-MSE,front_sum_fy,estimate,386.264998,-4.33491849492074
Baseline-NN-MSE,front_sum_fy,estimate,386.330998,-4.703540242621265
Baseline-NN-MSE,front_sum_fy,estimate,386.363998,-5.40125696148332
Baseline-NN-MSE,front_sum_fy,estimate,386.396998,-5.2100227023854275
Baseline-NN-MSE,front_sum_fy,estimate,386.462998,-5.915364485230132
Baseline-NN-MSE,front_sum_fy,estimate,386.528998,-5.815240253533986
Baseline-NN-MSE,front_sum_fy,estimate,386.561998,-5.183011535256337
Baseline-NN-MSE,front_sum_fy,estimate,386.594998,-3.8884622088798033
Baseline-NN-MSE,front_sum_fy,estimate,386.660998,-3.3195951705202735
Baseline-NN-MSE,front_sum_fy,estimate,386.726998,-4.057125677994769
Baseline-NN-MSE,front_sum_fy,estimate,386.792998,1.6371527979015799
Baseline-NN-MSE,front_sum_fy,estimate,386.858998,1.2719977769860198
Baseline-NN-MSE,front_sum_fy,estimate,386.924998,-1.391387953558623
Baseline-NN-MSE,front_sum_fy,estimate,387.089998,1.3125695887798736
Baseline-NN-MSE,front_sum_fy,estimate,387.254998,3.4123994204422976
Baseline-NN-MSE,front_sum_fy,estimate,387.419998,2.5447894864326335
Baseline-NN-MSE,front_sum_fy,estimate,387.584998,1.6899125176972807
Baseline-NN-MSE,front_sum_fy,estimate,387.749998,2.7162790866367525
Baseline-NN-MSE,front_sum_fy,estimate,387.914998,-7.1653095091506565
Baseline-NN-MSE,front_sum_fy,estimate,388.079998,-9.111192412212624
Baseline-NN-MSE,front_sum_fy,estimate,388.244998,-9.678887133638755
Baseline-NN-MSE,front_sum_fy,estimate,388.409998,-8.884660790258653
Baseline-NN-MSE,front_sum_fy,estimate,388.574998,-8.480163761359993
Baseline-NN-MSE,front_sum_fy,estimate,388.739998,-8.195720859785572
Baseline-NN-MSE,front_sum_fy,estimate,388.904998,-9.849050280930555
Baseline-NN-MSE,front_sum_fy,estimate,389.069998,-8.307062805276953
Baseline-NN-MSE,front_sum_fy,estimate,389.234998,-9.835337235492954
Baseline-NN-MSE,front_sum_fy,estimate,389.399998,-9.734497697183702
Baseline-NN-MSE,front_sum_fy,estimate,389.564998,-11.314638061669184
Baseline-NN-MSE,front_sum_fy,estimate,389.729998,-9.835605877644007
Baseline-NN-MSE,front_sum_fy,estimate,389.894998,-7.738264835079083
Baseline-NN-MSE,front_sum_fy,estimate,390.059998,-9.484154979047599
Baseline-NN-MSE,front_sum_fy,estimate,390.224998,-17.080406014130922
Baseline-NN-MSE,front_sum_fy,estimate,390.389998,-16.122168782686174
Baseline-NN-MSE,front_sum_fy,estimate,390.554998,-17.01750617988345
Baseline-NN-MSE,front_sum_fy,estimate,390.719998,-18.140674400781215
Baseline-NN-MSE,front_sum_fy,estimate,390.884998,-17.161351676845797
Baseline-NN-MSE,front_sum_fy,estimate,391.049998,-12.13649891634218
Baseline-NN-MSE,front_sum_fy,estimate,391.214998,-13.867650112196161
Baseline-NN-MSE,front_sum_fy,estimate,391.379998,-8.919989026423764
Baseline-NN-MSE,front_sum_fy,estimate,391.544998,-3.7622072066709302
Baseline-NN-MSE,front_sum_fy,estimate,391.709998,-3.7249095590603356
Baseline-NN-MSE,front_sum_fy,estimate,391.874998,-3.662398642761885
Baseline-NN-MSE,front_sum_fy,estimate,392.039998,-7.00077820915501
Baseline-NN-MSE,front_sum_fy,estimate,392.204998,-7.57277463829668
Baseline-NN-MSE,front_sum_fy,estimate,392.369998,-9.851764812346175
Baseline-NN-MSE,front_sum_fy,estimate,392.534998,-10.868706850636341
Baseline-NN-MSE,front_sum_fy,estimate,392.699998,-12.77594628588804
Baseline-NN-MSE,front_sum_fy,estimate,392.864998,-14.347144712936746
Baseline-NN-MSE,front_sum_fy,estimate,393.029998,-14.505678147346558
Baseline-NN-MSE,front_sum_fy,estimate,393.194998,-11.981495600434425
Baseline-NN-MSE,front_sum_fy,estimate,393.359998,-16.285386001808867
Baseline-NN-MSE,front_sum_fy,estimate,393.524998,-15.832579892354447
Baseline-NN-MSE,front_sum_fy,estimate,393.689998,-16.21367018419369
Baseline-NN-MSE,front_sum_fy,estimate,393.854998,-15.923273855758406
Baseline-NN-MSE,front_sum_fy,estimate,394.019998,-17.514915017114284
Baseline-NN-MSE,front_sum_fy,estimate,394.184998,-18.176774365449237
Baseline-NN-MSE,front_sum_fy,estimate,394.349998,-16.32104579682558
Baseline-NN-MSE,front_sum_fy,estimate,394.382998,-15.656050185490658
Baseline-NN-MSE,front_sum_fy,estimate,394.448998,-15.316527175875489
Baseline-NN-MSE,front_sum_fy,estimate,394.514998,-15.005780849935388
Baseline-NN-MSE,front_sum_fy,estimate,394.613998,-13.544330132060747
Baseline-NN-MSE,front_sum_fy,estimate,394.778998,-16.132773128033378
Baseline-NN-MSE,front_sum_fy,estimate,394.943998,-14.565595367209333
Baseline-NN-MSE,front_sum_fy,estimate,395.108998,-15.247455665855004
Baseline-NN-MSE,front_sum_fy,estimate,395.273998,-18.016659912769217
Baseline-NN-MSE,front_sum_fy,estimate,395.438998,-16.390845655724636
Baseline-NN-MSE,front_sum_fy,estimate,395.603998,-15.788303532309722
Baseline-NN-MSE,front_sum_fy,estimate,395.768998,-16.758775837998243
Baseline-NN-MSE,front_sum_fy,estimate,395.867998,-18.654292181055887
Baseline-NN-MSE,front_sum_fy,estimate,395.933998,-19.125888308561187
Baseline-NN-MSE,front_sum_fy,estimate,395.999998,-15.243334710309723
Baseline-NN-MSE,front_sum_fy,estimate,396.032998,-17.195918428612902
Baseline-NN-MSE,front_sum_fy,estimate,396.065998,-16.439468029808488
Baseline-NN-MSE,front_sum_fy,estimate,396.131998,-18.539729334318523
Baseline-NN-MSE,front_sum_fy,estimate,396.230998,-18.72549354591341
Baseline-NN-MSE,front_sum_fy,estimate,396.263998,-18.29376363796887
Baseline-NN-MSE,front_sum_fy,estimate,396.296998,-18.2031735637032
Baseline-NN-MSE,front_sum_fy,estimate,396.329998,-17.953785203352655
Baseline-NN-MSE,front_sum_fy,estimate,396.362998,-19.066034639763252
Baseline-NN-MSE,front_sum_fy,estimate,396.428998,-18.8616572037742
Baseline-NN-MSE,front_sum_fy,estimate,396.461998,-17.98777382593795
Baseline-NN-MSE,front_sum_fy,estimate,396.494998,-19.32689839070519
Baseline-NN-MSE,front_sum_fy,estimate,396.527998,-18.552174562928357
Baseline-NN-MSE,front_sum_fy,estimate,396.560998,-18.532212513409412
Baseline-NN-MSE,front_sum_fy,estimate,396.626998,-15.224239035541078
Baseline-NN-MSE,front_sum_fy,estimate,396.659998,-12.612804593570788
Baseline-NN-MSE,front_sum_fy,estimate,396.692998,-17.58203042120742
Baseline-NN-MSE,front_sum_fy,estimate,396.758998,-19.97308807482903
Baseline-NN-MSE,front_sum_fy,estimate,396.824998,-20.917996980994964
Baseline-NN-MSE,front_sum_fy,estimate,396.857998,-22.593063116459692
Baseline-NN-MSE,front_sum_fy,estimate,396.890998,-21.47316638384182
Baseline-NN-MSE,front_sum_fy,estimate,396.956998,-20.000181096402095
Baseline-NN-MSE,front_sum_fy,estimate,396.989998,-19.8860108573593
Baseline-NN-MSE,front_sum_fy,estimate,397.022998,-19.74910498142312
Baseline-NN-MSE,front_sum_fy,estimate,397.088998,-20.074070369036527
Baseline-NN-MSE,front_sum_fy,estimate,397.154998,-20.477721065296592
Baseline-NN-MSE,front_sum_fy,estimate,397.187998,-22.190515422871457
Baseline-NN-MSE,front_sum_fy,estimate,397.220998,-21.32523876505691
Baseline-NN-MSE,front_sum_fy,estimate,397.286998,-17.22037302565651
Baseline-NN-MSE,front_sum_fy,estimate,397.352998,-16.436899483151223
Baseline-NN-MSE,front_sum_fy,estimate,397.385998,-17.324422919946947
Baseline-NN-MSE,front_sum_fy,estimate,397.418998,-18.854960639920286
Baseline-NN-MSE,front_sum_fy,estimate,397.484998,-17.96798876578123
Baseline-NN-MSE,front_sum_fy,estimate,397.550998,-17.798576276090664
Baseline-NN-MSE,front_sum_fy,estimate,397.583998,-17.215831496592614
Baseline-NN-MSE,front_sum_fy,estimate,397.616998,-18.359207261800776
Baseline-NN-MSE,front_sum_fy,estimate,397.682998,-16.167266351340857
Baseline-NN-MSE,front_sum_fy,estimate,397.748998,-15.59719507804649
Baseline-NN-MSE,front_sum_fy,estimate,397.814998,-15.594304419462915
Baseline-NN-MSE,front_sum_fy,estimate,397.880998,-14.490761794760683
Baseline-NN-MSE,front_sum_fy,estimate,397.946998,-16.19213074345062
Baseline-NN-MSE,front_sum_fy,estimate,398.012998,-17.307166539024635
Baseline-NN-MSE,front_sum_fy,estimate,398.078998,-14.058439996466504
Baseline-NN-MSE,front_sum_fy,estimate,398.111998,-14.449792310718008
Baseline-NN-MSE,front_sum_fy,estimate,398.144998,-11.394798965226734
Baseline-NN-MSE,front_sum_fy,estimate,398.210998,-11.253989146896112
Baseline-NN-MSE,front_sum_fy,estimate,398.276998,-17.585479164721306
Baseline-NN-MSE,front_sum_fy,estimate,398.309998,-18.732544434212578
Baseline-NN-MSE,front_sum_fy,estimate,398.342998,-18.22485737655481
Baseline-NN-MSE,front_sum_fy,estimate,398.408998,-19.601686947963863
Baseline-NN-MSE,front_sum_fy,estimate,398.474998,-17.64425196138324
Baseline-NN-MSE,front_sum_fy,estimate,398.507998,-19.593436461772512
Baseline-NN-MSE,front_sum_fy,estimate,398.540998,-18.583858568134815
Baseline-NN-MSE,front_sum_fy,estimate,398.606998,-20.672646140817562
Baseline-NN-MSE,front_sum_fy,estimate,398.672998,-17.77513861617242
Baseline-NN-MSE,front_sum_fy,estimate,398.705998,-19.532142387636473
Baseline-NN-MSE,front_sum_fy,estimate,398.738998,-16.880717323905394
Baseline-NN-MSE,front_sum_fy,estimate,398.804998,-16.015268562945458
Baseline-NN-MSE,front_sum_fy,estimate,398.870998,-19.85757766470644
Baseline-NN-MSE,front_sum_fy,estimate,398.936998,-21.701927491032222
Baseline-NN-MSE,front_sum_fy,estimate,399.002998,-24.41389050689604
Baseline-NN-MSE,front_sum_fy,estimate,399.068998,-23.819568590714514
Baseline-NN-MSE,front_sum_fy,estimate,399.134998,-21.776781136275936
Baseline-NN-MSE,front_sum_fy,estimate,399.200998,-23.593258585340042
Baseline-NN-MSE,front_sum_fy,estimate,399.266998,-26.84354926392327
Baseline-NN-MSE,front_sum_fy,estimate,399.332998,-26.343498126914916
Baseline-NN-MSE,front_sum_fy,estimate,399.398998,-24.721965633563943
Baseline-NN-MSE,front_sum_fy,estimate,399.431998,-24.074860173975242
Baseline-NN-MSE,front_sum_fy,estimate,399.464998,-25.717275012639863
Baseline-NN-MSE,front_sum_fy,estimate,399.530998,-27.62842087734407
Baseline-NN-MSE,front_sum_fy,estimate,399.596998,-27.306062463371532
Baseline-NN-MSE,front_sum_fy,estimate,399.629998,-27.43653150486172
Baseline-NN-MSE,front_sum_fy,estimate,399.662998,-27.46849226400777
Baseline-NN-MSE,front_sum_fy,estimate,399.728998,-27.90578364371785
Baseline-NN-MSE,front_sum_fy,estimate,399.794998,-29.650978684515596
Baseline-NN-MSE,front_sum_fy,estimate,399.827998,-29.40157169214445
Baseline-NN-MSE,front_sum_fy,estimate,399.860998,-27.24962465089294
Baseline-NN-MSE,front_sum_fy,estimate,399.893998,-29.462317379666906
Baseline-NN-MSE,front_sum_fy,estimate,399.926998,-29.448295913179372
Baseline-NN-MSE,front_sum_fy,estimate,399.992998,-40.1660389707197
Baseline-NN-MSE,front_sum_fy,estimate,400.025998,-29.412587117564104
Baseline-NN-MSE,front_sum_fy,estimate,400.058998,-27.35495579158126
Baseline-NN-MSE,front_sum_fy,estimate,400.157998,-30.69132575819366
Baseline-NN-MSE,front_sum_fy,estimate,400.322998,-34.996053178887486
Baseline-NN-MSE,front_sum_fy,estimate,400.487998,-37.79948462333506
Baseline-NN-MSE,front_sum_fy,estimate,400.652998,-40.856327349238605
Baseline-NN-MSE,front_sum_fy,estimate,400.817998,-43.291680378550055
Baseline-NN-MSE,front_sum_fy,estimate,400.982998,-45.343694572714156
Baseline-NN-MSE,front_sum_fy,estimate,401.147998,-44.929294608552965
Baseline-NN-MSE,front_sum_fy,estimate,401.312998,-42.909849777492454
Baseline-NN-MSE,front_sum_fy,estimate,401.477998,-44.04749459134879
Baseline-NN-MSE,front_sum_fy,estimate,401.642998,-44.08245767695132
Baseline-NN-MSE,front_sum_fy,estimate,401.807998,-43.540511246850095
Baseline-NN-MSE,front_sum_fy,estimate,401.972998,-44.60097118119717
Baseline-NN-MSE,front_sum_fy,estimate,402.137998,-46.539814199891254
Baseline-NN-MSE,front_sum_fy,estimate,402.302998,-45.80648159112219
Baseline-NN-MSE,front_sum_fy,estimate,402.368998,-45.526680023214965
Baseline-NN-MSE,front_sum_fy,estimate,402.434998,-49.59885391777333
Baseline-NN-MSE,front_sum_fy,estimate,402.467998,-48.708840054202554
Baseline-NN-MSE,front_sum_fy,estimate,402.500998,-49.8690561291688
Baseline-NN-MSE,front_sum_fy,estimate,402.533998,-49.08935518755198
Baseline-NN-MSE,front_sum_fy,estimate,402.599998,-49.363903779885945
Baseline-NN-MSE,front_sum_fy,estimate,402.632998,-50.16135302368305
Baseline-NN-MSE,front_sum_fy,estimate,402.665998,-50.19960482948996
Baseline-NN-MSE,front_sum_fy,estimate,402.731998,-50.312954484247285
Baseline-NN-MSE,front_sum_fy,estimate,402.797998,-51.93102559626823
Baseline-NN-MSE,front_sum_fy,estimate,402.830998,-52.55886692178565
Baseline-NN-MSE,front_sum_fy,estimate,402.863998,-53.93857572638998
Baseline-NN-MSE,front_sum_fy,estimate,402.929998,-60.28429932569812
Baseline-NN-MSE,front_sum_fy,estimate,402.995998,-61.32358595040124
Baseline-NN-MSE,front_sum_fy,estimate,403.061998,-54.00519119065815
Baseline-NN-MSE,front_sum_fy,estimate,403.127998,-56.928966906122284
Baseline-NN-MSE,front_sum_fy,estimate,403.193998,-61.15927412430632
Baseline-NN-MSE,front_sum_fy,estimate,403.259998,-62.15390971596004
Baseline-NN-MSE,front_sum_fy,estimate,403.325998,-65.29910589217117
Baseline-NN-MSE,front_sum_fy,estimate,403.391998,-65.61582657650057
Baseline-NN-MSE,front_sum_fy,estimate,403.457998,-63.553216862816754
Baseline-NN-MSE,front_sum_fy,estimate,403.523998,-65.38596979304072
Baseline-NN-MSE,front_sum_fy,estimate,403.589998,-69.58392529284916
Baseline-NN-MSE,front_sum_fy,estimate,403.655998,-72.1740111404126
Baseline-NN-MSE,front_sum_fy,estimate,403.721998,-75.40170003159649
Baseline-NN-MSE,front_sum_fy,estimate,403.754998,-81.1415869456359
Baseline-NN-MSE,front_sum_fy,estimate,403.787998,-83.86277282127975
