scenario,signal,t_s,error_est_minus_gt
Baseline-NN-MSE,v_y,235.784999,0.006069240753709147
Baseline-NN-MSE,v_y,235.883999,0.01023030849785913
Baseline-NN-MSE,v_y,235.949999,0.004312635361621721
Baseline-NN-MSE,v_y,236.015999,0.004037321154555629
Baseline-NN-MSE,v_y,236.147999,0.0026107038436366872
Baseline-NN-MSE,v_y,236.213999,0.002932678547080396
Baseline-NN-MSE,v_y,236.312999,0.008889755860469167
Baseline-NN-MSE,v_y,236.378999,0.005005166991236001
Baseline-NN-MSE,v_y,236.444999,0.005139435473646016
Baseline-NN-MSE,v_y,236.543999,0.010161697999091928
Baseline-NN-MSE,v_y,236.609999,0.00522243364958549
Baseline-NN-MSE,v_y,236.741999,0.01979613641098638
Baseline-NN-MSE,v_y,236.807999,0.008043711463012531
Baseline-NN-MSE,v_y,236.873999,0.00809872567280753
Baseline-NN-MSE,v_y,236.972999,0.009609282429185005
Baseline-NN-MSE,v_y,237.038999,0.009529339722592248
Baseline-NN-MSE,v_y,237.137999,0.020432145317757427
Baseline-NN-MSE,v_y,237.203999,0.0108886614310492
Baseline-NN-MSE,v_y,237.269999,0.011212156295029085
Baseline-NN-MSE,v_y,237.368999,0.01034028661728097
Baseline-NN-MSE,v_y,237.434999,0.009758082014338509
Baseline-NN-MSE,v_y,237.533998,0.018577309230762954
Baseline-NN-MSE,v_y,237.599999,0.008309614439179755
Baseline-NN-MSE,v_y,237.665999,0.008402750246594174
Baseline-NN-MSE,v_y,237.764999,0.008640444881180246
Baseline-NN-MSE,v_y,237.830999,0.006466482255990155
Baseline-NN-MSE,v_y,237.962999,0.011669486833801687
Baseline-NN-MSE,v_y,238.028999,0.00455885230641466
Baseline-NN-MSE,v_y,238.127999,0.005887980346822896
Baseline-NN-MSE,v_y,238.193999,0.004826463556605244
Baseline-NN-MSE,v_y,238.259999,0.0049084621033758866
Baseline-NN-MSE,v_y,238.358999,0.006348361641107945
Baseline-NN-MSE,v_y,238.424999,0.004598436191299522
Baseline-NN-MSE,v_y,238.523998,0.009603111431595465
Baseline-NN-MSE,v_y,238.589998,0.004382676285411384
Baseline-NN-MSE,v_y,238.655999,0.0056229665629676726
Baseline-NN-MSE,v_y,238.754999,0.005555913208971086
Baseline-NN-MSE,v_y,238.820999,0.00564912388181972
Baseline-NN-MSE,v_y,238.952999,0.01462583159993832
Baseline-NN-MSE,v_y,239.018999,0.006510425125581795
Baseline-NN-MSE,v_y,239.150999,0.006163689392039824
Baseline-NN-MSE,v_y,239.216999,0.004668152131983995
Baseline-NN-MSE,v_y,239.315999,0.006840217433581118
Baseline-NN-MSE,v_y,239.381999,0.004393474189893793
Baseline-NN-MSE,v_y,239.447999,0.0058130720202450165
Baseline-NN-MSE,v_y,239.579998,0.006886303616682576
Baseline-NN-MSE,v_y,239.645998,0.005232393636472321
Baseline-NN-MSE,v_y,239.777999,0.003900045547126585
Baseline-NN-MSE,v_y,239.843999,0.00529467220595756
Baseline-NN-MSE,v_y,239.942999,6.293599546253713e-05
Baseline-NN-MSE,v_y,240.008999,0.00319064438176638
Baseline-NN-MSE,v_y,240.140999,0.0009866315201910655
Baseline-NN-MSE,v_y,240.206999,0.0031699608208230062
Baseline-NN-MSE,v_y,240.305999,0.001782200978839181
Baseline-NN-MSE,v_y,240.404999,-0.0007123245021491975
Baseline-NN-MSE,v_y,240.470999,-0.003759433189896178
Baseline-NN-MSE,v_y,240.536999,0.0005925063363141567
Baseline-NN-MSE,v_y,240.635998,0.00044939502531987294
Baseline-NN-MSE,v_y,240.701998,0.00011484988904746779
Baseline-NN-MSE,v_y,240.767999,0.0020558545513921916
Baseline-NN-MSE,v_y,240.866999,0.0002330197778153964
Baseline-NN-MSE,v_y,240.932999,0.0024223906554563662
Baseline-NN-MSE,v_y,240.998999,5.8088277256708454e-05
Baseline-NN-MSE,v_y,241.097999,0.0006992090224737235
Baseline-NN-MSE,v_y,241.163999,-0.0032790147257544047
Baseline-NN-MSE,v_y,241.229999,-0.0018975977144887676
Baseline-NN-MSE,v_y,241.361999,-0.00552720995955585
Baseline-NN-MSE,v_y,241.427999,-0.0038269912568347775
Baseline-NN-MSE,v_y,241.526999,-0.0058814976959385215
Baseline-NN-MSE,v_y,241.625998,-0.008005189572829391
Baseline-NN-MSE,v_y,241.724998,-0.018232974445288992
Baseline-NN-MSE,v_y,241.790998,-0.011680797238003172
Baseline-NN-MSE,v_y,241.922999,-0.02005689812150295
Baseline-NN-MSE,v_y,241.988999,-0.010575906134631392
Baseline-NN-MSE,v_y,242.087999,-0.021123259624170387
Baseline-NN-MSE,v_y,242.186999,-0.01289115309223933
Baseline-NN-MSE,v_y,242.252999,-0.009717560813883891
Baseline-NN-MSE,v_y,242.351999,-0.025740743014789826
Baseline-NN-MSE,v_y,242.417999,-0.013474420663539294
Baseline-NN-MSE,v_y,242.516999,-0.018035013537989822
Baseline-NN-MSE,v_y,242.582999,-0.020256652732229527
Baseline-NN-MSE,v_y,242.681998,-0.020371786802806824
Baseline-NN-MSE,v_y,242.780998,-0.0465946697568011
Baseline-NN-MSE,v_y,242.846998,-0.026362894805830178
Baseline-NN-MSE,v_y,242.945999,-0.04249222635376709
Baseline-NN-MSE,v_y,243.044999,-0.0406486549655298
Baseline-NN-MSE,v_y,243.110999,-0.016391667638480628
Baseline-NN-MSE,v_y,243.176999,-0.018964786334931732
Baseline-NN-MSE,v_y,243.308999,-0.017062148502372504
Baseline-NN-MSE,v_y,243.407999,-0.03422018239030125
Baseline-NN-MSE,v_y,243.473999,-0.013582390968840896
Baseline-NN-MSE,v_y,243.605999,-0.041131669824062855
Baseline-NN-MSE,v_y,243.671999,-0.01164638913874419
Baseline-NN-MSE,v_y,243.770998,-0.02063898979541784
Baseline-NN-MSE,v_y,243.902998,-0.01097362384074374
Baseline-NN-MSE,v_y,243.968999,-0.0033411937966700833
Baseline-NN-MSE,v_y,244.034999,-0.0020808932652117695
Baseline-NN-MSE,v_y,244.133999,0.002326311364163808
Baseline-NN-MSE,v_y,244.265999,0.015791834234858887
Baseline-NN-MSE,v_y,244.331999,0.0072206094421994604
Baseline-NN-MSE,v_y,244.397999,0.0024339325944603696
Baseline-NN-MSE,v_y,244.496999,0.0073107819146087105
Baseline-NN-MSE,v_y,244.595999,0.01787037204481659
Baseline-NN-MSE,v_y,244.694999,0.007191820691201223
Baseline-NN-MSE,v_y,244.793998,0.013989801255179457
Baseline-NN-MSE,v_y,244.925998,0.009325609801948978
Baseline-NN-MSE,v_y,245.057999,0.007822416426493756
Baseline-NN-MSE,v_y,245.189999,0.009634565455724636
Baseline-NN-MSE,v_y,245.321999,0.009847405667616216
Baseline-NN-MSE,v_y,245.453999,0.020177144252547075
Baseline-NN-MSE,v_y,245.585999,0.028637281021446248
Baseline-NN-MSE,v_y,245.717999,0.019655870739102937
Baseline-NN-MSE,v_y,245.849998,0.017854733218175434
Baseline-NN-MSE,v_y,245.981998,0.01387650555369914
Baseline-NN-MSE,v_y,246.113999,0.008025092058122525
Baseline-NN-MSE,v_y,246.245999,0.005883208005281873
Baseline-NN-MSE,v_y,246.377999,0.0017501924323633893
Baseline-NN-MSE,v_y,246.509999,-0.0019017262579687638
Baseline-NN-MSE,v_y,246.641999,-0.00403972791715982
Baseline-NN-MSE,v_y,246.740999,-0.002891270078395708
Baseline-NN-MSE,v_y,246.905998,-0.00693733961527458
Baseline-NN-MSE,v_y,246.971998,-0.0016559943137316388
Baseline-NN-MSE,v_y,247.136999,-0.002780199154882687
Baseline-NN-MSE,v_y,247.301999,-0.009247810933234736
Baseline-NN-MSE,v_y,247.367999,-0.0012043847896555729
Baseline-NN-MSE,v_y,247.499999,-0.002550408876811669
Baseline-NN-MSE,v_y,247.631999,-0.004922754003412808
Baseline-NN-MSE,v_y,247.829998,-0.012541618043672532
Baseline-NN-MSE,v_y,247.895998,-0.00353628132901602
Baseline-NN-MSE,v_y,248.060998,-0.0029280550545228434
Baseline-NN-MSE,v_y,248.159999,-0.009065121704464737
Baseline-NN-MSE,v_y,248.258999,-0.0050281135399192125
Baseline-NN-MSE,v_y,248.357999,-0.008207218377033762
Baseline-NN-MSE,v_y,248.489999,-0.008216035670818383
Baseline-NN-MSE,v_y,248.621999,-0.010728404433008782
Baseline-NN-MSE,v_y,248.687999,-0.006187506294390098
Baseline-NN-MSE,v_y,248.819999,-0.013224911300044417
Baseline-NN-MSE,v_y,248.951998,-0.009983945525639795
Baseline-NN-MSE,v_y,249.083998,-0.01135895542379845
Baseline-NN-MSE,v_y,249.215999,-0.01084276384194704
Baseline-NN-MSE,v_y,249.347999,-0.008833528003927912
Baseline-NN-MSE,v_y,249.479999,-0.009022577041157574
Baseline-NN-MSE,v_y,249.611999,-0.009587240590536077
Baseline-NN-MSE,v_y,249.743999,-0.009065311656526584
Baseline-NN-MSE,v_y,249.875998,-0.00961083921008666
Baseline-NN-MSE,v_y,250.007998,-0.01046129974715986
Baseline-NN-MSE,v_y,250.139998,-0.008892686813366
Baseline-NN-MSE,v_y,250.271999,-0.00646298777809152
Baseline-NN-MSE,v_y,250.403999,-0.007508875483119215
Baseline-NN-MSE,v_y,250.535999,-0.004666510331479466
Baseline-NN-MSE,v_y,250.601999,-0.0068495513153113505
Baseline-NN-MSE,v_y,250.733999,-0.005254182378027793
Baseline-NN-MSE,v_y,250.898998,-0.003809444843854235
Baseline-NN-MSE,v_y,250.997998,-0.007293597107944558
Baseline-NN-MSE,v_y,251.129998,-0.0028870893222485722
Baseline-NN-MSE,v_y,251.294998,-0.0062752600993923185
Baseline-NN-MSE,v_y,251.393999,-0.004621499424034261
Baseline-NN-MSE,v_y,251.525999,-0.004309725479133811
Baseline-NN-MSE,v_y,251.657999,-0.001074212871123666
Baseline-NN-MSE,v_y,251.723999,0.001711373730642807
Baseline-NN-MSE,v_y,251.921999,-0.0020420274108493342
Baseline-NN-MSE,v_y,252.053998,0.0013673240666619057
Baseline-NN-MSE,v_y,252.185998,0.004740457846460649
Baseline-NN-MSE,v_y,252.251998,0.0019419136489335746
Baseline-NN-MSE,v_y,252.383999,0.005385094154759486
Baseline-NN-MSE,v_y,252.449999,0.004092947931002105
Baseline-NN-MSE,v_y,252.614999,0.0020876182492324032
Baseline-NN-MSE,v_y,252.779999,0.02176545105647149
Baseline-NN-MSE,v_y,252.911999,0.02072047656961936
Baseline-NN-MSE,v_y,253.043998,0.020628877833759586
Baseline-NN-MSE,v_y,253.175998,0.04784488616226186
Baseline-NN-MSE,v_y,253.307998,0.05063050275370704
Baseline-NN-MSE,v_y,253.373998,0.020829863329868886
Baseline-NN-MSE,v_y,253.538999,0.010838923913049109
Baseline-NN-MSE,v_y,253.604999,0.0158168949083749
Baseline-NN-MSE,v_y,253.736999,0.010293253462173954
Baseline-NN-MSE,v_y,253.835999,0.027274878623883447
Baseline-NN-MSE,v_y,253.934999,0.015720798093364165
Baseline-NN-MSE,v_y,254.033998,0.035493975878000496
Baseline-NN-MSE,v_y,254.132998,0.03929191398596684
Baseline-NN-MSE,v_y,254.231998,0.018979611699267672
Baseline-NN-MSE,v_y,254.297998,0.017401254430369023
Baseline-NN-MSE,v_y,254.396998,0.036328900178986046
Baseline-NN-MSE,v_y,254.462998,0.019670013209292667
Baseline-NN-MSE,v_y,254.561999,0.03976424941739405
Baseline-NN-MSE,v_y,254.660999,0.0435472448757268
Baseline-NN-MSE,v_y,254.759999,0.043666913790129366
Baseline-NN-MSE,v_y,254.825999,0.023911515811298342
Baseline-NN-MSE,v_y,254.891999,0.024012118545741465
Baseline-NN-MSE,v_y,255.023998,0.04972781710242978
Baseline-NN-MSE,v_y,255.089998,0.027506526079692707
Baseline-NN-MSE,v_y,255.188998,0.025447139614657208
Baseline-NN-MSE,v_y,255.254998,0.026999551934214217
Baseline-NN-MSE,v_y,255.353998,0.04947339231061548
Baseline-NN-MSE,v_y,255.419998,0.023863238545791046
Baseline-NN-MSE,v_y,255.551999,0.04100752612691424
Baseline-NN-MSE,v_y,255.617999,0.0205493573936123
Baseline-NN-MSE,v_y,255.683999,0.020193576443783973
Baseline-NN-MSE,v_y,255.782999,0.017685332571565182
Baseline-NN-MSE,v_y,255.848999,0.018120620065651072
Baseline-NN-MSE,v_y,255.947999,0.02947092018669606
Baseline-NN-MSE,v_y,256.046999,0.017013826547441074
Baseline-NN-MSE,v_y,256.145998,0.022779968970712536
Baseline-NN-MSE,v_y,256.244998,0.014807461393345586
Baseline-NN-MSE,v_y,256.343998,0.011924254619675737
Baseline-NN-MSE,v_y,256.442998,0.010582921527675107
Baseline-NN-MSE,v_y,256.574998,0.0028269765383001494
Baseline-NN-MSE,v_y,256.640999,0.0063342833045019475
Baseline-NN-MSE,v_y,256.739999,-0.0003062133842913761
Baseline-NN-MSE,v_y,256.838999,-0.0017466789030462782
Baseline-NN-MSE,v_y,256.904999,-0.0025485170010302316
Baseline-NN-MSE,v_y,257.003999,-0.004161164805578904
Baseline-NN-MSE,v_y,257.069999,-0.007069794829581283
Baseline-NN-MSE,v_y,257.168998,-0.00788321736092204
Baseline-NN-MSE,v_y,257.234998,-0.005859742475987154
Baseline-NN-MSE,v_y,257.333998,-0.005711956322928272
Baseline-NN-MSE,v_y,257.432998,-0.02060356110743264
Baseline-NN-MSE,v_y,257.531998,-0.010293307659820589
Baseline-NN-MSE,v_y,257.597998,-0.013749378756485173
Baseline-NN-MSE,v_y,257.729999,-0.03048783928386581
Baseline-NN-MSE,v_y,257.795999,-0.015645409577111857
Baseline-NN-MSE,v_y,257.894999,-0.0171228291296482
Baseline-NN-MSE,v_y,257.960999,-0.01765486138358377
Baseline-NN-MSE,v_y,258.092999,-0.01632371077360459
Baseline-NN-MSE,v_y,258.158998,-0.018717327940477646
Baseline-NN-MSE,v_y,258.257998,-0.02364865412940695
Baseline-NN-MSE,v_y,258.356998,-0.030657287775253575
Baseline-NN-MSE,v_y,258.488998,-0.03718782225377969
Baseline-NN-MSE,v_y,258.554998,-0.01931523151644167
Baseline-NN-MSE,v_y,258.686998,-0.01754605362235681
Baseline-NN-MSE,v_y,258.818999,-0.04994790148954159
Baseline-NN-MSE,v_y,258.884999,-0.01687544060618959
Baseline-NN-MSE,v_y,259.016999,-0.016070687481538514
Baseline-NN-MSE,v_y,259.082999,-0.013786613599893404
Baseline-NN-MSE,v_y,259.181998,-0.00950166570712705
Baseline-NN-MSE,v_y,259.247998,-0.008658119717963982
Baseline-NN-MSE,v_y,259.346998,-0.015285935092431127
Baseline-NN-MSE,v_y,259.412998,-0.006271879360275897
Baseline-NN-MSE,v_y,259.511998,-0.012770832426606798
Baseline-NN-MSE,v_y,259.577998,-0.005920779997981679
Baseline-NN-MSE,v_y,259.709998,-0.015277434400081672
Baseline-NN-MSE,v_y,259.775999,-0.00485637919586018
Baseline-NN-MSE,v_y,259.907999,-0.00394694492430208
Baseline-NN-MSE,v_y,260.039999,-0.015851628276620414
Baseline-NN-MSE,v_y,260.105999,-0.008258702017711762
Baseline-NN-MSE,v_y,260.237998,-0.0057503129261887165
Baseline-NN-MSE,v_y,260.303998,-0.003597093538654242
Baseline-NN-MSE,v_y,260.435998,-0.006739148028197722
Baseline-NN-MSE,v_y,260.501998,-0.008302859733622131
Baseline-NN-MSE,v_y,260.600998,-0.01828543363172927
Baseline-NN-MSE,v_y,260.666998,-0.010693239314091524
Baseline-NN-MSE,v_y,260.732998,-0.012471857887290355
Baseline-NN-MSE,v_y,260.831999,-0.01277043711417708
Baseline-NN-MSE,v_y,260.897999,-0.015953586853995727
Baseline-NN-MSE,v_y,260.996999,-0.014301094809868048
Baseline-NN-MSE,v_y,261.095999,-0.015522872182560238
Baseline-NN-MSE,v_y,261.227998,-0.024648179528279773
Baseline-NN-MSE,v_y,261.293998,-0.011821038545785895
Baseline-NN-MSE,v_y,261.425998,-0.009419437146858084
Baseline-NN-MSE,v_y,261.524998,-0.018032014809506947
Baseline-NN-MSE,v_y,261.623998,-0.01676975647418924
Baseline-NN-MSE,v_y,261.722998,-0.017855194978912053
Baseline-NN-MSE,v_y,261.821998,-0.019177500412204743
Baseline-NN-MSE,v_y,261.920999,-0.011220071858126096
Baseline-NN-MSE,v_y,261.986999,-0.01137084704587811
Baseline-NN-MSE,v_y,262.118999,-0.010763253390286456
Baseline-NN-MSE,v_y,262.184999,-0.012409142923516636
Baseline-NN-MSE,v_y,262.316998,-0.010131382086720334
Baseline-NN-MSE,v_y,262.382998,-0.00848700291962741
Baseline-NN-MSE,v_y,262.514998,-0.0071108038556495085
Baseline-NN-MSE,v_y,262.580998,-0.004650496770638765
Baseline-NN-MSE,v_y,262.712998,-0.007517563717308211
Baseline-NN-MSE,v_y,262.778998,-0.0050160895312469506
Baseline-NN-MSE,v_y,262.910998,-0.009156628096885555
Baseline-NN-MSE,v_y,262.976999,-0.006831422621446412
Baseline-NN-MSE,v_y,263.108999,-0.01040274476525374
Baseline-NN-MSE,v_y,263.207999,-0.018338789132511024
Baseline-NN-MSE,v_y,263.306998,-0.010917377709850656
Baseline-NN-MSE,v_y,263.405998,-0.011325923409588101
Baseline-NN-MSE,v_y,263.504998,-0.011477257123459844
Baseline-NN-MSE,v_y,263.603998,-0.012789636505694812
Baseline-NN-MSE,v_y,263.735998,-0.013071124411798307
Baseline-NN-MSE,v_y,263.801998,-0.01447155167325792
Baseline-NN-MSE,v_y,263.933998,-0.01406527753351211
Baseline-NN-MSE,v_y,263.999999,-0.015465271700467464
Baseline-NN-MSE,v_y,264.131999,-0.01389762163717248
Baseline-NN-MSE,v_y,264.296999,-0.04869802880639457
Baseline-NN-MSE,v_y,264.362998,-0.013281297396199099
Baseline-NN-MSE,v_y,264.494998,-0.03771180951540365
Baseline-NN-MSE,v_y,264.560998,-0.011724761876730189
Baseline-NN-MSE,v_y,264.692998,-0.022717706714672714
Baseline-NN-MSE,v_y,264.758998,-0.009341388003518053
Baseline-NN-MSE,v_y,264.890998,-0.01654100358053051
Baseline-NN-MSE,v_y,264.989998,-0.016295347146378758
Baseline-NN-MSE,v_y,265.088999,-0.008289044397815415
Baseline-NN-MSE,v_y,265.187999,-0.014519093027554553
Baseline-NN-MSE,v_y,265.286999,-0.01731303151404806
Baseline-NN-MSE,v_y,265.385998,-0.01689886057360601
Baseline-NN-MSE,v_y,265.484998,-0.004791212889856344
Baseline-NN-MSE,v_y,265.583998,-0.004261992814655002
Baseline-NN-MSE,v_y,265.682998,-0.0029558000133594886
Baseline-NN-MSE,v_y,265.781998,-0.003012825368279126
Baseline-NN-MSE,v_y,265.913998,-0.0049751893213564324
Baseline-NN-MSE,v_y,265.979998,0.0009761938661893566
Baseline-NN-MSE,v_y,266.045998,0.0015704754531031817
Baseline-NN-MSE,v_y,266.144999,0.003233159830562826
Baseline-NN-MSE,v_y,266.210999,0.003806682376694681
Baseline-NN-MSE,v_y,266.309999,0.006123757119440354
Baseline-NN-MSE,v_y,266.375998,0.007365655053956699
Baseline-NN-MSE,v_y,266.441998,0.0067362129756379785
Baseline-NN-MSE,v_y,266.507998,0.009370830096022242
Baseline-NN-MSE,v_y,266.573998,0.006128784863747239
Baseline-NN-MSE,v_y,266.705998,0.00985002907902155
Baseline-NN-MSE,v_y,266.771998,1.9249979126612082e-05
Baseline-NN-MSE,v_y,266.870998,0.024944608267512214
Baseline-NN-MSE,v_y,266.969998,-0.0068652077137432155
Baseline-NN-MSE,v_y,267.035998,-0.009165230815874725
Baseline-NN-MSE,v_y,267.101998,-0.009553365918305357
Baseline-NN-MSE,v_y,267.200999,-0.015386250834985793
Baseline-NN-MSE,v_y,267.266999,-0.011008529210068452
Baseline-NN-MSE,v_y,267.332999,-0.010420828857524989
Baseline-NN-MSE,v_y,267.398998,-0.008335845116016205
Baseline-NN-MSE,v_y,267.497998,-0.007555852729095092
Baseline-NN-MSE,v_y,267.563998,-0.006451583128148808
Baseline-NN-MSE,v_y,267.662998,-0.009130365761853554
Baseline-NN-MSE,v_y,267.794998,-0.01272871118481897
Baseline-NN-MSE,v_y,267.860998,-0.006683165248915268
Baseline-NN-MSE,v_y,267.926998,-0.005502091099620604
Baseline-NN-MSE,v_y,268.025998,-0.01290746511667984
Baseline-NN-MSE,v_y,268.091998,-0.0011166579287376077
Baseline-NN-MSE,v_y,268.157998,-0.007379526212025145
Baseline-NN-MSE,v_y,268.223999,-0.007281169457447556
Baseline-NN-MSE,v_y,268.322999,-0.01597487962749433
Baseline-NN-MSE,v_y,268.388999,-0.00963069302749886
Baseline-NN-MSE,v_y,268.454998,-0.00921654039605685
Baseline-NN-MSE,v_y,268.553998,-0.022415763256424692
Baseline-NN-MSE,v_y,268.619998,-0.011159205844606779
Baseline-NN-MSE,v_y,268.685998,-0.011548311357002183
Baseline-NN-MSE,v_y,268.817998,-0.008617737297265393
Baseline-NN-MSE,v_y,268.883998,-0.019628899298341773
Baseline-NN-MSE,v_y,268.949998,-0.011673476080605844
Baseline-NN-MSE,v_y,269.015998,-0.009485889070811826
Baseline-NN-MSE,v_y,269.081998,-0.010980906180680372
Baseline-NN-MSE,v_y,269.147998,-0.008846754280175478
Baseline-NN-MSE,v_y,269.246998,-0.016635668576280058
Baseline-NN-MSE,v_y,269.312999,-0.00947785358483727
Baseline-NN-MSE,v_y,269.378999,-0.00879110956625094
Baseline-NN-MSE,v_y,269.444999,-0.007096796918422875
Baseline-NN-MSE,v_y,269.510998,-0.005137078351964346
Baseline-NN-MSE,v_y,269.642998,-0.004502356071334448
Baseline-NN-MSE,v_y,269.708998,-0.0015436742042575571
Baseline-NN-MSE,v_y,269.807998,-0.00022965180968750887
Baseline-NN-MSE,v_y,269.873998,0.0005969777549785643
Baseline-NN-MSE,v_y,269.972998,0.0045460681470018
Baseline-NN-MSE,v_y,270.038998,0.00014825106049998205
Baseline-NN-MSE,v_y,270.104998,-0.00043879396197295945
Baseline-NN-MSE,v_y,270.170998,-0.0009731069102962356
Baseline-NN-MSE,v_y,270.236998,-0.0023388390709377805
Baseline-NN-MSE,v_y,270.335999,-0.006762784596480203
Baseline-NN-MSE,v_y,270.401999,-0.004656966707817574
Baseline-NN-MSE,v_y,270.467999,-0.0052977489416518725
Baseline-NN-MSE,v_y,270.533998,-0.006577239189167382
Baseline-NN-MSE,v_y,270.632998,-0.013842620103417386
Baseline-NN-MSE,v_y,270.731998,-0.008243374234372186
Baseline-NN-MSE,v_y,270.797998,-0.006744837683507032
Baseline-NN-MSE,v_y,270.896998,-0.007041448766026019
Baseline-NN-MSE,v_y,270.962998,-0.006471509728391701
Baseline-NN-MSE,v_y,271.061998,-0.012721790085451257
Baseline-NN-MSE,v_y,271.160998,-0.0038528480723049735
Baseline-NN-MSE,v_y,271.226998,-0.0030018022274177977
Baseline-NN-MSE,v_y,271.325998,-0.0012446883911896856
Baseline-NN-MSE,v_y,271.457999,0.0033590813551277188
Baseline-NN-MSE,v_y,271.523998,0.0016172316655435337
Baseline-NN-MSE,v_y,271.622998,0.0046445275141790004
Baseline-NN-MSE,v_y,271.688998,0.000989013410829076
Baseline-NN-MSE,v_y,271.820998,0.0017750774858663054
Baseline-NN-MSE,v_y,271.886998,-0.001300079524403322
Baseline-NN-MSE,v_y,271.952998,-0.0023061335214840384
Baseline-NN-MSE,v_y,272.084998,-0.003619110166446605
Baseline-NN-MSE,v_y,272.150998,-0.004475136926447021
Baseline-NN-MSE,v_y,272.249998,-0.004654441996315067
Baseline-NN-MSE,v_y,272.348998,-0.004447560177931326
Baseline-NN-MSE,v_y,272.414998,-0.0054813769272216845
Baseline-NN-MSE,v_y,272.480999,-0.005318126336590241
Baseline-NN-MSE,v_y,272.579998,-0.01222223621066705
Baseline-NN-MSE,v_y,272.645998,-0.004711780024441503
Baseline-NN-MSE,v_y,272.711998,-0.004189388560751933
Baseline-NN-MSE,v_y,272.777998,-0.0038142608692291564
Baseline-NN-MSE,v_y,272.876998,-0.0028618490539785574
Baseline-NN-MSE,v_y,272.942998,-0.002448670187206861
Baseline-NN-MSE,v_y,273.041998,-0.0016165538559254067
Baseline-NN-MSE,v_y,273.140998,-0.0006094188017599228
Baseline-NN-MSE,v_y,273.239998,-0.0006711132129095104
Baseline-NN-MSE,v_y,273.305998,-0.0008152331702353174
Baseline-NN-MSE,v_y,273.404998,-0.0004483294198384252
Baseline-NN-MSE,v_y,273.470998,-0.001311268931171547
Baseline-NN-MSE,v_y,273.536999,-0.001694649828642758
Baseline-NN-MSE,v_y,273.602998,-0.002453353827051922
Baseline-NN-MSE,v_y,273.734998,-0.005009314774154798
Baseline-NN-MSE,v_y,273.800998,-0.0030670827528932083
Baseline-NN-MSE,v_y,273.866998,-0.003461771382377743
Baseline-NN-MSE,v_y,273.932998,-0.003983127923982369
Baseline-NN-MSE,v_y,273.998998,-0.003803235919798101
Baseline-NN-MSE,v_y,274.130998,-0.008556421207412603
Baseline-NN-MSE,v_y,274.196998,-0.002837225012090803
Baseline-NN-MSE,v_y,274.262998,-0.0031545276385190465
Baseline-NN-MSE,v_y,274.361998,-0.005932555605163913
Baseline-NN-MSE,v_y,274.427998,-0.00219045829510061
Baseline-NN-MSE,v_y,274.493998,-0.0021489124558454233
Baseline-NN-MSE,v_y,274.559999,-0.0014879896814634919
Baseline-NN-MSE,v_y,274.691998,-0.0010716380572889511
Baseline-NN-MSE,v_y,274.757998,-0.0003275877630841764
Baseline-NN-MSE,v_y,274.823998,4.299341571389198e-05
Baseline-NN-MSE,v_y,274.889998,-0.0002094380679506791
Baseline-NN-MSE,v_y,274.988998,-0.0005082335768587035
Baseline-NN-MSE,v_y,275.087998,-0.0008437111938208383
Baseline-NN-MSE,v_y,275.153998,0.00019520591892623063
Baseline-NN-MSE,v_y,275.219998,-0.00011726538870307501
Baseline-NN-MSE,v_y,275.318998,-0.0007710678034887897
Baseline-NN-MSE,v_y,275.384998,-0.0013122077296796597
Baseline-NN-MSE,v_y,275.483998,-0.005598694424142596
Baseline-NN-MSE,v_y,275.549998,-0.00383387719139768
Baseline-NN-MSE,v_y,275.681998,-0.004120159101769884
Baseline-NN-MSE,v_y,275.747998,-0.004415411899468171
Baseline-NN-MSE,v_y,275.846998,-0.008835659596455658
Baseline-NN-MSE,v_y,275.945998,-0.00379838473226541
Baseline-NN-MSE,v_y,276.044998,-0.00882995199251256
Baseline-NN-MSE,v_y,276.110998,-0.004648672245140596
Baseline-NN-MSE,v_y,276.209998,-0.0081936589838529
Baseline-NN-MSE,v_y,276.308998,-0.005004805111974598
Baseline-NN-MSE,v_y,276.374998,-0.004200087668427947
Baseline-NN-MSE,v_y,276.473998,-0.007779750945924516
Baseline-NN-MSE,v_y,276.572998,-0.0026767994248597313
Baseline-NN-MSE,v_y,276.671999,-0.005342397139319766
Baseline-NN-MSE,v_y,276.737998,-0.0021241984792321686
Baseline-NN-MSE,v_y,276.869998,-0.005123272206750958
Baseline-NN-MSE,v_y,276.935998,-0.002382121566099085
Baseline-NN-MSE,v_y,277.034998,-0.0034497038672864286
Baseline-NN-MSE,v_y,277.133998,-0.004784546218861291
Baseline-NN-MSE,v_y,277.199998,-0.002456347196844958
Baseline-NN-MSE,v_y,277.265998,-0.002781523092162553
Baseline-NN-MSE,v_y,277.331998,-0.0034661055976456454
Baseline-NN-MSE,v_y,277.397998,-0.0037926978865168784
Baseline-NN-MSE,v_y,277.496998,-0.0033547964082303733
Baseline-NN-MSE,v_y,277.562998,-0.0038219581216018816
Baseline-NN-MSE,v_y,277.661998,-0.0028230127370925985
Baseline-NN-MSE,v_y,277.727998,-0.00267345261686849
Baseline-NN-MSE,v_y,277.826998,-0.006732734765137496
Baseline-NN-MSE,v_y,277.892998,-0.003414051068947009
Baseline-NN-MSE,v_y,277.991998,-0.007312032587656517
Baseline-NN-MSE,v_y,278.090998,-0.003307564720856887
Baseline-NN-MSE,v_y,278.156998,-0.003348816359652649
