scenario,signal,t_s,error_est_minus_gt
Baseline-NN-MSE,v_y,476.585997,4.787292975223789e-05
Baseline-NN-MSE,v_y,476.717997,-0.0016199444115931605
Baseline-NN-MSE,v_y,476.783997,0.00017825488684459004
Baseline-NN-MSE,v_y,476.915997,0.0008515139624091436
Baseline-NN-MSE,v_y,476.981997,0.009574426970690685
Baseline-NN-MSE,v_y,477.080997,0.021106943047909957
Baseline-NN-MSE,v_y,477.179997,0.02348860183254342
Baseline-NN-MSE,v_y,477.245997,0.010754026224650173
Baseline-NN-MSE,v_y,477.344997,0.018692584264466072
Baseline-NN-MSE,v_y,477.443997,0.016154112287157518
Baseline-NN-MSE,v_y,477.509997,0.006070153774180867
Baseline-NN-MSE,v_y,477.641997,0.01424963707842095
Baseline-NN-MSE,v_y,477.707997,0.002347634173521646
Baseline-NN-MSE,v_y,477.773997,0.0015129770660152267
Baseline-NN-MSE,v_y,477.872997,0.0006136818093404918
Baseline-NN-MSE,v_y,477.938997,-0.0012588667523349634
Baseline-NN-MSE,v_y,478.037997,-0.0036397192636516934
Baseline-NN-MSE,v_y,478.136997,-0.005031770697877797
Baseline-NN-MSE,v_y,478.202997,-0.00348060322499898
Baseline-NN-MSE,v_y,478.301997,-0.004506765955111014
Baseline-NN-MSE,v_y,478.400997,-0.009542189229064824
Baseline-NN-MSE,v_y,478.499997,-0.005389042658520249
Baseline-NN-MSE,v_y,478.565997,-0.005426374023452283
Baseline-NN-MSE,v_y,478.631997,-0.005829606648521987
Baseline-NN-MSE,v_y,478.763997,-0.0060149510700946915
Baseline-NN-MSE,v_y,478.829997,-0.0066409994150437475
Baseline-NN-MSE,v_y,478.961997,-0.012877023846687088
Baseline-NN-MSE,v_y,479.027997,-0.006662284894824851
Baseline-NN-MSE,v_y,479.126997,-0.013250641551632204
Baseline-NN-MSE,v_y,479.192997,-0.00684922329420631
Baseline-NN-MSE,v_y,479.291997,-0.0065958265695372255
Baseline-NN-MSE,v_y,479.390997,-0.014270524839535042
Baseline-NN-MSE,v_y,479.489997,-0.007152384184040121
Baseline-NN-MSE,v_y,479.588997,-0.007401923846932499
Baseline-NN-MSE,v_y,479.687997,-0.015082085363980726
Baseline-NN-MSE,v_y,479.786997,-0.006992202040746843
Baseline-NN-MSE,v_y,479.885997,-0.014628083027736105
Baseline-NN-MSE,v_y,479.984997,-0.012876764365457618
Baseline-NN-MSE,v_y,480.050997,-0.006250335456552342
Baseline-NN-MSE,v_y,480.149997,-0.005416595757582849
Baseline-NN-MSE,v_y,480.248997,-0.010266737076993594
Baseline-NN-MSE,v_y,480.347997,-0.0043011486509843405
Baseline-NN-MSE,v_y,480.413997,-0.0039495041408976845
Baseline-NN-MSE,v_y,480.545997,-0.006911983002672211
Baseline-NN-MSE,v_y,480.611997,-0.0029676022680273223
Baseline-NN-MSE,v_y,480.710997,-0.0023479294892970225
Baseline-NN-MSE,v_y,480.842997,-0.0031523515363733644
Baseline-NN-MSE,v_y,480.908997,-0.0006293369597211412
Baseline-NN-MSE,v_y,481.040997,-0.00012946947355671392
Baseline-NN-MSE,v_y,481.106997,-0.0008560939834428433
Baseline-NN-MSE,v_y,481.172997,-0.002746739508911737
Baseline-NN-MSE,v_y,481.304997,-0.01704889391622133
Baseline-NN-MSE,v_y,481.370997,-0.010824018358910406
Baseline-NN-MSE,v_y,481.469997,-0.0290091768930867
Baseline-NN-MSE,v_y,481.535997,-0.013352027905942736
Baseline-NN-MSE,v_y,481.601997,-0.0214162817882021
Baseline-NN-MSE,v_y,481.700997,-0.02518185013449894
Baseline-NN-MSE,v_y,481.766997,-0.033145913652978615
Baseline-NN-MSE,v_y,481.898997,-0.1108838457547202
Baseline-NN-MSE,v_y,481.964997,-0.04551266487698093
Baseline-NN-MSE,v_y,482.096997,-0.14750005770829747
Baseline-NN-MSE,v_y,482.162997,-0.05781188229944492
Baseline-NN-MSE,v_y,482.261997,-0.11887456285138391
Baseline-NN-MSE,v_y,482.327997,-0.064261104575601
Baseline-NN-MSE,v_y,482.393997,-0.06831944435715355
Baseline-NN-MSE,v_y,482.525997,-0.07410769608529978
Baseline-NN-MSE,v_y,482.591997,-0.0805254807562944
Baseline-NN-MSE,v_y,482.690997,-0.08255512773863834
Baseline-NN-MSE,v_y,482.756997,-0.08825166071218107
Baseline-NN-MSE,v_y,482.855997,-0.1872201475080394
Baseline-NN-MSE,v_y,482.921997,-0.09533308142937147
Baseline-NN-MSE,v_y,482.987997,-0.09931986285134087
Baseline-NN-MSE,v_y,483.086997,-0.10123466186128843
Baseline-NN-MSE,v_y,483.152997,-0.1106553075518717
Baseline-NN-MSE,v_y,483.251997,-0.22878073602481988
Baseline-NN-MSE,v_y,483.317997,-0.1115954185638986
Baseline-NN-MSE,v_y,483.416997,-0.2523078534234491
Baseline-NN-MSE,v_y,483.482997,-0.12216283968004849
Baseline-NN-MSE,v_y,483.548997,-0.13453786476174243
Baseline-NN-MSE,v_y,483.614997,-0.13571423000661895
Baseline-NN-MSE,v_y,483.713997,-0.2918131494295825
Baseline-NN-MSE,v_y,483.812997,-0.15751073813536237
Baseline-NN-MSE,v_y,483.878997,-0.16951087681680602
Baseline-NN-MSE,v_y,483.944997,-0.17582108117491813
Baseline-NN-MSE,v_y,484.043997,-0.18952634642829735
Baseline-NN-MSE,v_y,484.175997,-0.5870446489066397
Baseline-NN-MSE,v_y,484.241997,-0.20971743900965478
Baseline-NN-MSE,v_y,484.307997,-0.21515123121107088
Baseline-NN-MSE,v_y,484.406997,-0.22393306828719772
Baseline-NN-MSE,v_y,484.505997,-0.45173533465577864
Baseline-NN-MSE,v_y,484.604997,-0.2355996328430615
Baseline-NN-MSE,v_y,484.670997,-0.24103023082526653
Baseline-NN-MSE,v_y,484.736997,-0.23761892780085891
Baseline-NN-MSE,v_y,484.835997,-0.2377101424677291
Baseline-NN-MSE,v_y,484.901997,-0.23584559014612672
Baseline-NN-MSE,v_y,484.967997,-0.2395366138623441
Baseline-NN-MSE,v_y,485.066997,-0.2270507842653341
Baseline-NN-MSE,v_y,485.132997,-0.22634660825171632
Baseline-NN-MSE,v_y,485.198997,-0.2196751611241874
Baseline-NN-MSE,v_y,485.264997,-0.21252020740118993
Baseline-NN-MSE,v_y,485.363997,-0.414759129361268
Baseline-NN-MSE,v_y,485.429997,-0.19955231937426798
Baseline-NN-MSE,v_y,485.495997,-0.18936008706133162
Baseline-NN-MSE,v_y,485.561997,-0.19073077050873083
Baseline-NN-MSE,v_y,485.660997,-0.3339479118437193
Baseline-NN-MSE,v_y,485.726997,-0.15890179878771438
Baseline-NN-MSE,v_y,485.792997,-0.15355016070691208
Baseline-NN-MSE,v_y,485.858997,-0.14616278133253646
Baseline-NN-MSE,v_y,485.957997,-0.27565209973335286
Baseline-NN-MSE,v_y,486.023997,-0.13249940747095496
Baseline-NN-MSE,v_y,486.089997,-0.1261551626272968
Baseline-NN-MSE,v_y,486.155997,-0.12124704813701204
Baseline-NN-MSE,v_y,486.221997,-0.11534268839363593
Baseline-NN-MSE,v_y,486.320997,-0.11205426181661926
Baseline-NN-MSE,v_y,486.386997,-0.10706694465642913
Baseline-NN-MSE,v_y,486.452997,-0.10664003745778822
Baseline-NN-MSE,v_y,486.518997,-0.1060053450053498
Baseline-NN-MSE,v_y,486.584997,-0.10655640565299618
Baseline-NN-MSE,v_y,486.650997,-0.10544760804215159
Baseline-NN-MSE,v_y,486.716997,-0.10673312181458405
Baseline-NN-MSE,v_y,486.782997,-0.10784156064314154
Baseline-NN-MSE,v_y,486.848997,-0.1088716021673729
Baseline-NN-MSE,v_y,486.914997,-0.10805404251593409
Baseline-NN-MSE,v_y,486.980997,-0.1065993407292829
Baseline-NN-MSE,v_y,487.046997,-0.10576793394044803
Baseline-NN-MSE,v_y,487.112997,-0.10651175090486742
Baseline-NN-MSE,v_y,487.178997,-0.10569676655989618
Baseline-NN-MSE,v_y,487.244997,-0.10427223460014656
Baseline-NN-MSE,v_y,487.310997,-0.10375209840173205
Baseline-NN-MSE,v_y,487.376997,-0.10374418063667468
Baseline-NN-MSE,v_y,487.442997,-0.10543003595110073
Baseline-NN-MSE,v_y,487.508997,-0.10344057162453363
Baseline-NN-MSE,v_y,487.574997,-0.10179460938914647
Baseline-NN-MSE,v_y,487.640997,-0.09991977559015813
Baseline-NN-MSE,v_y,487.706997,-0.09779445979564516
Baseline-NN-MSE,v_y,487.772997,-0.09662136918657999
Baseline-NN-MSE,v_y,487.838997,-0.09343127962535375
Baseline-NN-MSE,v_y,487.904997,-0.08935162773318067
Baseline-NN-MSE,v_y,488.003997,-0.08125347742193889
Baseline-NN-MSE,v_y,488.069997,-0.0768448206731479
Baseline-NN-MSE,v_y,488.135997,-0.07555693275926367
Baseline-NN-MSE,v_y,488.201997,-0.07088084234514999
Baseline-NN-MSE,v_y,488.300997,-0.12792989915073452
Baseline-NN-MSE,v_y,488.366997,-0.05864955701137298
Baseline-NN-MSE,v_y,488.432997,-0.05357483519400841
Baseline-NN-MSE,v_y,488.498997,-0.04955415943638719
Baseline-NN-MSE,v_y,488.564997,-0.044745327753518166
Baseline-NN-MSE,v_y,488.630997,-0.040800675567899264
Baseline-NN-MSE,v_y,488.696997,-0.035798474221246046
Baseline-NN-MSE,v_y,488.762997,-0.03175976698559668
Baseline-NN-MSE,v_y,488.828997,-0.027805263594029905
Baseline-NN-MSE,v_y,488.927997,-0.023589545406090887
Baseline-NN-MSE,v_y,488.993997,-0.021185913313658766
Baseline-NN-MSE,v_y,489.059997,-0.017659022141966615
Baseline-NN-MSE,v_y,489.125997,-0.014672717630216464
Baseline-NN-MSE,v_y,489.191997,-0.011216601781624758
Baseline-NN-MSE,v_y,489.257997,-0.008336649268015472
Baseline-NN-MSE,v_y,489.323997,-0.006469512469790606
Baseline-NN-MSE,v_y,489.389997,-0.0029521450513953496
Baseline-NN-MSE,v_y,489.455997,-0.0004925184191889725
Baseline-NN-MSE,v_y,489.521997,0.0033893886486334075
Baseline-NN-MSE,v_y,489.587997,0.006041235553996795
Baseline-NN-MSE,v_y,489.653997,0.007521717802648267
Baseline-NN-MSE,v_y,489.719997,0.011253275373050051
Baseline-NN-MSE,v_y,489.818997,0.014888590609511185
Baseline-NN-MSE,v_y,489.884997,0.019398691285119424
Baseline-NN-MSE,v_y,489.950997,0.021573007221716865
Baseline-NN-MSE,v_y,490.016997,0.022734896878163692
Baseline-NN-MSE,v_y,490.082997,0.02664187645520906
Baseline-NN-MSE,v_y,490.148997,0.02878239540504804
Baseline-NN-MSE,v_y,490.214997,0.03208708126175967
Baseline-NN-MSE,v_y,490.280997,0.03409371764473783
Baseline-NN-MSE,v_y,490.346997,0.034944718426680954
Baseline-NN-MSE,v_y,490.412997,0.03966281396570599
Baseline-NN-MSE,v_y,490.478997,0.0428641794004449
Baseline-NN-MSE,v_y,490.544997,0.04813374386407199
Baseline-NN-MSE,v_y,490.610997,0.05078029907157813
Baseline-NN-MSE,v_y,490.676997,0.05266477753012855
Baseline-NN-MSE,v_y,490.775997,0.11423635214570943
Baseline-NN-MSE,v_y,490.874997,0.12038913188272982
Baseline-NN-MSE,v_y,490.940997,0.07321223874808913
Baseline-NN-MSE,v_y,491.006997,0.07509274368219904
Baseline-NN-MSE,v_y,491.072997,0.084140757152601
Baseline-NN-MSE,v_y,491.138997,0.08949313507905954
Baseline-NN-MSE,v_y,491.204997,0.09369206126751978
Baseline-NN-MSE,v_y,491.270997,0.10363084591987426
Baseline-NN-MSE,v_y,491.336997,0.10740308595757242
Baseline-NN-MSE,v_y,491.402997,0.11022937980228803
Baseline-NN-MSE,v_y,491.468997,0.11746670307599827
Baseline-NN-MSE,v_y,491.534997,0.12302233364354903
Baseline-NN-MSE,v_y,491.633997,0.24608288555430635
Baseline-NN-MSE,v_y,491.699997,0.13124941577393356
Baseline-NN-MSE,v_y,491.765997,0.13599954283743676
Baseline-NN-MSE,v_y,491.864997,0.13493086878030147
Baseline-NN-MSE,v_y,491.930997,0.13825421747154198
Baseline-NN-MSE,v_y,491.996997,0.1386387849537462
Baseline-NN-MSE,v_y,492.062997,0.13879542260984512
Baseline-NN-MSE,v_y,492.128997,0.14091726429229634
Baseline-NN-MSE,v_y,492.194997,0.14109957452547905
Baseline-NN-MSE,v_y,492.260997,0.14802926367740088
Baseline-NN-MSE,v_y,492.326997,0.15004944003465592
Baseline-NN-MSE,v_y,492.392997,0.15386040012187868
Baseline-NN-MSE,v_y,492.458997,0.16134479874216656
Baseline-NN-MSE,v_y,492.557997,0.1664025836256997
Baseline-NN-MSE,v_y,492.623997,0.18805442543827355
Baseline-NN-MSE,v_y,492.689997,0.1819928556414202
Baseline-NN-MSE,v_y,492.755997,0.17938627546992936
Baseline-NN-MSE,v_y,492.821997,0.20197293211923073
Baseline-NN-MSE,v_y,492.887997,0.19473444279515506
Baseline-NN-MSE,v_y,492.953997,0.20016560334467315
Baseline-NN-MSE,v_y,493.019997,0.20114641238307895
Baseline-NN-MSE,v_y,493.085997,0.20829552951745267
Baseline-NN-MSE,v_y,493.151997,0.21648116202026657
Baseline-NN-MSE,v_y,493.250997,0.223973199154339
Baseline-NN-MSE,v_y,493.349997,0.45536073929979515
Baseline-NN-MSE,v_y,493.415997,0.23002367557906422
Baseline-NN-MSE,v_y,493.481997,0.23120154708942642
Baseline-NN-MSE,v_y,493.547997,0.22838273224415384
Baseline-NN-MSE,v_y,493.613997,0.22805411304432743
Baseline-NN-MSE,v_y,493.679997,0.22253917590571137
Baseline-NN-MSE,v_y,493.778997,0.21378709610772328
Baseline-NN-MSE,v_y,493.877997,0.41037605297091895
Baseline-NN-MSE,v_y,493.943997,0.18718971117170513
Baseline-NN-MSE,v_y,494.009997,0.19447198722212478
Baseline-NN-MSE,v_y,494.075997,0.16762948906199782
Baseline-NN-MSE,v_y,494.141997,0.15999211640170796
Baseline-NN-MSE,v_y,494.207997,0.15139563863149275
Baseline-NN-MSE,v_y,494.306997,0.28757649345652014
Baseline-NN-MSE,v_y,494.405997,0.267925000802839
Baseline-NN-MSE,v_y,494.471997,0.12473138355813163
Baseline-NN-MSE,v_y,494.537997,0.12116375528198264
Baseline-NN-MSE,v_y,494.603997,0.11636694939489778
Baseline-NN-MSE,v_y,494.669997,0.11331195673073113
Baseline-NN-MSE,v_y,494.735997,0.11164427848352881
Baseline-NN-MSE,v_y,494.801997,0.11161509462754937
Baseline-NN-MSE,v_y,494.900997,0.22166950886239156
Baseline-NN-MSE,v_y,494.966997,0.11239130235594019
Baseline-NN-MSE,v_y,495.032997,0.11265722677044998
Baseline-NN-MSE,v_y,495.098997,0.11383794330316094
Baseline-NN-MSE,v_y,495.164997,0.11451385131874225
Baseline-NN-MSE,v_y,495.263997,0.2335761999238246
Baseline-NN-MSE,v_y,495.329997,0.11572958268205447
Baseline-NN-MSE,v_y,495.395997,0.1176718676008926
Baseline-NN-MSE,v_y,495.494997,0.22802188320638894
Baseline-NN-MSE,v_y,495.560997,0.11569603261652944
Baseline-NN-MSE,v_y,495.659997,0.11450189677865097
Baseline-NN-MSE,v_y,495.725997,0.10782005543462259
Baseline-NN-MSE,v_y,495.791997,0.10605536736899057
Baseline-NN-MSE,v_y,495.857997,0.10113995783154256
Baseline-NN-MSE,v_y,495.956997,0.09644405751636054
Baseline-NN-MSE,v_y,496.055997,0.17488410776525065
Baseline-NN-MSE,v_y,496.154997,0.1635640574604464
Baseline-NN-MSE,v_y,496.220997,0.07333977615348675
Baseline-NN-MSE,v_y,496.286997,0.06768048231527951
Baseline-NN-MSE,v_y,496.385997,0.1257425713429135
Baseline-NN-MSE,v_y,496.451997,0.05647990256900859
Baseline-NN-MSE,v_y,496.517997,0.04964126329147098
Baseline-NN-MSE,v_y,496.583997,0.046296123073561124
Baseline-NN-MSE,v_y,496.682997,0.04170766912560153
Baseline-NN-MSE,v_y,496.748997,0.039521249671265885
Baseline-NN-MSE,v_y,496.814997,0.03766405139573331
Baseline-NN-MSE,v_y,496.880997,0.037271883764289
Baseline-NN-MSE,v_y,496.979997,0.035981976649297975
Baseline-NN-MSE,v_y,497.045997,0.03560999912298485
Baseline-NN-MSE,v_y,497.111997,0.03404775483676581
Baseline-NN-MSE,v_y,497.210997,0.06749699618785797
Baseline-NN-MSE,v_y,497.309997,0.028916104724891256
Baseline-NN-MSE,v_y,497.375997,0.029501820550020957
Baseline-NN-MSE,v_y,497.441997,0.02477014029666172
Baseline-NN-MSE,v_y,497.540997,0.026506358159370108
Baseline-NN-MSE,v_y,497.639997,0.02533513362602098
Baseline-NN-MSE,v_y,497.705997,0.023020172483061374
Baseline-NN-MSE,v_y,497.804997,0.02060787843464705
Baseline-NN-MSE,v_y,497.870997,0.01957748060756412
Baseline-NN-MSE,v_y,497.936997,0.01693897886102487
Baseline-NN-MSE,v_y,498.035997,0.031285894266847594
Baseline-NN-MSE,v_y,498.101997,0.012409782097230579
Baseline-NN-MSE,v_y,498.167997,0.010337815968278818
Baseline-NN-MSE,v_y,498.233997,0.010058034012533267
Baseline-NN-MSE,v_y,498.332997,0.007699585238066707
Baseline-NN-MSE,v_y,498.398997,0.0066759720806278885
Baseline-NN-MSE,v_y,498.464997,0.006818374423920491
Baseline-NN-MSE,v_y,498.563997,0.01299497104309999
Baseline-NN-MSE,v_y,498.629997,0.005478318686749025
Baseline-NN-MSE,v_y,498.695997,0.005731352496386857
Baseline-NN-MSE,v_y,498.761997,0.006461923558694186
Baseline-NN-MSE,v_y,498.827997,0.005303607003680023
Baseline-NN-MSE,v_y,498.893997,0.005233104630512676
Baseline-NN-MSE,v_y,498.959997,0.006239677090917085
Baseline-NN-MSE,v_y,499.025997,0.006291979379995361
Baseline-NN-MSE,v_y,499.091997,0.005930124410591514
Baseline-NN-MSE,v_y,499.157997,0.005702253633576897
Baseline-NN-MSE,v_y,499.223997,0.005068226701418935
Baseline-NN-MSE,v_y,499.289997,0.005608775282575064
Baseline-NN-MSE,v_y,499.388997,0.004845863664514692
Baseline-NN-MSE,v_y,499.454997,0.004599162525758545
Baseline-NN-MSE,v_y,499.520997,0.00438315204937479
Baseline-NN-MSE,v_y,499.586997,0.0035931499347946223
Baseline-NN-MSE,v_y,499.652997,0.003912086060422523
Baseline-NN-MSE,v_y,499.751997,0.004490763015799069
Baseline-NN-MSE,v_y,499.817997,0.004228460171036331
Baseline-NN-MSE,v_y,499.883997,0.00374860371989991
Baseline-NN-MSE,v_y,499.982997,0.0074311195407302365
Baseline-NN-MSE,v_y,500.048997,0.002937161166527446
Baseline-NN-MSE,v_y,500.114997,0.002428446930681923
Baseline-NN-MSE,v_y,500.246997,0.006807354459181254
Baseline-NN-MSE,v_y,500.312997,0.0018092207573329943
Baseline-NN-MSE,v_y,500.378997,0.0016274297330796193
Baseline-NN-MSE,v_y,500.444997,0.0010264309589225382
Baseline-NN-MSE,v_y,500.543997,0.0005238374763903942
Baseline-NN-MSE,v_y,500.609997,-0.0008065748960499549
Baseline-NN-MSE,v_y,500.675997,3.5208450389748614e-05
Baseline-NN-MSE,v_y,500.741997,0.0007832587116530901
Baseline-NN-MSE,v_y,500.873997,7.614463665348557e-05
Baseline-NN-MSE,v_y,500.939997,0.00048663387147429896
Baseline-NN-MSE,v_y,501.005997,-0.0012350360063193956
Baseline-NN-MSE,v_y,501.071997,-0.0008569656936515046
Baseline-NN-MSE,v_y,501.170997,-0.001678170764240528
Baseline-NN-MSE,v_y,501.236997,-0.001398067113635857
Baseline-NN-MSE,v_y,501.335997,-0.0017384598533836902
Baseline-NN-MSE,v_y,501.401997,-0.0014549373880237584
Baseline-NN-MSE,v_y,501.467997,-0.001310639592227164
Baseline-NN-MSE,v_y,501.533997,-0.002268629115202446
Baseline-NN-MSE,v_y,501.599997,-0.002569675222692247
Baseline-NN-MSE,v_y,501.665997,-0.0036863064353358666
Baseline-NN-MSE,v_y,501.764997,-0.008735819459581337
Baseline-NN-MSE,v_y,501.830997,-0.0061292231481281465
Baseline-NN-MSE,v_y,501.896997,-0.008778539443508962
Baseline-NN-MSE,v_y,501.962997,-0.008068599725815442
Baseline-NN-MSE,v_y,502.028997,-0.012503255449345097
Baseline-NN-MSE,v_y,502.094997,-0.015597356514687365
Baseline-NN-MSE,v_y,502.193997,-0.04639173807039205
Baseline-NN-MSE,v_y,502.259997,-0.028389831544647783
Baseline-NN-MSE,v_y,502.325997,-0.03664926758235281
Baseline-NN-MSE,v_y,502.391997,-0.04258766818553611
Baseline-NN-MSE,v_y,502.457997,-0.04349717911696443
Baseline-NN-MSE,v_y,502.523997,-0.05435197079350544
Baseline-NN-MSE,v_y,502.589997,-0.05960295495542258
Baseline-NN-MSE,v_y,502.655997,-0.06764311467374622
Baseline-NN-MSE,v_y,502.721997,-0.07274810623722654
Baseline-NN-MSE,v_y,502.820997,-0.08171637626029395
Baseline-NN-MSE,v_y,502.886997,-0.08627388537479369
Baseline-NN-MSE,v_y,502.952997,-0.08623558585454486
Baseline-NN-MSE,v_y,503.018997,-0.09825918170232634
Baseline-NN-MSE,v_y,503.117997,-0.09633107731892286
Baseline-NN-MSE,v_y,503.183997,-0.10752890847428212
Baseline-NN-MSE,v_y,503.282997,-0.22485787619707576
Baseline-NN-MSE,v_y,503.348997,-0.10942366092948734
Baseline-NN-MSE,v_y,503.414997,-0.12130960771983341
Baseline-NN-MSE,v_y,503.480997,-0.12282633402765034
Baseline-NN-MSE,v_y,503.579997,-0.2731323451645224
Baseline-NN-MSE,v_y,503.678997,-0.13879868688080096
Baseline-NN-MSE,v_y,503.744997,-0.15786492611896838
Baseline-NN-MSE,v_y,503.810997,-0.16289397186325835
Baseline-NN-MSE,v_y,503.876997,-0.16467923520430866
Baseline-NN-MSE,v_y,503.975997,-0.1748998758527785
Baseline-NN-MSE,v_y,504.041997,-0.18159538128632594
Baseline-NN-MSE,v_y,504.107997,-0.18628913872562672
Baseline-NN-MSE,v_y,504.173997,-0.1833275784943483
Baseline-NN-MSE,v_y,504.239997,-0.17891374141108388
Baseline-NN-MSE,v_y,504.305997,-0.18307380137216928
Baseline-NN-MSE,v_y,504.437997,-0.538980542866931
Baseline-NN-MSE,v_y,504.503997,-0.1769247716452149
Baseline-NN-MSE,v_y,504.569997,-0.1744174249284865
Baseline-NN-MSE,v_y,504.635997,-0.1754954202748521
Baseline-NN-MSE,v_y,504.701997,-0.1736112349477789
Baseline-NN-MSE,v_y,504.767997,-0.16971793379521702
Baseline-NN-MSE,v_y,504.866997,-0.33673176997549636
Baseline-NN-MSE,v_y,504.932997,-0.16174739836010074
Baseline-NN-MSE,v_y,504.998997,-0.17111234006585446
Baseline-NN-MSE,v_y,505.064997,-0.16867424436315331
Baseline-NN-MSE,v_y,505.130997,-0.16889061980350936
Baseline-NN-MSE,v_y,505.196997,-0.17036193289905974
Baseline-NN-MSE,v_y,505.262997,-0.17322541154343865
Baseline-NN-MSE,v_y,505.361997,-0.1661871631090994
Baseline-NN-MSE,v_y,505.427997,-0.17780817714141173
Baseline-NN-MSE,v_y,505.493997,-0.1823821738206863
Baseline-NN-MSE,v_y,505.559997,-0.1836061742217937
Baseline-NN-MSE,v_y,505.625997,-0.1871158283807831
Baseline-NN-MSE,v_y,505.691997,-0.18595637202516915
Baseline-NN-MSE,v_y,505.790997,-0.1975944934246115
Baseline-NN-MSE,v_y,505.856997,-0.19690825975247123
Baseline-NN-MSE,v_y,505.922997,-0.2081114881664489
Baseline-NN-MSE,v_y,505.988997,-0.21095727119770777
Baseline-NN-MSE,v_y,506.054997,-0.22127596843476655
Baseline-NN-MSE,v_y,506.120997,-0.2204656532857146
Baseline-NN-MSE,v_y,506.186997,-0.22198373212555328
Baseline-NN-MSE,v_y,506.252997,-0.23452827579480556
Baseline-NN-MSE,v_y,506.318997,-0.23890749144604248
Baseline-NN-MSE,v_y,506.384997,-0.25077323917368743
Baseline-NN-MSE,v_y,506.450997,-0.253849061910733
Baseline-NN-MSE,v_y,506.516997,-0.2541758228124709
Baseline-NN-MSE,v_y,506.582997,-0.26278997232985696
Baseline-NN-MSE,v_y,506.681997,-0.2671154278679387
Baseline-NN-MSE,v_y,506.747997,-0.2729896789227442
Baseline-NN-MSE,v_y,506.813997,-0.2688251451008125
Baseline-NN-MSE,v_y,506.879997,-0.26994562943908523
Baseline-NN-MSE,v_y,506.978997,-0.5422851635652765
Baseline-NN-MSE,v_y,507.044997,-0.2664785403329334
Baseline-NN-MSE,v_y,507.110997,-0.2704340757968439
Baseline-NN-MSE,v_y,507.176997,-0.26479367513424223
Baseline-NN-MSE,v_y,507.275997,-0.26336618846564547
Baseline-NN-MSE,v_y,507.341997,-0.25606579073594155
Baseline-NN-MSE,v_y,507.407997,-0.2493961986757478
Baseline-NN-MSE,v_y,507.506997,-0.243742453232894
Baseline-NN-MSE,v_y,507.572997,-0.237517578272128
Baseline-NN-MSE,v_y,507.671997,-0.4793843957150348
Baseline-NN-MSE,v_y,507.737997,-0.22732006415057432
Baseline-NN-MSE,v_y,507.836997,-0.4381809982182416
Baseline-NN-MSE,v_y,507.902997,-0.20540622073722956
Baseline-NN-MSE,v_y,508.001997,-0.38564711087728853
Baseline-NN-MSE,v_y,508.067997,-0.20001104927252422
Baseline-NN-MSE,v_y,508.133997,-0.1773465853336423
Baseline-NN-MSE,v_y,508.232997,-0.17149594683350658
Baseline-NN-MSE,v_y,508.298997,-0.15040265507484857
Baseline-NN-MSE,v_y,508.364997,-0.139139859251465
Baseline-NN-MSE,v_y,508.496997,-0.12562596539116158
Baseline-NN-MSE,v_y,508.562997,-0.11957143495363046
Baseline-NN-MSE,v_y,508.628997,-0.11961794536193064
Baseline-NN-MSE,v_y,508.694997,-0.11166117999417516
Baseline-NN-MSE,v_y,508.760997,-0.10208476908143252
Baseline-NN-MSE,v_y,508.892997,-0.19235805986033092
Baseline-NN-MSE,v_y,508.958997,-0.09410032406861352
Baseline-NN-MSE,v_y,509.024997,-0.09319828042079382
Baseline-NN-MSE,v_y,509.123997,-0.08435204929720459
Baseline-NN-MSE,v_y,509.189997,-0.08339281700014119
Baseline-NN-MSE,v_y,509.255997,-0.08438534006709496
Baseline-NN-MSE,v_y,509.387997,-0.08259444131419966
Baseline-NN-MSE,v_y,509.453997,-0.07419539589201958
Baseline-NN-MSE,v_y,509.519997,-0.0675894304254205
Baseline-NN-MSE,v_y,509.651997,-0.1779320570797448
Baseline-NN-MSE,v_y,509.717997,-0.05074524066738888
Baseline-NN-MSE,v_y,509.783997,-0.04664239553017634
Baseline-NN-MSE,v_y,509.849997,-0.04142589033801892
Baseline-NN-MSE,v_y,509.948997,-0.03804451274285893
Baseline-NN-MSE,v_y,510.047997,-0.03505445756183003
Baseline-NN-MSE,v_y,510.146997,-0.06788899514059374
Baseline-NN-MSE,v_y,510.245997,-0.06565496628708029
Baseline-NN-MSE,v_y,510.311997,-0.032827413649366886
Baseline-NN-MSE,v_y,510.410997,-0.03045293995368327
Baseline-NN-MSE,v_y,510.476997,-0.030516739988017308
Baseline-NN-MSE,v_y,510.608997,-0.08961664897637037
Baseline-NN-MSE,v_y,510.674997,-0.028238748896832574
Baseline-NN-MSE,v_y,510.773997,-0.02574624738366548
Baseline-NN-MSE,v_y,510.905997,-0.0761824399630858
Baseline-NN-MSE,v_y,510.971997,-0.024402977172937226
Baseline-NN-MSE,v_y,511.103997,-0.0680234933913071
Baseline-NN-MSE,v_y,511.169997,-0.019481899926378055
Baseline-NN-MSE,v_y,511.268997,-0.018734795940059164
Baseline-NN-MSE,v_y,511.400997,-0.03498785022059806
Baseline-NN-MSE,v_y,511.466997,-0.013530588555888451
Baseline-NN-MSE,v_y,511.598997,-0.04006542983502837
Baseline-NN-MSE,v_y,511.664997,-0.013044966255869605
Baseline-NN-MSE,v_y,511.829997,-0.0145320467471086
Baseline-NN-MSE,v_y,511.994997,-0.03407815018375893
