scenario,e_y_m
ours,-0.00230108979282434
ours,-0.0031999928084943396
ours,-0.003828515168553405
ours,-0.0045329167370681545
ours,-0.00491713385677664
ours,-0.005679203550294817
ours,-0.006197896154080784
ours,-0.006531428516154958
ours,-0.007211852168060057
ours,-0.007781748004101925
ours,-0.008463267028127722
ours,-0.009000329176914368
ours,-0.009295773706886837
ours,-0.009064459011627266
ours,-0.008819494121909785
ours,-0.009128317916286072
ours,-0.00990099737164866
ours,-0.010391025417691055
ours,-0.011253084823622255
ours,-0.011961943455573274
ours,-0.012599619230286841
ours,-0.01285270258323222
ours,-0.013874917713590687
ours,-0.01587378610548873
ours,-0.01784563475049227
ours,-0.019575420036348223
ours,-0.01964973017596091
ours,-0.02223401124881278
ours,-0.0219606554969633
ours,-0.02146052046454841
ours,-0.0199690478505927
ours,-0.02052643807827086
ours,-0.019490832687295626
ours,-0.017221868036549737
ours,-0.01571056725666154
ours,-0.015008083210126416
ours,-0.01409277505236571
ours,-0.015090065566277906
ours,-0.01821004645374888
ours,-0.02185681596936869
ours,-0.0238850381364651
ours,-0.026526892063632342
ours,-0.02626191368970615
ours,-0.026028179001686205
ours,-0.02818246324872142
ours,-0.028006465325702196
ours,-0.02860000333879878
ours,-0.028711226360355807
ours,-0.028963980648079188
ours,-0.029022084752141145
ours,-0.03062266822341425
ours,-0.031614678672693755
ours,-0.03346745408421995
ours,-0.034365654145178184
ours,-0.03562196005014208
ours,-0.03481364266489126
ours,-0.03164035465335216
ours,-0.03115815256804297
ours,-0.030500173325533952
ours,-0.030532586896854577
ours,-0.028967831328501413
ours,-0.028090503732203648
ours,-0.027032999491887005
ours,-0.026037787282353037
ours,-0.025514788549293815
ours,-0.026764233737355286
ours,-0.026408374485694733
ours,-0.025712560048318275
ours,-0.024851492461511762
ours,-0.022735755441943506
ours,-0.022360952405667878
ours,-0.024466836589363092
ours,-0.025075825361197568
ours,-0.025651953911803003
ours,-0.02523832780948526
ours,-0.024992086694464066
ours,-0.026101262792750185
ours,-0.02540361552363765
ours,-0.0257295639644517
ours,-0.02478500593489076
ours,-0.0235093200411573
ours,-0.020960759836349374
ours,-0.02063186856768806
ours,-0.019271761088850703
ours,-0.020143651313731192
ours,-0.020249437960710603
ours,-0.02027843583781251
ours,-0.020187279852953093
ours,-0.019922711754577493
ours,-0.019459141425774096
ours,-0.019308014121597245
ours,-0.018468116318363342
ours,-0.017492408371097445
ours,-0.017493879408244706
ours,-0.017246604847912655
ours,-0.01675215043246217
ours,-0.015254388513445905
ours,-0.01466455638787606
ours,-0.013931187531540712
ours,-0.0120244744845322
ours,-0.011620537151644461
ours,-0.011110754025434821
ours,-0.010807857889051836
ours,-0.010511254123445474
ours,-0.010143306603201951
ours,-0.008820222814123757
ours,-0.0083251876275941
ours,-0.00776210313055628
ours,-0.00619816594193523
ours,-0.005545256548511346
ours,-0.00530634703728311
ours,-0.005282131391235789
ours,-0.0049895357044089095
ours,-0.004791747595346299
ours,-0.00386300918786342
ours,-0.003886999514896905
ours,-0.0034242458081871208
ours,-0.0039035743843363058
ours,-0.0038103767513780196
ours,-0.003547068928493935
ours,-0.0038636743701201265
ours,-0.003242039595740376
