t_run_s,state,e_y_m,heading_error_rad,v_x_mps,steering_cmd_rad,speed_cmd_mps,mpc_solve_time_ms,pos_x_m,pos_y_m,lap_idx
1.1897,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.2099,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.2300,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.2496,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.2698,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.2897,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.3098,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.3302,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.3495,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.3696,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.3899,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.4096,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.4297,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.4496,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.4697,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.4897,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.5101,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.5295,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.5498,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.5694,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.5895,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.6102,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.6296,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.6495,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.6695,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.6899,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.7097,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.7298,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.7495,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.7703,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.7896,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.8094,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.8296,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.8494,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.8694,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.8896,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.9095,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.9294,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.9493,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.9695,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
1.9894,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
2.0096,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
2.0294,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
2.0495,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
2.0694,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
2.0898,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
2.1098,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
2.1294,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
2.1494,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
2.1692,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
