scenario,signal,t_s,error_est_minus_gt
ours,front_sum_fy,813.878996,121.92138250476461
ours,front_sum_fy,813.911996,123.6133530005942
ours,front_sum_fy,813.977996,122.47251764481837
ours,front_sum_fy,814.043996,123.1872333821533
ours,front_sum_fy,814.109996,125.12617751408652
ours,front_sum_fy,814.175996,121.85595127414393
ours,front_sum_fy,814.241996,121.32170601276749
ours,front_sum_fy,814.307996,124.00379260876281
ours,front_sum_fy,814.373996,123.84618158998069
ours,front_sum_fy,814.439996,125.92485467688118
ours,front_sum_fy,814.505996,124.40465513970037
ours,front_sum_fy,814.571995,126.6660617252968
ours,front_sum_fy,814.637995,130.29104161444877
ours,front_sum_fy,814.703996,124.94131445647179
ours,front_sum_fy,814.769996,123.04564914188302
ours,front_sum_fy,814.802996,125.44181381829651
ours,front_sum_fy,814.835996,126.94378960650079
ours,front_sum_fy,814.901996,125.78726908302747
ours,front_sum_fy,814.967996,125.9129935701842
ours,front_sum_fy,815.000996,126.30226565549913
ours,front_sum_fy,815.033996,131.16136166053934
ours,front_sum_fy,815.099996,125.63137409678404
ours,front_sum_fy,815.165996,124.82691876005401
ours,front_sum_fy,815.198996,124.63366017611713
ours,front_sum_fy,815.231996,125.67598117885677
ours,front_sum_fy,815.297996,123.28191136911607
ours,front_sum_fy,815.363996,121.37352460218108
ours,front_sum_fy,815.396996,122.4409822047586
ours,front_sum_fy,815.429996,123.62716809034356
ours,front_sum_fy,815.495996,122.6443263164079
ours,front_sum_fy,815.561996,121.69405683324254
ours,front_sum_fy,815.627995,124.75162938587738
ours,front_sum_fy,815.693995,122.24733365660137
ours,front_sum_fy,815.759996,123.19262249303404
ours,front_sum_fy,815.825996,121.9678110023537
ours,front_sum_fy,815.891996,122.03945138831727
ours,front_sum_fy,815.957996,122.97835845204281
ours,front_sum_fy,816.023996,122.4265939502402
ours,front_sum_fy,816.089996,124.77016050891069
ours,front_sum_fy,816.122996,127.09473029318019
ours,front_sum_fy,816.155996,124.07792318152303
ours,front_sum_fy,816.221996,124.9763691602451
ours,front_sum_fy,816.287996,124.72496071917527
ours,front_sum_fy,816.320996,126.98892196865961
ours,front_sum_fy,816.353996,122.45851571611809
ours,front_sum_fy,816.419996,130.296906557692
ours,front_sum_fy,816.485996,122.7663315733123
ours,front_sum_fy,816.518996,124.92248496445268
ours,front_sum_fy,816.551996,124.86687871518507
ours,front_sum_fy,816.617996,124.87030583324622
ours,front_sum_fy,816.683995,124.63976907807722
ours,front_sum_fy,816.749995,124.6900658924443
ours,front_sum_fy,816.815996,127.39457713804904
ours,front_sum_fy,816.881996,124.53565448263743
ours,front_sum_fy,816.947996,126.73786297999794
ours,front_sum_fy,817.013996,125.20074948462764
ours,front_sum_fy,817.079996,122.21694454693989
ours,front_sum_fy,817.145996,122.94437139711454
ours,front_sum_fy,817.211996,124.53648208327729
ours,front_sum_fy,817.277996,123.00919613644521
ours,front_sum_fy,817.343996,122.67113284574884
ours,front_sum_fy,817.409996,123.92021223018332
ours,front_sum_fy,817.442996,121.28289964764576
ours,front_sum_fy,817.475996,122.14722147747523
ours,front_sum_fy,817.541996,122.96056090944319
ours,front_sum_fy,817.607996,119.12912601506656
ours,front_sum_fy,817.640996,126.21517561821099
ours,front_sum_fy,817.706995,115.94249374497736
ours,front_sum_fy,817.871996,113.422084935557
ours,front_sum_fy,818.036996,113.0782306741421
ours,front_sum_fy,818.201996,109.59021455191032
ours,front_sum_fy,818.366996,109.198058608883
ours,front_sum_fy,818.531996,101.54601531448509
ours,front_sum_fy,818.696995,106.46772185745004
ours,front_sum_fy,818.861995,97.57493557517085
ours,front_sum_fy,819.026996,92.76949040607315
ours,front_sum_fy,819.191996,94.67563692437176
ours,front_sum_fy,819.356996,87.10657646657648
ours,front_sum_fy,819.521996,82.40725198285725
ours,front_sum_fy,819.554996,82.94543089415333
ours,front_sum_fy,819.587996,77.90321852708138
ours,front_sum_fy,819.620996,78.52961972334776
ours,front_sum_fy,819.653996,85.15778512440761
ours,front_sum_fy,819.719995,79.09631259055138
ours,front_sum_fy,819.752995,78.40877443470953
ours,front_sum_fy,819.785995,72.5846608276629
ours,front_sum_fy,819.851995,77.643380759792
ours,front_sum_fy,819.917995,72.19986247805363
ours,front_sum_fy,819.950995,64.07842475019487
ours,front_sum_fy,819.983996,69.20966146101023
ours,front_sum_fy,820.049996,63.19397638203003
ours,front_sum_fy,820.115996,66.26220431914564
ours,front_sum_fy,820.181996,61.02551252394471
ours,front_sum_fy,820.247996,60.59468627900401
ours,front_sum_fy,820.280996,60.555113198025
ours,front_sum_fy,820.313996,60.62648416044192
ours,front_sum_fy,820.379996,59.98932150818956
ours,front_sum_fy,820.445996,52.94132366767809
ours,front_sum_fy,820.478996,47.52397226308776
ours,front_sum_fy,820.511996,53.68282614508763
ours,front_sum_fy,820.577996,48.885782760186174
ours,front_sum_fy,820.643996,45.914287967996984
ours,front_sum_fy,820.676996,45.72618313158702
ours,front_sum_fy,820.709996,45.21497696117268
ours,front_sum_fy,820.775995,44.222526062702656
ours,front_sum_fy,820.841995,43.47943145234342
ours,front_sum_fy,820.874995,48.675766512534835
ours,front_sum_fy,820.907995,39.64058192004141
ours,front_sum_fy,820.973995,34.75176530816586
ours,front_sum_fy,821.039996,34.361112999839634
ours,front_sum_fy,821.072996,33.57360341239402
ours,front_sum_fy,821.105996,27.714022179420482
ours,front_sum_fy,821.171996,19.458733328437503
ours,front_sum_fy,821.237996,17.40505032445236
ours,front_sum_fy,821.303996,16.216873303907107
ours,front_sum_fy,821.369996,8.846739423705223
ours,front_sum_fy,821.435996,6.151896779078815
ours,front_sum_fy,821.501996,5.350465640830183
ours,front_sum_fy,821.567996,3.5343986063355803
ours,front_sum_fy,821.600996,3.3817384708060594
ours,front_sum_fy,821.633996,2.639200748111641
ours,front_sum_fy,821.699996,3.5440329628831826
ours,front_sum_fy,821.765996,5.397500619775311
ours,front_sum_fy,821.798995,6.609141766821665
ours,front_sum_fy,821.831995,5.597761931831293
ours,front_sum_fy,821.897995,33.176377767932394
ours,front_sum_fy,821.963995,9.212083946463238
ours,front_sum_fy,821.996995,12.970437910780895
ours,front_sum_fy,822.029995,15.41208270586327
ours,front_sum_fy,822.095996,16.66524172094877
ours,front_sum_fy,822.161996,21.863647204348432
ours,front_sum_fy,822.194996,22.897118944295713
ours,front_sum_fy,822.227996,24.428347262868876
ours,front_sum_fy,822.293996,25.518229081901325
ours,front_sum_fy,822.359996,26.0804811414734
ours,front_sum_fy,822.425996,27.68741995901712
ours,front_sum_fy,822.491996,28.689696687046336
ours,front_sum_fy,822.557996,31.30850920560593
ours,front_sum_fy,822.623996,42.552618707480235
ours,front_sum_fy,822.689996,33.349937481184895
ours,front_sum_fy,822.755996,30.93415472138392
ours,front_sum_fy,822.821995,33.12085748181971
ours,front_sum_fy,822.887995,34.60868730720044
ours,front_sum_fy,822.920995,34.562494543709505
ours,front_sum_fy,822.953995,34.207154980291534
ours,front_sum_fy,823.019995,33.94242003230978
ours,front_sum_fy,823.085995,35.763137783293274
ours,front_sum_fy,823.118995,35.85674471685118
ours,front_sum_fy,823.151996,35.99982552076017
ours,front_sum_fy,823.217996,35.20862504890303
ours,front_sum_fy,823.283996,36.14510502670427
ours,front_sum_fy,823.316996,35.64228144521799
ours,front_sum_fy,823.349996,38.012300572804975
ours,front_sum_fy,823.415996,39.31874042071135
ours,front_sum_fy,823.481996,39.10929161849208
ours,front_sum_fy,823.514996,39.13324195770237
ours,front_sum_fy,823.547996,39.77460383139547
ours,front_sum_fy,823.613996,38.95348957065764
ours,front_sum_fy,823.679996,40.142672035551215
ours,front_sum_fy,823.745996,42.65980938864777
ours,front_sum_fy,823.811996,44.231180432145635
ours,front_sum_fy,823.877995,44.89784279170857
ours,front_sum_fy,823.943995,46.169989207770044
ours,front_sum_fy,824.009995,45.09326971789673
ours,front_sum_fy,824.075995,49.326568108585974
ours,front_sum_fy,824.141995,50.145539644186755
ours,front_sum_fy,824.207996,50.68223288520835
ours,front_sum_fy,824.240996,52.21708238154825
ours,front_sum_fy,824.273996,50.38820637404811
ours,front_sum_fy,824.339996,52.98387054843738
ours,front_sum_fy,824.405996,53.31472095523429
ours,front_sum_fy,824.438996,54.74720784207062
ours,front_sum_fy,824.471996,52.729185984291746
ours,front_sum_fy,824.537996,55.009079372599615
ours,front_sum_fy,824.603996,55.320271536213255
ours,front_sum_fy,824.636996,56.0262638551267
ours,front_sum_fy,824.669996,56.33337482014713
ours,front_sum_fy,824.735996,57.41822688545392
ours,front_sum_fy,824.801996,56.7278960380512
ours,front_sum_fy,824.834996,59.073107226395734
ours,front_sum_fy,824.867996,59.929985766196694
ours,front_sum_fy,824.933995,59.89984277956867
ours,front_sum_fy,824.999995,59.71440252285177
ours,front_sum_fy,825.065995,57.95370699559015
ours,front_sum_fy,825.131995,59.789078705331974
ours,front_sum_fy,825.197995,62.04058253172974
ours,front_sum_fy,825.263996,64.87178506788183
ours,front_sum_fy,825.329996,64.72775950921323
ours,front_sum_fy,825.395996,68.5356069187697
ours,front_sum_fy,825.461996,67.08712315254945
ours,front_sum_fy,825.527996,72.51485986523363
ours,front_sum_fy,825.560996,71.32490417266865
ours,front_sum_fy,825.593996,74.70244716873805
ours,front_sum_fy,825.659996,76.13125762781112
ours,front_sum_fy,825.725996,72.11524193865955
ours,front_sum_fy,825.758996,74.33455554845472
ours,front_sum_fy,825.791996,73.7999532553925
ours,front_sum_fy,825.857996,75.78196595025827
ours,front_sum_fy,825.923995,76.33447029065863
ours,front_sum_fy,825.956995,76.38401199076134
ours,front_sum_fy,825.989995,75.45399029108762
ours,front_sum_fy,826.055995,75.38769425591738
ours,front_sum_fy,826.121995,76.19077054611648
ours,front_sum_fy,826.154995,73.04184340702395
ours,front_sum_fy,826.187995,70.66939786433935
ours,front_sum_fy,826.253995,72.28443034354274
ours,front_sum_fy,826.319996,70.9923837531515
ours,front_sum_fy,826.385996,66.25089671313259
ours,front_sum_fy,826.451996,63.819585593212565
ours,front_sum_fy,826.517996,62.37167862870376
ours,front_sum_fy,826.550996,63.69248742881109
ours,front_sum_fy,826.583996,63.81686890244475
ours,front_sum_fy,826.649996,63.21455464917793
ours,front_sum_fy,826.715996,61.38425675201097
ours,front_sum_fy,826.781996,68.80838616368735
ours,front_sum_fy,826.847996,65.10215918863278
ours,front_sum_fy,826.880996,65.49359890838849
ours,front_sum_fy,826.913996,66.31425497102833
ours,front_sum_fy,826.979995,65.63383398926891
ours,front_sum_fy,827.045995,70.45868722833535
ours,front_sum_fy,827.078995,73.5668190447251
ours,front_sum_fy,827.111995,72.3094995114451
ours,front_sum_fy,827.177995,75.71011608431664
ours,front_sum_fy,827.243995,76.5893228075808
ours,front_sum_fy,827.276995,76.59399687966112
ours,front_sum_fy,827.309995,76.65772421406129
ours,front_sum_fy,827.375996,81.70781649505662
ours,front_sum_fy,827.441996,81.01705949823133
ours,front_sum_fy,827.507996,84.74756541938592
ours,front_sum_fy,827.573996,86.68538593083062
ours,front_sum_fy,827.639996,89.53330116035937
ours,front_sum_fy,827.705996,90.8371429484917
ours,front_sum_fy,827.771996,99.19592473288048
ours,front_sum_fy,827.837996,99.77083504575842
ours,front_sum_fy,827.903996,96.78505810106805
ours,front_sum_fy,827.969995,99.18397513660989
ours,front_sum_fy,828.035995,97.51228930206503
ours,front_sum_fy,828.101995,94.92361339890863
ours,front_sum_fy,828.167995,98.08078472321938
ours,front_sum_fy,828.200995,99.07145477868005
ours,front_sum_fy,828.233995,99.943692541279
ours,front_sum_fy,828.299995,100.97780151553093
ours,front_sum_fy,828.365995,103.47245871176074
ours,front_sum_fy,828.398995,102.91561485573658
ours,front_sum_fy,828.431996,98.19340267846894
ours,front_sum_fy,828.497996,100.23603162630457
ours,front_sum_fy,828.563996,95.99845106937607
ours,front_sum_fy,828.596996,96.1682592299955
ours,front_sum_fy,828.629996,97.16245864724772
ours,front_sum_fy,828.695996,96.73132742218047
ours,front_sum_fy,828.761996,93.3234263799433
ours,front_sum_fy,828.827996,91.84842196394862
ours,front_sum_fy,828.893996,88.13568841275037
ours,front_sum_fy,828.959996,84.64197338973531
ours,front_sum_fy,828.992996,86.11967192340157
ours,front_sum_fy,829.025995,85.21295340797502
ours,front_sum_fy,829.091995,89.06365531092453
ours,front_sum_fy,829.157995,86.71283703626659
ours,front_sum_fy,829.190995,85.16425462287421
ours,front_sum_fy,829.223995,84.56959388004057
ours,front_sum_fy,829.289995,88.82551244141717
ours,front_sum_fy,829.355995,91.5093778772038
ours,front_sum_fy,829.421995,92.39436949721335
ours,front_sum_fy,829.487996,96.55521927328982
ours,front_sum_fy,829.520996,98.0260586010263
ours,front_sum_fy,829.553996,99.29835031141613
ours,front_sum_fy,829.619996,103.51345220657299
ours,front_sum_fy,829.685996,108.61915110697481
ours,front_sum_fy,829.718996,106.76864740532261
ours,front_sum_fy,829.751996,107.30236367542591
ours,front_sum_fy,829.883996,98.80989720020511
ours,front_sum_fy,829.916996,100.20068408419252
ours,front_sum_fy,829.949996,107.28788102016995
ours,front_sum_fy,830.015996,112.92655717878802
ours,front_sum_fy,830.081995,112.13640783265794
ours,front_sum_fy,830.114995,117.55636508155294
ours,front_sum_fy,830.147995,108.60454667115323
ours,front_sum_fy,830.213995,111.36093579989506
ours,front_sum_fy,830.279995,121.55725985340882
ours,front_sum_fy,830.312995,117.46277316649594
ours,front_sum_fy,830.345995,110.77968466000789
ours,front_sum_fy,830.411995,110.05855766525849
ours,front_sum_fy,830.477995,109.35696191229715
ours,front_sum_fy,830.543996,106.05011679505265
ours,front_sum_fy,830.609996,104.63000537258529
ours,front_sum_fy,830.675996,101.71123195905352
ours,front_sum_fy,830.741996,102.94308877442069
ours,front_sum_fy,830.807996,102.83145299151494
ours,front_sum_fy,830.840996,101.01758610350345
ours,front_sum_fy,830.873996,92.76696211690268
ours,front_sum_fy,830.939996,90.95721541921915
ours,front_sum_fy,831.005996,92.67585348327677
ours,front_sum_fy,831.038996,90.18056360405023
ours,front_sum_fy,831.071995,87.41086151817868
ours,front_sum_fy,831.104995,86.9766728150367
ours,front_sum_fy,831.137995,84.87993850254713
ours,front_sum_fy,831.203995,84.57443531942727
ours,front_sum_fy,831.236995,83.66859533726878
ours,front_sum_fy,831.269995,85.4341481371672
ours,front_sum_fy,831.302995,82.44077733347572
ours,front_sum_fy,831.335995,77.29822087922071
ours,front_sum_fy,831.401995,77.69101624783465
ours,front_sum_fy,831.566995,80.20400248594206
ours,front_sum_fy,831.731996,81.09203937362534
ours,front_sum_fy,831.896996,84.17249026188102
ours,front_sum_fy,832.061996,89.68764430603005
ours,front_sum_fy,832.226995,89.47346065801906
ours,front_sum_fy,832.391995,97.20651899627887
ours,front_sum_fy,832.556995,86.07515314533055
ours,front_sum_fy,832.721996,72.97828646863553
ours,front_sum_fy,832.886996,60.6546940475194
ours,front_sum_fy,833.051996,53.61701550514468
ours,front_sum_fy,833.216995,51.54038518677861
ours,front_sum_fy,833.381995,51.42157383054945
ours,front_sum_fy,833.546995,51.63727088687193
ours,front_sum_fy,833.711996,51.41704508107708
ours,front_sum_fy,833.876996,50.43654162756454
ours,front_sum_fy,834.041996,48.26542391483102
ours,front_sum_fy,834.206995,43.12606246931885
ours,front_sum_fy,834.371995,42.66016942295113
ours,front_sum_fy,834.536995,37.80603621127095
ours,front_sum_fy,834.701995,33.62150704651893
ours,front_sum_fy,834.866996,29.868313110295162
ours,front_sum_fy,835.031996,25.111604214978883
ours,front_sum_fy,835.196995,21.89072942320113
ours,front_sum_fy,835.361995,17.979304164458753
ours,front_sum_fy,835.526995,15.186443430805888
ours,front_sum_fy,835.691995,13.532056565944629
ours,front_sum_fy,835.856996,10.113633711749053
ours,front_sum_fy,836.021996,6.6526048640934565
ours,front_sum_fy,836.186996,4.526027687389483
ours,front_sum_fy,836.351995,3.502845091085481
ours,front_sum_fy,836.516995,3.4494358756582777
ours,front_sum_fy,836.681995,4.593346358477515
ours,front_sum_fy,836.846995,5.632971857625492
ours,front_sum_fy,837.011996,6.724655450771223
ours,front_sum_fy,837.176996,6.416428956063045
ours,front_sum_fy,837.341995,6.476079299092795
ours,front_sum_fy,837.506995,1.9796004008881516
ours,front_sum_fy,837.671995,3.9141338920158866
ours,front_sum_fy,837.836995,5.972672760003913
ours,front_sum_fy,838.001996,2.703245939215422
ours,front_sum_fy,838.166996,2.9312777093839015
ours,front_sum_fy,838.331995,3.7877609849954084
ours,front_sum_fy,838.496995,4.385940592886602
ours,front_sum_fy,838.661995,5.290584313310827
ours,front_sum_fy,838.826995,6.708484708810927
ours,front_sum_fy,838.991996,2.068121263016047
ours,front_sum_fy,839.156996,6.635146041566109
ours,front_sum_fy,839.321995,7.712651341547815
ours,front_sum_fy,839.486995,5.925676789490749
ours,front_sum_fy,839.651995,5.109966300039504
ours,front_sum_fy,839.816995,4.714218295933364
ours,front_sum_fy,839.981995,7.173562622740501
ours,front_sum_fy,840.146996,4.384644864908477
ours,front_sum_fy,840.311996,1.372415218787955
ours,front_sum_fy,840.476995,5.536052322323748
ours,front_sum_fy,840.641995,6.513000445219973
ours,front_sum_fy,840.806995,7.122295482720563
ours,front_sum_fy,840.971995,7.081578169301704
ours,front_sum_fy,841.136996,7.468364295173263
ours,front_sum_fy,841.301996,6.757128568794698
ours,front_sum_fy,841.466995,6.602804056151413
ours,front_sum_fy,841.631995,6.551312695130603
ours,front_sum_fy,841.796995,5.923509709457683
ours,front_sum_fy,841.961995,6.339913203618732
ours,front_sum_fy,842.126995,5.764967484066343
ours,front_sum_fy,842.291996,5.713918142484744
ours,front_sum_fy,842.456995,6.419858381467616
ours,front_sum_fy,842.621995,7.24943317347056
ours,front_sum_fy,842.786995,6.780699156036924
ours,front_sum_fy,842.951995,6.852539119555704
ours,front_sum_fy,843.116995,7.111429467895896
ours,front_sum_fy,843.281996,6.603556250805534
ours,front_sum_fy,843.446995,6.249449363892289
ours,front_sum_fy,843.611995,6.075583375043543
ours,front_sum_fy,843.776995,5.541901909638566
ours,front_sum_fy,843.941995,5.251216375852906
ours,front_sum_fy,844.106995,5.30893468559562
ours,front_sum_fy,844.271996,5.124000248353418
ours,front_sum_fy,844.436996,6.129683600631182
ours,front_sum_fy,844.601995,6.290121238235848
ours,front_sum_fy,844.766995,5.916697691802451
ours,front_sum_fy,844.931995,6.6380620681831495
ours,front_sum_fy,845.096995,6.582646839390074
ours,front_sum_fy,845.261995,6.65085719830072
ours,front_sum_fy,845.426996,6.017844613283476
ours,front_sum_fy,845.591995,5.17468431695378
ours,front_sum_fy,845.756995,5.870905365920624
ours,front_sum_fy,845.921995,6.264129417711159
ours,front_sum_fy,846.086995,6.98740686340086
ours,front_sum_fy,846.251995,8.709737571133019
ours,front_sum_fy,846.416996,10.379834942792598
ours,front_sum_fy,846.581995,12.11007232093953
ours,front_sum_fy,846.746995,16.770027273590067
ours,front_sum_fy,846.911995,27.076898499722063
ours,front_sum_fy,847.076995,37.14813177706334
ours,front_sum_fy,847.241995,47.24992911770738
ours,front_sum_fy,847.406995,55.01061901389272
ours,front_sum_fy,847.571995,57.725436273518824
ours,front_sum_fy,847.736995,61.80832066504996
ours,front_sum_fy,847.901995,65.69964451223905
ours,front_sum_fy,848.066995,68.61659100764714
ours,front_sum_fy,848.231995,70.17984886611055
ours,front_sum_fy,848.396995,80.42420721583454
ours,front_sum_fy,848.561996,75.24022189368941
ours,front_sum_fy,848.726995,77.64459035287578
ours,front_sum_fy,848.891995,80.913375316876
ours,front_sum_fy,849.056995,85.7229758744017
ours,front_sum_fy,849.221995,90.41461116369652
ours,front_sum_fy,849.386995,91.78294641786658
ours,front_sum_fy,849.551996,93.9340150117078
ours,front_sum_fy,849.716995,98.60029980453396
ours,front_sum_fy,849.881995,106.29015557426538
ours,front_sum_fy,850.046995,111.91437539739962
ours,front_sum_fy,850.211995,120.09348686807806
ours,front_sum_fy,850.376995,120.17881268498468
ours,front_sum_fy,850.541995,116.69378887460903
ours,front_sum_fy,850.706995,133.3010014534102
ours,front_sum_fy,850.871995,125.73808800577763
ours,front_sum_fy,851.036995,126.81044086529221
ours,front_sum_fy,851.201995,121.46593362797444
ours,front_sum_fy,851.366995,129.20521240885438
ours,front_sum_fy,851.531995,128.8524811171137
ours,front_sum_fy,851.696995,121.21996098902366
ours,front_sum_fy,851.762995,119.71892862097036
ours,front_sum_fy,851.795995,119.35699597324577
ours,front_sum_fy,851.894995,115.00512941200355
ours,front_sum_fy,851.960995,114.67506748235138
ours,front_sum_fy,851.993995,114.70000739607065
ours,front_sum_fy,852.059995,118.20546035782229
ours,front_sum_fy,852.125995,114.8518754858768
ours,front_sum_fy,852.158995,103.35292190682549
ours,front_sum_fy,852.191995,114.49657008914795
ours,front_sum_fy,852.224995,114.79949506344076
ours,front_sum_fy,852.323995,109.42574104908789
ours,front_sum_fy,852.488995,113.97417148170598
ours,front_sum_fy,852.653995,112.73670242247579
ours,front_sum_fy,852.818995,109.56066391524348
ours,front_sum_fy,852.983995,110.77080169051345
ours,front_sum_fy,853.148995,108.39731959580587
ours,front_sum_fy,853.313995,109.92347425816479
ours,front_sum_fy,853.478995,107.51016212264233
ours,front_sum_fy,853.808995,99.91722157831077
ours,front_sum_fy,853.973995,102.64388956325513
ours,front_sum_fy,854.138995,96.52003151287988
ours,front_sum_fy,854.303995,100.80468502864176
ours,front_sum_fy,854.369995,94.07898301402292
ours,front_sum_fy,854.402995,93.30847102425548
ours,front_sum_fy,854.468995,95.79940938812314
ours,front_sum_fy,854.501995,96.17598878971552
ours,front_sum_fy,854.534995,92.95944562864503
ours,front_sum_fy,854.600995,93.03187285331597
ours,front_sum_fy,854.633995,92.99561325107612
ours,front_sum_fy,854.666995,94.32013564954241
ours,front_sum_fy,854.732995,89.77965886584735
ours,front_sum_fy,854.798995,88.5093371413468
ours,front_sum_fy,854.831995,91.9828875162948
ours,front_sum_fy,854.864995,92.60389791431805
ours,front_sum_fy,854.930995,87.59839626386804
ours,front_sum_fy,854.996995,83.24160306849319
ours,front_sum_fy,855.029995,84.60179561779086
ours,front_sum_fy,855.062995,86.60186382964002
ours,front_sum_fy,855.128995,85.57210680554101
ours,front_sum_fy,855.194995,85.40994693252554
ours,front_sum_fy,855.260995,87.14166238104465
ours,front_sum_fy,855.326995,78.59299823631568
ours,front_sum_fy,855.392995,78.96842596103212
ours,front_sum_fy,855.458995,74.26568371170026
ours,front_sum_fy,855.524995,68.52721860998412
ours,front_sum_fy,855.590995,69.31614202630425
ours,front_sum_fy,855.656995,70.35000657785514
ours,front_sum_fy,855.722995,58.74231702837767
ours,front_sum_fy,855.788995,56.116679689580735
ours,front_sum_fy,855.854995,52.853616730949994
ours,front_sum_fy,855.920995,49.472039202153354
ours,front_sum_fy,855.953995,46.09513563212771
ours,front_sum_fy,855.986995,45.70961532859167
ours,front_sum_fy,856.052995,48.53248348820151
ours,front_sum_fy,856.118995,50.36551104370696
ours,front_sum_fy,856.151995,49.34213309639793
ours,front_sum_fy,856.184995,48.51518199019114
ours,front_sum_fy,856.250995,48.814135314874264
ours,front_sum_fy,856.316995,63.52045429059669
ours,front_sum_fy,856.349995,64.17746837305737
ours,front_sum_fy,856.382995,65.85940470147801
ours,front_sum_fy,856.448995,72.8834902596177
ours,front_sum_fy,856.514995,76.39793817516073
ours,front_sum_fy,856.580995,80.47390520958388
ours,front_sum_fy,856.646995,70.757927541838
ours,front_sum_fy,856.712995,70.24980136162765
ours,front_sum_fy,856.778995,68.9042973257175
ours,front_sum_fy,856.844995,67.12338120681733
ours,front_sum_fy,856.910995,55.02710887896332
ours,front_sum_fy,856.976995,50.04628114945254
ours,front_sum_fy,857.042995,53.27102856796935
ours,front_sum_fy,857.108995,34.78165284999514
ours,front_sum_fy,857.174995,27.67212276477737
ours,front_sum_fy,857.240995,33.83470131915952
ours,front_sum_fy,857.273995,31.057184134774843
ours,front_sum_fy,857.306995,19.981849017773058
ours,front_sum_fy,857.372995,19.714053857479477
ours,front_sum_fy,857.438995,26.907087316860412
ours,front_sum_fy,857.471995,25.66997258997992
ours,front_sum_fy,857.504995,18.792690778209405
ours,front_sum_fy,857.570995,19.677229956413093
ours,front_sum_fy,857.636995,27.399476988791214
ours,front_sum_fy,857.669995,26.156521987528677
ours,front_sum_fy,857.702995,26.583568608620297
ours,front_sum_fy,857.768995,21.797197742455708
ours,front_sum_fy,857.834995,23.840300612961023
ours,front_sum_fy,857.900995,31.712629795386917
ours,front_sum_fy,857.966995,28.279259533899207
ours,front_sum_fy,858.032995,32.16657037692184
ours,front_sum_fy,858.098995,32.506960729591896
ours,front_sum_fy,858.164995,32.37949049405958
ours,front_sum_fy,858.230995,32.619034382938054
ours,front_sum_fy,858.296995,32.48062703277746
ours,front_sum_fy,858.362995,32.65426928237069
ours,front_sum_fy,858.428995,31.973069583208655
ours,front_sum_fy,858.494995,31.805102093953153
ours,front_sum_fy,858.560995,31.813928562255967
ours,front_sum_fy,858.593995,31.41312418144075
ours,front_sum_fy,858.626995,31.108644942192257
ours,front_sum_fy,858.692995,30.730802006062305
ours,front_sum_fy,858.758995,30.100548016764648
ours,front_sum_fy,858.791995,30.18244317660219
ours,front_sum_fy,858.824995,29.12161736905884
ours,front_sum_fy,858.890995,29.62898792561657
ours,front_sum_fy,858.956995,29.400887644552128
ours,front_sum_fy,858.989995,29.071308018009617
ours,front_sum_fy,859.022995,28.603938732080366
ours,front_sum_fy,859.088995,29.82176688235657
ours,front_sum_fy,859.154995,30.30026010821399
ours,front_sum_fy,859.220995,30.56409921786063
ours,front_sum_fy,859.286995,30.585522383749407
ours,front_sum_fy,859.352995,30.22506189768194
ours,front_sum_fy,859.418995,31.26018697765008
ours,front_sum_fy,859.484995,31.0904223888451
ours,front_sum_fy,859.550995,31.710420751839962
ours,front_sum_fy,859.616995,29.64385550587022
ours,front_sum_fy,859.682995,30.9519954424901
ours,front_sum_fy,859.748995,30.582651173651257
ours,front_sum_fy,859.814995,30.65093441057232
ours,front_sum_fy,859.880995,31.57307461614306
ours,front_sum_fy,859.913995,31.492745477068397
ours,front_sum_fy,859.946995,30.36958486490667
ours,front_sum_fy,860.012995,30.655108753141647
ours,front_sum_fy,860.078995,31.286171727408487
ours,front_sum_fy,860.111995,30.033438140958893
ours,front_sum_fy,860.144995,29.44339098081477
ours,front_sum_fy,860.210995,29.618752821943104
ours,front_sum_fy,860.276995,30.756119305031035
ours,front_sum_fy,860.309995,30.725585429697446
ours,front_sum_fy,860.342995,29.3505472707962
ours,front_sum_fy,860.408995,29.474469452141648
ours,front_sum_fy,860.474995,30.078248880308138
ours,front_sum_fy,860.540995,28.466484914296814
ours,front_sum_fy,860.606995,28.74768148873096
ours,front_sum_fy,860.672995,29.421383224989043
ours,front_sum_fy,860.738995,27.79761593431364
ours,front_sum_fy,860.804995,27.55281698501382
ours,front_sum_fy,860.870995,28.159881777629366
ours,front_sum_fy,860.936995,28.011108846324603
ours,front_sum_fy,861.002995,26.465887108378055
ours,front_sum_fy,861.068995,26.738738670649198
ours,front_sum_fy,861.134995,26.01273915732466
ours,front_sum_fy,861.200995,26.238516906525682
ours,front_sum_fy,861.233995,26.77537824906169
ours,front_sum_fy,861.266995,27.35768680677566
ours,front_sum_fy,861.332995,27.07735206196
ours,front_sum_fy,861.398995,27.251701074036873
ours,front_sum_fy,861.431995,26.977219532599136
ours,front_sum_fy,861.464995,28.212792559525127
ours,front_sum_fy,861.530995,28.548661000552215
ours,front_sum_fy,861.596995,29.336902265986254
ours,front_sum_fy,861.629995,29.672856824365795
ours,front_sum_fy,861.662995,30.83767353477417
ours,front_sum_fy,861.728995,30.68041107650282
ours,front_sum_fy,861.794995,30.960656917709684
ours,front_sum_fy,861.860995,31.92207922488808
ours,front_sum_fy,861.926995,31.65854860240873
