scenario,e_y_m
ours,0.2963758336382276
ours,0.2852414081655364
ours,0.2769015709771847
ours,0.2666658231514034
ours,0.257244598947457
ours,0.24921427326810747
ours,0.23957635712859185
ours,0.2440979796866708
ours,0.2486468331606692
ours,0.25664824589080526
ours,0.26551566290225864
ours,0.2732525936298359
ours,0.2845955113599201
ours,0.29752231262080675
ours,0.30567431846024673
ours,0.30619768649780177
ours,0.2885904112416785
ours,0.2783651914710055
ours,0.2612961126937157
ours,0.22871692706733
ours,0.20662528119513218
ours,0.18964748962536393
ours,0.16963806904401318
ours,0.13780121717785526
ours,0.1251610280756227
ours,0.11591643296327775
ours,0.12061454166583313
ours,0.12372910226050853
ours,0.14827054991403
ours,0.15880903326400958
ours,0.16492282028282315
ours,0.16230468380119384
ours,0.15153703207871755
ours,0.14272415253480558
ours,0.10900402825190739
ours,0.08400131599704774
ours,0.05571720209447497
ours,0.03169927732245852
ours,0.005162652326605066
ours,-0.004605449205911383
ours,-0.026858376624346397
ours,-0.03745064505702081
ours,-0.041927103849975236
ours,-0.04432032062767058
ours,-0.04245353402865995
ours,-0.04088302874795807
ours,-0.03719478034125334
ours,-0.04023015009722936
ours,-0.050168078527258075
ours,-0.06323521760858536
ours,-0.0728216388097401
ours,-0.07424111056999805
ours,-0.07234920734185868
ours,-0.06557496283375902
ours,-0.05285605265758847
ours,-0.04165122543578065
ours,-0.02991786846049077
ours,-0.024271452797040294
ours,-0.02260141859283582
ours,-0.023542860515711472
ours,-0.02571958794187862
ours,-0.028264651190065604
ours,-0.031173320460278448
ours,-0.03258564464493008
ours,-0.03158964353901983
ours,-0.028108161824402268
ours,-0.02060879919618197
ours,-0.01403734239103771
ours,0.0002589974073651802
ours,0.01342123061338829
ours,0.02330735291377885
ours,0.03057896230989393
ours,0.032187090605553303
ours,0.029663709407764027
ours,0.028462868981997957
ours,0.031771614476397904
ours,0.03287020111334821
ours,0.01996505060449849
ours,-0.0015859566963641412
ours,-0.023696440643145633
ours,-0.05578730168611916
ours,-0.0830225121097254
ours,-0.09849481168749635
ours,-0.09991177804353707
ours,-0.08304822994714334
ours,-0.04824206579099327
ours,-0.018089100353229498
ours,0.02579164172064341
ours,0.046875752981506785
ours,0.0826229946100312
ours,0.09620356910662875
ours,0.11929052964388918
ours,0.12648613148362156
ours,0.12486835744508115
ours,0.10897050116987761
ours,0.09184365333675076
ours,0.06249971402896792
ours,0.02177673153516896
ours,-0.006516977062691165
ours,-0.0313206588838158
