scenario,signal,series,t_s,value
ours,front_mu,plant_mu,13.86,1.0499999523162842
ours,front_mu,plant_mu,13.893,1.0499999523162842
ours,front_mu,plant_mu,13.959,1.0499999523162842
ours,front_mu,plant_mu,14.025,1.0499999523162842
ours,front_mu,plant_mu,14.058,1.0499999523162842
ours,front_mu,plant_mu,14.091,1.0499999523162842
ours,front_mu,plant_mu,14.157,1.0499999523162842
ours,front_mu,plant_mu,14.223,1.0499999523162842
ours,front_mu,plant_mu,14.289,1.0499999523162842
ours,front_mu,plant_mu,14.355,1.0499999523162842
ours,front_mu,plant_mu,14.388,1.0499999523162842
ours,front_mu,plant_mu,14.421,1.0499999523162842
ours,front_mu,plant_mu,14.487,1.0499999523162842
ours,front_mu,plant_mu,14.553,1.0499999523162842
ours,front_mu,plant_mu,14.619,1.0499999523162842
ours,front_mu,plant_mu,14.685,1.0499999523162842
ours,front_mu,plant_mu,14.751,1.0499999523162842
ours,front_mu,plant_mu,14.817,1.0499999523162842
ours,front_mu,plant_mu,14.883,1.0499999523162842
ours,front_mu,plant_mu,14.949,1.0499999523162842
ours,front_mu,plant_mu,14.982,1.0499999523162842
ours,front_mu,plant_mu,15.015,1.0499999523162842
ours,front_mu,plant_mu,15.081,1.0499999523162842
ours,front_mu,plant_mu,15.147,1.0499999523162842
ours,front_mu,plant_mu,15.18,1.0499999523162842
ours,front_mu,plant_mu,15.213,1.0499999523162842
ours,front_mu,plant_mu,15.279,1.0499999523162842
ours,front_mu,plant_mu,15.345,1.0499999523162842
ours,front_mu,plant_mu,15.378,1.0499999523162842
ours,front_mu,plant_mu,15.411,1.0499999523162842
ours,front_mu,plant_mu,15.477,1.0499999523162842
ours,front_mu,plant_mu,15.543,1.0499999523162842
ours,front_mu,plant_mu,15.576,1.0499999523162842
ours,front_mu,plant_mu,15.609,1.0499999523162842
ours,front_mu,plant_mu,15.675,1.0499999523162842
ours,front_mu,plant_mu,15.708,1.0499999523162842
ours,front_mu,plant_mu,15.741,1.0499999523162842
ours,front_mu,plant_mu,15.774,1.0499999523162842
ours,front_mu,plant_mu,15.807,1.0499999523162842
ours,front_mu,plant_mu,15.873,1.0499999523162842
ours,front_mu,plant_mu,15.906,1.0499999523162842
ours,front_mu,plant_mu,15.939,1.0499999523162842
ours,front_mu,plant_mu,15.972,1.0499999523162842
ours,front_mu,plant_mu,16.005,1.0499999523162842
ours,front_mu,plant_mu,16.071,1.0499999523162842
ours,front_mu,plant_mu,16.104,1.0499999523162842
ours,front_mu,plant_mu,16.137,1.0499999523162842
ours,front_mu,plant_mu,16.17,1.0499999523162842
ours,front_mu,plant_mu,16.203,1.0499999523162842
ours,front_mu,plant_mu,16.269,1.0499999523162842
ours,front_mu,plant_mu,16.302,1.0499999523162842
ours,front_mu,plant_mu,16.335,1.0499999523162842
ours,front_mu,plant_mu,16.401,1.0499999523162842
ours,front_mu,plant_mu,16.467,1.0499999523162842
ours,front_mu,plant_mu,16.5,1.0499999523162842
ours,front_mu,plant_mu,16.533,1.0499999523162842
ours,front_mu,plant_mu,16.599,1.0499999523162842
ours,front_mu,plant_mu,16.665,1.0499999523162842
ours,front_mu,plant_mu,16.698,1.0499999523162842
ours,front_mu,plant_mu,16.731,1.0499999523162842
ours,front_mu,plant_mu,16.797,1.0499999523162842
ours,front_mu,plant_mu,16.863,1.0499999523162842
ours,front_mu,plant_mu,16.896,1.0499999523162842
ours,front_mu,plant_mu,16.929,1.0499999523162842
ours,front_mu,plant_mu,16.995,1.0499999523162842
ours,front_mu,plant_mu,17.028,1.0499999523162842
ours,front_mu,plant_mu,17.094,1.0499999523162842
ours,front_mu,plant_mu,17.127,1.0499999523162842
ours,front_mu,plant_mu,17.193,1.0499999523162842
ours,front_mu,plant_mu,17.226,1.0499999523162842
ours,front_mu,plant_mu,17.259,1.0499999523162842
ours,front_mu,plant_mu,17.292,1.0499999523162842
ours,front_mu,plant_mu,17.325,1.0499999523162842
ours,front_mu,plant_mu,17.391,1.0499999523162842
ours,front_mu,plant_mu,17.457,1.0499999523162842
ours,front_mu,plant_mu,17.523,1.0499999523162842
ours,front_mu,plant_mu,17.589,1.0499999523162842
ours,front_mu,plant_mu,17.622,1.0499999523162842
ours,front_mu,plant_mu,17.655,1.0499999523162842
ours,front_mu,plant_mu,17.688,1.0499999523162842
ours,front_mu,plant_mu,17.721,1.0499999523162842
ours,front_mu,plant_mu,17.787,1.0499999523162842
ours,front_mu,plant_mu,17.82,1.0499999523162842
ours,front_mu,plant_mu,17.853,1.0499999523162842
ours,front_mu,plant_mu,17.886,1.0499999523162842
ours,front_mu,plant_mu,17.919,1.0499999523162842
ours,front_mu,plant_mu,17.985,1.0499999523162842
ours,front_mu,plant_mu,18.018,1.0499999523162842
ours,front_mu,plant_mu,18.051,1.0499999523162842
ours,front_mu,plant_mu,18.117,1.0499999523162842
ours,front_mu,plant_mu,18.183,1.0499999523162842
ours,front_mu,plant_mu,18.249,1.0499999523162842
ours,front_mu,plant_mu,18.315,1.0499999523162842
ours,front_mu,plant_mu,18.348,1.0499999523162842
ours,front_mu,plant_mu,18.513,1.0499999523162842
ours,front_mu,plant_mu,18.678,1.0499999523162842
ours,front_mu,plant_mu,18.843,1.0499999523162842
ours,front_mu,plant_mu,19.008,1.0499999523162842
ours,front_mu,plant_mu,19.074,1.0499999523162842
ours,front_mu,plant_mu,19.107,1.0499999523162842
ours,front_mu,plant_mu,19.239,1.0499999523162842
ours,front_mu,plant_mu,19.404,1.0499999523162842
ours,front_mu,plant_mu,19.47,1.0499999523162842
ours,front_mu,plant_mu,19.503,1.0499999523162842
ours,front_mu,plant_mu,19.602,1.0499999523162842
ours,front_mu,plant_mu,19.668,1.0499999523162842
ours,front_mu,plant_mu,19.701,1.0499999523162842
ours,front_mu,plant_mu,19.734,1.0499999523162842
ours,front_mu,plant_mu,19.767,1.0499999523162842
ours,front_mu,plant_mu,19.866,1.0499999523162842
ours,front_mu,plant_mu,20.031,1.0499999523162842
ours,front_mu,plant_mu,20.196,1.0499999523162842
ours,front_mu,plant_mu,20.361,1.0499999523162842
ours,front_mu,plant_mu,20.526,1.0499999523162842
ours,front_mu,plant_mu,20.691,1.0499999523162842
ours,front_mu,plant_mu,20.856,1.0499999523162842
