scenario,signal,series,t_s,value
ours,front_sum_fy,ground_truth,0.0,-511.5380401611328
ours,front_sum_fy,ground_truth,0.033,-508.1581573486328
ours,front_sum_fy,ground_truth,0.099,-520.1386871337891
ours,front_sum_fy,ground_truth,0.132,-521.4071044921875
ours,front_sum_fy,ground_truth,0.165,-515.667724609375
ours,front_sum_fy,ground_truth,0.231,-508.097900390625
ours,front_sum_fy,ground_truth,0.297,-530.4964294433594
ours,front_sum_fy,ground_truth,0.33,-531.9925842285156
ours,front_sum_fy,ground_truth,0.429,-530.1257019042969
ours,front_sum_fy,ground_truth,0.495,-533.9738159179688
ours,front_sum_fy,ground_truth,0.528,-531.7673950195312
ours,front_sum_fy,ground_truth,0.561,-530.7384643554688
ours,front_sum_fy,ground_truth,0.627,-522.8504943847656
ours,front_sum_fy,ground_truth,0.693,-528.6145324707031
ours,front_sum_fy,ground_truth,0.726,-528.9247131347656
ours,front_sum_fy,ground_truth,0.759,-539.7608337402344
ours,front_sum_fy,ground_truth,0.825,-529.1054077148438
ours,front_sum_fy,ground_truth,0.891,-529.9607543945312
ours,front_sum_fy,ground_truth,0.957,-539.2086486816406
ours,front_sum_fy,ground_truth,1.023,-530.5363464355469
ours,front_sum_fy,ground_truth,1.089,-533.6754455566406
ours,front_sum_fy,ground_truth,1.155,-546.4351501464844
ours,front_sum_fy,ground_truth,1.221,-540.73095703125
ours,front_sum_fy,ground_truth,1.287,-544.5235595703125
ours,front_sum_fy,ground_truth,1.353,-560.5115661621094
ours,front_sum_fy,ground_truth,1.419,-539.2137756347656
ours,front_sum_fy,ground_truth,1.452,-603.6573791503906
ours,front_sum_fy,ground_truth,1.485,-564.5106201171875
ours,front_sum_fy,ground_truth,1.551,-573.4338073730469
ours,front_sum_fy,ground_truth,1.617,-544.6532592773438
ours,front_sum_fy,ground_truth,1.65,-550.9661254882812
ours,front_sum_fy,ground_truth,1.683,-558.6199645996094
ours,front_sum_fy,ground_truth,1.749,-585.4910583496094
ours,front_sum_fy,ground_truth,1.815,-586.2452087402344
ours,front_sum_fy,ground_truth,1.848,-550.9308776855469
ours,front_sum_fy,ground_truth,1.881,-559.2633056640625
ours,front_sum_fy,ground_truth,1.947,-584.1716003417969
ours,front_sum_fy,ground_truth,2.013,-567.8448181152344
ours,front_sum_fy,ground_truth,2.046,-562.4841613769531
ours,front_sum_fy,ground_truth,2.079,-555.1115112304688
ours,front_sum_fy,ground_truth,2.145,-584.0740051269531
ours,front_sum_fy,ground_truth,2.211,-548.3877563476562
ours,front_sum_fy,ground_truth,2.277,-559.1016540527344
ours,front_sum_fy,ground_truth,2.343,-593.7882080078125
ours,front_sum_fy,ground_truth,2.409,-556.1581420898438
ours,front_sum_fy,ground_truth,2.475,-569.3658752441406
ours,front_sum_fy,ground_truth,2.541,-613.0673522949219
ours,front_sum_fy,ground_truth,2.607,-590.1644592285156
ours,front_sum_fy,ground_truth,2.673,-595.3656921386719
ours,front_sum_fy,ground_truth,2.739,-611.1354064941406
ours,front_sum_fy,ground_truth,2.772,-610.0648193359375
ours,front_sum_fy,ground_truth,2.805,-600.20947265625
ours,front_sum_fy,ground_truth,2.871,-657.8078002929688
ours,front_sum_fy,ground_truth,2.937,-619.6340637207031
ours,front_sum_fy,ground_truth,2.97,-631.685546875
ours,front_sum_fy,ground_truth,3.003,-665.0654907226562
ours,front_sum_fy,ground_truth,3.069,-621.2771606445312
ours,front_sum_fy,ground_truth,3.135,-635.5926818847656
ours,front_sum_fy,ground_truth,3.168,-640.0083923339844
ours,front_sum_fy,ground_truth,3.201,-627.6731872558594
ours,front_sum_fy,ground_truth,3.267,-647.6831665039062
ours,front_sum_fy,ground_truth,3.333,-626.7432861328125
ours,front_sum_fy,ground_truth,3.366,-618.6863403320312
ours,front_sum_fy,ground_truth,3.399,-631.3315734863281
ours,front_sum_fy,ground_truth,3.465,-616.6133422851562
ours,front_sum_fy,ground_truth,3.531,-597.5067443847656
ours,front_sum_fy,ground_truth,3.597,-593.590087890625
ours,front_sum_fy,ground_truth,3.663,-614.8316345214844
ours,front_sum_fy,ground_truth,3.729,-550.0813903808594
ours,front_sum_fy,ground_truth,3.795,-535.3153076171875
ours,front_sum_fy,ground_truth,3.861,-520.9410705566406
ours,front_sum_fy,ground_truth,3.927,-512.2615966796875
ours,front_sum_fy,ground_truth,3.993,-504.2480010986328
ours,front_sum_fy,ground_truth,4.059,-495.0620574951172
ours,front_sum_fy,ground_truth,4.092,-493.99212646484375
ours,front_sum_fy,ground_truth,4.125,-488.1841278076172
ours,front_sum_fy,ground_truth,4.191,-499.5417938232422
ours,front_sum_fy,ground_truth,4.257,-485.9238586425781
ours,front_sum_fy,ground_truth,4.29,-486.49024963378906
ours,front_sum_fy,ground_truth,4.323,-482.20411682128906
ours,front_sum_fy,ground_truth,4.389,-497.46437072753906
ours,front_sum_fy,ground_truth,4.455,-499.66656494140625
ours,front_sum_fy,ground_truth,4.488,-498.7065734863281
ours,front_sum_fy,ground_truth,4.521,-490.971435546875
ours,front_sum_fy,ground_truth,4.587,-507.56813049316406
ours,front_sum_fy,ground_truth,4.653,-513.2729339599609
ours,front_sum_fy,ground_truth,4.686,-513.0566711425781
ours,front_sum_fy,ground_truth,4.719,-509.44334411621094
ours,front_sum_fy,ground_truth,4.785,-526.6152954101562
ours,front_sum_fy,ground_truth,4.851,-531.9861450195312
ours,front_sum_fy,ground_truth,4.917,-537.831787109375
ours,front_sum_fy,ground_truth,4.983,-540.5882873535156
ours,front_sum_fy,ground_truth,5.049,-556.8992614746094
ours,front_sum_fy,ground_truth,5.115,-557.0076293945312
ours,front_sum_fy,ground_truth,5.181,-547.4039001464844
ours,front_sum_fy,ground_truth,5.247,-569.1505432128906
ours,front_sum_fy,ground_truth,5.313,-568.0996704101562
ours,front_sum_fy,ground_truth,5.379,-566.9109191894531
ours,front_sum_fy,ground_truth,5.412,-567.6491394042969
ours,front_sum_fy,ground_truth,5.445,-583.15380859375
ours,front_sum_fy,ground_truth,5.511,-599.2211303710938
ours,front_sum_fy,ground_truth,5.577,-606.3812561035156
ours,front_sum_fy,ground_truth,5.61,-602.5503540039062
ours,front_sum_fy,ground_truth,5.643,-617.4223327636719
ours,front_sum_fy,ground_truth,5.709,-606.2908325195312
ours,front_sum_fy,ground_truth,5.775,-630.2572326660156
ours,front_sum_fy,ground_truth,5.808,-629.2183227539062
ours,front_sum_fy,ground_truth,5.841,-642.6394653320312
ours,front_sum_fy,ground_truth,5.973,-656.940185546875
ours,front_sum_fy,ground_truth,6.006,-652.5144653320312
ours,front_sum_fy,ground_truth,6.039,-640.0532531738281
ours,front_sum_fy,ground_truth,6.105,-656.6522521972656
ours,front_sum_fy,ground_truth,6.171,-645.8216247558594
ours,front_sum_fy,ground_truth,6.204,-644.9684753417969
ours,front_sum_fy,ground_truth,6.237,-619.5648498535156
ours,front_sum_fy,ground_truth,6.303,-604.69580078125
ours,front_sum_fy,ground_truth,6.369,-598.9710083007812
ours,front_sum_fy,ground_truth,6.402,-598.3071899414062
ours,front_sum_fy,ground_truth,6.435,-575.5012817382812
ours,front_sum_fy,ground_truth,6.501,-539.0220642089844
ours,front_sum_fy,ground_truth,6.567,-536.2258605957031
ours,front_sum_fy,ground_truth,6.6,-520.9004211425781
ours,front_sum_fy,ground_truth,6.633,-499.37525939941406
ours,front_sum_fy,ground_truth,6.699,-480.05799865722656
ours,front_sum_fy,ground_truth,6.732,-474.78184509277344
ours,front_sum_fy,ground_truth,6.765,-465.3126983642578
ours,front_sum_fy,ground_truth,6.798,-455.86460876464844
ours,front_sum_fy,ground_truth,6.831,-441.8450164794922
ours,front_sum_fy,ground_truth,6.897,-427.35459899902344
ours,front_sum_fy,ground_truth,6.93,-425.233154296875
ours,front_sum_fy,ground_truth,6.996,-410.5293731689453
ours,front_sum_fy,ground_truth,7.029,-409.6648406982422
ours,front_sum_fy,ground_truth,7.095,-405.6129150390625
ours,front_sum_fy,ground_truth,7.128,-403.0853576660156
ours,front_sum_fy,ground_truth,7.161,-401.7852478027344
ours,front_sum_fy,ground_truth,7.227,-403.6885681152344
ours,front_sum_fy,ground_truth,7.293,-400.56358337402344
ours,front_sum_fy,ground_truth,7.326,-404.11671447753906
ours,front_sum_fy,ground_truth,7.359,-407.30743408203125
ours,front_sum_fy,ground_truth,7.425,-404.61572265625
ours,front_sum_fy,ground_truth,7.491,-404.3735046386719
ours,front_sum_fy,ground_truth,7.524,-405.143798828125
ours,front_sum_fy,ground_truth,7.557,-400.1688690185547
ours,front_sum_fy,ground_truth,7.623,-404.27032470703125
ours,front_sum_fy,ground_truth,7.689,-391.92601013183594
ours,front_sum_fy,ground_truth,7.722,-392.79063415527344
ours,front_sum_fy,ground_truth,7.755,-389.9995880126953
ours,front_sum_fy,ground_truth,7.821,-384.90419006347656
ours,front_sum_fy,ground_truth,7.854,-405.22393798828125
ours,front_sum_fy,ground_truth,7.887,-392.4145050048828
ours,front_sum_fy,ground_truth,7.92,-385.7563781738281
ours,front_sum_fy,ground_truth,8.019,-360.1884460449219
ours,front_sum_fy,ground_truth,8.052,-365.1006317138672
ours,front_sum_fy,ground_truth,8.085,-361.8517761230469
ours,front_sum_fy,ground_truth,8.118,-365.28562927246094
ours,front_sum_fy,ground_truth,8.151,-338.44679260253906
ours,front_sum_fy,ground_truth,8.217,-342.4262390136719
ours,front_sum_fy,ground_truth,8.25,-343.27308654785156
ours,front_sum_fy,ground_truth,8.283,-344.11932373046875
ours,front_sum_fy,ground_truth,8.316,-383.5788116455078
ours,front_sum_fy,ground_truth,8.349,-314.7327423095703
ours,front_sum_fy,ground_truth,8.415,-312.51622009277344
ours,front_sum_fy,ground_truth,8.448,-309.8136444091797
ours,front_sum_fy,ground_truth,8.481,-307.49635314941406
ours,front_sum_fy,ground_truth,8.547,-274.411865234375
ours,front_sum_fy,ground_truth,8.613,-278.199462890625
ours,front_sum_fy,ground_truth,8.646,-286.7417297363281
ours,front_sum_fy,ground_truth,8.679,-272.3462219238281
ours,front_sum_fy,ground_truth,8.745,-242.56126403808594
ours,front_sum_fy,ground_truth,8.91,-242.57611846923828
ours,front_sum_fy,ground_truth,9.075,-208.23854064941406
ours,front_sum_fy,ground_truth,9.24,-188.61376190185547
ours,front_sum_fy,ground_truth,9.405,-185.79649353027344
ours,front_sum_fy,ground_truth,9.57,-165.8331069946289
ours,front_sum_fy,ground_truth,9.735,-154.0824432373047
ours,front_sum_fy,ground_truth,9.9,-166.64889526367188
ours,front_sum_fy,ground_truth,10.065,-114.2580680847168
ours,front_sum_fy,ground_truth,10.23,-91.30451965332031
ours,front_sum_fy,ground_truth,10.395,-56.12485885620117
ours,front_sum_fy,ground_truth,10.56,-15.941408157348633
ours,front_sum_fy,ground_truth,10.725,-6.007314920425415
ours,front_sum_fy,ground_truth,10.89,-11.551912307739258
ours,front_sum_fy,ground_truth,11.055,-6.4067912101745605
ours,front_sum_fy,ground_truth,11.22,-40.401668548583984
ours,front_sum_fy,ground_truth,11.385,-59.833072662353516
ours,front_sum_fy,ground_truth,11.55,-80.49267959594727
ours,front_sum_fy,ground_truth,11.682,-99.76456451416016
ours,front_sum_fy,ground_truth,11.715,-167.30227661132812
ours,front_sum_fy,ground_truth,11.748,-117.101806640625
ours,front_sum_fy,ground_truth,11.781,-105.56393432617188
ours,front_sum_fy,ground_truth,11.847,-107.55166625976562
ours,front_sum_fy,ground_truth,11.88,-110.52151870727539
ours,front_sum_fy,ground_truth,12.012,-117.31893920898438
ours,front_sum_fy,ground_truth,12.045,-118.74008178710938
ours,front_sum_fy,ground_truth,12.078,-119.11611938476562
ours,front_sum_fy,ground_truth,12.111,-121.73031616210938
ours,front_sum_fy,ground_truth,12.144,-122.70565795898438
ours,front_sum_fy,ground_truth,12.21,-123.9063606262207
ours,front_sum_fy,ground_truth,12.276,-125.80804061889648
ours,front_sum_fy,ground_truth,12.309,-128.26770782470703
ours,front_sum_fy,ground_truth,12.375,-129.41049194335938
ours,front_sum_fy,ground_truth,12.408,-128.1379623413086
ours,front_sum_fy,ground_truth,12.474,-130.81721878051758
ours,front_sum_fy,ground_truth,12.507,-132.62462615966797
ours,front_sum_fy,ground_truth,12.54,-133.78398895263672
ours,front_sum_fy,ground_truth,12.573,-133.8127212524414
ours,front_sum_fy,ground_truth,12.639,-134.70800018310547
ours,front_sum_fy,ground_truth,12.705,-138.80040740966797
ours,front_sum_fy,ground_truth,12.738,-139.16240692138672
ours,front_sum_fy,ground_truth,12.837,-141.11122131347656
ours,front_sum_fy,ground_truth,12.903,-145.04447174072266
ours,front_sum_fy,ground_truth,12.936,-144.55756378173828
ours,front_sum_fy,ground_truth,12.969,-145.35743713378906
ours,front_sum_fy,ground_truth,13.035,-146.251708984375
ours,front_sum_fy,ground_truth,13.068,-146.00379943847656
ours,front_sum_fy,ground_truth,13.101,-148.6585235595703
ours,front_sum_fy,ground_truth,13.134,-149.01844787597656
ours,front_sum_fy,ground_truth,13.167,-148.7508773803711
ours,front_sum_fy,ground_truth,13.233,-150.2325897216797
ours,front_sum_fy,ground_truth,13.266,-149.7396469116211
ours,front_sum_fy,ground_truth,13.299,-152.36009216308594
ours,front_sum_fy,ground_truth,13.332,-152.92803192138672
ours,front_sum_fy,ground_truth,13.365,-152.35826873779297
ours,front_sum_fy,ground_truth,13.431,-158.41014862060547
ours,front_sum_fy,ground_truth,13.464,-160.18335723876953
ours,front_sum_fy,ground_truth,13.497,-160.39278411865234
ours,front_sum_fy,ground_truth,13.53,-162.80048370361328
ours,front_sum_fy,ground_truth,13.563,-166.54460906982422
ours,front_sum_fy,ground_truth,13.629,-168.74491119384766
ours,front_sum_fy,ground_truth,13.662,-172.19522857666016
ours,front_sum_fy,ground_truth,13.695,-173.98094177246094
ours,front_sum_fy,ground_truth,13.761,-184.59723663330078
ours,front_sum_fy,ground_truth,13.827,-185.6580581665039
ours,front_sum_fy,ground_truth,13.86,-187.49176025390625
ours,front_sum_fy,ground_truth,13.893,-190.46141815185547
ours,front_sum_fy,ground_truth,13.959,-197.24929809570312
ours,front_sum_fy,ground_truth,14.025,-198.22949981689453
ours,front_sum_fy,ground_truth,14.058,-202.1040496826172
ours,front_sum_fy,ground_truth,14.091,-202.95785522460938
ours,front_sum_fy,ground_truth,14.157,-209.78614044189453
ours,front_sum_fy,ground_truth,14.223,-213.93433380126953
ours,front_sum_fy,ground_truth,14.289,-218.71304321289062
ours,front_sum_fy,ground_truth,14.355,-225.13338470458984
ours,front_sum_fy,ground_truth,14.388,-224.14073181152344
ours,front_sum_fy,ground_truth,14.421,-230.87677001953125
ours,front_sum_fy,ground_truth,14.487,-232.2856674194336
ours,front_sum_fy,ground_truth,14.553,-251.3137969970703
ours,front_sum_fy,ground_truth,14.619,-255.42169189453125
ours,front_sum_fy,ground_truth,14.685,-257.94618225097656
ours,front_sum_fy,ground_truth,14.751,-280.92063903808594
ours,front_sum_fy,ground_truth,14.817,-289.99964904785156
ours,front_sum_fy,ground_truth,14.883,-303.5735321044922
ours,front_sum_fy,ground_truth,14.949,-305.3153076171875
ours,front_sum_fy,ground_truth,14.982,-299.6300964355469
ours,front_sum_fy,ground_truth,15.015,-303.28948974609375
ours,front_sum_fy,ground_truth,15.081,-306.92662048339844
ours,front_sum_fy,ground_truth,15.147,-291.29754638671875
ours,front_sum_fy,ground_truth,15.18,-293.30137634277344
ours,front_sum_fy,ground_truth,15.213,-298.7719268798828
ours,front_sum_fy,ground_truth,15.279,-297.0104675292969
ours,front_sum_fy,ground_truth,15.345,-271.4510192871094
ours,front_sum_fy,ground_truth,15.378,-286.8694763183594
ours,front_sum_fy,ground_truth,15.411,-267.90956115722656
ours,front_sum_fy,ground_truth,15.477,-251.90210723876953
ours,front_sum_fy,ground_truth,15.543,-228.83834838867188
ours,front_sum_fy,ground_truth,15.576,-226.67850494384766
ours,front_sum_fy,ground_truth,15.609,-231.3992462158203
ours,front_sum_fy,ground_truth,15.675,-218.49481201171875
ours,front_sum_fy,ground_truth,15.708,-212.88298797607422
ours,front_sum_fy,ground_truth,15.741,-202.33850860595703
ours,front_sum_fy,ground_truth,15.774,-194.8596649169922
ours,front_sum_fy,ground_truth,15.807,-200.94044494628906
ours,front_sum_fy,ground_truth,15.873,-189.47230529785156
ours,front_sum_fy,ground_truth,15.906,-184.0351333618164
ours,front_sum_fy,ground_truth,15.939,-190.2835464477539
ours,front_sum_fy,ground_truth,15.972,-188.1455307006836
ours,front_sum_fy,ground_truth,16.005,-190.91790008544922
ours,front_sum_fy,ground_truth,16.071,-189.38141632080078
ours,front_sum_fy,ground_truth,16.104,-190.63750457763672
ours,front_sum_fy,ground_truth,16.137,-200.21649932861328
ours,front_sum_fy,ground_truth,16.17,-202.97190856933594
ours,front_sum_fy,ground_truth,16.203,-201.160400390625
ours,front_sum_fy,ground_truth,16.269,-207.49774169921875
ours,front_sum_fy,ground_truth,16.302,-209.10352325439453
ours,front_sum_fy,ground_truth,16.335,-233.00924682617188
ours,front_sum_fy,ground_truth,16.401,-243.95277404785156
ours,front_sum_fy,ground_truth,16.467,-239.0950164794922
ours,front_sum_fy,ground_truth,16.5,-240.22991943359375
ours,front_sum_fy,ground_truth,16.533,-264.9790496826172
ours,front_sum_fy,ground_truth,16.599,-278.78468322753906
ours,front_sum_fy,ground_truth,16.665,-292.6294708251953
ours,front_sum_fy,ground_truth,16.698,-296.7908935546875
ours,front_sum_fy,ground_truth,16.731,-322.2395477294922
ours,front_sum_fy,ground_truth,16.797,-315.34202575683594
ours,front_sum_fy,ground_truth,16.863,-326.8992156982422
ours,front_sum_fy,ground_truth,16.896,-332.8546600341797
ours,front_sum_fy,ground_truth,16.929,-355.0533447265625
ours,front_sum_fy,ground_truth,16.995,-354.13319396972656
ours,front_sum_fy,ground_truth,17.028,-360.8974609375
ours,front_sum_fy,ground_truth,17.094,-410.3627166748047
ours,front_sum_fy,ground_truth,17.127,-382.73521423339844
ours,front_sum_fy,ground_truth,17.193,-381.64195251464844
ours,front_sum_fy,ground_truth,17.226,-385.19427490234375
ours,front_sum_fy,ground_truth,17.259,-409.9852600097656
ours,front_sum_fy,ground_truth,17.292,-401.6748046875
ours,front_sum_fy,ground_truth,17.325,-400.4434356689453
ours,front_sum_fy,ground_truth,17.391,-408.9430847167969
ours,front_sum_fy,ground_truth,17.457,-451.81138610839844
ours,front_sum_fy,ground_truth,17.523,-392.2891845703125
ours,front_sum_fy,ground_truth,17.589,-397.00743103027344
ours,front_sum_fy,ground_truth,17.622,-400.20628356933594
ours,front_sum_fy,ground_truth,17.655,-398.7779235839844
ours,front_sum_fy,ground_truth,17.688,-402.5240783691406
ours,front_sum_fy,ground_truth,17.721,-378.11705017089844
ours,front_sum_fy,ground_truth,17.787,-382.52833557128906
ours,front_sum_fy,ground_truth,17.82,-381.02105712890625
ours,front_sum_fy,ground_truth,17.853,-403.58628845214844
ours,front_sum_fy,ground_truth,17.886,-391.14678955078125
ours,front_sum_fy,ground_truth,17.919,-365.8540496826172
ours,front_sum_fy,ground_truth,17.985,-363.1095886230469
ours,front_sum_fy,ground_truth,18.018,-384.343017578125
ours,front_sum_fy,ground_truth,18.051,-371.14447021484375
ours,front_sum_fy,ground_truth,18.117,-347.07469177246094
ours,front_sum_fy,ground_truth,18.183,-340.22312927246094
ours,front_sum_fy,ground_truth,18.249,-346.4114074707031
ours,front_sum_fy,ground_truth,18.315,-334.7098693847656
ours,front_sum_fy,ground_truth,18.348,-332.90101623535156
ours,front_sum_fy,ground_truth,18.513,-353.393310546875
ours,front_sum_fy,ground_truth,18.678,-361.6866149902344
ours,front_sum_fy,ground_truth,18.843,-391.8857421875
ours,front_sum_fy,ground_truth,19.008,-435.0279846191406
ours,front_sum_fy,ground_truth,19.074,-439.26734924316406
ours,front_sum_fy,ground_truth,19.107,-420.3929901123047
ours,front_sum_fy,ground_truth,19.239,-427.7441864013672
ours,front_sum_fy,ground_truth,19.404,-424.0581817626953
ours,front_sum_fy,ground_truth,19.47,-438.2613067626953
ours,front_sum_fy,ground_truth,19.503,-426.0552062988281
ours,front_sum_fy,ground_truth,19.602,-416.28021240234375
ours,front_sum_fy,ground_truth,19.668,-402.57826232910156
ours,front_sum_fy,ground_truth,19.701,-398.0880889892578
ours,front_sum_fy,ground_truth,19.734,-393.83551025390625
ours,front_sum_fy,ground_truth,19.767,-387.1328887939453
ours,front_sum_fy,ground_truth,19.866,-374.4038391113281
ours,front_sum_fy,ground_truth,20.031,-363.22430419921875
ours,front_sum_fy,ground_truth,20.196,-351.6271209716797
ours,front_sum_fy,ground_truth,20.361,-356.97557067871094
ours,front_sum_fy,ground_truth,20.526,-338.1648864746094
ours,front_sum_fy,ground_truth,20.691,-324.03428649902344
ours,front_sum_fy,ground_truth,20.856,-302.65887451171875
ours,front_sum_fy,ground_truth,21.021,-325.62933349609375
ours,front_sum_fy,ground_truth,21.351,-344.3395690917969
ours,front_sum_fy,ground_truth,21.516,-350.7224578857422
ours,front_sum_fy,ground_truth,21.681,-327.193359375
ours,front_sum_fy,ground_truth,21.846,-283.0843200683594
ours,front_sum_fy,ground_truth,22.011,-213.52429962158203
ours,front_sum_fy,ground_truth,22.176,-170.0414047241211
ours,front_sum_fy,ground_truth,22.341,-147.59183502197266
ours,front_sum_fy,ground_truth,22.506,-142.65164947509766
ours,front_sum_fy,ground_truth,22.671,-158.47673797607422
ours,front_sum_fy,ground_truth,22.836,-168.21937561035156
ours,front_sum_fy,ground_truth,23.001,-181.01812744140625
ours,front_sum_fy,ground_truth,23.166,-186.52587127685547
ours,front_sum_fy,ground_truth,23.331,-178.84093475341797
ours,front_sum_fy,ground_truth,23.496,-163.44386291503906
ours,front_sum_fy,ground_truth,23.661,-144.75553131103516
ours,front_sum_fy,ground_truth,23.826,-123.89599609375
ours,front_sum_fy,ground_truth,23.991,-106.3049201965332
ours,front_sum_fy,ground_truth,24.156,-88.60641098022461
ours,front_sum_fy,ground_truth,24.321,-68.53162384033203
ours,front_sum_fy,ground_truth,24.486,-52.84867858886719
ours,front_sum_fy,ground_truth,24.651,-35.90849304199219
ours,front_sum_fy,ground_truth,24.816,-25.16553783416748
ours,front_sum_fy,ground_truth,24.981,-17.751628875732422
ours,front_sum_fy,ground_truth,25.146,-13.919393062591553
ours,front_sum_fy,ground_truth,25.311,-16.71159076690674
ours,front_sum_fy,ground_truth,25.476,-24.05185031890869
ours,front_sum_fy,ground_truth,25.641,-31.18381118774414
ours,front_sum_fy,ground_truth,25.806,-32.66073226928711
ours,front_sum_fy,ground_truth,25.971,-29.88184642791748
ours,front_sum_fy,ground_truth,26.136,-31.229439735412598
ours,front_sum_fy,ground_truth,26.301,-25.191152572631836
ours,front_sum_fy,ground_truth,26.466,-19.758854866027832
ours,front_sum_fy,ground_truth,26.631,-16.499564170837402
ours,front_sum_fy,ground_truth,26.796,14.517643928527832
ours,front_sum_fy,ground_truth,26.961,-2.217999815940857
ours,front_sum_fy,ground_truth,27.126,0.46906766295433044
ours,front_sum_fy,ground_truth,27.291,1.3791264295578003
ours,front_sum_fy,ground_truth,27.456,1.8273447751998901
ours,front_sum_fy,ground_truth,27.621,-3.4066312313079834
ours,front_sum_fy,ground_truth,27.786,-9.081018924713135
ours,front_sum_fy,ground_truth,27.951,-16.537575721740723
ours,front_sum_fy,ground_truth,28.116,-14.783998489379883
ours,front_sum_fy,ground_truth,28.281,-28.69326400756836
ours,front_sum_fy,ground_truth,28.446,-36.361846923828125
ours,front_sum_fy,ground_truth,28.611,-36.84382629394531
ours,front_sum_fy,ground_truth,28.776,-32.534010887145996
ours,front_sum_fy,ground_truth,28.941,-24.2605562210083
ours,front_sum_fy,ground_truth,29.106,-17.938076972961426
ours,front_sum_fy,ground_truth,29.271,-9.815382480621338
ours,front_sum_fy,ground_truth,29.436,-7.118993282318115
ours,front_sum_fy,ground_truth,29.601,-2.053849935531616
ours,front_sum_fy,ground_truth,29.766,-4.1225364208221436
ours,front_sum_fy,ground_truth,29.931,-11.35321855545044
ours,front_sum_fy,ground_truth,30.096,-7.793334007263184
ours,front_sum_fy,ground_truth,30.261,-16.117220401763916
ours,front_sum_fy,ground_truth,30.426,-22.267040252685547
ours,front_sum_fy,ground_truth,30.591,-29.33250617980957
ours,front_sum_fy,ground_truth,30.756,-34.641605377197266
ours,front_sum_fy,ground_truth,30.921,-35.26418495178223
ours,front_sum_fy,ground_truth,31.086,-34.74001502990723
ours,front_sum_fy,ground_truth,31.251,-30.367769241333008
ours,front_sum_fy,ground_truth,31.416,-24.565526008605957
ours,front_sum_fy,ground_truth,31.581,-24.199176788330078
ours,front_sum_fy,ground_truth,31.746,-15.476348876953125
ours,front_sum_fy,ground_truth,31.911,-11.687249660491943
ours,front_sum_fy,ground_truth,32.076,-8.178485870361328
ours,front_sum_fy,ground_truth,32.241,-8.272221088409424
ours,front_sum_fy,ground_truth,32.406,-12.67235517501831
ours,front_sum_fy,ground_truth,32.571,-13.990977764129639
ours,front_sum_fy,ground_truth,32.736,-18.13399887084961
ours,front_sum_fy,ground_truth,32.901,-23.206809043884277
ours,front_sum_fy,ground_truth,33.066,-27.71769428253174
ours,front_sum_fy,ground_truth,33.231,-30.77816677093506
ours,front_sum_fy,ground_truth,33.396,-28.301814079284668
ours,front_sum_fy,ground_truth,33.561,-24.55300807952881
ours,front_sum_fy,ground_truth,33.726,-25.985628128051758
ours,front_sum_fy,ground_truth,33.891,-19.572181701660156
ours,front_sum_fy,ground_truth,34.056,-12.975863933563232
ours,front_sum_fy,ground_truth,34.221,-10.98228645324707
ours,front_sum_fy,ground_truth,34.386,-7.655407667160034
ours,front_sum_fy,ground_truth,34.551,-6.8306968212127686
ours,front_sum_fy,ground_truth,34.716,-5.96063494682312
ours,front_sum_fy,ground_truth,34.881,-10.7021164894104
ours,front_sum_fy,ground_truth,35.046,-21.33031177520752
ours,front_sum_fy,ground_truth,35.211,-27.69443702697754
ours,front_sum_fy,ground_truth,35.376,-33.06292533874512
ours,front_sum_fy,ground_truth,35.541,-38.57430648803711
ours,front_sum_fy,ground_truth,35.706,-42.76724433898926
ours,front_sum_fy,ground_truth,35.871,-44.94388008117676
ours,front_sum_fy,ground_truth,36.036,-60.14632225036621
ours,front_sum_fy,ground_truth,36.201,-92.33085250854492
ours,front_sum_fy,ground_truth,36.366,-127.73967742919922
ours,front_sum_fy,ground_truth,36.531,-158.82686614990234
ours,front_sum_fy,ground_truth,36.696,-194.46041870117188
ours,front_sum_fy,ground_truth,36.861,-222.0742950439453
ours,front_sum_fy,ground_truth,37.026,-245.2747573852539
ours,front_sum_fy,ground_truth,37.191,-269.76953125
ours,front_sum_fy,ground_truth,37.356,-276.0679473876953
ours,front_sum_fy,ground_truth,37.521,-272.43861389160156
ours,front_sum_fy,ground_truth,37.686,-282.07977294921875
ours,front_sum_fy,ground_truth,37.851,-272.88165283203125
ours,front_sum_fy,ground_truth,38.016,-279.4053192138672
ours,front_sum_fy,ground_truth,38.181,-291.7547607421875
ours,front_sum_fy,ground_truth,38.346,-309.33018493652344
ours,front_sum_fy,ground_truth,38.511,-320.23817443847656
ours,front_sum_fy,ground_truth,38.676,-342.68182373046875
ours,front_sum_fy,ground_truth,38.841,-362.5876007080078
ours,front_sum_fy,ground_truth,39.006,-431.4224853515625
ours,front_sum_fy,ground_truth,39.171,-430.6868896484375
ours,front_sum_fy,ground_truth,39.336,-473.7122039794922
ours,front_sum_fy,ground_truth,39.501,-490.5857391357422
ours,front_sum_fy,ground_truth,39.666,-552.376708984375
ours,front_sum_fy,ground_truth,39.831,-575.8250732421875
ours,front_sum_fy,ground_truth,39.996,-599.8745422363281
ours,front_sum_fy,ground_truth,40.161,-632.3315124511719
ours,front_sum_fy,ground_truth,40.326,-659.80712890625
ours,front_sum_fy,ground_truth,40.491,-616.952392578125
