t_s,commanded_tire_friction,schedule
32.433,1.500000,constant
32.467,1.500000,constant
32.500,1.500000,constant
32.533,1.500000,constant
32.567,1.500000,constant
32.600,1.500000,constant
32.633,1.500000,constant
32.667,1.500000,constant
32.700,1.500000,constant
32.733,1.500000,constant
32.767,1.500000,constant
32.800,1.500000,constant
32.833,1.500000,constant
32.867,1.500000,constant
32.900,1.500000,constant
32.933,1.500000,constant
32.967,1.500000,constant
33.000,1.500000,constant
33.033,1.500000,constant
33.067,1.500000,constant
33.100,1.500000,constant
33.133,1.500000,constant
33.167,1.500000,constant
33.200,1.500000,constant
33.233,1.500000,constant
33.267,1.500000,constant
33.300,1.500000,constant
33.333,1.500000,constant
33.367,1.500000,constant
33.400,1.500000,constant
33.433,1.500000,constant
33.467,1.500000,constant
33.500,1.500000,constant
33.533,1.500000,constant
33.567,1.500000,constant
33.600,1.500000,constant
33.633,1.500000,constant
33.667,1.500000,constant
33.700,1.500000,constant
33.733,1.500000,constant
33.767,1.500000,constant
33.800,1.500000,constant
33.833,1.500000,constant
33.867,1.500000,constant
33.900,1.500000,constant
33.934,1.500000,constant
33.967,1.500000,constant
34.000,1.500000,constant
34.033,1.500000,constant
34.067,1.500000,constant
34.100,1.500000,constant
34.133,1.500000,constant
34.167,1.500000,constant
34.200,1.500000,constant
34.233,1.500000,constant
34.267,1.500000,constant
34.300,1.500000,constant
34.333,1.500000,constant
34.367,1.500000,constant
34.400,1.500000,constant
34.433,1.500000,constant
34.467,1.500000,constant
34.500,1.500000,constant
34.533,1.500000,constant
34.567,1.500000,constant
34.600,1.500000,constant
34.633,1.500000,constant
34.666,1.500000,constant
34.700,1.500000,constant
34.733,1.500000,constant
34.766,1.500000,constant
34.800,1.500000,constant
34.833,1.500000,constant
34.867,1.500000,constant
34.900,1.500000,constant
34.933,1.500000,constant
34.967,1.500000,constant
35.000,1.500000,constant
35.033,1.500000,constant
35.067,1.500000,constant
35.100,1.500000,constant
35.133,1.500000,constant
35.166,1.500000,constant
35.200,1.500000,constant
35.233,1.500000,constant
35.266,1.500000,constant
35.300,1.500000,constant
35.333,1.500000,constant
35.367,1.500000,constant
35.400,1.500000,constant
35.433,1.500000,constant
35.467,1.500000,constant
35.500,1.500000,constant
35.533,1.500000,constant
35.567,1.500000,constant
35.600,1.500000,constant
35.633,1.500000,constant
35.667,1.500000,constant
35.700,1.500000,constant
35.733,1.500000,constant
35.767,1.500000,constant
35.800,1.500000,constant
35.833,1.500000,constant
35.867,1.500000,constant
35.900,1.500000,constant
35.933,1.500000,constant
35.967,1.500000,constant
36.000,1.500000,constant
36.033,1.500000,constant
36.067,1.500000,constant
36.100,1.500000,constant
36.133,1.500000,constant
36.167,1.500000,constant
36.200,1.500000,constant
36.233,1.500000,constant
36.267,1.500000,constant
36.300,1.500000,constant
36.333,1.500000,constant
36.367,1.500000,constant
36.400,1.500000,constant
36.433,1.500000,constant
36.467,1.500000,constant
36.500,1.500000,constant
36.533,1.500000,constant
36.567,1.500000,constant
36.600,1.500000,constant
36.633,1.500000,constant
36.667,1.500000,constant
36.700,1.500000,constant
36.733,1.500000,constant
36.767,1.500000,constant
36.800,1.500000,constant
36.833,1.500000,constant
36.867,1.500000,constant
36.900,1.500000,constant
36.933,1.500000,constant
36.967,1.500000,constant
37.000,1.500000,constant
37.033,1.500000,constant
37.066,1.500000,constant
37.100,1.500000,constant
37.133,1.500000,constant
37.167,1.500000,constant
37.200,1.500000,constant
37.233,1.500000,constant
37.266,1.500000,constant
37.300,1.500000,constant
37.333,1.500000,constant
37.367,1.500000,constant
37.400,1.500000,constant
37.433,1.500000,constant
37.467,1.500000,constant
37.500,1.500000,constant
37.533,1.500000,constant
37.566,1.500000,constant
37.600,1.500000,constant
37.633,1.500000,constant
37.666,1.500000,constant
37.700,1.500000,constant
37.733,1.500000,constant
37.766,1.500000,constant
37.800,1.500000,constant
37.833,1.500000,constant
37.867,1.500000,constant
37.900,1.500000,constant
37.933,1.500000,constant
37.967,1.500000,constant
38.000,1.500000,constant
38.033,1.500000,constant
38.067,1.500000,constant
38.100,1.500000,constant
38.133,1.500000,constant
38.167,1.500000,constant
38.200,1.500000,constant
38.233,1.500000,constant
38.266,1.500000,constant
38.300,1.500000,constant
38.333,1.500000,constant
38.367,1.500000,constant
38.400,1.500000,constant
38.433,1.500000,constant
38.467,1.500000,constant
38.500,1.500000,constant
38.533,1.500000,constant
38.567,1.500000,constant
38.600,1.500000,constant
38.633,1.500000,constant
