stamp_sec,fl_fy_gt,fl_fy_est,fr_fy_gt,fr_fy_est,rl_fy_gt,rl_fy_est,rr_fy_gt,rr_fy_est,front_sum_gt,front_sum_est,rear_sum_gt,rear_sum_est,total_sum_gt,total_sum_est
1789760910.7655942,-4.687826156616211,-4.332908723609514,-4.9571380615234375,-4.559552459738351,-8.155902862548828,-7.972706462870097,-8.588723182678223,-8.340398158141632,-9.644964218139648,-8.892461183347866,-16.74462604522705,-16.31310462101173,-26.3895902633667,-25.205565804359594
1789760910.9305942,-4.255836486816406,-3.913154796246098,-4.484236240386963,-4.101616572228667,-8.403005599975586,-8.37979444480704,-8.828426361083984,-8.680557349434542,-8.74007272720337,-8.014771368474765,-17.23143196105957,-17.060351794241583,-25.97150468826294,-25.07512316271635
1789760911.0955942,-4.074003219604492,-3.746849323756216,-4.383670806884766,-4.087633634707686,-8.594010353088379,-8.756172540031804,-9.026418685913086,-9.08309341562616,-8.457674026489258,-7.8344829584639015,-17.620429039001465,-17.839265955657964,-26.078103065490723,-25.673748914121866
1789760911.2605944,-2.6117186546325684,-2.490419594782787,-2.7375731468200684,-2.5743991132423174,-7.2856011390686035,-7.207781252012355,-7.811065196990967,-7.767618875130646,-5.349291801452637,-5.064818708025104,-15.09666633605957,-14.975400127143,-20.445958137512207,-20.040218835168105
1789760911.4255943,-4.185110569000244,-3.9841467490720817,-4.432782173156738,-4.2051373930987275,-9.573385238647461,-9.883823161973995,-10.136491775512695,-10.368056763306079,-8.617892742156982,-8.18928414217081,-19.709877014160156,-20.251879925280072,-28.32776975631714,-28.44116406745088
1789760911.5905943,-1.7697116136550903,-1.7124817246186308,-1.8127981424331665,-1.6946239464048487,-7.522067070007324,-7.7335131181873855,-7.840320587158203,-7.911522521665286,-3.582509756088257,-3.4071056710234795,-15.362387657165527,-15.645035639852672,-18.944897413253784,-19.052141310876152
1789760911.7555943,-0.6452267169952393,-0.6206358013687293,-0.7013794779777527,-0.668128797216065,-6.763649940490723,-7.075936899980561,-7.110323429107666,-7.326036129966465,-1.346606194972992,-1.2887645985847942,-13.873973369598389,-14.401973029947026,-15.22057956457138,-15.69073762853182
1789760911.9205942,-1.2166637182235718,-1.1828731800227557,-1.2988964319229126,-1.2613499760002003,-7.446069240570068,-7.683878472527829,-7.998330116271973,-8.272150426750757,-2.5155601501464844,-2.444223156022956,-15.444399356842041,-15.956028899278586,-17.959959506988525,-18.400252055301543
1789760912.0855942,-0.12919698655605316,-0.12868074783863787,-0.14097446203231812,-0.13810051036409157,-6.994581699371338,-7.503835080873454,-7.417888641357422,-7.87456069092167,-0.2701714485883713,-0.26678125820272947,-14.41247034072876,-15.378395771795123,-14.682641789317131,-15.645177029997853
1789760912.2505944,0.2880505323410034,0.286268643264246,0.2971307933330536,0.28912153909907656,-6.0450758934021,-6.612610244397534,-6.285989761352539,-6.660857266996509,0.585181325674057,0.5753901823633225,-12.331065654754639,-13.273467511394044,-11.745884329080582,-12.69807732903072
1789760912.4155943,0.24986772239208221,0.24321451470837574,0.28619635105133057,0.2800238410375228,-6.195174694061279,-6.531976313344792,-6.484799385070801,-6.704853124080045,0.5360640734434128,0.5232383557458986,-12.67997407913208,-13.236829437424838,-12.143910005688667,-12.713591081678938
1789760912.5805943,-0.702288031578064,-0.6983039948762509,-0.7421205043792725,-0.7279349067241105,-7.11204719543457,-7.523183003090589,-7.54511833190918,-7.906004001978583,-1.4444085359573364,-1.4262389016003616,-14.65716552734375,-15.42918700506917,-16.101574063301086,-16.85542590666953
