stamp_sec,v_y_gt,v_y_est,omega_gt,omega_est
1789760912.1185942,0.014051700672212064,0.011902788615877388,0.0010714665594807424,0.008878740904580205
1789760912.1515942,0.014091093202689642,0.01178963995559993,0.0009090465980571279,0.008895188684885782
1789760912.2175941,0.013859484343313966,0.010149603777501359,0.000693610521394143,0.018296897162815247
1789760912.2505944,0.013520093020154889,0.01207548824892202,-4.2078993365713525e-05,0.00956483155629271
1789760912.2835944,0.013766904638230493,0.012206481323917096,-0.00021602486067619187,0.009438224304210343
1789760912.3165944,0.013903024612604398,0.012369634175564826,2.73105072734204e-05,0.008933544795252327
1789760912.3495944,0.013594904905700034,0.012370248415871078,0.00021901699719133213,0.008975442678539664
1789760912.3825943,0.013689897855072353,0.012294567184428227,0.00020043899639237472,0.009875624027178332
1789760912.4485943,0.015011845316264427,0.011135543220319807,-0.0001403696450670659,0.0195447793715252
1789760912.4815943,0.015876627408161426,0.013580688915514501,0.0003818858518853451,0.00984453548033048
1789760912.5145943,0.015826241443358313,0.01378706450037975,0.000433899113507801,0.009225867054793113
1789760912.5805943,0.01686937749790296,0.011619809002273763,9.417158083180967e-05,0.017696484671566693
1789760912.6135943,0.016888598080782913,0.014696143094196326,0.00017594249053313934,0.009023555114091718
1789760912.6465943,0.015882371708016763,0.014691282298124213,8.116851461480892e-05,0.00903910685065357
1789760912.7125943,0.01582336135644269,0.01246609813701948,-0.00029316193056007605,0.018988423552404522
1789760912.7455943,0.01477242661067013,0.014349530327271895,-0.00018857652651935855,0.009447886765356168
1789760912.7785943,0.01517120575724551,0.013704296357714888,-0.00027876270717885925,0.010131042591310676
1789760912.8115942,0.015537033069892736,0.014073041182999338,-0.00019436882486778984,0.01011787770921303
1789760912.8445942,0.015523167095238932,0.014324544352777122,2.9983331815878072e-05,0.01014405481471204
1789760912.8775942,0.016088251291960454,0.013957545800614228,0.00023987582680868994,0.009194938432301179
1789760912.9435942,0.0161434975323278,0.012534725500862726,0.0002851666711210575,0.018275023571386433
1789760912.9765942,0.01607371891228304,0.014704383847108041,0.00021894062339653238,0.010655504803667037
1789760913.0095942,0.015996004454415846,0.014707873087012787,-0.00013638795952695102,0.010635698905921002
1789760913.0425942,0.016485964850611268,0.01486607327667451,6.475458949052007e-05,0.010540177128545774
1789760913.0755942,0.016570576448528662,0.014822144082958755,0.000145354500054876,0.00933250393371962
1789760913.1415942,0.0163578890764855,0.013193837686235492,0.0003489708789842367,0.01855978310500833
1789760913.1745942,0.01644425014855777,0.014972131969355656,-4.526861893793517e-05,0.010760362107080725
1789760913.2075942,0.01690073647433543,0.01528255195302188,-0.0005143872313460491,0.010651773397663098
1789760913.2405941,0.017333690941701896,0.015923029935253425,-6.189108646495451e-05,0.010528201234129068
1789760913.2735941,0.017527149764248406,0.01575712942744535,-0.00012129940924305258,0.00965016822471437
1789760913.3725944,0.011786451578235102,0.01318343800378153,-6.21529679361525e-05,0.03001350116912936
1789760913.4055943,0.013079678316271881,0.011616411400160332,-0.000292146350742758,0.0098001211850428
1789760913.4385943,0.014683699651109272,0.012770113251524596,-0.00032454643830543843,0.009759470043855108
1789760913.4715943,0.01636195660885953,0.014483484634272155,-0.000444093385341472,0.011467059494819685
1789760913.5045943,0.017680448430468232,0.01587904813699513,-0.0003755722990673788,0.011466780954619532
1789760913.6035943,0.021117245153721598,0.01569491379844069,0.0009886243951665768,0.03635241061529181
1789760913.6365943,0.021684727882592014,0.01889603955374936,0.0009679608535942298,0.012387776583942885
1789760913.6695943,0.02228529867287321,0.019246574676192906,0.0013117266290494614,0.011900726907280626
1789760913.7355943,0.02139338391148282,0.016806553031405547,0.0014913684501457638,0.022750875465566346
1789760913.7685943,0.020907657884631448,0.019157404718154206,0.0012419073916570315,0.013657033629525733
1789760913.8015943,0.020294641614897913,0.01894826243225329,0.0013839693893454178,0.013563093846055382
1789760913.8675942,0.019762015438400837,0.015961760134904777,0.0022284992237118955,0.023633079980161467
1789760913.9335942,0.019617600038381866,0.014635149049421335,0.0029852851995430065,0.023371684120312104
1789760913.9665942,0.01969206558004899,0.01701277862803583,0.0024935118935086645,0.014638742044773652
1789760913.9995942,0.019667466960064495,0.017398870300388534,0.002588507648584139,0.01447008145680418
1789760914.0325942,0.019584370863714007,0.0173289728612599,0.002987519137026104,0.014509428774111908
1789760914.0655942,0.019001352691734752,0.01663925584084762,0.0032694014544296514,0.013199345253000459
1789760914.1645942,0.016963597036679268,0.010290585461960742,0.003315987891548562,0.03436916271246157
1789760914.1975942,0.016962042137833144,0.014444749368553167,0.003118396525076519,0.013617153011617743
1789760914.2305942,0.01674878505034716,0.014580304873581727,0.003010002980493817,0.013549513828757312
1789760914.2635942,0.016712288944485287,0.014673867629201112,0.0030523089580555374,0.014236518912770354
1789760914.2965941,0.016655735304384578,0.014621807074943451,0.0029636289241888633,0.01425870678701549
1789760914.3295941,0.016738244223489573,0.014802242438643493,0.003105638918998557,0.014855818195260629
1789760914.3625944,0.01590462244545776,0.014777754864843003,0.0030601805498004157,0.014919656201206886
1789760914.4285944,0.013886438930895473,0.012389838880653998,0.002792324556208581,0.02673559212162728
1789760914.4615943,0.013484992508585592,0.0123485088234672,0.0033638154417393994,0.013356186304219005
1789760914.4945943,0.01384360304689558,0.011632988937111144,0.003712035151242801,0.013583231448410785
1789760914.5275943,0.014305103538309716,0.011889834462593967,0.00397358252531995,0.014546965678344109
1789760914.5935943,0.015700800136129622,0.009856888076888847,0.0037054736158164178,0.025386087538056924
1789760914.6265943,0.01599542224970918,0.013400239803798501,0.0038659013906975344,0.014606365774355637
1789760914.6925943,0.01499910322463549,0.00953478814982443,0.003940043104426573,0.01957120251066345
1789760914.7255943,0.014667561365126147,0.012179456594148057,0.003096909072924002,0.01281399610403472
1789760914.7915943,0.015072125390354962,0.01035934912360276,0.0023019559737145387,0.021835483030276295
1789760914.8245943,0.015543970903578952,0.013417439618825307,0.0020722247606841313,0.012141384149646935
1789760914.8575943,0.016177254186788836,0.013289186538697005,0.002019682870607646,0.009391034565630896
1789760914.8905942,0.016367141838572685,0.013849938629812777,0.0019415292595326207,0.009384368837715974
1789760914.9565942,0.01741708230736716,0.012306129601324035,0.00026430092210666986,0.018825641490223796
1789760914.9895942,0.01869822854008696,0.01643460381180829,1.006854642117646e-05,0.009673016074407811
1789760915.0225942,0.019890312080938166,0.01768386385845317,-0.00019941482994665694,0.009585235325693392
1789760915.0555942,0.021096582786960916,0.018213679968195267,-0.00032124661286541924,0.0071113158888046505
1789760915.0885942,0.02197009297193997,0.019309292488279683,-0.0004792616422618227,0.007078416003732398
1789760915.1875942,0.025640337306994887,0.017407413674814083,-0.002374306841751417,0.024996377544493197
1789760915.2205942,0.027512803545313602,0.024920217833818023,-0.0025318939961812116,0.00722126745922942
1789760915.2535942,0.028993234082395958,0.026050029918166358,-0.0026240905717497135,0.005004263107227364
1789760915.2865942,0.030357907286722607,0.027367509870274587,-0.0027758885948068242,0.00498269195586535
1789760915.3525941,0.03294901571741171,0.027339443930818767,-0.003856654384329823,0.014053557984452838
1789760915.3855941,0.03445023225711452,0.03185140009375369,-0.004067376712413708,0.005178713730156194
1789760915.4185944,0.03584293091332391,0.03289696174379601,-0.004348544768425673,0.0035692749991085553
1789760915.4845943,0.037774871580521285,0.03283270137452088,-0.005007689002888234,0.011232773297599323
1789760915.5505943,0.03986959558992176,0.03600447445307272,-0.0053888502532497004,0.014112223088392634
1789760915.5835943,0.040744795557356106,0.03896760400110853,-0.005585162855667093,0.004397271431457136
1789760915.6165943,0.03385338867740639,0.039692700891549484,-0.010747543436968637,0.003534104319841567
1789760915.6825943,0.04661594117794454,0.042428471691304814,-0.009659189032883124,0.0125571340961823
1789760915.7485943,0.05090945378993528,0.051356713800405025,-0.0075513640687621805,0.020525429626343177
1789760915.7815943,0.05174791045580385,0.050926801581750954,-0.006216281778548044,0.006513471016614051
1789760915.8145943,0.056700579441502974,0.05014163373687522,-0.009229035887018521,0.005417425969650483
1789760915.8475943,0.05931547678364346,0.05676561557865537,-0.007737541405009431,0.004016900848534968
1789760915.9465942,0.058758201061605675,0.05769674694901397,-0.0035469226389523837,0.040149243006345724
1789760915.9795942,0.05587838480606955,0.05492322949074353,-0.0014364304737520372,0.010274816112272694
1789760916.0125942,0.052535369832448,0.051300566680298976,0.00033752391136058265,0.013172430207469856
1789760916.0455942,0.04856700662787006,0.04706442665027805,0.0015276538977906544,0.013992314532064707
1789760916.0785942,0.044136808757958335,0.043692567478541555,0.0034859145766229275,0.018093067746174293
1789760916.1445942,0.03318426804914765,0.032624529675525975,0.007786032913507545,0.03450572116266832
1789760916.2105942,0.019573547152777593,0.016982785234202654,0.011918344457096238,0.02989419795773664
1789760916.2435942,0.012145824848584397,0.010217923563043957,0.01265409875531279,0.020686327170905367
1789760916.2765942,0.005522237205831004,0.005108465694390674,0.013466013243748272,0.02775290334019695
1789760916.3425941,-0.006363556801220582,-0.007816605113364655,0.014872480586532302,0.04265071773780993
1789760916.3755941,-0.011176787368219365,-0.013729189782909252,0.018141796790921597,0.023044426916475076
1789760916.4415941,-0.024506369127248462,-0.029835721942132756,0.020823256973538602,0.031085060923241335
1789760916.4745944,-0.03038305269960695,-0.03388199617804678,0.021224477077220503,0.02596863996735449
1789760916.5405943,-0.03972087725774642,-0.047889297075816725,0.021987352953977395,0.030898912771717982
1789760916.5735943,-0.04345136782376713,-0.04876446427607987,0.022437521149269307,0.021741581174253392
1789760916.6065943,-0.04709276108685323,-0.05225037037016775,0.02307802165770359,0.021894040919045805
1789760916.6725943,-0.052671094319297396,-0.0668850569110198,0.02144416591899869,0.011744545441759133
1789760916.7385943,-0.054356209568870995,-0.06780461878310748,0.01771440776639927,0.011479060319978732
1789760916.7715943,-0.053811282323087184,-0.059601843190516986,0.01694504419257046,0.010352499212352179
